time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,angle_y,angle_z,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779975901.2869632,1,0.1361,0,-138.0948,0.0000,-138.0948,0.000002,0.2277,31.39,6.35,-1.79,1.000000,1.000000,0,0
1779975901.6345975,2,0.1361,0,-138.0848,0.0007,-138.0935,0.000003,0.2972,31.39,6.35,-1.79,0.500000,0.500000,0,0
1779975902.1512067,3,0.1361,0,-138.0599,0.0018,-138.0902,0.000003,0.2719,31.39,6.35,-1.79,0.333333,0.333333,0,0
1779975902.7269862,4,0.1361,0,-138.0341,0.0026,-138.0858,0.000001,0.3045,31.38,6.34,-1.79,0.250000,0.250000,0,0
1779975903.1782587,5,0.1358,0,-137.5557,0.0155,-138.0563,0.003507,0.2301,29.43,8.21,-2.04,0.200000,0.200000,0,0
1779975903.4691458,6,0.1356,0,-137.1277,0.0248,-138.0110,0.006896,0.2471,27.68,12.25,-2.68,0.166667,0.166667,0,0
1779975903.722455,7,0.1355,0,-136.8858,0.0290,-137.9608,0.007133,0.2339,26.74,18.16,-4.04,0.142857,0.142857,0,0
1779975903.9772947,8,0.1354,0,-136.7090,0.0315,-137.9086,0.006777,0.2244,26.55,24.61,-5.91,0.125000,0.125000,0,0
1779975904.2411022,9,0.1354,0,-136.4432,0.0351,-137.8520,0.006237,0.2212,26.48,29.40,-7.33,0.111111,0.111111,0,0
1779975904.533219,10,0.1352,0,-136.0870,0.0394,-137.7893,0.005441,0.2315,25.79,31.68,-7.86,0.100000,0.100000,0,0
1779975904.8019333,11,0.1349,0,-135.4780,0.0464,-137.7151,0.004281,0.2429,23.22,31.58,-7.76,0.090909,0.090909,0,0
1779975905.119317,12,0.1347,0,-135.5658,0.0449,-137.6466,0.005475,0.2867,20.70,28.99,-7.34,0.083333,0.083333,0,0
1779975905.711707,13,0.1348,0,-138.5564,0.0134,-137.6428,0.015027,0.3425,22.90,17.81,-4.98,0.076923,0.076923,0,0
