time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,angle_y,angle_z,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779907698.069375,1,0.0194,1,0.0000,0.0000,0.0000,0.060105,0.5386,18.45,29.40,-2.89,1.000000,1.000000,0,0
1779907698.722443,2,0.0201,1,0.0000,0.0000,0.0000,0.095029,0.4327,12.41,21.15,-0.14,0.500000,0.500000,0,0
1779907699.321291,3,0.0360,1,0.0000,0.0000,0.0000,0.086408,0.4910,13.80,21.17,-0.46,0.333333,0.333333,0,0
1779907699.698328,4,0.0763,1,0.0000,0.0000,0.0000,0.335393,0.3332,14.48,15.17,0.40,0.250000,0.250000,0,0
1779907700.2556891,5,0.1216,0,-14.7580,-0.3588,-0.7090,0.202940,0.3651,13.45,13.35,0.51,0.200000,0.200000,0,0
1779907700.847718,6,0.1664,0,-9.5077,-0.2032,-1.1506,0.149692,0.4288,13.75,14.24,-0.07,0.166667,0.166667,0,0
1779907701.341596,7,0.2105,0,-6.5233,-0.1074,-1.4164,0.120922,0.3867,12.93,13.19,-0.21,0.142857,0.142857,0,0
1779907701.8412976,8,0.2419,0,-5.8960,-0.0852,-1.6344,0.068790,0.3571,11.95,10.30,0.11,0.125000,0.125000,0,0
1779907702.3383148,9,0.2584,0,-5.4977,-0.0713,-1.8146,0.040865,0.3272,7.56,7.19,-0.05,0.111111,0.111111,0,0
1779907702.8783288,10,0.2642,0,-5.1563,-0.0604,-1.9617,0.048439,0.3315,2.15,3.26,0.26,0.100000,0.100000,0,0
1779907703.401612,11,0.2597,0,-4.6625,-0.0473,-2.0716,0.072242,0.3282,-7.04,0.37,1.07,0.090909,0.090909,0,0
1779907703.981705,12,0.2518,0,-3.1256,-0.0141,-2.1075,0.056217,0.3511,-15.88,2.57,1.00,0.083333,0.083333,0,0
1779907704.492278,13,0.2434,0,-2.9723,-0.0109,-2.1344,0.054088,0.3414,-12.90,5.30,1.06,0.076923,0.076923,0,0
1779907705.0932572,14,0.2366,0,-4.8031,-0.0417,-2.2205,0.129098,0.4106,-4.34,3.39,1.58,0.071429,0.071429,0,0
1779907705.583983,15,0.2321,0,-7.7906,-0.0873,-2.3926,0.133740,0.3596,8.24,-0.92,2.46,0.066667,0.066667,0,0
1779907706.151048,16,0.2290,0,-10.9211,-0.1308,-2.6436,0.034932,0.3782,20.34,-5.78,3.46,0.062500,0.062500,0,0
1779907706.6818478,17,0.2269,0,-12.8494,-0.1548,-2.9325,0.018781,0.3965,24.54,-10.43,4.59,0.058824,0.058824,0,0
1779907707.2213695,18,0.2245,0,-14.2019,-0.1697,-3.2407,0.023727,0.4079,20.15,-15.02,4.68,0.055556,0.055556,0,0
1779907707.7169476,19,0.2281,0,-12.4763,-0.1470,-3.4968,0.118083,0.3695,12.90,-12.46,3.65,0.052632,0.052632,0,0
1779907708.3111272,20,0.2316,0,-9.7736,-0.1140,-3.6822,0.253255,0.4375,9.13,-0.18,0.85,0.050000,0.050000,0,0
1779907708.9718184,21,0.2352,0,-6.6352,-0.0776,-3.7919,0.239394,0.5641,9.19,19.33,-4.48,0.047619,0.047619,0,0
1779907709.666236,22,0.2374,0,-0.7870,-0.0136,-3.7730,0.022563,0.4769,17.53,46.33,-10.26,0.045455,0.045455,0,0
1779907710.1811984,23,0.2305,0,-0.1858,-0.0075,-3.7444,0.011877,0.4567,23.76,52.02,-12.83,0.043478,0.043478,0,0
1779907710.6445467,24,0.2249,0,-0.9801,-0.0148,-3.7332,0.010297,0.3834,22.15,49.20,-11.32,0.041667,0.041667,0,0
1779907711.193791,25,0.2189,0,-2.2263,-0.0256,-3.7454,0.008948,0.4156,15.71,39.07,-7.19,0.040000,0.040000,0,0
1779907711.7213857,26,0.2150,0,-5.2228,-0.0502,-3.8074,0.076478,0.4011,7.83,24.77,-4.14,0.038462,0.038462,0,0
1779907712.2948878,27,0.2150,0,-9.2507,-0.0819,-3.9320,0.190956,0.4462,-2.17,7.07,-1.18,0.037037,0.037037,0,0
1779907712.7766333,28,0.2163,0,-13.6333,-0.1151,-4.1211,0.224153,0.3950,-8.80,-12.41,0.31,0.035714,0.035714,0,0
1779907713.2873044,29,0.2194,0,-16.3106,-0.1345,-4.3468,0.095876,0.3570,-11.89,-25.06,-0.09,0.034483,0.034483,0,0
1779907713.84498,30,0.2201,0,-14.7638,-0.1221,-4.5461,0.201852,0.3728,-13.43,-22.95,-0.24,0.033333,0.034064,0,0
1779907714.3794534,31,0.2157,0,-11.0491,-0.0954,-4.6886,0.287508,0.3779,-10.67,-9.03,-0.53,0.032258,0.034064,0,0
1779907715.037619,32,0.2085,0,-6.8087,-0.0672,-4.7704,0.151095,0.5029,-1.31,11.31,-3.36,0.031250,0.034064,0,0
1779907715.2489874,33,0.1993,0,-3.1669,-0.0448,-4.8040,0.023356,0.1896,9.70,31.54,-6.99,0.030303,0.034064,0,0
1779907715.7246022,34,0.1942,0,-1.8375,-0.0369,-4.8211,0.008104,0.3835,14.65,39.59,-8.79,0.029412,0.034064,0,0
1779907716.344541,35,0.1843,0,-0.5113,-0.0298,-4.8236,0.008428,0.4728,22.56,50.65,-12.33,0.028571,0.034064,0,0
1779907716.8301775,36,0.1767,0,-1.1521,-0.0328,-4.8341,0.025021,0.4247,27.11,56.65,-15.54,0.027778,0.034064,0,0
1779907717.503729,37,0.1800,0,-1.5554,-0.0346,-4.8483,0.032672,0.5583,23.47,63.78,-18.83,0.027027,0.034064,0,0
1779907718.2213361,38,0.1896,0,-4.6333,-0.0497,-4.8964,0.024048,0.4768,-39.79,70.74,-29.67,0.026316,0.034064,0,0
1779907718.8196588,39,0.1979,0,-3.5982,-0.0442,-4.9316,0.034294,0.5218,-83.55,74.19,-36.81,0.025641,0.034064,0,0
1779907719.5463207,40,0.2040,0,1.0345,-0.0204,-4.9103,0.019563,0.4602,-89.23,71.21,-35.95,0.025000,0.034064,0,0
1779907720.0185933,41,0.2033,0,-5.7623,-0.0540,-4.9699,0.078590,0.4041,-48.29,54.59,-25.97,0.024390,0.034064,0,0
1779907720.5773478,42,0.1995,0,-10.4524,-0.0760,-5.0826,0.132212,0.4157,-10.51,34.69,-13.79,0.023810,0.034064,0,0
1779907721.11167,43,0.1936,0,-13.9594,-0.0915,-5.2320,0.218935,0.4241,11.11,7.75,-4.07,0.023256,0.034064,0,0
1779907721.6551287,44,0.1872,0,-18.3922,-0.1099,-5.4252,0.171441,0.4348,1.50,-14.97,0.63,0.022727,0.034064,0,0
1779907722.142767,45,0.1836,0,-23.1028,-0.1287,-5.6636,0.066674,0.3809,-5.22,-26.63,1.56,0.022222,0.034064,0,0
1779907722.7130907,46,0.1844,0,-24.9455,-0.1356,-5.9195,0.017903,0.3985,-6.39,-31.23,1.73,0.021739,0.034064,0,0
1779907723.2291143,47,0.1853,0,-22.8234,-0.1267,-6.1520,0.085909,0.3727,-2.82,-26.14,1.95,0.021277,0.034064,0,0
1779907723.8704035,48,0.1821,0,-18.6761,-0.1105,-6.3395,0.196859,0.4771,1.82,-11.99,1.26,0.020833,0.034064,0,0
1779907724.3696048,49,0.1779,0,-13.6846,-0.0919,-6.4754,0.194035,0.4381,8.44,6.67,-1.23,0.020408,0.034064,0,0
1779907724.8574703,50,0.1752,0,-8.3643,-0.0730,-6.5592,0.093674,0.3962,15.94,24.48,-5.10,0.020000,0.034064,0,0
1779907725.367518,51,0.1746,0,-4.3325,-0.0589,-6.6045,0.015569,0.3542,21.98,37.63,-8.96,0.019608,0.034064,0,0
1779907725.9826684,52,0.1747,0,-2.3881,-0.0522,-6.6313,0.005297,0.4346,21.56,44.25,-9.67,0.019231,0.034064,0,0
1779907726.470704,53,0.1744,0,-0.2578,-0.0450,-6.6382,0.029331,0.3841,11.13,45.69,-5.96,0.018868,0.034064,0,0
