time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,angle_y,angle_z,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779977581.989866,1,0.1361,0,-138.0948,0.0000,-138.0948,0.000002,0.1987,31.39,6.35,-1.79,1.000000,1.000000,0,0
1779977582.4653196,2,0.1361,0,-138.0736,0.0014,-138.0920,0.000003,0.2142,31.39,6.35,-1.79,0.500000,0.500000,0,0
1779977582.7138839,3,0.1361,0,-138.0599,0.0020,-138.0886,0.000003,0.1934,31.39,6.35,-1.79,0.333333,0.333333,0,0
1779977582.9948485,4,0.1361,0,-138.0461,0.0024,-138.0848,0.000002,0.2003,31.39,6.34,-1.79,0.250000,0.250000,0,0
1779977583.2624397,5,0.1361,0,-138.0341,0.0027,-138.0809,0.000001,0.1991,31.38,6.34,-1.79,0.200000,0.200000,0,0
1779977583.528594,6,0.1360,0,-137.9692,0.0041,-138.0744,0.000119,0.2009,31.11,6.57,-1.84,0.166667,0.166667,0,0
1779977583.7992513,7,0.1358,0,-137.5557,0.0120,-138.0525,0.003507,0.2139,29.43,8.21,-2.04,0.142857,0.142857,0,0
1779977584.1283205,8,0.1356,0,-137.1277,0.0191,-138.0181,0.006896,0.2699,27.68,12.26,-2.69,0.125000,0.125000,0,0
1779977584.298758,9,0.1355,0,-136.8858,0.0224,-137.9790,0.007133,0.1429,26.74,18.18,-4.04,0.111111,0.111111,0,0
1779977584.5611742,10,0.1354,0,-136.7090,0.0245,-137.9376,0.006777,0.1703,26.55,24.64,-5.92,0.100000,0.100000,0,0
1779977584.8402257,11,0.1354,0,-136.4432,0.0275,-137.8920,0.006237,0.1875,26.48,29.44,-7.34,0.090909,0.090909,0,0
1779977585.1200156,12,0.1352,0,-136.0870,0.0312,-137.8409,0.005441,0.1952,25.79,31.73,-7.88,0.083333,0.083333,0,0
1779977585.4024482,13,0.1349,0,-135.4780,0.0372,-137.7796,0.004281,0.2056,23.22,31.65,-7.79,0.076923,0.076923,0,0
1779977585.740725,14,0.1347,0,-135.5658,0.0360,-137.7226,0.005475,0.2842,20.70,29.07,-7.37,0.071429,0.071429,0,0
1779977586.164408,15,0.1348,0,-138.5564,0.0088,-137.7215,0.015027,0.1831,22.91,17.89,-5.00,0.066667,0.066667,0,0
1779977586.5073314,16,0.1348,0,-138.4544,0.0096,-137.7181,0.014801,0.2478,23.16,12.48,-3.73,0.062500,0.062500,0,0
1779977586.6987362,17,0.1346,0,-137.8424,0.0143,-137.7049,0.020989,0.1728,21.36,8.25,-2.11,0.058824,0.058824,0,0
1779977587.00104,18,0.1343,0,-136.7970,0.0220,-137.6763,0.042165,0.2074,17.25,5.88,-0.58,0.055556,0.055556,0,0
1779977587.2678928,19,0.1341,0,-135.5542,0.0306,-137.6309,0.065805,0.2019,12.89,4.82,0.17,0.052632,0.052632,0,0
1779977587.5097408,20,0.1340,0,-135.0152,0.0340,-137.5796,0.071099,0.1786,11.27,4.20,0.23,0.050000,0.050000,0,0
1779977587.85468,21,0.1341,0,-135.0886,0.0334,-137.5305,0.072276,0.2334,11.71,4.07,0.32,0.047619,0.047619,0,0
1779977588.092045,22,0.1340,0,-134.8826,0.0344,-137.4802,0.066051,0.2083,11.23,4.30,0.15,0.045455,0.045455,0,0
1779977588.266979,23,0.1338,0,-134.6729,0.0354,-137.4287,0.061663,0.1296,9.35,3.16,0.08,0.043478,0.043478,0,0
1779977588.6143656,24,0.1335,0,-134.9478,0.0337,-137.3814,0.065736,0.2032,5.91,-2.23,0.35,0.041667,0.041667,0,0
1779977588.8896866,25,0.1335,0,-136.3262,0.0262,-137.3497,0.098782,0.1976,3.88,-12.08,1.11,0.040000,0.040000,0,0
1779977589.1573284,26,0.1338,0,-138.8737,0.0129,-137.3447,0.186332,0.2080,4.81,-24.54,3.12,0.038462,0.038462,0,0
1779977589.462287,27,0.1342,0,-142.2457,-0.0039,-137.3730,0.301022,0.2218,2.55,-37.16,6.24,0.037037,0.037037,0,0
1779977589.648301,28,0.1347,0,-146.4718,-0.0242,-137.4408,0.417374,0.1467,-4.07,-48.04,9.52,0.035714,0.035714,0,0
1779977590.0031707,29,0.1349,0,-151.2127,-0.0462,-137.5508,0.508522,0.2309,-13.96,-57.14,11.20,0.034483,0.034483,0,0
