time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,angle_y,angle_z
1777989512.3543994,1,0.0242,1,119.2857,0.0000,0.0000,0.051774,0.0901,35.59,-45.38,26.01
1777989512.584934,2,0.0243,1,118.9857,0.0000,0.0000,0.045490,0.0705,35.75,-46.43,26.60
1777989512.8399713,3,0.0243,1,116.6857,0.0000,0.0000,0.029873,0.0658,33.74,-49.10,25.85
1777989513.106309,4,0.0243,1,115.3857,0.0000,0.0000,0.015486,0.0881,34.42,-54.38,28.49
1777989513.3616877,5,0.0243,1,114.4857,0.0000,0.0000,0.005754,0.0933,39.49,-58.69,35.24
1777989513.5923991,6,0.0244,1,112.3000,0.0000,0.0000,0.001000,0.0681,44.93,-60.28,41.46
1777989513.8517103,7,0.0243,1,67.7571,0.0000,0.0000,0.000461,0.0759,23.31,-26.59,11.19
1777989514.088261,8,0.0243,1,115.6857,0.0000,0.0000,0.000580,0.0710,63.59,-64.90,61.32
1777989514.341325,9,0.0242,1,117.5857,0.0000,0.0000,0.000584,0.0767,68.06,-66.64,66.35
1777989514.6153715,10,0.0240,1,56.6714,0.0000,0.0000,0.000441,0.0856,20.64,-19.52,7.21
1777989514.8391442,11,0.0239,1,58.6714,0.0000,0.0000,0.000691,0.0766,19.99,-22.25,7.86
1777989515.0899441,12,0.0237,1,58.8714,0.0000,0.0000,0.001444,0.0770,18.40,-23.27,7.47
1777989515.3521175,13,0.0236,1,36.7000,0.0000,0.0000,0.020731,0.0765,16.99,0.65,-0.52
1777989515.584318,14,0.0235,1,18.1286,0.0000,0.0000,0.030644,0.0735,22.43,21.46,-10.02
1777989515.850878,15,0.0236,1,16.2286,0.0000,0.0000,0.032669,0.0842,27.17,24.12,-12.99
1777989516.0917804,16,0.0238,1,32.7000,0.0000,0.0000,0.135362,0.0761,30.16,7.61,-4.78
1777989516.34439,17,0.0241,1,53.9714,0.0000,0.0000,0.284358,0.0826,32.62,-17.64,8.75
1777989516.6260877,18,0.0244,1,65.7571,0.0000,0.0000,0.302666,0.1005,28.82,-35.32,15.08
1777989516.8407655,19,0.0247,1,65.0571,0.0000,0.0000,0.304174,0.0729,20.44,-36.65,11.66
1777989517.0989065,20,0.0251,1,49.4857,0.0000,0.0000,0.273120,0.0794,11.58,-17.91,3.54
1777989517.3466394,21,0.0253,1,20.4286,0.0000,0.0000,0.118932,0.0788,13.80,17.29,-5.71
1777989517.5902512,22,0.0255,1,-0.2429,0.0000,0.0000,0.016098,0.0674,28.00,39.37,-19.74
1777989517.872417,23,0.0256,1,4.0429,0.0000,0.0000,0.025770,0.1003,35.23,34.91,-22.24
1777989518.100178,24,0.0256,1,33.4000,0.0000,0.0000,0.103879,0.0777,34.26,6.60,-4.94
1777989518.3501873,25,0.0255,1,62.3571,0.0000,0.0000,0.236878,0.0746,36.57,-23.44,14.65
1777989518.5832024,26,0.0253,1,69.0571,0.0000,0.0000,0.360836,0.0712,32.89,-36.43,18.21
1777989518.8404984,27,0.0252,1,70.1571,0.0000,0.0000,0.407397,0.0674,24.94,-42.14,14.72
1777989519.090894,28,0.0251,1,67.3571,0.0000,0.0000,0.372766,0.0672,12.72,-39.30,7.34
1777989519.3415518,29,0.0255,1,39.8000,0.0000,0.0000,0.338310,0.0672,0.45,-6.52,0.73
1777989519.59486,30,0.0265,1,-10.6286,0.0000,0.0000,0.289218,0.0744,-9.56,52.70,8.38
1777989519.8474917,31,0.0295,1,-50.6857,0.0000,0.0000,0.161967,0.0718,-137.10,75.28,138.18
1777989520.0941603,32,0.0360,1,-62.9571,0.0000,0.0000,0.110474,0.0674,-171.04,60.58,173.17
1777989520.3429346,33,0.0471,1,-71.9571,0.0000,0.0000,0.144230,0.0708,-175.63,50.98,177.38
1777989520.5866756,34,0.0609,1,2.5429,0.0000,0.0000,0.264026,0.0688,-8.53,49.12,7.16
1777989520.831403,35,0.0770,1,24.5143,0.0000,0.0000,0.233187,0.0704,-6.08,18.57,2.65
1777989521.0974686,36,0.0943,1,36.8000,0.0000,0.0000,0.133032,0.0700,-2.52,-3.19,1.03
1777989521.3556705,37,0.1117,0,43.3857,0.0441,1.1055,0.028634,0.0816,3.89,-16.55,1.83
1777989521.5802903,38,0.1282,0,43.6857,0.0461,2.3476,0.010056,0.0663,9.64,-18.50,2.84
1777989521.8336577,39,0.1434,0,40.6000,0.0192,3.5689,0.025243,0.0717,9.83,-13.30,2.44
1777989522.083995,40,0.1565,0,37.2000,-0.0130,4.7109,0.025838,0.0683,3.35,-6.07,1.24
1777989522.3442476,41,0.1677,0,35.1000,-0.0340,5.7955,0.012568,0.0691,-5.23,-0.82,0.52
1777989522.591103,42,0.1769,0,34.1000,-0.0442,6.8512,0.002443,0.0646,-12.04,1.85,0.51
1777989522.8447227,43,0.1852,0,34.8000,-0.0359,7.9521,0.006847,0.0734,-11.62,2.24,0.38
1777989523.0903616,44,0.1933,0,36.4000,-0.0170,9.1419,0.011204,0.0702,-5.05,1.41,0.05
1777989523.3359513,45,0.2012,0,37.7000,-0.0011,10.4011,0.008605,0.0708,1.25,0.53,-0.08
1777989523.5834472,46,0.2091,0,39.1000,0.0165,11.7330,0.003833,0.0681,6.72,-0.23,0.00
1777989523.831521,47,0.2166,0,39.8000,0.0254,13.0902,0.001323,0.0716,9.89,-0.65,0.11
1777989524.0942333,48,0.2229,0,40.1000,0.0291,14.4383,0.000912,0.0670,10.92,-0.76,0.14
1777989524.3431053,49,0.2281,0,-153.1429,-2.6168,3.5692,0.000392,0.0677,140.77,-10.31,171.67
1777989524.593132,50,0.2321,0,-152.5429,-2.5720,-6.8188,0.004629,0.0708,139.28,-10.30,171.19
1777989524.8345087,51,0.2348,0,-151.7429,-2.5245,-16.6766,0.006437,0.0648,137.98,-10.33,170.74
1777989525.0916429,52,0.2364,0,-151.4429,-2.4844,-26.0198,0.003974,0.0725,136.67,-10.38,170.34
