time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,angle_y,angle_z,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779879861.0827885,1,0.1452,0,-89.2268,-12.9573,-24.0329,0.013760,0.1791,22.76,20.68,5.68,1.000000,1.000000,0,0
1779879861.285951,2,0.1452,0,-89.2228,-12.0162,-39.9100,0.013633,0.1404,24.52,36.31,4.18,0.500000,0.500000,0,0
1779879861.5382006,3,0.1452,0,-89.2211,-11.4344,-53.1779,0.013552,0.1410,25.90,49.40,3.17,0.333333,0.333333,0,0
1779879861.7942781,4,0.1452,0,-89.2244,-11.0194,-65.1060,0.013484,0.1548,27.18,61.18,2.48,0.250000,0.250000,0,0
1779879862.0031152,5,0.1452,0,-89.2332,-10.6996,-76.1955,0.013452,0.1126,28.67,72.13,2.23,0.200000,0.200000,0,0
1779879862.2517571,6,0.1452,0,-89.2465,-10.4409,-86.6996,0.013488,0.1154,31.72,82.50,3.67,0.166667,0.166667,0,0
1779879862.502465,7,0.1452,0,-89.2605,-10.2246,-96.7471,0.013528,0.1075,-162.96,87.50,167.48,0.142857,0.159104,0,0
1779879862.765121,8,0.1452,0,-449.2747,-16.5735,-121.0822,0.013613,0.1309,-150.56,63.49,176.14,0.125000,0.159104,0,0
1779879863.0139759,9,0.1452,0,-809.2856,-22.1137,-158.5820,0.013746,0.1224,-146.54,26.51,173.45,0.111111,0.159104,0,0
1779879863.273736,10,0.1452,0,-809.2931,-21.7928,-194.9010,0.013845,0.1314,-141.46,-9.06,168.76,0.100000,0.159104,0,0
1779879863.542333,11,0.1452,0,-449.2962,-16.7545,-217.1440,0.013908,0.1479,-136.21,-30.51,163.65,0.090909,0.159104,0,0
1779879863.7627034,12,0.1452,0,-449.2981,-16.5519,-238.6752,0.013954,0.1214,-126.47,-50.52,154.03,0.083333,0.159104,0,0
1779879864.0040267,13,0.1452,0,-449.2992,-16.3671,-259.5285,0.013979,0.1140,-102.21,-67.27,129.87,0.076923,0.159104,0,0
1779879864.2721827,14,0.1451,0,-449.2996,-16.1974,-279.7342,0.014043,0.1349,-43.99,-71.82,71.73,0.071429,0.159104,0,0
1779879864.5316994,15,0.1451,0,-449.3043,-16.0407,-299.3198,0.014160,0.1343,-5.66,-59.61,33.50,0.066667,0.159104,0,0
1779879864.7750082,16,0.1451,0,-449.3043,-15.8953,-318.3106,0.014274,0.1348,8.11,-42.83,19.82,0.062500,0.159104,0,0
1779879865.0271332,17,0.1451,0,-449.2998,-15.7596,-336.7298,0.014412,0.1409,14.64,-25.41,13.40,0.058824,0.159104,0,0
1779879865.2694414,18,0.1451,0,-449.2929,-15.6325,-354.5993,0.014547,0.1235,18.54,-8.13,9.62,0.055556,0.159104,0,0
1779879865.5130234,19,0.1450,0,-449.2814,-15.5131,-371.9393,0.014644,0.1232,21.24,8.81,7.08,0.052632,0.159104,0,0
1779879865.757602,20,0.1450,0,-449.2663,-15.4005,-388.7685,0.014741,0.1221,23.32,25.34,5.22,0.050000,0.159104,0,0
1779879866.008383,21,0.1450,0,-449.2566,-15.2941,-405.1053,0.014799,0.1177,25.08,41.43,3.79,0.047619,0.159104,0,0
1779879866.2723289,22,0.1450,0,-449.2498,-15.1933,-420.9665,0.014763,0.1278,26.75,57.08,2.73,0.045455,0.159104,0,0
1779879866.5418074,23,0.1450,0,-449.2447,-15.0974,-436.3680,0.014703,0.1484,28.77,72.30,2.30,0.043478,0.159104,0,0
1779879866.7864187,24,0.1451,0,-449.2399,-15.0061,-451.3249,0.014608,0.1475,38.38,87.04,9.63,0.041667,0.159104,0,0
1779879867.0205822,25,0.1451,0,-449.2335,-14.9190,-465.8513,0.014511,0.1303,-153.27,78.54,175.79,0.040000,0.159104,0,0
1779879867.2654424,26,0.1451,0,-1169.2263,-18.8537,-500.5073,0.014474,0.1296,-148.48,44.32,174.96,0.038462,0.159104,0,0
1779879867.5353398,27,0.1451,0,-1169.2177,-18.7524,-534.2646,0.014424,0.1521,-144.65,11.10,171.73,0.037037,0.159104,0,0
1779879867.8147209,28,0.1451,0,-809.2142,-16.7895,-557.0142,0.014390,0.1794,-141.07,-11.12,168.36,0.035714,0.159104,0,0
1779879868.0165198,29,0.1451,0,-809.2121,-16.7055,-579.1567,0.014352,0.1333,-135.56,-32.42,163.00,0.034483,0.159104,0,0
1779879868.3072407,30,0.1451,0,-809.2063,-16.6247,-600.7095,0.014303,0.1622,-125.06,-52.33,152.61,0.033333,0.159104,0,0
1779879868.5104012,31,0.1451,0,-809.2008,-16.5468,-621.6889,0.014272,0.1228,-97.75,-68.60,125.40,0.032258,0.159104,0,0
1779879868.7787843,32,0.1452,0,-809.1964,-16.4717,-642.1113,0.014180,0.1303,-37.10,-70.97,64.85,0.031250,0.159104,0,0
1779879869.0308456,33,0.1452,0,-809.1919,-16.3992,-661.9918,0.014075,0.1400,-2.93,-57.39,30.76,0.030303,0.159104,0,0
1779879869.2576156,34,0.1452,0,-809.1939,-16.3292,-681.3450,0.013993,0.1176,9.46,-40.00,18.47,0.029412,0.159104,0,0
1779879869.5325942,35,0.1452,0,-809.1992,-16.2614,-700.1853,0.013944,0.1356,15.52,-22.09,12.52,0.028571,0.159104,0,0
1779879869.768033,36,0.1452,0,-809.2063,-16.1959,-718.5262,0.013960,0.1238,19.21,-4.31,8.96,0.027778,0.159104,0,0
1779879870.0181189,37,0.1452,0,-809.2191,-16.1324,-736.3812,0.014017,0.1166,21.82,13.16,6.53,0.027027,0.159104,0,0
1779879870.277773,38,0.1452,0,-809.2321,-16.0708,-753.7635,0.014114,0.1274,23.87,30.25,4.73,0.026316,0.159104,0,0
1779879870.4982579,39,0.1452,0,-809.2450,-16.0110,-770.6861,0.014181,0.1119,25.65,46.93,3.36,0.025641,0.159104,0,0
1779879870.7561321,40,0.1451,0,-809.2557,-15.9529,-787.1613,0.014211,0.1212,27.45,63.20,2.43,0.025000,0.159104,0,0
1779879871.008443,41,0.1451,0,-809.2605,-15.8965,-803.2011,0.014216,0.1160,30.30,79.04,2.79,0.024390,0.159104,0,0
1779879871.2576506,42,0.1452,0,-809.2634,-15.8416,-818.8168,0.014168,0.1217,-157.73,85.48,172.40,0.023810,0.159104,0,0
1779879871.5153732,43,0.1452,0,-1169.2625,-17.0034,-843.5213,0.014138,0.1234,-150.29,61.09,176.02,0.023256,0.159104,0,0
1779879871.774525,44,0.1452,0,-1529.2607,-18.1350,-877.0761,0.014142,0.1324,-146.72,27.99,173.58,0.022727,0.159104,0,0
1779879872.033855,45,0.1452,0,-1529.2558,-18.0765,-909.7995,0.014118,0.1364,-142.36,-4.10,169.59,0.022222,0.159104,0,0
1779879872.2714157,46,0.1452,0,-1169.2479,-16.8832,-932.2859,0.014123,0.1235,-137.61,-25.87,165.01,0.021739,0.159104,0,0
1779879872.5307152,47,0.1452,0,-1169.2392,-16.8310,-954.2018,0.014145,0.1311,-129.17,-46.48,156.69,0.021277,0.159104,0,0
1779879872.7683415,48,0.1452,0,-1169.2333,-16.7801,-975.5612,0.014186,0.1227,-109.11,-64.54,136.74,0.020833,0.159104,0,0
1779879873.0209699,49,0.1452,0,-1169.2303,-16.7304,-996.3784,0.014247,0.1211,-54.60,-72.52,82.31,0.020408,0.159104,0,0
1779879873.2745097,50,0.1452,0,-1169.2278,-16.6818,-1016.6672,0.014266,0.1343,-8.81,-61.74,36.62,0.020000,0.159104,0,0
