time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,angle_y,angle_z,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779873832.9720633,1,0.0833,1,0.0000,0.0000,0.0000,0.002583,0.2260,-145.76,-52.08,169.33,1.000000,1.000000,0,0
1779873833.4355397,2,0.0834,1,0.0000,0.0000,0.0000,0.163961,0.2157,-145.20,-50.05,170.19,0.500000,0.500000,0,0
1779873833.6744199,3,0.0833,1,0.0000,0.0000,0.0000,0.152496,0.2039,-146.74,-48.44,170.93,0.333333,0.333333,0,0
1779873833.9023657,4,0.0832,1,0.0000,0.0000,0.0000,0.130144,0.1900,-148.72,-46.89,171.66,0.250000,0.250000,0,0
1779873834.1907907,5,0.0832,1,0.0000,0.0000,0.0000,0.083417,0.2148,-150.08,-45.41,172.36,0.200000,0.200000,0,0
1779873834.409736,6,0.0832,1,0.0000,0.0000,0.0000,0.037012,0.1920,-150.95,-44.19,172.91,0.166667,0.166667,0,0
1779873834.656951,7,0.0832,1,0.0000,0.0000,0.0000,0.010045,0.1854,-151.70,-43.45,173.23,0.142857,0.159104,0,0
1779873834.9231408,8,0.0831,1,0.0000,0.0000,0.0000,0.003954,0.2070,-152.49,-43.23,173.32,0.125000,0.159104,0,0
1779873835.1600847,9,0.0831,1,0.0000,0.0000,0.0000,0.005296,0.1833,-152.73,-43.36,173.28,0.111111,0.159104,0,0
1779873835.4046595,10,0.0831,1,0.0000,0.0000,0.0000,0.005225,0.1919,-152.64,-43.67,173.17,0.100000,0.159104,0,0
1779873835.6646101,11,0.0832,1,0.0000,0.0000,0.0000,0.037426,0.1944,-151.21,-44.68,172.73,0.090909,0.159104,0,0
1779873835.8983414,12,0.0834,1,0.0000,0.0000,0.0000,0.270793,0.1879,-147.71,-47.31,171.02,0.083333,0.159104,0,0
1779873836.1784992,13,0.0836,1,0.0000,0.0000,0.0000,0.870826,0.2025,-140.58,-51.31,165.89,0.076923,0.159104,0,0
1779873836.4578092,14,0.0838,1,0.0000,0.0000,0.0000,1.726715,0.2336,-130.23,-55.71,157.35,0.071429,0.159104,0,0
1779873836.6759121,15,0.0839,1,0.0000,0.0000,0.0000,2.451835,0.2064,-121.94,-59.92,150.42,0.066667,0.159104,0,0
1779873836.918221,16,0.0840,1,0.0000,0.0000,0.0000,2.847407,0.1959,-117.84,-63.30,147.06,0.062500,0.159104,0,0
1779873837.1582634,17,0.0840,1,0.0000,0.0000,0.0000,2.934446,0.1907,-116.62,-65.42,145.70,0.058824,0.159104,0,0
