time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x
1778056518.8515465,153,0.9799,0,21.6591,0.1438,25.4496,0.370757,0.0343,-22.46
1778056519.116239,154,0.9801,0,21.5620,0.1422,25.2640,0.443762,0.0288,-22.40
1778056519.371431,155,0.9807,0,21.4942,0.1409,25.0866,0.423639,0.0283,-22.58
1778056519.6470776,156,0.9810,0,21.4421,0.1397,24.9182,0.359632,0.0259,-22.93
1778056519.9204526,157,0.9814,0,22.4635,0.1452,24.8517,0.526004,0.0357,-23.11
1778056520.1751792,158,0.9832,0,22.6660,0.1456,24.8070,0.427314,0.0273,-23.46
1778056520.4411678,159,0.9866,0,22.6898,0.1448,24.7666,0.438900,0.0318,-23.57
1778056520.7042322,160,0.9913,0,22.9270,0.1454,24.7487,0.431465,0.0310,-23.52
1778056520.9693959,161,0.9959,0,22.5271,0.1420,24.6953,0.231982,0.0318,-23.59
1778056521.2371597,162,0.9984,0,22.7590,0.1426,24.6656,0.190945,0.0213,-23.67
1778056521.5027907,163,0.9991,0,23.1411,0.1440,24.6713,0.091782,0.0281,-23.75
1778056521.7783122,164,0.9989,0,23.3106,0.1442,24.6907,0.041249,0.0235,-23.80
1778056522.04403,165,0.9988,0,23.2452,0.1429,24.7019,0.026953,0.0247,-23.71
1778056522.3197582,166,0.9991,0,22.7040,0.1388,24.6635,0.125745,0.0262,-23.56
1778056522.5998635,167,0.9994,0,23.0496,0.1400,24.6581,0.191116,0.0312,-23.45
1778056522.8611715,168,0.9995,0,22.8124,0.1378,24.6314,0.203835,0.0368,-23.42
1778056523.1186087,169,0.9996,0,22.6248,0.1359,24.5895,0.180524,0.0257,-23.39
1778056523.382944,170,0.9995,0,22.9766,0.1371,24.5815,0.086290,0.0251,-23.29
1778056523.66627,171,0.9995,0,22.5165,0.1336,24.5327,0.011761,0.0321,-23.49
1778056523.9234896,172,0.9995,0,22.6611,0.1337,24.5001,0.003685,0.0280,-23.53
1778056524.1812544,173,0.9996,0,22.6628,0.1329,24.4696,0.003075,0.0265,-23.61
1778056524.4530516,174,0.9996,0,22.6712,0.1322,24.4416,0.002437,0.0347,-23.75
1778056524.7164586,175,0.9996,0,22.6560,0.1314,24.4140,0.002877,0.0313,-23.65
1778056524.9777606,176,0.9995,0,22.6430,0.1306,24.3868,0.003917,0.0272,-23.63
1778056525.2448707,177,0.9995,0,22.6629,0.1299,24.3630,0.005103,0.0273,-23.60
1778056525.5083628,178,0.9994,0,22.6490,0.1291,24.3393,0.005567,0.0256,-23.59
1778056525.7792454,179,0.9993,0,22.6125,0.1282,24.3136,0.006290,0.0265,-23.58
1778056526.040205,180,0.9992,0,22.5746,0.1273,24.2861,0.006517,0.0247,-23.57
1778056526.3204231,181,0.9991,0,22.5172,0.1263,24.2553,0.005741,0.0278,-23.57
1778056526.5881386,182,0.9990,0,22.5427,0.1257,24.2286,0.004935,0.0223,-23.57
1778056526.8525681,183,0.9989,0,22.6118,0.1254,24.2095,0.003764,0.0285,-23.56
1778056527.113615,184,0.9989,0,22.6730,0.1251,24.1968,0.002281,0.0271,-23.57
1778056527.383281,185,0.9989,0,22.7280,0.1247,24.1894,0.000692,0.0290,-23.57
1778056527.643555,186,0.9989,0,22.7609,0.1242,24.1849,0.000416,0.0237,-23.57
1778056527.9210637,187,0.9989,0,22.7597,0.1235,24.1800,0.000549,0.0256,-23.57
1778056528.166184,188,0.9989,0,22.7488,0.1228,24.1740,0.000663,0.0106,-23.57
1778056528.4186988,189,0.9989,1,22.7488,0.1228,24.2968,0.000000,0.0000,-23.57
1778056528.694873,190,0.9989,1,22.7488,0.1228,24.4196,0.000000,0.0000,-23.57
1778056528.9556396,191,0.9989,1,22.7488,0.1228,24.5424,0.000000,0.0000,-23.57
1778056529.2143507,192,0.9989,1,22.7488,0.1228,24.6652,0.000000,0.0000,-23.57
