time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779897461.1163225,1,0.9995,0,18.2413,0.0000,18.2413,18.311012,0.2200,-8.92,1.000000,1.000000,0,0
1779897461.5047102,2,0.9995,0,22.4973,2.1269,21.4322,2.160416,0.2066,-11.76,0.500000,0.500000,0,0
1779897461.7957683,3,0.9994,0,23.2366,1.6646,23.1434,1.359496,0.2313,-13.03,0.333333,0.333333,0,0
1779897462.0530522,4,0.9994,0,23.7886,1.3866,24.3448,1.288720,0.2171,-13.06,0.250000,0.250000,0,0
1779897462.3310523,5,0.9994,0,24.0174,1.1552,25.2037,1.354581,0.2305,-12.12,0.200000,0.200000,0,0
1779897462.56161,6,0.9994,0,24.2092,0.9947,25.8671,1.432665,0.2052,-11.62,0.166667,0.166667,0,0
1779897462.8544676,7,0.9993,0,24.4293,0.8841,26.3820,1.451584,0.2185,-12.05,0.142857,0.159104,0,0
1779897463.130912,8,0.9992,0,24.5922,0.7941,26.7653,1.420886,0.2419,-13.05,0.125000,0.159104,0,0
1779897463.4577293,9,0.9992,0,24.8758,0.7374,27.0851,1.375099,0.2906,-12.55,0.111111,0.159104,0,0
1779897464.018891,10,0.9993,0,25.0912,0.6852,27.3444,1.483548,0.3260,-8.60,0.100000,0.159104,0,0
1779897464.606449,11,0.9989,0,25.0201,0.6166,27.4935,1.628863,0.3833,-4.67,0.090909,0.159104,0,0
1779897464.9631793,12,0.9984,0,25.1756,0.5782,27.6117,1.707574,0.2050,-1.29,0.083333,0.159104,0,0
1779897465.2888603,13,0.9986,0,25.2552,0.5399,27.6914,1.735721,0.2714,-0.51,0.076923,0.159104,0,0
1779897465.7584865,14,0.9985,0,25.2803,0.5032,27.7316,1.743203,0.2089,0.13,0.071429,0.159104,0,0
1779897466.0642354,15,0.9984,0,25.1955,0.4640,27.7191,1.792807,0.2426,-0.61,0.066667,0.159104,0,0
1779897466.3084512,16,0.9986,0,24.9486,0.4197,27.6319,2.058799,0.2238,0.39,0.062500,0.159104,0,0
1779897466.5779068,17,0.9990,0,24.7103,0.3810,27.4880,2.275518,0.2427,3.01,0.058824,0.159104,0,0
1779897466.8258057,18,0.9994,0,24.3659,0.3407,27.2781,2.498162,0.2116,5.86,0.055556,0.159104,0,0
1779897467.0718253,19,0.9997,0,23.8826,0.2974,26.9881,2.717269,0.2046,10.04,0.052632,0.159104,0,0
1779897467.3864424,20,0.9997,0,23.4150,0.2591,26.6377,2.916340,0.2431,15.10,0.050000,0.159104,0,0
1779897467.6172638,21,0.9998,0,22.9278,0.2236,26.2356,3.010784,0.2094,18.90,0.047619,0.159104,0,0
1779897467.9109635,22,0.9999,0,22.6742,0.2019,25.8388,3.077487,0.2361,24.22,0.045455,0.159104,0,0
1779897468.142823,23,1.0000,0,22.6432,0.1918,25.4917,3.182612,0.2098,30.79,0.043478,0.159104,0,0
1779897468.3938265,24,1.0000,0,22.8515,0.1925,25.2335,3.093874,0.1932,32.43,0.041667,0.159104,0,0
1779897468.7135377,25,1.0000,0,23.1417,0.1964,25.0658,2.914474,0.2459,29.61,0.040000,0.159104,0,0
1779897468.9361591,26,0.9999,0,23.4782,0.2018,24.9829,2.673509,0.1951,25.43,0.038462,0.159104,0,0
1779897469.26467,27,0.9999,0,23.8565,0.2083,24.9789,2.329990,0.2587,18.68,0.037037,0.159104,0,0
1779897469.5074039,28,0.9999,0,24.2605,0.2153,25.0457,1.912009,0.2356,11.33,0.035714,0.159104,0,0
1779897469.94894,29,0.9998,0,24.6612,0.2217,25.1709,1.488870,0.4052,4.88,0.034483,0.159104,0,1
1779897470.5494041,30,0.9996,0,25.0326,0.2267,25.3396,0.837736,0.4876,-8.33,0.033333,0.159104,0,1
1779897471.0160778,31,0.9992,0,25.0062,0.2185,25.4704,0.745414,0.4339,-12.16,0.032258,0.159104,0,1
1779897471.3962765,32,0.9991,0,24.6438,0.2004,25.5075,1.471109,0.2701,-2.45,0.031250,0.159104,0,0
1779897471.877614,33,0.9973,0,24.0717,0.1770,25.4286,2.541053,0.2218,15.89,0.030303,0.159104,0,0
1779897472.1261153,34,0.9953,0,23.7701,0.1630,25.3032,3.006072,0.2146,24.81,0.029412,0.159104,0,0
1779897472.446553,35,0.9930,0,23.5359,0.1518,25.1518,3.333070,0.2637,31.54,0.028571,0.159104,0,0
1779897472.992519,36,0.9894,0,23.1298,0.1364,24.9484,3.947897,0.2804,44.99,0.027778,0.159104,0,0
