time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x
1777887519.5610485,54,0.9993,0,-16.3549,-0.0951,-16.7894,0.068391,0.0791,8.23
1777887519.815446,55,0.9993,0,-16.3549,-0.0894,-16.7640,0.068807,0.0535,8.26
1777887520.0786715,56,0.9993,0,-16.3549,-0.0840,-16.7399,0.068986,0.0982,8.28
1777887520.3080618,57,0.9993,0,-16.3549,-0.0790,-16.7172,0.069204,0.0342,8.30
1777887520.5589707,58,0.9993,0,-16.3549,-0.0742,-16.6958,0.069077,0.0347,8.50
1777887520.797961,59,0.9993,0,-16.3549,-0.0698,-16.6756,0.068117,0.0320,8.90
1777887521.023985,60,0.9994,0,-16.3549,-0.0656,-16.6565,0.060008,0.0395,11.40
1777887521.2951114,61,0.9994,0,-16.4549,-0.0677,-16.6652,0.046338,0.0315,15.27
1777887521.519902,62,0.9994,0,-16.5549,-0.0696,-16.6953,0.031054,0.0380,12.74
1777887521.7763953,63,0.9995,0,-16.6549,-0.0714,-16.7423,0.015178,0.0377,6.28
1777887522.0581422,64,0.9995,0,-16.6549,-0.0671,-16.7755,0.010910,0.0336,-3.46
1777887522.3126018,65,0.9995,0,-16.5549,-0.0571,-16.7718,0.015348,0.0438,-14.69
1777887522.5426815,66,0.9995,0,-16.3549,-0.0417,-16.7130,0.016478,0.0309,-19.68
1777887522.7834353,67,0.9995,0,-16.3549,-0.0392,-16.6651,0.017557,0.0402,-20.93
1777887523.0227637,68,0.9995,0,-16.3549,-0.0368,-16.6259,0.020984,0.0405,-21.01
1777887523.3255873,69,0.9996,0,-16.2549,-0.0286,-16.5669,0.032790,0.0348,-20.97
1777887523.5103452,70,0.9996,0,-16.1549,-0.0209,-16.4929,0.033732,0.0325,-20.98
1777887523.812702,71,0.9997,0,-16.0549,-0.0137,-16.4076,0.028647,0.0428,-20.99
1777887524.071372,72,0.9997,0,-15.9549,-0.0068,-16.3137,0.023186,0.0508,-21.01
1777887524.3107214,73,0.9997,0,-16.0549,-0.0124,-16.2666,0.014763,0.0418,-21.02
1777887524.5232947,74,0.9997,0,-16.1549,-0.0177,-16.2560,0.012193,0.0322,-21.02
1777887524.8245816,75,0.9997,0,-16.1549,-0.0166,-16.2468,0.012068,0.0424,-21.00
1777887525.0618827,76,0.9997,0,-16.1549,-0.0156,-16.2388,0.010952,0.0332,-19.92
1777887525.3037395,77,0.9997,0,-16.2549,-0.0207,-16.2585,0.011378,0.0368,-16.98
1777887525.5473275,78,0.9997,0,-16.3549,-0.0254,-16.2995,0.008770,0.0317,-11.22
1777887525.8128865,79,0.9996,0,-16.3549,-0.0239,-16.3303,0.009767,0.0476,-2.01
1777887526.0598042,80,0.9996,0,-16.3549,-0.0225,-16.3533,0.020505,0.0701,6.94
1777887526.3025503,81,0.9995,0,-16.2549,-0.0151,-16.3435,0.036685,0.0328,7.53
1777887526.5724747,82,0.9993,0,-16.1549,-0.0082,-16.3086,0.047971,0.0480,0.07
1777887526.7838557,83,0.9993,0,-16.0549,-0.0017,-16.2544,0.046502,0.0324,-9.48
1777887527.0112724,84,0.9992,0,-16.0549,-0.0016,-16.2119,0.034731,0.0316,-16.89
1777887527.3064148,85,0.9993,0,-16.1549,-0.0075,-16.2053,0.019349,0.0341,-17.75
1777887527.564681,86,0.9994,0,-16.3549,-0.0191,-16.2530,0.011707,0.0359,-11.38
1777887527.8185968,87,0.9994,0,-16.4549,-0.0239,-16.3159,0.006739,0.0419,-8.36
1777887528.0162294,88,0.9994,0,-16.5549,-0.0285,-16.3906,0.009490,0.0334,-10.87
1777887528.309763,89,0.9995,0,-16.5549,-0.0268,-16.4475,0.015610,0.0433,-13.52
1777887528.5450668,90,0.9995,0,-16.4549,-0.0192,-16.4641,0.022343,0.0352,-18.14
1777887528.7895088,91,0.9996,0,-16.2549,-0.0060,-16.4229,0.030708,0.0309,-20.80
1777887529.0341146,92,0.9996,0,-16.1549,0.0003,-16.3639,0.033328,0.0310,-20.87
1777887529.2698083,93,0.9997,0,-16.1549,0.0003,-16.3179,0.042718,0.0340,-20.86
1777887529.561621,94,0.9998,0,-16.1549,0.0003,-16.2819,0.046937,0.0324,-20.87
1777887529.798456,95,0.9999,0,-16.1549,0.0003,-16.2538,0.043337,0.0345,-20.89
1777887530.0442567,96,1.0000,0,-16.1549,0.0003,-16.2319,0.041275,0.0332,-20.91
1777887530.2684977,97,1.0000,0,-16.0549,0.0062,-16.1882,0.032900,0.0414,-20.93
1777887530.5187666,98,1.0000,0,-16.1549,-0.0001,-16.1810,0.027686,0.0322,-20.95
1777887530.8118474,99,1.0000,0,-16.2549,-0.0061,-16.2020,0.024430,0.0374,-20.96
1777887531.0320897,100,0.9999,0,-16.2549,-0.0058,-16.2181,0.022540,0.0466,-20.96
1777887531.2895608,101,0.9999,0,-16.2549,-0.0054,-16.2304,0.020542,0.0332,-20.95
