time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x
1778055754.842422,1,0.9996,0,24.1304,24.1202,24.1304,0.629163,0.0404,-8.13
1778055754.8858578,2,0.9995,0,24.1745,12.0883,30.1996,0.563522,0.0148,-11.21
1778055754.9268212,3,0.9994,0,24.0767,8.0286,33.5138,0.549272,0.0299,-13.24
1778055754.9671273,4,0.9995,0,24.0249,6.0096,35.6508,0.640576,0.0289,-10.10
1778055755.0080242,5,0.9995,0,23.6015,4.7236,37.0215,0.708045,0.0317,-9.44
1778055755.0463123,6,0.9995,0,23.5160,3.9225,38.0407,0.699978,0.0118,-9.73
1778055755.1469364,7,0.9994,0,23.5473,3.3669,38.8578,0.635142,0.0274,-12.84
1778055755.4088342,8,0.9993,0,23.9637,2.9984,39.6211,0.626737,0.0283,-16.03
1778055755.6946082,9,0.9993,0,24.2246,2.6944,40.3069,0.629249,0.0412,-14.79
1778055755.9522126,10,0.9993,0,24.2684,2.4296,40.8909,0.664883,0.0326,-13.50
1778055756.2179732,11,0.9992,0,24.3948,2.2203,41.4111,0.688864,0.0385,-11.26
1778055756.4785166,12,0.9991,0,24.0797,2.0093,41.8101,0.629888,0.0308,-10.06
1778055756.752765,13,0.9991,0,24.3226,1.8735,42.1957,0.562956,0.0322,-10.30
1778055757.0156016,14,0.9992,0,24.6051,1.7600,42.5746,0.548264,0.0321,-7.91
1778055757.270251,15,0.9994,0,24.5168,1.6368,42.8993,0.590899,0.0269,-5.93
1778055757.5552595,16,0.9993,0,24.4551,1.5307,43.1824,0.680515,0.0329,-2.61
1778055757.8253384,17,0.9987,0,24.2363,1.4279,43.4134,0.789393,0.0276,0.96
1778055758.067567,18,0.9979,0,24.0824,1.3403,43.6077,0.836849,0.0166,2.50
1778055758.3400512,19,0.9975,0,24.3566,1.2843,43.8138,0.841088,0.0122,3.35
1778055758.6160357,20,0.9978,0,24.5534,1.2300,44.0216,0.770910,0.0243,1.59
1778055758.8788958,21,0.9984,0,24.9632,1.1910,44.2499,0.645940,0.0210,0.26
1778055759.1522381,22,0.9990,0,24.9402,1.1359,44.4574,0.586611,0.0112,-2.23
1778055759.412636,23,0.9994,0,24.4149,1.0637,44.6040,0.622510,0.0166,-4.53
1778055759.6724284,24,0.9994,0,23.5709,0.9843,44.6714,0.865773,0.0105,-0.69
1778055759.9468465,25,0.9995,0,22.5836,0.9055,44.6576,1.020973,0.0125,5.95
1778055760.202427,26,0.9998,0,21.7887,0.8401,44.5860,1.111454,0.0109,14.14
1778055760.4811254,27,1.0000,0,21.1742,0.7862,44.4760,1.186237,0.0198,24.79
1778055760.7443583,28,1.0000,0,20.9707,0.7509,44.3605,1.192009,0.0166,31.06
1778055761.0281136,29,1.0000,0,20.8958,0.7224,44.2489,1.198703,0.0218,32.02
1778055761.2881544,30,1.0000,0,21.2784,0.7111,44.1533,1.308641,0.0224,34.47
1778055761.5558093,31,1.0000,0,22.0657,0.7135,44.0901,1.449405,0.0180,36.95
1778055761.8206384,32,1.0000,0,23.0416,0.7217,44.0703,1.415010,0.0179,33.93
1778055762.0884008,33,1.0000,0,24.0453,0.7303,44.0936,1.190909,0.0241,27.30
1778055762.3725722,34,0.9999,0,24.6558,0.7267,44.1335,0.889715,0.0345,16.49
1778055762.6326673,35,0.9998,0,24.9222,0.7136,44.1685,0.567991,0.0329,0.48
1778055762.8947604,36,0.9997,0,25.0186,0.6964,44.1891,0.351873,0.0317,-11.22
1778055763.1647258,37,0.9996,0,25.0317,0.6780,44.1916,0.260822,0.0129,-17.52
1778055763.417869,38,0.9995,0,25.0159,0.6597,44.1760,0.234452,0.0218,-19.77
1778055763.6910696,39,0.9994,0,25.0549,0.6438,44.1470,0.268231,0.0233,-17.14
1778055763.9424717,40,0.9991,0,24.9810,0.6259,44.0993,0.342053,0.0108,-13.40
1778055764.2316923,41,0.9987,0,24.7672,0.6054,44.0264,0.476784,0.0190,-6.78
1778055764.4891276,42,0.9987,0,24.4278,0.5830,43.9229,0.743248,0.0269,2.26
1778055764.7648923,43,0.9988,0,23.7005,0.5525,43.7686,1.112322,0.0308,12.30
1778055765.0168426,44,0.9981,0,22.7838,0.5192,43.5567,1.543863,0.0236,25.12
1778055765.2862377,45,0.9959,0,22.4567,0.5005,43.3245,1.797171,0.0272,38.53
1778055765.5531263,46,0.9919,0,22.0479,0.4809,43.0702,1.950831,0.0206,47.22
1778055765.824756,47,0.9873,0,22.2310,0.4746,42.8280,1.995565,0.0347,50.66
1778055766.0925794,48,0.9837,0,22.5964,0.4724,42.6067,1.933775,0.0371,51.83
1778055766.3531573,49,0.9828,0,22.4998,0.4610,42.3791,1.941007,0.0299,51.38
1778055766.6150224,50,0.9846,0,22.7228,0.4563,42.1608,1.907049,0.0184,52.87
1778055766.8792999,51,0.9873,0,22.9285,0.4514,41.9502,1.904321,0.0190,57.72
1778055767.1457171,52,0.9897,0,23.2972,0.4499,41.7561,1.857631,0.0227,60.91
1778055767.404112,53,0.9912,0,23.4755,0.4448,41.5686,1.746571,0.0264,59.57
1778055767.6622138,54,0.9918,0,23.5090,0.4372,41.3810,1.608462,0.0138,52.11
