time,window_index,tested_yaw_deg,cost_val,is_best,movement_var_parent,movement_var_child,is_flat_valley,r_w,best_yaw_deg
1779296942.020322,1,-180.0000,0.309887,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.0257206,1,-175.0000,0.274554,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.0309951,1,-170.0000,0.242070,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.0324702,1,-165.0000,0.212531,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.036447,1,-160.0000,0.185972,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.0392747,1,-155.0000,0.162369,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.0405757,1,-150.0000,0.141653,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.0445712,1,-145.0000,0.123711,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.050827,1,-140.0000,0.108397,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.0540204,1,-135.0000,0.095546,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.0554726,1,-130.0000,0.084978,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.0597897,1,-125.0000,0.076509,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.0651782,1,-120.0000,0.069965,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.066584,1,-115.0000,0.065185,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.068064,1,-110.0000,0.062030,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.0706692,1,-105.0000,0.060393,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.073326,1,-100.0000,0.060198,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.0748637,1,-95.0000,0.061408,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.0774996,1,-90.0000,0.064024,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.0825882,1,-85.0000,0.068086,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.0852,1,-80.0000,0.073669,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.0865645,1,-75.0000,0.080881,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.0891879,1,-70.0000,0.089859,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.0905423,1,-65.0000,0.100756,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.0931618,1,-60.0000,0.113741,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.0944605,1,-55.0000,0.128985,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.0957677,1,-50.0000,0.146653,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.0971434,1,-45.0000,0.166895,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.0985405,1,-40.0000,0.189833,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.0999756,1,-35.0000,0.215556,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.107511,1,-30.0000,0.244109,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.1096048,1,-25.0000,0.275485,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.111001,1,-20.0000,0.309621,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.114788,1,-15.0000,0.346390,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.1169896,1,-10.0000,0.385599,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.1210358,1,-5.0000,0.426990,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.126209,1,0.0000,0.470237,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.1275496,1,5.0000,0.514953,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.1289206,1,10.0000,0.560690,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.1315725,1,15.0000,0.606950,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.1353261,1,20.0000,0.653191,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.1381366,1,25.0000,0.698837,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.139735,1,30.0000,0.743288,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.1451576,1,35.0000,0.785938,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.1471016,1,40.0000,0.826179,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.1492035,1,45.0000,0.863421,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.1513808,1,50.0000,0.897103,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.156228,1,55.0000,0.926704,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.1607885,1,60.0000,0.951758,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.1658275,1,65.0000,0.971864,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.1688719,1,70.0000,0.986693,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.1716366,1,75.0000,0.995999,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.175392,1,80.0000,0.999624,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.1781838,1,85.0000,0.997501,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.1825871,1,90.0000,0.989656,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.1859782,1,95.0000,0.976210,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.1878524,1,100.0000,0.957372,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.190654,1,105.0000,0.933435,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.1933637,1,110.0000,0.904774,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.1947823,1,115.0000,0.871831,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.1974576,1,120.0000,0.835109,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.2027876,1,125.0000,0.795157,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.2042217,1,130.0000,0.752561,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.208349,1,135.0000,0.707930,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.2104828,1,140.0000,0.661881,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.216195,1,145.0000,0.615027,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.218645,1,150.0000,0.567967,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.2222376,1,155.0000,0.521267,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.2261455,1,160.0000,0.475459,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.227542,1,165.0000,0.431024,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.2311833,1,170.0000,0.388385,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.2351935,1,175.0000,0.347908,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.238334,1,0.0000,0.470237,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.2429733,1,0.0000,0.470237,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.2444148,1,0.0000,0.470237,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.247529,1,0.0000,0.470237,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.2514277,1,-100.6843,0.060141,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.2529032,1,-100.6843,0.060141,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.2574592,1,-126.8069,0.079338,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.2588086,1,-120.8211,0.070915,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.2677734,1,-102.6980,0.060127,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.2719188,1,-102.6980,0.060127,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.2733562,1,-101.7445,0.060105,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.2747316,1,-101.7445,0.060105,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.2761004,1,-102.7514,0.060130,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.2776783,1,-101.8452,0.060105,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.2832844,1,-101.8452,0.060105,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.2848322,1,-101.7445,0.060105,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.2862535,1,-101.8162,0.060105,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.2906482,1,-101.8162,0.060105,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.2994897,1,-101.8163,0.060105,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.3021295,1,-101.8162,0.060105,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.303795,1,-101.8169,0.060105,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.3074317,1,-101.8156,0.060105,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.3077278,1,-101.8162,0.060105,1,7.761223E-07,3.802007E-03,0,0.0194,-101.8162
1779296942.312226,1,8.1838,0.543988,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.3148263,1,8.1838,0.543988,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.319482,1,8.1838,0.543988,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.3242857,1,8.1838,0.543988,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.328577,1,-103.3669,0.060173,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.3326502,1,-103.3669,0.060173,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.335999,1,-73.4135,0.083532,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.3397832,1,-81.0568,0.072357,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.3412013,1,-101.1359,0.060118,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.3424842,1,-101.1359,0.060118,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779296942.3486657,1,-103.3669,0.060173,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
