time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779975468.538789,1,0.9994,0,26.9209,0.0000,26.9209,0.301786,0.2276,-22.44,1.000000,1.000000,0,0
1779975468.6784825,2,0.9994,0,26.9201,-0.0004,26.9203,0.301193,0.1328,-22.44,0.500000,0.500000,0,0
1779975469.0201192,3,0.9994,0,26.9194,-0.0005,26.9197,0.300534,0.1934,-22.44,0.333333,0.333333,0,0
1779975469.3363245,4,0.9994,0,26.9185,-0.0006,26.9189,0.299787,0.2330,-22.44,0.250000,0.250000,0,0
1779975469.5006366,5,0.9994,0,26.9177,-0.0006,26.9182,0.298962,0.1416,-22.44,0.200000,0.200000,0,0
1779975469.8693297,6,0.9994,0,26.9145,-0.0011,26.9167,0.297113,0.2268,-22.43,0.166667,0.166667,0,0
1779975470.0114436,7,0.9994,0,26.9044,-0.0024,26.9127,0.288305,0.1115,-21.86,0.142857,0.159104,0,0
1779975470.3961465,8,0.9993,0,26.9441,0.0029,26.9202,0.284585,0.2297,-21.08,0.125000,0.159104,0,0
1779975470.5381415,9,0.9988,0,26.8834,-0.0042,26.9108,0.294326,0.1091,-19.44,0.111111,0.159104,0,0
1779975470.9082732,10,0.9980,0,26.9744,0.0053,26.9254,0.305454,0.2084,-16.94,0.100000,0.159104,0,0
1779975471.173708,11,0.9971,0,26.8721,-0.0044,26.9132,0.319281,0.2159,-15.30,0.090909,0.159104,0,0
1779975471.4273224,12,0.9964,0,26.6731,-0.0206,26.8578,0.375659,0.1966,-14.57,0.083333,0.159104,0,0
1779975471.710083,13,0.9962,0,26.5693,-0.0270,26.7894,0.384613,0.2070,-13.43,0.076923,0.159104,0,0
1779975471.954128,14,0.9962,0,26.6092,-0.0222,26.7422,0.393911,0.1900,-12.70,0.071429,0.159104,0,0
1779975472.2014158,15,0.9963,0,26.5753,-0.0230,26.6964,0.388237,0.1705,-11.98,0.066667,0.159104,0,0
1779975472.5577698,16,0.9964,0,26.5893,-0.0207,26.6620,0.378682,0.2583,-10.47,0.062500,0.159104,0,0
1779975473.1123092,17,0.9977,0,26.4707,-0.0264,26.6094,0.343078,0.2672,-13.29,0.058824,0.159104,0,0
1779975473.6929262,18,0.9990,0,26.4407,-0.0266,26.5602,0.271087,0.3178,-16.20,0.055556,0.159104,0,0
