time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779873832.9611828,1,0.9992,0,33.2788,33.2509,33.2787,0.273482,0.2389,-2.04,1.000000,1.000000,0,0
1779873833.0438185,2,0.9992,0,33.3157,16.6571,41.6324,0.275168,0.0743,-0.81,0.500000,0.500000,0,0
1779873833.3978035,3,0.9993,0,33.3411,11.1171,46.2846,0.270126,0.1809,-0.96,0.333333,0.333333,0,0
1779873833.661978,4,0.9994,0,33.3324,8.3373,49.3026,0.266748,0.1930,-2.73,0.250000,0.250000,0,0
1779873833.9024131,5,0.9995,0,33.2830,6.6608,51.4295,0.265554,0.1893,-4.92,0.200000,0.200000,0,0
1779873834.1789234,6,0.9996,0,33.2758,5.5498,53.0302,0.259006,0.2019,-5.90,0.166667,0.166667,0,0
1779873834.3978755,7,0.9997,0,33.2766,4.7573,53.8888,0.253834,0.1854,-6.28,0.142857,0.159104,0,0
1779873834.6393666,8,0.9998,0,33.2530,4.1598,54.1044,0.274273,0.1685,-6.03,0.125000,0.159104,0,0
1779873834.88045,9,0.9998,0,33.2324,3.6954,53.8919,0.346043,0.1643,-4.56,0.111111,0.159104,0,0
1779873835.1590354,10,0.9998,0,33.3065,3.3334,53.4205,0.438987,0.1840,-0.61,0.100000,0.159104,0,0
1779873835.3959155,11,0.9998,0,33.3977,3.0387,52.7909,0.462609,0.1843,2.02,0.090909,0.159104,0,0
1779873835.663575,12,0.9997,0,33.5061,2.7946,52.0736,0.468131,0.1952,4.29,0.083333,0.159104,0,0
1779873835.8900251,13,0.9994,0,33.5682,2.5845,51.3045,0.478513,0.1764,6.70,0.076923,0.159104,0,0
1779873836.150291,14,0.9989,0,33.5613,2.3996,50.5029,0.479254,0.1791,7.53,0.071429,0.159104,0,0
1779873836.438327,15,0.9982,0,33.4955,2.2356,49.6825,0.428061,0.2142,6.10,0.066667,0.159104,0,0
1779873836.6538615,16,0.9975,0,33.4245,2.0918,48.8621,0.325780,0.1866,2.92,0.062500,0.159104,0,0
1779873836.9069362,17,0.9970,0,33.3882,1.9670,48.0624,0.205614,0.1805,-1.16,0.058824,0.159104,0,0
1779873837.1554546,18,0.9968,0,33.3290,1.8548,47.2864,0.116519,0.1893,-5.24,0.055556,0.159104,0,0
1779873837.409511,19,0.9967,0,33.3194,1.7569,46.5498,0.099500,0.1886,-6.72,0.052632,0.159104,0,0
1779873837.6470885,20,0.9968,0,33.3145,1.6691,45.8553,0.091020,0.1825,-7.26,0.050000,0.159104,0,0
1779873837.897969,21,0.9970,0,33.3339,1.5908,45.2075,0.076360,0.1763,-8.91,0.047619,0.159104,0,0
1779873838.147703,22,0.9976,0,33.3665,1.5202,44.6069,0.074920,0.1835,-10.15,0.045455,0.159104,0,0
1779873838.4270196,23,0.9983,0,33.5197,1.4608,44.0747,0.093914,0.2031,-9.65,0.043478,0.159104,0,0
1779873838.668088,24,0.9988,0,33.7802,1.4109,43.6255,0.136355,0.1946,-8.79,0.041667,0.159104,0,0
1779873838.9110122,25,0.9990,0,33.9372,1.3608,43.2301,0.148405,0.1876,-8.19,0.040000,0.159104,0,0
1779873839.1434512,26,0.9990,0,34.0470,1.3127,42.8746,0.147676,0.1797,-7.53,0.038462,0.159104,0,0
1779873839.4113262,27,0.9988,0,34.1196,1.2668,42.5488,0.149567,0.1870,-7.01,0.037037,0.159104,0,0
1779873839.6268196,28,0.9986,0,34.1712,1.2235,42.2470,0.153390,0.1604,-6.28,0.035714,0.159104,0,0
1779873839.9033458,29,0.9984,0,34.2306,1.1834,41.9690,0.151206,0.1837,-4.32,0.034483,0.159104,0,0
1779873840.167657,30,0.9983,0,34.3115,1.1467,41.7174,0.126816,0.1922,-3.16,0.033333,0.159104,0,0
1779873840.4062564,31,0.9983,0,34.2696,1.1085,41.4669,0.105451,0.1799,-4.42,0.032258,0.159104,0,0
1779873840.6969664,32,0.9984,0,34.1177,1.0691,41.1987,0.077779,0.2272,-5.45,0.031250,0.159104,0,0
1779873840.9148717,33,0.9987,0,33.9615,1.0320,40.9168,0.075896,0.2013,-5.85,0.030303,0.159104,0,0
1779873841.1585984,34,0.9990,0,33.8721,0.9991,40.6374,0.075308,0.1835,-5.99,0.029412,0.159104,0,0
1779873841.428903,35,0.9993,0,33.8245,0.9692,40.3693,0.071248,0.2046,-6.23,0.028571,0.159104,0,0
1779873841.6489189,36,0.9996,0,33.7842,0.9412,40.1135,0.064568,0.1764,-7.14,0.027778,0.159104,0,0
1779873841.891592,37,0.9997,0,33.8169,0.9166,39.8828,0.065637,0.1775,-7.38,0.027027,0.159104,0,0
1779873842.173801,38,0.9997,0,33.7762,0.8914,39.6612,0.074079,0.2012,-6.57,0.026316,0.159104,0,0
1779873842.416021,39,0.9994,0,33.7058,0.8668,39.4433,0.083415,0.2000,-5.69,0.025641,0.159104,0,0
1779873842.6560688,40,0.9989,0,33.6375,0.8434,39.2300,0.076205,0.1801,-5.78,0.025000,0.159104,0,0
1779873842.900542,41,0.9984,0,33.6304,0.8227,39.0326,0.068241,0.1838,-5.99,0.024390,0.159104,0,0
1779873843.1716871,42,0.9979,0,33.5860,0.8021,38.8426,0.070406,0.2014,-5.79,0.023810,0.159104,0,0
1779873843.3906026,43,0.9975,0,33.5447,0.7826,38.6601,0.071618,0.1775,-5.28,0.023256,0.159104,0,0
1779873843.6661592,44,0.9972,0,33.5376,0.7647,38.4907,0.071581,0.1934,-4.47,0.022727,0.159104,0,0
1779873843.915168,45,0.9971,0,33.4739,0.7463,38.3227,0.060519,0.1988,-4.28,0.022222,0.159104,0,0
1779873844.1757689,46,0.9972,0,33.5033,0.7308,38.1729,0.052014,0.2064,-4.85,0.021739,0.159104,0,0
1779873844.4180436,47,0.9976,0,33.5847,0.7170,38.0478,0.047093,0.1944,-5.67,0.021277,0.159104,0,0
1779873844.6709886,48,0.9980,0,33.6197,0.7028,37.9359,0.044528,0.2045,-6.46,0.020833,0.159104,0,0
1779873844.9341605,49,0.9986,0,33.6533,0.6892,37.8352,0.041010,0.2135,-6.60,0.020408,0.159104,0,0
1779873845.1422997,50,0.9990,0,33.7232,0.6768,37.7508,0.030868,0.1722,-6.95,0.020000,0.159104,0,0
1779873845.42766,51,0.9994,0,33.7395,0.6639,37.6713,0.022000,0.2021,-7.48,0.019608,0.159104,0,0
1779873845.6654105,52,0.9997,0,33.7502,0.6513,37.5953,0.019408,0.1893,-7.47,0.019231,0.159104,0,0
1779873845.937549,53,0.9998,0,33.8038,0.6400,37.5304,0.016313,0.2172,-7.32,0.018868,0.159104,0,0
1779873846.1628816,54,0.9999,0,33.8168,0.6284,37.4680,0.014689,0.1827,-7.25,0.018519,0.159104,0,0
1779873846.3919168,55,1.0000,0,33.7960,0.6166,37.4023,0.014062,0.1813,-6.61,0.018182,0.159104,0,0
1779873846.667008,56,1.0000,0,33.8286,0.6062,37.3435,0.012714,0.2022,-5.90,0.017857,0.159104,0,0
1779873846.9401293,57,1.0000,0,33.8472,0.5959,37.2883,0.011768,0.2098,-6.19,0.017544,0.159104,0,0
1779873847.1675713,58,1.0000,0,33.8440,0.5855,37.2327,0.010462,0.1910,-6.79,0.017241,0.159104,0,0
1779873847.4267695,59,1.0000,0,33.8514,0.5757,37.1789,0.008642,0.2040,-7.40,0.016949,0.159104,0,0
1779873847.6606448,60,1.0000,0,33.8582,0.5663,37.1267,0.006267,0.1860,-8.11,0.016667,0.159104,0,0
1779873847.8906863,61,1.0000,0,33.8310,0.5565,37.0704,0.003820,0.1758,-8.79,0.016393,0.159104,0,0
1779873848.1563082,62,1.0000,0,33.8099,0.5472,37.0118,0.002486,0.1817,-9.32,0.016129,0.159104,0,0
1779873848.4093597,63,1.0000,0,33.8074,0.5385,36.9548,0.001425,0.1864,-9.78,0.015873,0.159104,0,0
1779873848.6513355,64,1.0000,0,33.7833,0.5297,36.8957,0.001247,0.1741,-10.03,0.015625,0.159104,0,0
1779873848.9118786,65,1.0000,0,33.7694,0.5213,36.8367,0.001227,0.1963,-10.13,0.015385,0.159104,0,0
1779873849.1485891,66,1.0000,0,33.7389,0.5130,36.7752,0.002005,0.1856,-10.26,0.015152,0.159104,0,0
1779873849.4230757,67,1.0000,0,33.7505,0.5055,36.7190,0.005388,0.2001,-10.65,0.014925,0.159104,0,0
1779873849.6686234,68,1.0000,0,33.6604,0.4967,36.6501,0.012963,0.1968,-11.01,0.014706,0.159104,0,0
1779873849.9139678,69,0.9999,0,33.5919,0.4885,36.5744,0.015911,0.1968,-11.30,0.014493,0.159104,0,0
