time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,angle_y,angle_z
1777992795.2604823,112,0.1708,0,2.5110,0.1721,-6.2112,0.011462,0.0284,-8.08,35.88,4.58
1777992795.53653,113,0.1696,0,4.1366,0.1868,-5.6465,0.004295,0.0121,-20.04,32.92,10.99
1777992795.7846951,114,0.1690,0,5.0173,0.1939,-5.0647,0.000284,0.0128,-25.54,30.24,13.48
1777992796.0740044,115,0.1690,0,4.8736,0.1905,-4.5129,0.000162,0.0121,-25.99,29.38,13.46
1777992796.3411915,116,0.1700,0,4.4514,0.1842,-4.0014,0.000572,0.0132,-24.52,30.00,12.82
1777992796.6113865,117,0.1722,0,2.7078,0.1643,-3.5899,0.012169,0.0116,-16.57,32.49,9.14
1777992796.901448,118,0.1761,0,0.2765,0.1369,-3.3091,0.021429,0.0134,-2.25,34.22,1.57
1777992797.143038,119,0.1798,0,-1.7795,0.1132,-3.1400,0.015706,0.0109,9.98,36.01,-5.73
1777992797.421185,120,0.1821,0,-3.5682,0.0924,-3.0684,0.002702,0.0111,22.34,36.89,-13.78
1777992797.6972396,121,0.1826,0,-4.2136,0.0843,-3.0333,0.000194,0.0122,28.14,35.98,-17.42
1777992797.962139,122,0.1825,0,-4.3552,0.0818,-3.0077,0.000343,0.0047,28.30,35.57,-17.32
1777992798.2255015,123,0.1818,0,-4.6269,0.0780,-2.9973,0.000328,0.0045,29.92,34.78,-18.14
1777992798.5167317,124,0.1799,0,-5.0213,0.0729,-3.0071,0.000331,0.0048,30.28,34.09,-18.13
1777992798.769551,125,0.1777,0,-5.3474,0.0686,-3.0324,0.000489,0.0054,29.88,33.58,-17.64
1777992799.0495389,126,0.1762,0,-6.1184,0.0598,-3.0941,0.002580,0.0121,28.99,32.30,-16.42
1777992799.307732,127,0.1753,0,-8.1312,0.0380,-3.2513,0.011540,0.0058,28.96,28.44,-14.69
1777992799.593634,128,0.1754,0,-10.4297,0.0134,-3.5146,0.019012,0.0121,28.30,22.03,-11.77
1777992799.8674226,129,0.1763,0,-12.4789,-0.0085,-3.8693,0.016439,0.0169,27.28,15.48,-8.28
1777992800.134357,130,0.1766,0,-13.6890,-0.0212,-4.2699,0.006406,0.0046,26.19,10.71,-5.39
1777992800.4145017,131,0.1762,0,-13.3029,-0.0169,-4.6351,0.009773,0.0062,26.79,10.25,-5.38
1777992800.6790543,132,0.1757,0,-12.0064,-0.0030,-4.9220,0.014290,0.0053,28.70,12.92,-7.35
1777992800.94374,133,0.1752,0,-10.3296,0.0146,-5.1157,0.009003,0.0152,30.13,15.89,-9.26
1777992801.2163105,134,0.1749,0,-8.9066,0.0294,-5.2328,0.001384,0.0115,31.08,18.34,-10.76
1777992801.4823306,135,0.1748,0,-8.4235,0.0342,-5.3223,0.000064,0.0049,31.32,19.13,-11.28
1777992801.7560031,136,0.1748,0,-8.3676,0.0344,-5.4059,0.000013,0.0111,31.33,19.18,-11.31
1777992802.0318546,137,0.1744,0,-8.4336,0.0333,-5.4897,0.000028,0.0129,31.31,19.10,-11.26
1777992802.272135,138,0.1743,0,-8.4646,0.0327,-5.5720,0.000022,0.0046,31.30,19.03,-11.21
1777992802.5613625,139,0.1747,0,-8.4417,0.0326,-5.6506,0.000047,0.0106,31.29,18.97,-11.17
1777992802.823807,140,0.1757,0,-7.8683,0.0383,-5.6993,0.002451,0.0133,31.78,20.21,-12.14
1777992803.0861375,141,0.1767,0,-6.5100,0.0523,-5.6804,0.013611,0.0109,34.90,25.18,-17.30
1777992803.352568,142,0.1766,0,-5.1336,0.0663,-5.5955,0.021743,0.0124,45.10,33.90,-31.72
1777992803.629195,143,0.1759,0,-3.0463,0.0876,-5.4130,0.017841,0.0173,60.78,42.96,-52.77
1777992803.9101622,144,0.1755,0,0.9174,0.1284,-5.0458,0.008209,0.0154,77.78,50.21,-74.95
1777992804.1859903,145,0.1748,0,5.5814,0.1760,-4.4693,0.004256,0.0278,92.20,54.69,-93.01
1777992804.4408512,146,0.1740,0,2.4171,0.1411,-4.0708,0.003293,0.0095,110.85,52.96,-115.66
1777992804.7032878,147,0.1735,0,2.9507,0.1452,-3.6639,0.001240,0.0182,119.27,50.70,-125.95
1777992804.9775536,148,0.1732,0,5.0646,0.1657,-3.1730,0.001133,0.0188,121.92,49.76,-129.24
1777992805.226874,149,0.1753,0,6.6337,0.1804,-2.6226,0.000964,0.0059,123.59,49.15,-131.29
1777992805.489321,150,0.1803,0,8.0070,0.1934,-2.0165,0.000832,0.0064,124.81,48.82,-132.74
1777992805.7693481,151,0.1877,0,8.5171,0.1969,-1.3941,0.000392,0.0053,125.57,48.51,-133.68
1777992806.0387843,152,0.1953,0,8.5806,0.1954,-0.7800,0.000307,0.0158,125.71,48.46,-133.84
1777992806.3089366,153,0.2019,0,8.4614,0.1915,-0.1879,0.000252,0.0151,125.86,48.36,-134.04
1777992806.565006,154,0.2071,0,8.0625,0.1842,0.3626,0.000052,0.0067,126.16,48.07,-134.49
1777992806.8254533,155,0.2104,0,7.9758,0.1808,0.8864,0.000012,0.0060,126.25,48.02,-134.61
1777992807.093345,156,0.2125,0,7.9252,0.1778,1.3839,0.000028,0.0055,126.32,47.98,-134.70
1777992807.363877,157,0.2117,0,7.6390,0.1719,1.8383,0.000158,0.0111,126.50,47.76,-134.99
1777992807.6263096,158,0.2087,0,7.4504,0.1674,2.2549,0.000152,0.0053,126.58,47.72,-135.09
1777992807.9079354,159,0.2047,0,7.2141,0.1625,2.6327,0.000119,0.0053,124.25,49.01,-132.05
1777992808.155826,160,0.1999,0,6.3065,0.1496,2.9368,0.000844,0.0058,112.72,51.00,-118.00
1777992808.4388545,161,0.1937,0,2.1295,0.0993,2.9976,0.009203,0.0126,95.87,49.12,-97.30
1777992808.69553,162,0.1858,0,-4.1796,0.0279,2.7319,0.017644,0.0055,77.34,44.99,-73.66
1777992808.9763687,163,0.1782,0,-10.6592,-0.0417,2.1684,0.024754,0.0187,57.87,37.66,-47.67
1777992809.2319744,164,0.1722,0,-15.3537,-0.0898,1.4205,0.063044,0.0181,41.73,24.53,-23.86
1777992809.4980955,165,0.1709,0,-20.0407,-0.1370,0.4842,0.084699,0.0067,33.38,10.15,-8.72
1777992809.7694933,166,0.1737,0,-23.8923,-0.1757,-0.6132,0.052960,0.0064,29.24,-0.66,-0.20
1777992810.0361967,167,0.1754,0,-27.0462,-0.2070,-1.8288,0.012496,0.0061,27.78,-6.42,3.31
1777992810.2972095,168,0.1756,0,-27.9137,-0.2140,-3.0389,0.002301,0.0128,27.52,-7.64,3.96
1777992810.5635202,169,0.1697,0,-26.4983,-0.1974,-4.1021,0.010100,0.0064,28.03,-3.89,1.92
1777992810.8310432,170,0.1541,0,-25.7053,-0.1882,-5.0141,0.009862,0.0115,29.33,3.89,-2.67
1777992811.0964355,171,0.1304,0,-25.0853,-0.1819,-5.7646,0.016590,0.0046,31.65,14.81,-9.49
1777992811.3461752,172,0.0988,1,-25.1989,-0.1819,-5.9465,0.049727,0.0056,34.16,26.17,-16.48
1777992811.6321847,173,0.0644,1,-32.2430,-0.1819,-6.1284,0.072285,0.0086,40.03,39.68,-27.58
1777992811.8918397,174,0.0364,1,-132.6334,-0.1819,-6.3103,0.016787,0.0167,145.41,22.68,-164.62
1777992812.1539714,175,0.0238,1,-108.1250,-0.1819,-6.4922,0.009855,0.0105,138.74,41.09,-149.58
1777992812.425065,176,0.0217,1,-108.7842,-0.1819,-6.6741,0.011680,0.0082,140.05,39.64,-151.38
1777992812.6869028,177,0.0208,1,-110.5405,-0.1819,-6.8560,0.013550,0.0074,140.99,38.05,-152.92
1777992812.9692183,178,0.0202,1,-113.4263,-0.1819,-7.0379,0.017405,0.0171,141.89,36.56,-154.34
1777992813.218642,179,0.0200,1,-117.0368,-0.1819,-7.2198,0.023869,0.0074,142.54,35.35,-155.37
1777992813.497499,180,0.0198,1,-121.7148,-0.1819,-7.4017,0.034192,0.0211,143.17,34.19,-156.30
1777992813.7481198,181,0.0197,1,-126.8389,-0.1819,-7.5836,0.048323,0.0152,143.69,33.25,-157.02
1777992814.0178998,182,0.0196,1,-132.0687,-0.1819,-7.7655,0.066019,0.0103,144.14,32.49,-157.57
1777992814.315216,183,0.0196,1,-137.0406,-0.1819,-7.9474,0.086012,0.0306,144.50,31.91,-157.97
1777992814.5444503,184,0.0197,1,-141.3575,-0.1819,-8.1293,0.106226,0.0097,144.77,31.53,-158.21
1777992814.8381128,185,0.0197,1,-144.8315,-0.1819,-8.3112,0.124660,0.0227,144.96,31.32,-158.32
1777992815.1015472,186,0.0197,1,-147.2077,-0.1819,-8.4931,0.138404,0.0223,145.05,31.27,-158.33
1777992815.3450642,187,0.0196,1,-148.4422,-0.1819,-8.6751,0.146255,0.0081,145.06,31.36,-158.24
1777992815.6178217,188,0.0196,1,-148.8283,-0.1819,-8.8570,0.149354,0.0127,144.99,31.55,-158.08
1777992815.8893352,189,0.0196,1,-148.5905,-0.1819,-9.0389,0.148936,0.0161,144.86,31.86,-157.83
1777992816.1582062,190,0.0196,1,-148.0834,-0.1819,-9.2208,0.147178,0.0181,144.69,32.24,-157.52
1777992816.4183803,191,0.0196,1,-148.0834,-0.1819,-9.4027,0.000000,0.0000,144.68,32.22,-157.53
1777992816.667163,192,0.0196,1,-148.0834,-0.1819,-9.5846,0.000000,0.0000,144.66,32.22,-157.53
1777992816.9270866,193,0.0197,1,-148.0834,-0.1819,-9.7665,0.000000,0.0000,144.64,32.22,-157.52
1777992817.1945329,194,0.0197,1,-148.0834,-0.1819,-9.9484,0.000000,0.0000,144.62,32.22,-157.52
1777992817.4511573,195,0.0198,1,-148.0834,-0.1819,-10.1303,0.000000,0.0000,144.60,32.22,-157.51
