time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779805363.4644306,1,1.0000,0,47.2525,47.2522,47.2525,0.124896,0.1970,-19.49,1.000000,1.000000,0,0
1779805363.6862729,2,1.0000,0,47.3641,23.6820,59.1494,0.164232,0.1834,-14.62,0.500000,0.500000,0,0
1779805363.9446313,3,1.0000,0,47.4742,15.8248,65.8075,0.224703,0.1780,-9.02,0.333333,0.333333,0,0
1779805364.179191,4,1.0000,0,47.5684,11.8921,70.1669,0.272405,0.1625,-3.62,0.250000,0.250000,0,0
1779805364.441193,5,1.0000,0,47.6659,9.5332,73.2933,0.298401,0.1836,1.12,0.200000,0.200000,0,0
1779805364.6929588,6,1.0000,0,47.7638,7.9607,75.6723,0.290667,0.1906,4.43,0.166667,0.166667,0,0
1779805364.9485445,7,1.0000,0,47.8442,6.8349,76.9923,0.268584,0.1813,6.37,0.142857,0.159104,0,0
1779805365.179374,8,1.0000,0,47.8969,5.9872,77.3977,0.254715,0.1636,6.85,0.125000,0.159104,0,0
1779805365.4225595,9,1.0000,0,47.8691,5.3188,77.1722,0.255534,0.1703,4.62,0.111111,0.159104,0,0
1779805365.7358208,10,1.0000,0,47.8076,4.7808,76.5204,0.216106,0.2175,0.53,0.100000,0.159104,0,0
1779805365.965344,11,1.0000,0,47.7594,4.3418,75.5955,0.149416,0.2109,-4.13,0.090909,0.159104,0,0
1779805366.2147002,12,1.0000,0,47.7433,3.9787,74.5098,0.093331,0.2002,-8.78,0.083333,0.159104,0,0
1779805366.464038,13,1.0000,0,47.7101,3.6701,73.3320,0.056149,0.2014,-12.66,0.076923,0.159104,0,0
1779805366.70174,14,1.0000,0,47.6846,3.4061,72.1156,0.043560,0.1862,-14.14,0.071429,0.159104,0,0
1779805366.9267175,15,1.0000,0,47.6915,3.1795,70.9033,0.043564,0.1637,-14.60,0.066667,0.159104,0,0
1779805367.2133372,16,1.0000,0,47.7243,2.9828,69.7237,0.042054,0.2070,-13.47,0.062500,0.159104,0,0
1779805367.4545286,17,1.0000,0,47.7375,2.8081,68.5870,0.035018,0.1880,-11.66,0.058824,0.159104,0,0
1779805367.6943521,18,1.0000,0,47.7374,2.6521,67.4999,0.028544,0.1814,-10.75,0.055556,0.159104,0,0
1779805367.9417078,19,1.0000,0,47.7264,2.5120,66.4662,0.024817,0.1837,-10.23,0.052632,0.159104,0,0
1779805368.2118216,20,1.0000,0,47.6883,2.3845,65.4837,0.018555,0.2006,-9.20,0.050000,0.159104,0,0
1779805368.4265618,21,1.0000,0,47.6983,2.2714,64.5640,0.013262,0.1657,-7.71,0.047619,0.159104,0,0
1779805368.7305021,22,1.0000,0,47.7398,2.1700,63.7120,0.016065,0.2157,-6.74,0.045455,0.159104,0,0
1779805368.931427,23,1.0000,0,47.7672,2.0769,62.9216,0.031422,0.1793,-4.42,0.043478,0.159104,0,0
1779805369.208272,24,1.0000,0,47.6974,1.9874,62.1707,0.092221,0.1940,-1.16,0.041667,0.159104,0,0
1779805369.4321845,25,1.0000,0,47.7028,1.9082,61.4735,0.183382,0.1760,2.60,0.040000,0.159104,0,0
1779805369.6716683,26,1.0000,0,47.7268,1.8357,60.8301,0.269720,0.1666,7.09,0.038462,0.159104,0,0
1779805369.9832997,27,0.9999,0,47.7996,1.7704,60.2457,0.326563,0.2222,10.94,0.037037,0.159104,0,0
1779805370.1911998,28,0.9999,0,47.9932,1.7141,59.7379,0.364485,0.1781,13.31,0.035714,0.159104,0,0
1779805370.4344482,29,0.9999,0,48.0690,1.6576,59.2753,0.368295,0.1727,14.01,0.034483,0.159104,0,0
1779805370.735204,30,0.9999,0,48.0563,1.6019,58.8376,0.367465,0.2220,12.95,0.033333,0.159104,0,0
1779805371.0009935,31,0.9999,0,48.0230,1.5492,58.4198,0.358308,0.2359,10.29,0.032258,0.159104,0,0
1779805371.1872246,32,0.9999,0,48.0689,1.5022,58.0363,0.297127,0.1700,5.87,0.031250,0.159104,0,0
1779805371.440573,33,0.9999,0,48.0733,1.4568,57.6764,0.206990,0.1759,0.46,0.030303,0.159104,0,0
1779805371.6775815,34,0.9999,0,48.0627,1.4137,57.3357,0.121456,0.1687,-4.38,0.029412,0.159104,0,0
1779805371.9299786,35,0.9999,0,48.0387,1.3726,57.0108,0.082789,0.1746,-6.94,0.028571,0.159104,0,0
1779805372.2228186,36,0.9999,0,47.9550,1.3321,56.6903,0.082425,0.2070,-7.87,0.027778,0.159104,0,0
1779805372.4539838,37,0.9999,0,47.8498,1.2933,56.3714,0.115839,0.1916,-7.74,0.027027,0.159104,0,0
1779805372.7035563,38,0.9999,0,47.7930,1.2578,56.0644,0.127684,0.2022,-6.58,0.026316,0.159104,0,0
1779805372.95294,39,0.9998,0,47.7295,1.2239,55.7678,0.130887,0.1874,-5.72,0.025641,0.159104,0,0
1779805373.1701078,40,0.9998,0,47.6471,1.1913,55.4778,0.149178,0.1657,-5.94,0.025000,0.159104,0,0
1779805373.4518256,41,0.9998,0,47.5791,1.1605,55.1973,0.174364,0.1980,-6.21,0.024390,0.159104,0,0
1779805373.6823192,42,0.9997,0,47.6067,1.1336,54.9432,0.183173,0.1805,-6.36,0.023810,0.159104,0,0
1779805373.945909,43,0.9996,0,47.6606,1.1085,54.7172,0.174113,0.1766,-7.00,0.023256,0.159104,0,0
1779805374.185252,44,0.9995,0,47.6426,1.0829,54.5028,0.154667,0.1715,-8.53,0.022727,0.159104,0,0
1779805374.4770205,45,0.9995,0,47.6253,1.0585,54.2992,0.156800,0.2175,-10.30,0.022222,0.159104,0,0
1779805374.7017057,46,0.9996,0,47.5169,1.0331,54.0894,0.229559,0.1915,-10.76,0.021739,0.159104,0,0
1779805374.9477146,47,0.9994,0,47.5044,1.0109,53.8924,0.261289,0.1774,-8.65,0.021277,0.159104,0,0
1779805375.1703925,48,0.9993,0,47.5448,0.9907,53.7164,0.244202,0.1578,-6.68,0.020833,0.159104,0,0
1779805375.4783533,49,0.9992,0,47.6026,0.9716,53.5616,0.222231,0.2142,-5.76,0.020408,0.159104,0,0
1779805375.6979358,50,0.9993,0,47.5946,0.9521,53.4136,0.226761,0.1882,-5.86,0.020000,0.159104,0,0
1779805375.9500191,51,0.9994,0,47.4977,0.9315,53.2564,0.224896,0.1886,-7.05,0.019608,0.159104,0,0
1779805376.1909258,52,0.9994,0,47.4280,0.9123,53.0968,0.206182,0.1892,-7.88,0.019231,0.159104,0,0
1779805376.4383335,53,0.9994,0,47.4638,0.8957,52.9544,0.171683,0.1758,-8.66,0.018868,0.159104,0,0
1779805376.6937664,54,0.9995,0,47.5910,0.8815,52.8428,0.092801,0.1789,-10.40,0.018519,0.159104,0,0
1779805376.9437654,55,0.9997,0,47.6420,0.8664,52.7442,0.057495,0.1877,-13.83,0.018182,0.159104,0,0
1779805377.1838577,56,0.9998,0,47.6722,0.8515,52.6534,0.054120,0.1766,-16.24,0.017857,0.159104,0,0
1779805377.427968,57,0.9999,0,47.6875,0.8368,52.5671,0.049846,0.1765,-17.44,0.017544,0.159104,0,0
1779805377.7306435,58,0.9999,0,47.6762,0.8222,52.4804,0.049056,0.2246,-16.76,0.017241,0.159104,0,0
1779805377.9658132,59,0.9999,0,47.6925,0.8085,52.3985,0.065877,0.2120,-14.97,0.016949,0.159104,0,0
1779805378.1860719,60,0.9999,0,47.6912,0.7950,52.3182,0.118467,0.1800,-10.74,0.016667,0.159104,0,0
1779805378.4297855,61,0.9999,0,47.7092,0.7823,52.2428,0.176435,0.1780,-5.49,0.016393,0.159104,0,0
1779805378.7239337,62,0.9999,0,47.7218,0.7699,52.1710,0.190660,0.2087,-2.27,0.016129,0.159104,0,0
1779805378.9366798,63,0.9999,0,47.7154,0.7576,52.0992,0.190359,0.1783,-0.44,0.015873,0.159104,0,0
1779805379.1948009,64,0.9999,0,47.7099,0.7456,52.0280,0.193695,0.1800,0.78,0.015625,0.159104,0,0
1779805379.458326,65,0.9999,0,47.7135,0.7342,51.9590,0.199900,0.1916,1.65,0.015385,0.159104,0,0
1779805379.6846614,66,0.9999,0,47.6931,0.7228,51.8882,0.192701,0.1828,0.68,0.015152,0.159104,0,0
