time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x
1777992765.9502814,1,0.9996,0,24.1304,24.1202,24.1304,0.629163,0.0052,-8.13
1777992765.9868047,2,0.9994,0,24.1935,12.0985,30.2146,0.519792,0.0233,-13.84
1777992766.058332,3,0.9995,0,24.0249,8.0117,33.4951,0.640576,0.0074,-10.10
1777992766.3161974,4,0.9995,0,23.6015,5.9039,35.4515,0.708045,0.0137,-9.44
1777992766.6027415,5,0.9995,0,23.5160,4.7066,36.5105,0.699978,0.0121,-9.73
1777992766.8664193,6,0.9994,0,23.5473,3.9279,36.7366,0.635142,0.0080,-12.84
1777992767.147266,7,0.9993,0,23.9637,3.4266,36.6132,0.626737,0.0114,-16.03
1777992767.3775244,8,0.9993,0,24.2246,3.0312,36.2654,0.629249,0.0051,-14.79
1777992767.6895092,9,0.9993,0,24.2684,2.6995,35.7444,0.664883,0.0173,-13.50
1777992767.9489126,10,0.9992,0,24.3948,2.4424,35.1647,0.688864,0.0060,-11.26
1777992768.193411,11,0.9991,0,24.0797,2.1919,34.4478,0.629888,0.0105,-10.06
1777992768.4682245,12,0.9991,0,24.3226,2.0297,33.8145,0.562956,0.0122,-10.30
1777992768.7276816,13,0.9992,0,24.6051,1.8954,33.2766,0.548264,0.0145,-7.91
1777992768.9822261,14,0.9994,0,24.5168,1.7538,32.7263,0.590899,0.0081,-5.93
1777992769.251618,15,0.9993,0,24.4551,1.6328,32.1887,0.680515,0.0051,-2.61
1777992769.5211008,16,0.9987,0,24.2363,1.5172,31.6320,0.789393,0.0062,0.96
1777992769.7805014,17,0.9979,0,24.0824,1.4172,31.0870,0.836849,0.0052,2.50
1777992770.0678077,18,0.9975,0,24.3566,1.3487,30.6684,0.841088,0.0167,3.35
1777992770.308977,19,0.9978,0,24.5534,1.2798,30.3302,0.770910,0.0062,1.59
1777992770.5832844,20,0.9984,0,24.9632,1.2276,30.1139,0.645940,0.0120,0.26
1777992770.856781,21,0.9990,0,24.9402,1.1527,29.8806,0.586611,0.0117,-2.23
1777992771.1142187,22,0.9994,0,24.4149,1.0520,29.5043,0.622510,0.0069,-4.53
1777992771.380124,23,0.9994,0,23.5709,0.9383,28.9365,0.865773,0.0051,-0.69
1777992771.6406825,24,0.9995,0,22.5836,0.8228,28.1865,1.020973,0.0054,5.95
1777992771.916092,25,0.9998,0,21.7887,0.7257,27.3504,1.111454,0.0092,14.14
1777992772.1882272,26,1.0000,0,21.1742,0.6453,26.4999,1.186237,0.0103,24.79
1777992772.4515088,27,1.0000,0,20.9707,0.5944,25.7515,1.192009,0.0063,31.06
1777992772.7045615,28,1.0000,0,20.8958,0.5542,25.1194,1.198703,0.0053,32.02
1777992772.9727738,29,1.0000,0,21.2784,0.5439,24.7017,1.308641,0.0050,34.47
1777992773.250412,30,1.0000,0,22.0657,0.5585,24.5597,1.449405,0.0058,36.95
1777992773.5056663,31,1.0000,0,23.0416,0.5836,24.6824,1.415010,0.0045,33.93
1777992773.7921016,32,1.0000,0,24.0453,0.6088,25.0180,1.190909,0.0073,27.30
1777992774.0444179,33,0.9999,0,24.6558,0.6089,25.4139,0.889715,0.0065,16.49
1777992774.3142376,34,0.9998,0,24.9222,0.5883,25.7655,0.567991,0.0060,0.48
1777992774.571364,35,0.9997,0,25.0186,0.5588,26.0380,0.351873,0.0051,-11.22
1777992774.8422377,36,0.9996,0,25.0317,0.5261,26.2282,0.260822,0.0054,-17.52
1777992775.1149075,37,0.9995,0,25.0159,0.4936,26.3479,0.234452,0.0072,-19.77
1777992775.3880758,38,0.9994,0,25.0549,0.4663,26.4286,0.268231,0.0071,-17.14
1777992775.660272,39,0.9991,0,24.9810,0.4339,26.4503,0.342053,0.0166,-13.40
1777992775.9050581,40,0.9987,0,24.7672,0.3951,26.3902,0.476784,0.0054,-6.78
1777992776.206682,41,0.9987,0,24.4278,0.3511,26.2347,0.743248,0.0168,2.26
1777992776.463257,42,0.9988,0,23.7005,0.2864,25.9033,1.112322,0.0076,12.30
1777992776.7194695,43,0.9981,0,22.7838,0.2144,25.3880,1.543863,0.0064,25.12
1777992776.9853992,44,0.9959,0,22.4567,0.1820,24.8901,1.797171,0.0153,38.53
1777992777.230003,45,0.9919,0,22.0479,0.1468,24.3868,1.950831,0.0057,47.22
1777992777.5000143,46,0.9873,0,22.2311,0.1490,24.0368,1.995565,0.0071,50.66
1777992777.7739952,47,0.9837,0,22.5964,0.1618,23.8530,1.933775,0.0058,51.83
1777992778.04976,48,0.9828,0,22.4998,0.1465,23.6763,1.941007,0.0064,51.38
1777992778.3141003,49,0.9846,0,22.7228,0.1510,23.5888,1.907049,0.0134,52.87
1777992778.5879245,50,0.9873,0,22.9285,0.1543,23.5668,1.904321,0.0138,57.72
1777992778.844334,51,0.9897,0,23.2972,0.1670,23.6390,1.857631,0.0117,60.91
1777992779.1114318,52,0.9912,0,23.4755,0.1677,23.7347,1.746571,0.0066,59.57
1777992779.3602653,53,0.9918,0,23.5090,0.1597,23.8106,1.608462,0.0059,52.11
1777992779.6424382,54,0.9929,0,23.3642,0.1416,23.8242,1.446266,0.0054,41.91
1777992779.9140284,55,0.9949,0,23.1455,0.1201,23.7700,1.283273,0.0127,31.60
1777992780.1855485,56,0.9970,0,23.7197,0.1472,23.8740,1.190306,0.0116,22.83
1777992780.4466002,57,0.9985,0,23.7862,0.1424,23.9660,1.043782,0.0047,16.47
1777992780.715818,58,0.9988,0,24.0122,0.1474,24.0912,0.933575,0.0057,10.64
1777992780.9809642,59,0.9980,0,24.3743,0.1603,24.2784,0.791771,0.0052,4.58
1777992781.2576604,60,0.9968,0,24.0454,0.1310,24.3298,0.673015,0.0051,-1.44
1777992781.5248208,61,0.9959,0,24.2890,0.1377,24.4286,0.603732,0.0052,-5.28
1777992781.7971017,62,0.9954,0,24.2488,0.1271,24.4887,0.589117,0.0140,-7.28
1777992782.0407,63,0.9957,0,23.9542,0.1019,24.4516,0.676246,0.0146,-5.36
1777992782.3219361,64,0.9967,0,23.3113,0.0574,24.2472,0.889765,0.0177,0.20
1777992782.595093,65,0.9979,0,22.7313,0.0192,23.9305,1.077980,0.0117,6.92
1777992782.8622758,66,0.9988,0,22.1449,-0.0171,23.5260,1.289742,0.0057,16.27
1777992783.1126106,67,0.9986,0,21.7813,-0.0379,23.1144,1.512207,0.0060,28.63
1777992783.3855581,68,0.9973,0,21.9702,-0.0243,22.8452,1.712559,0.0119,42.18
1777992783.655776,69,0.9955,0,22.2539,-0.0059,22.7115,1.892251,0.0116,55.31
1777992783.936456,70,0.9937,0,22.4135,0.0040,22.6496,1.998530,0.0127,63.31
1777992784.196503,71,0.9924,0,22.9274,0.0343,22.7369,1.962750,0.0119,62.16
1777992784.4554455,72,0.9918,0,23.3840,0.0595,22.9242,1.771968,0.0076,50.54
1777992784.7275233,73,0.9917,0,23.7325,0.0767,23.1600,1.473554,0.0145,32.41
1777992785.0218077,74,0.9918,0,24.3203,0.1071,23.4961,1.031787,0.0161,12.63
1777992785.273312,75,0.9917,0,24.5715,0.1157,23.8205,0.674627,0.0080,-4.54
1777992785.5521705,76,0.9907,0,24.7795,0.1212,24.1237,0.466174,0.0144,-15.56
1777992785.821213,77,0.9884,0,24.9897,0.1264,24.4104,0.374261,0.0065,-20.96
1777992786.0807145,78,0.9853,0,25.0432,0.1221,24.6429,0.371965,0.0081,-22.86
1777992786.3665385,79,0.9825,0,25.0581,0.1158,24.8232,0.414873,0.0089,-23.46
1777992786.6254601,80,0.9803,0,24.9046,0.1000,24.9191,0.457475,0.0072,-23.49
1777992786.8755815,81,0.9792,0,24.7527,0.0852,24.9503,0.477155,0.0057,-23.60
1777992787.1520588,82,0.9786,0,24.7527,0.0802,24.9708,0.475901,0.0103,-23.68
1777992787.4301143,83,0.9781,0,24.8077,0.0787,24.9976,0.490410,0.0142,-23.71
1777992787.7206225,84,0.9781,0,24.5613,0.0596,24.9509,0.531927,0.0098,-23.68
1777992787.9672134,85,0.9797,0,23.8803,0.0161,24.7335,0.631099,0.0326,-23.72
1777992788.2232618,86,0.9836,0,23.6221,-0.0001,24.4937,0.593473,0.0049,-23.70
1777992788.5068974,87,0.9887,0,23.5754,-0.0029,24.2923,0.507374,0.0152,-24.20
