time,window_index,tested_yaw_deg,cost_val,is_best,movement_var_parent,movement_var_child,is_flat_valley,r_w,best_yaw_deg
1778162189.3040566,1,-180.0000,300.285671,0,3.702125E-07,1.471082E-03,0,0.0197,0.0
1778162189.3048267,1,-175.0000,302.481165,0,3.702125E-07,1.471082E-03,0,0.0197,0.0
1778162189.3053343,1,-170.0000,304.411680,0,3.702125E-07,1.471082E-03,0,0.0197,0.0
1778162189.3068154,1,-165.0000,306.137985,0,3.702125E-07,1.471082E-03,0,0.0197,0.0
1778162189.3081908,1,-160.0000,307.705666,0,3.702125E-07,1.471082E-03,0,0.0197,0.0
1778162189.3090208,1,-155.0000,309.150002,0,3.702125E-07,1.471082E-03,0,0.0197,0.0
1778162189.3103416,1,-150.0000,310.499194,0,3.702125E-07,1.471082E-03,0,0.0197,0.0
1778162189.3110597,1,-145.0000,311.776609,0,3.702125E-07,1.471082E-03,0,0.0197,0.0
1778162189.3169894,1,-140.0000,313.002425,0,3.702125E-07,1.471082E-03,0,0.0197,0.0
1778162189.3188696,1,-135.0000,314.194940,0,3.702125E-07,1.471082E-03,0,0.0197,0.0
1778162189.3238976,1,-130.0000,315.371721,0,3.702125E-07,1.471082E-03,0,0.0197,0.0
1778162189.3280716,1,-125.0000,316.550744,0,3.702125E-07,1.471082E-03,0,0.0197,0.0
1778162189.3303258,1,-120.0000,317.751721,0,3.702125E-07,1.471082E-03,0,0.0197,0.0
1778162189.3341131,1,-115.0000,318.997827,0,3.702125E-07,1.471082E-03,0,0.0197,0.0
1778162189.3408494,1,-110.0000,320.318228,0,3.702125E-07,1.471082E-03,0,0.0197,0.0
1778162189.3415427,1,-105.0000,321.752135,0,3.702125E-07,1.471082E-03,0,0.0197,0.0
1778162189.34259,1,-100.0000,323.355820,0,3.702125E-07,1.471082E-03,0,0.0197,0.0
1778162189.3444932,1,-95.0000,325.215840,0,3.702125E-07,1.471082E-03,0,0.0197,0.0
1778162189.3451574,1,-90.0000,327.476502,0,3.702125E-07,1.471082E-03,0,0.0197,0.0
1778162189.3466127,1,-85.0000,330.404797,0,3.702125E-07,1.471082E-03,0,0.0197,0.0
