time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,angle_y,angle_z,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779882574.6675265,1,0.0000,1,0.0000,0.0000,0.0000,0.168263,0.2025,23.74,34.16,2.00,1.000000,1.000000,0,0
1779882574.8895798,2,0.0000,1,0.0000,0.0000,0.0000,0.189399,0.0995,15.29,27.99,1.99,0.500000,0.500000,0,0
1779882575.1622453,3,0.0000,1,0.0000,0.0000,0.0000,0.201493,0.1159,17.27,27.83,2.04,0.333333,0.333333,0,0
1779882575.4182768,4,0.0000,1,0.0000,0.0000,0.0000,0.244137,0.0954,16.96,23.02,2.16,0.250000,0.250000,0,0
1779882575.697402,5,0.0000,1,0.0000,0.0000,0.0000,0.275804,0.1144,13.91,16.71,2.23,0.200000,0.200000,0,0
1779882575.959934,6,0.0000,1,0.0000,0.0000,0.0000,0.284425,0.1167,11.52,14.33,2.23,0.166667,0.166667,0,0
1779882576.223458,7,0.0000,1,0.0000,0.0000,0.0000,0.284182,0.1110,10.34,15.88,2.25,0.142857,0.159104,0,0
1779882576.4576142,8,0.0000,1,0.0000,0.0000,0.0000,0.316061,0.0855,13.93,19.34,2.40,0.125000,0.159104,0,0
1779882576.760363,9,0.0000,1,0.0000,0.0000,0.0000,0.367954,0.1193,20.18,20.47,2.59,0.111111,0.159104,0,0
1779882577.0154479,10,0.0000,1,0.0000,0.0000,0.0000,0.374616,0.1059,24.10,15.95,2.57,0.100000,0.159104,0,0
1779882577.3316102,11,0.0000,1,0.0000,0.0000,0.0000,0.322885,0.1567,26.24,9.76,2.27,0.090909,0.159104,0,0
1779882577.549833,12,0.0000,1,0.0000,0.0000,0.0000,0.247150,0.1001,24.60,5.80,1.94,0.083333,0.159104,0,0
1779882577.8111331,13,0.0000,1,0.0000,0.0000,0.0000,0.273466,0.1006,22.17,5.82,2.01,0.076923,0.159104,0,0
1779882578.0813768,14,0.0000,1,0.0000,0.0000,0.0000,0.521714,0.0977,21.40,9.82,2.72,0.071429,0.159104,0,0
1779882578.3281682,15,0.0000,1,0.0000,0.0000,0.0000,0.831977,0.0911,22.30,14.80,3.66,0.066667,0.159104,0,0
1779882578.5989633,16,0.0000,1,0.0000,0.0000,0.0000,0.997618,0.0955,25.57,17.04,4.18,0.062500,0.159104,0,0
1779882578.888916,17,0.0000,1,0.0000,0.0000,0.0000,0.884720,0.1170,28.97,14.41,3.69,0.058824,0.159104,0,0
1779882579.143546,18,0.0000,1,0.0000,0.0000,0.0000,0.628827,0.0965,30.96,6.87,2.06,0.055556,0.159104,0,0
1779882579.4579787,19,0.0000,1,0.0000,0.0000,0.0000,0.392042,0.1345,27.78,-1.00,0.18,0.052632,0.159104,0,0
1779882579.707499,20,0.0000,1,0.0000,0.0000,0.0000,0.253402,0.1285,20.28,-6.66,-1.32,0.050000,0.159104,0,0
1779882579.96504,21,0.0000,1,0.0000,0.0000,0.0000,0.232290,0.0977,12.36,-7.83,-1.82,0.047619,0.159104,0,0
1779882580.2182472,22,0.0000,1,0.0000,0.0000,0.0000,0.182089,0.1007,4.50,-4.33,-1.31,0.045455,0.159104,0,0
1779882580.478756,23,0.0000,1,0.0000,0.0000,0.0000,0.087989,0.0891,-1.33,0.03,-0.60,0.043478,0.159104,0,0
1779882580.789863,24,0.0000,1,0.0000,0.0000,0.0000,0.016736,0.1417,-4.08,3.55,0.03,0.041667,0.159104,0,0
1779882581.0175219,25,0.0000,1,0.0000,0.0000,0.0000,0.006667,0.0927,-6.28,5.42,0.32,0.040000,0.159104,0,0
