time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,angle_y,angle_z,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779717526.188656,1,0.0194,1,0.0000,0.0000,0.0000,0.060105,0.2091,20.26,28.24,-8.32,1.000000,1.000000,0,0
1779717526.4621694,2,0.0193,1,0.0000,0.0000,0.0000,0.078853,0.1934,18.86,25.55,-6.41,0.500000,0.500000,0,0
1779717526.742251,3,0.0192,1,0.0000,0.0000,0.0000,0.102681,0.2057,16.67,22.50,-4.44,0.333333,0.333333,0,0
1779717526.9831998,4,0.0194,1,0.0000,0.0000,0.0000,0.107441,0.1883,14.05,20.47,-3.09,0.250000,0.250000,0,0
1779717527.2758942,5,0.0201,1,0.0000,0.0000,0.0000,0.095029,0.2046,12.81,20.98,-2.83,0.200000,0.200000,0,0
1779717527.5262969,6,0.0237,1,0.0000,0.0000,0.0000,0.082827,0.1938,13.09,21.62,-3.13,0.166667,0.166667,0,0
1779717527.8053527,7,0.0360,1,0.0000,0.0000,0.0000,0.086408,0.2139,14.30,20.88,-3.41,0.142857,0.159104,0,0
1779717528.057435,8,0.0540,1,0.0000,0.0000,0.0000,0.299496,0.1981,14.98,18.38,-2.84,0.125000,0.159104,0,0
1779717528.287058,9,0.0763,1,0.0000,0.0000,0.0000,0.335393,0.1564,14.54,15.13,-1.66,0.111111,0.159104,0,0
1779717528.572111,10,0.0992,1,0.0000,0.0000,0.0000,0.287349,0.1800,13.81,12.93,-0.88,0.100000,0.159104,0,0
1779717528.8157315,11,0.1216,0,-14.7580,-0.1631,-0.4454,0.202940,0.1702,13.50,13.09,-1.09,0.090909,0.159104,0,0
1779717529.093635,12,0.1436,0,-11.8587,-0.1265,-0.8298,0.152016,0.1660,13.98,14.07,-1.60,0.083333,0.159104,0,0
1779717529.3782058,13,0.1664,0,-9.5077,-0.0947,-1.1518,0.149692,0.1975,13.96,14.17,-1.87,0.076923,0.159104,0,0
1779717529.614163,14,0.1894,0,-7.7395,-0.0695,-1.4178,0.140363,0.1603,13.83,13.88,-2.00,0.071429,0.159104,0,0
1779717529.90943,15,0.2105,0,-6.5233,-0.0515,-1.6385,0.120922,0.1884,13.17,13.32,-1.78,0.066667,0.159104,0,0
1779717530.1399596,16,0.2283,0,-5.9330,-0.0423,-1.8354,0.090548,0.1669,12.47,12.26,-1.41,0.062500,0.159104,0,0
1779717530.4169917,17,0.2419,0,-5.8960,-0.0412,-2.0312,0.068790,0.1711,12.24,10.68,-1.06,0.058824,0.159104,0,0
1779717530.691196,18,0.2516,0,-5.7367,-0.0384,-2.2164,0.047904,0.1851,10.48,9.30,-1.12,0.055556,0.159104,0,0
1779717530.9289072,19,0.2584,0,-5.4977,-0.0346,-2.3846,0.040865,0.1656,7.93,7.65,-1.27,0.052632,0.159104,0,0
1779717531.201019,20,0.2628,0,-5.3056,-0.0316,-2.5370,0.043077,0.1596,5.42,5.80,-1.11,0.050000,0.159104,0,0
1779717531.4646788,21,0.2642,0,-5.1563,-0.0294,-2.6753,0.048439,0.1716,2.43,3.83,-0.55,0.047619,0.159104,0,0
1779717531.7347066,22,0.2628,0,-4.9491,-0.0265,-2.7958,0.059425,0.1845,-2.02,2.11,0.39,0.045455,0.159104,0,0
1779717531.990505,23,0.2597,0,-4.6625,-0.0230,-2.8950,0.072242,0.1595,-7.02,1.08,1.34,0.043478,0.159104,0,0
1779717532.2840695,24,0.2561,0,-4.0504,-0.0162,-2.9577,0.082588,0.1807,-11.90,1.40,1.84,0.041667,0.159104,0,0
1779717532.518095,25,0.2518,0,-3.1256,-0.0068,-2.9709,0.056217,0.1578,-15.96,3.16,1.74,0.040000,0.159104,0,0
1779717532.7959719,26,0.2474,0,-2.7266,-0.0029,-2.9640,0.034673,0.1702,-16.29,4.87,1.68,0.038462,0.159104,0,0
1779717533.062731,27,0.2434,0,-2.9723,-0.0051,-2.9692,0.054088,0.1565,-13.02,5.89,1.85,0.037037,0.159104,0,0
1779717533.3478017,28,0.2398,0,-3.6533,-0.0109,-3.0058,0.089557,0.1866,-9.11,5.69,2.01,0.035714,0.159104,0,0
1779717533.5724754,29,0.2366,0,-4.8031,-0.0202,-3.0928,0.129098,0.1513,-4.40,4.27,2.30,0.034483,0.159104,0,0
1779717533.854376,30,0.2341,0,-6.2503,-0.0313,-3.2406,0.145661,0.1589,1.92,2.58,2.66,0.033333,0.159104,0,0
1779717534.162511,31,0.2321,0,-7.7906,-0.0426,-3.4496,0.133740,0.1980,8.36,0.75,3.07,0.032258,0.159104,0,0
1779717534.4088638,32,0.2301,0,-9.4360,-0.0541,-3.7209,0.088292,0.1821,14.78,-1.23,3.47,0.031250,0.159104,0,0
1779717534.644327,33,0.2290,0,-10.9211,-0.0641,-4.0450,0.034932,0.1528,20.66,-3.16,3.94,0.030303,0.159104,0,0
1779717534.9153318,34,0.2283,0,-11.9549,-0.0706,-4.4003,0.016924,0.1659,24.44,-4.92,4.63,0.029412,0.159104,0,0
1779717535.194725,35,0.2269,0,-12.8494,-0.0759,-4.7785,0.018781,0.1831,25.13,-7.00,5.38,0.028571,0.159104,0,0
1779717535.4620805,36,0.2251,0,-13.7178,-0.0809,-5.1766,0.023221,0.1797,23.66,-9.46,5.60,0.027778,0.159104,0,0
1779717535.6957154,37,0.2245,0,-14.2019,-0.0833,-5.5793,0.023727,0.1500,20.92,-11.35,5.28,0.027027,0.159104,0,0
1779717535.9780424,38,0.2258,0,-13.7430,-0.0801,-5.9497,0.043978,0.1778,17.11,-11.35,4.64,0.026316,0.159104,0,0
1779717536.2581708,39,0.2281,0,-12.4763,-0.0722,-6.2562,0.118083,0.1770,13.54,-8.85,3.81,0.025641,0.159104,0,0
1779717536.5132558,40,0.2303,0,-11.0443,-0.0635,-6.4928,0.201752,0.1638,11.14,-4.01,2.26,0.025000,0.159104,0,0
1779717536.8108733,41,0.2316,0,-9.7736,-0.0560,-6.6677,0.253255,0.1999,11.19,2.54,-1.37,0.024390,0.159104,0,0
1779717537.0613794,42,0.2330,0,-8.4055,-0.0481,-6.7784,0.269658,0.1841,13.32,10.33,-7.13,0.023810,0.159104,0,0
1779717537.2944531,43,0.2352,0,-6.6352,-0.0382,-6.8098,0.239394,0.1526,17.16,19.10,-13.77,0.023256,0.159104,0,0
1779717537.5504763,44,0.2377,0,-4.5357,-0.0266,-6.7494,0.165648,0.1472,22.55,28.50,-19.84,0.022727,0.159104,0,0
1779717537.8409755,45,0.2388,0,-2.2974,-0.0146,-6.5943,0.073985,0.1863,27.49,37.12,-24.19,0.022222,0.159104,0,0
1779717538.104712,46,0.2374,0,-0.7870,-0.0067,-6.3814,0.022563,0.1805,31.61,42.86,-26.93,0.021739,0.159104,0,0
1779717538.3676682,47,0.2340,0,-0.1469,-0.0035,-6.1527,0.011065,0.1768,36.12,45.75,-29.81,0.021277,0.159104,0,0
1779717538.6098576,48,0.2305,0,-0.1858,-0.0037,-5.9374,0.011877,0.1535,39.53,46.58,-32.12,0.020833,0.159104,0,0
1779717538.9224038,49,0.2278,0,-0.5616,-0.0054,-5.7478,0.012788,0.1970,39.37,46.08,-31.66,0.020408,0.159104,0,0
1779717539.1696777,50,0.2249,0,-0.9801,-0.0073,-5.5841,0.010297,0.1820,35.28,44.58,-27.80,0.020000,0.159104,0,0
1779717539.4464421,51,0.2218,0,-1.4981,-0.0095,-5.4491,0.007586,0.1905,29.19,41.47,-22.26,0.019608,0.159104,0,0
1779717539.7302716,52,0.2189,0,-2.2263,-0.0125,-5.3490,0.008948,0.2161,22.41,36.79,-16.59,0.019231,0.159104,0,0
1779717539.952004,53,0.2164,0,-3.6147,-0.0181,-5.3067,0.032727,0.1712,16.57,30.52,-12.42,0.018868,0.159104,0,0
1779717540.229735,54,0.2150,0,-5.2228,-0.0245,-5.3275,0.076478,0.1738,11.44,23.89,-9.74,0.018519,0.159104,0,0
1779717540.502754,55,0.2148,0,-7.1104,-0.0317,-5.4191,0.131368,0.1854,5.44,16.55,-6.91,0.018182,0.159104,0,0
1779717540.792179,56,0.2150,0,-9.2507,-0.0398,-5.5886,0.190956,0.2180,-0.73,8.05,-4.11,0.017857,0.159104,0,0
1779717541.0426056,57,0.2154,0,-11.4810,-0.0481,-5.8370,0.230183,0.2019,-5.80,-1.18,-2.15,0.017544,0.159104,0,0
1779717541.3617542,58,0.2163,0,-13.6333,-0.0560,-6.1594,0.224153,0.2476,-8.79,-10.44,-1.64,0.017241,0.159104,0,0
1779717541.613861,59,0.2179,0,-15.3593,-0.0621,-6.5384,0.164488,0.2274,-10.76,-17.90,-2.19,0.016949,0.159104,0,0
1779717541.851521,60,0.2194,0,-16.3106,-0.0654,-6.9426,0.095876,0.1873,-12.08,-22.42,-2.97,0.016667,0.159104,0,0
1779717542.0955853,61,0.2203,0,-16.0020,-0.0640,-7.3218,0.115910,0.1766,-13.07,-22.78,-3.19,0.016393,0.159104,0,0
1779717542.3503482,62,0.2201,0,-14.7638,-0.0594,-7.6397,0.201852,0.1589,-13.68,-19.78,-2.87,0.016129,0.159104,0,0
1779717542.640379,63,0.2185,0,-13.0547,-0.0533,-7.8794,0.275310,0.1751,-13.16,-13.93,-2.42,0.015873,0.159104,0,0
1779717542.8964174,64,0.2157,0,-11.0490,-0.0463,-8.0329,0.287508,0.1643,-10.62,-5.70,-2.79,0.015625,0.159104,0,0
1779717543.1657224,65,0.2123,0,-8.9476,-0.0393,-8.1018,0.237922,0.1665,-5.36,3.58,-4.99,0.015385,0.159104,0,0
1779717543.4611037,66,0.2085,0,-6.8087,-0.0324,-8.0902,0.151095,0.1943,1.47,12.86,-8.46,0.015152,0.159104,0,0
1779717543.717084,67,0.2042,0,-4.8331,-0.0263,-8.0099,0.071178,0.1834,9.01,21.99,-12.37,0.014925,0.159104,0,0
