time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,angle_y,angle_z,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779976315.0464923,1,0.1361,0,-138.0948,0.0000,-138.0948,0.000002,0.2868,31.39,6.35,-1.79,1.000000,1.000000,0,0
1779976315.487725,2,0.1361,0,-138.0736,0.0014,-138.0920,0.000003,0.2366,31.39,6.35,-1.79,0.500000,0.500000,0,0
1779976315.774686,3,0.1361,0,-138.0599,0.0020,-138.0886,0.000003,0.2569,31.39,6.35,-1.79,0.333333,0.333333,0,0
1779976316.0165591,4,0.1361,0,-138.0461,0.0024,-138.0848,0.000002,0.2164,31.39,6.34,-1.79,0.250000,0.250000,0,0
1779976316.384578,5,0.1361,0,-138.0341,0.0027,-138.0809,0.000001,0.3201,31.38,6.34,-1.79,0.200000,0.200000,0,0
1779976316.9031465,6,0.1358,0,-137.5557,0.0134,-138.0559,0.003507,0.3050,29.43,8.21,-2.04,0.166667,0.166667,0,0
1779976317.3662162,7,0.1355,0,-136.8858,0.0261,-138.0076,0.007133,0.2332,26.74,18.20,-4.06,0.142857,0.142857,0,0
1779976317.6532118,8,0.1354,0,-136.7090,0.0287,-137.9574,0.006777,0.2667,26.55,24.66,-5.93,0.125000,0.125000,0,0
1779976317.8977458,9,0.1354,0,-136.4432,0.0323,-137.9029,0.006237,0.2382,26.48,29.45,-7.35,0.111111,0.111111,0,0
1779976318.2154307,10,0.1352,0,-136.0870,0.0366,-137.8422,0.005441,0.2854,25.79,31.73,-7.88,0.100000,0.100000,0,0
1779976318.7064688,11,0.1347,0,-135.5658,0.0426,-137.7723,0.005475,0.2434,20.70,29.11,-7.39,0.090909,0.090909,0,0
1779976319.0033653,12,0.1348,0,-137.3504,0.0220,-137.7457,0.016056,0.2740,21.53,24.09,-6.28,0.083333,0.083333,0,0
1779976319.6320684,13,0.1348,0,-138.4544,0.0104,-137.7428,0.014801,0.3594,23.16,12.50,-3.74,0.076923,0.076923,0,0
1779976320.224389,14,0.1343,0,-136.7970,0.0262,-137.7078,0.042165,0.4084,17.25,5.91,-0.59,0.071429,0.071429,0,0
1779976320.6016397,15,0.1340,0,-135.0152,0.0419,-137.6423,0.071099,0.2490,11.27,4.27,0.22,0.066667,0.066667,0,0
1779976320.955184,16,0.1341,0,-135.0886,0.0409,-137.5803,0.072276,0.3359,11.71,4.12,0.31,0.062500,0.062500,0,0
1779976321.4373827,17,0.1338,0,-134.6729,0.0438,-137.5140,0.061663,0.2624,9.35,3.24,0.06,0.058824,0.058824,0,0
1779976321.962716,18,0.1335,0,-136.3262,0.0313,-137.4741,0.098782,0.2613,3.89,-11.95,1.09,0.055556,0.055556,0,0
1779976322.2967076,19,0.1338,0,-138.8736,0.0131,-137.4710,0.186332,0.3222,4.83,-24.41,3.09,0.052632,0.052632,0,0
1779976322.8589203,20,0.1347,0,-146.4718,-0.0381,-137.5695,0.417374,0.3421,-3.65,-47.94,9.48,0.050000,0.050000,0,0
1779976323.4332988,21,0.1351,0,-157.0105,-0.1057,-137.7995,0.624942,0.3815,-34.82,-64.34,11.64,0.047619,0.047619,0,0
1779976324.0765476,22,0.1364,0,176.1417,-0.2715,-138.3550,1.388141,0.4944,-72.75,-69.87,21.93,0.045455,0.045455,0,0
1779976324.447521,23,0.1377,0,145.0881,-0.4558,-139.2662,2.983348,0.3281,-108.54,-61.39,37.02,0.043478,0.043478,0,0
1779976325.1291869,24,0.1384,0,105.4316,-0.6818,-140.6091,3.726988,0.4727,-142.28,-45.92,45.15,0.041667,0.041667,0,0
