time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779981688.934907,1,0.9994,0,26.9209,0.0000,26.9209,0.301786,0.1857,-22.44,1.000000,1.000000,0,0
1779981689.219363,2,0.9994,0,26.9201,-0.0004,26.9203,0.301193,0.1889,-22.44,0.500000,0.500000,0,0
1779981689.4823701,3,0.9994,0,26.9194,-0.0005,26.9197,0.300534,0.1768,-22.44,0.333333,0.333333,0,0
1779981689.7660139,4,0.9994,0,26.9185,-0.0006,26.9189,0.299787,0.1781,-22.44,0.250000,0.250000,0,0
1779981690.0286648,5,0.9994,0,26.9177,-0.0006,26.9182,0.298962,0.1728,-22.44,0.200000,0.200000,0,0
1779981690.3073077,6,0.9994,0,26.9145,-0.0011,26.9167,0.297113,0.1880,-22.43,0.166667,0.166667,0,0
1779981690.553062,7,0.9994,0,26.9044,-0.0024,26.9127,0.288305,0.1734,-21.86,0.142857,0.159104,0,0
1779981690.8641012,8,0.9993,0,26.9441,0.0029,26.9202,0.284585,0.1998,-21.08,0.125000,0.159104,0,0
1779981691.1137602,9,0.9988,0,26.8834,-0.0042,26.9108,0.294326,0.1918,-19.44,0.111111,0.159104,0,0
1779981691.3919313,10,0.9980,0,26.9744,0.0053,26.9254,0.305454,0.2092,-16.94,0.100000,0.159104,0,0
1779981691.6584904,11,0.9971,0,26.8721,-0.0044,26.9132,0.319281,0.2093,-15.30,0.090909,0.159104,0,0
1779981691.9254148,12,0.9964,0,26.6731,-0.0206,26.8578,0.375659,0.2090,-14.57,0.083333,0.159104,0,0
1779981692.1856837,13,0.9962,0,26.5693,-0.0270,26.7894,0.384613,0.2010,-13.43,0.076923,0.159104,0,0
1779981692.445481,14,0.9962,0,26.6092,-0.0222,26.7422,0.393911,0.1870,-12.70,0.071429,0.159104,0,0
1779981692.708877,15,0.9963,0,26.5753,-0.0230,26.6964,0.388237,0.1789,-11.98,0.066667,0.159104,0,0
1779981692.96689,16,0.9964,0,26.5893,-0.0207,26.6620,0.378682,0.1857,-10.47,0.062500,0.159104,0,0
1779981693.238011,17,0.9970,0,26.6372,-0.0167,26.6441,0.362429,0.1828,-11.25,0.058824,0.159104,0,0
1779981693.5168688,18,0.9977,0,26.4707,-0.0250,26.5955,0.343078,0.1910,-13.29,0.055556,0.159104,0,0
1779981693.8342233,19,0.9985,0,26.4101,-0.0268,26.5435,0.333258,0.2282,-14.79,0.052632,0.159104,0,0
1779981694.1019213,20,0.9990,0,26.4407,-0.0240,26.5070,0.271087,0.2327,-16.20,0.050000,0.159104,0,0
1779981694.3304808,21,0.9993,0,26.3774,-0.0258,26.4647,0.251526,0.1836,-17.88,0.047619,0.159104,0,0
1779981694.5918894,22,0.9993,0,26.2445,-0.0307,26.4039,0.219842,0.1732,-17.83,0.045455,0.159104,0,0
1779981694.889,23,0.9993,0,26.3011,-0.0269,26.3649,0.230149,0.2085,-16.93,0.043478,0.159104,0,0
1779981695.140389,24,0.9993,0,26.2417,-0.0283,26.3216,0.217473,0.1988,-17.91,0.041667,0.159104,0,0
1779981695.4146798,25,0.9993,0,26.1589,-0.0304,26.2701,0.202822,0.1891,-18.23,0.040000,0.159104,0,0
1779981695.6716156,26,0.9992,0,26.0783,-0.0324,26.2124,0.197560,0.1852,-18.74,0.038462,0.159104,0,0
1779981695.9640217,27,0.9991,0,26.3612,-0.0207,26.2186,0.246614,0.1979,-17.46,0.037037,0.159104,0,0
1779981696.2204428,28,0.9989,0,26.6108,-0.0111,26.2717,0.287815,0.1973,-13.94,0.035714,0.159104,0,0
1779981696.5116138,29,0.9986,0,26.8199,-0.0035,26.3559,0.273207,0.1966,-11.03,0.034483,0.159104,0,0
1779981696.769084,30,0.9983,0,26.9015,-0.0006,26.4420,0.252165,0.2023,-10.60,0.033333,0.159104,0,0
1779981697.050604,31,0.9979,0,26.8043,-0.0038,26.4963,0.237058,0.2125,-12.35,0.032258,0.159104,0,0
1779981697.2661943,32,0.9975,0,26.7589,-0.0050,26.5338,0.249270,0.1571,-13.09,0.031250,0.159104,0,0
1779981697.5512466,33,0.9974,0,27.0214,0.0030,26.6137,0.291821,0.1690,-11.34,0.030303,0.159104,0,0
1779981697.8190958,34,0.9975,0,27.1522,0.0068,26.7049,0.246519,0.1743,-9.32,0.029412,0.159104,0,0
1779981698.0882452,35,0.9979,0,27.0204,0.0028,26.7574,0.210919,0.1812,-9.22,0.028571,0.159104,0,0
1779981698.3467767,36,0.9983,0,26.8851,-0.0010,26.7768,0.169042,0.1707,-11.33,0.027778,0.159104,0,0
1779981698.6244242,37,0.9986,0,26.7943,-0.0034,26.7767,0.155090,0.1761,-12.94,0.027027,0.159104,0,0
1779981698.9021802,38,0.9990,0,26.7547,-0.0044,26.7695,0.150957,0.1914,-13.13,0.026316,0.159104,0,0
1779981699.2202682,39,0.9993,0,26.7977,-0.0032,26.7714,0.143462,0.2162,-12.41,0.025641,0.159104,0,0
1779981699.4530663,40,0.9997,0,26.8041,-0.0029,26.7741,0.116377,0.1828,-11.63,0.025000,0.159104,0,0
1779981699.7393677,41,0.9998,0,26.5871,-0.0081,26.7375,0.044146,0.1962,-12.57,0.024390,0.159104,0,0
1779981700.0192847,42,0.9998,0,26.5628,-0.0085,26.7026,0.035531,0.2016,-13.16,0.023810,0.159104,0,0
1779981700.3107471,43,0.9998,0,26.5609,-0.0084,26.6730,0.036353,0.2355,-13.15,0.023256,0.159104,0,0
1779981700.568108,44,0.9998,0,26.6167,-0.0069,26.6582,0.051468,0.2191,-12.19,0.022727,0.159104,0,0
1779981700.7901464,45,0.9997,0,26.4935,-0.0095,26.6240,0.088861,0.1733,-11.20,0.022222,0.159104,0,0
1779981701.055281,46,0.9993,0,26.4737,-0.0097,26.5920,0.106450,0.1775,-10.57,0.021739,0.159104,0,0
1779981701.3306704,47,0.9989,0,26.3723,-0.0117,26.5473,0.137433,0.1971,-9.36,0.021277,0.159104,0,0
1779981701.5989997,48,0.9983,0,26.0961,-0.0172,26.4611,0.222213,0.1950,-7.90,0.020833,0.159104,0,0
1779981701.8537645,49,0.9979,0,25.7338,-0.0242,26.3253,0.345277,0.1754,-6.11,0.020408,0.159104,0,0
1779981702.1207108,50,0.9978,0,25.7220,-0.0240,26.2094,0.377763,0.1808,-4.35,0.020000,0.159104,0,0
1779981702.3979936,51,0.9978,0,25.6634,-0.0246,26.1020,0.389392,0.1932,-2.73,0.019608,0.159104,0,0
1779981702.654696,52,0.9977,0,25.5398,-0.0265,25.9904,0.373937,0.1917,-1.70,0.019231,0.159104,0,0
1779981702.9421859,53,0.9977,0,25.4655,-0.0274,25.8840,0.393705,0.2044,-0.78,0.018868,0.159104,0,0
1779981703.0948994,54,0.9977,0,25.4630,-0.0270,25.7945,0.382716,0.0987,0.69,0.018519,0.159104,0,0
1779981703.4961338,55,0.9978,0,25.5710,-0.0245,25.7384,0.382396,0.2261,3.12,0.018182,0.159104,0,0
1779981703.719239,56,0.9979,0,25.8990,-0.0182,25.7486,0.344425,0.1655,5.93,0.017857,0.159104,0,0
1779981704.0157642,57,0.9978,0,26.2784,-0.0113,25.8232,0.214794,0.2124,7.38,0.017544,0.159104,0,0
1779981704.2838743,58,0.9974,0,26.2835,-0.0110,25.8870,0.186871,0.2039,6.71,0.017241,0.159104,0,0
1779981704.5142682,59,0.9968,0,26.3184,-0.0102,25.9468,0.167077,0.1754,4.09,0.016949,0.159104,0,0
1779981704.810787,60,0.9959,0,26.4146,-0.0085,26.0138,0.159357,0.1921,2.85,0.016667,0.159104,0,0
1779981705.0758064,61,0.9949,0,26.6831,-0.0039,26.1164,0.112219,0.1877,1.06,0.016393,0.159104,0,0
1779981705.3607593,62,0.9940,0,26.6693,-0.0041,26.2004,0.130658,0.2072,-1.75,0.016129,0.159104,0,0
1779981705.635154,63,0.9933,0,26.5453,-0.0060,26.2499,0.156476,0.2074,-5.85,0.015873,0.159104,0,0
1779981705.8641117,64,0.9926,0,26.3591,-0.0088,26.2598,0.185400,0.1758,-8.32,0.015625,0.159104,0,0
1779981706.1675897,65,0.9920,0,26.2814,-0.0098,26.2549,0.191077,0.2127,-9.24,0.015385,0.159104,0,0
1779981706.4018366,66,0.9916,0,26.2166,-0.0107,26.2399,0.184186,0.1756,-9.51,0.015152,0.159104,0,0
1779981706.8001008,67,0.9914,0,26.1491,-0.0115,26.2159,0.171090,0.3063,-7.64,0.014925,0.159104,0,0
1779981707.2849746,68,0.9917,0,25.9114,-0.0148,26.1554,0.113212,0.2622,-3.05,0.014706,0.159104,0,0
1779981707.781743,69,0.9917,0,25.9363,-0.0142,26.1088,0.141289,0.2148,4.46,0.014493,0.159104,0,0
1779981708.0731497,70,0.9914,0,26.1189,-0.0114,26.1008,0.183950,0.2389,3.72,0.014286,0.159104,0,0
1779981708.1969352,71,0.9910,0,26.2916,-0.0089,26.1234,0.253207,0.0990,1.60,0.014085,0.159104,0,0
1779981708.6169343,72,0.9904,0,26.4341,-0.0068,26.1666,0.317984,0.2607,-0.41,0.013889,0.159104,0,0
1779981709.1447682,73,0.9892,0,26.7006,-0.0031,26.2481,0.418927,0.2456,-6.32,0.013699,0.159104,0,0
1779981709.2963355,74,0.9888,0,26.8124,-0.0015,26.3355,0.457867,0.1370,-9.94,0.013514,0.159104,0,0
1779981709.5994925,75,0.9886,0,26.9902,0.0008,26.4392,0.454938,0.1795,-14.59,0.013333,0.159104,0,0
1779981709.8855534,76,0.9887,0,27.1574,0.0030,26.5547,0.446503,0.1984,-18.77,0.013158,0.159104,0,0
