time,window_index,tested_yaw_deg,cost_val,is_best,movement_var_up,movement_var_low,is_flat_valley,r_w,best_yaw_deg
1779803645.9094303,1,-180.0000,36.918338,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803645.9190795,1,-175.0000,29.142624,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803645.9204113,1,-170.0000,26.619829,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803645.922876,1,-165.0000,29.267704,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803645.9257944,1,-160.0000,37.009116,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803645.9284124,1,-155.0000,49.768283,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803645.934473,1,-150.0000,67.477565,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803645.9353573,1,-145.0000,90.097784,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803645.9369912,1,-140.0000,117.658492,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803645.9386342,1,-135.0000,150.330030,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803645.9395566,1,-130.0000,188.548166,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803645.9434173,1,-125.0000,233.164495,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803645.9450374,1,-120.0000,282.487732,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803645.9475894,1,-115.0000,334.434773,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803645.9494567,1,-110.0000,387.718422,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803645.9510713,1,-105.0000,440.631866,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803645.9527872,1,-100.0000,490.922995,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803645.9552152,1,-95.0000,535.700249,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803645.9602644,1,-90.0000,571.500924,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803645.9648142,1,-85.0000,594.739045,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803645.9656732,1,-80.0000,602.650955,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803645.966469,1,-75.0000,594.365802,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803645.9672942,1,-70.0000,571.274344,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803645.9689398,1,-65.0000,536.351130,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803645.9729087,1,-60.0000,493.054227,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803645.973794,1,-55.0000,444.544477,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803645.976917,1,-50.0000,393.394362,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803645.9825313,1,-45.0000,341.596508,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803645.9849787,1,-40.0000,290.676708,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803645.9866886,1,-35.0000,241.813059,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803645.9883566,1,-30.0000,195.930097,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803645.9918046,1,-25.0000,153.765410,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803645.9942808,1,-20.0000,115.914521,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803645.997795,1,-15.0000,82.860496,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803645.9994571,1,-10.0000,54.993311,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.0003278,1,-5.0000,32.622436,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.0019653,1,0.0000,15.984855,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.0036674,1,5.0000,5.249881,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.0076742,1,10.0000,0.521540,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.0131214,1,15.0000,1.838928,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.0157442,1,20.0000,9.174674,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.017356,1,25.0000,22.431483,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.0181847,1,30.0000,41.436546,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.0198858,1,35.0000,65.933524,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.0215406,1,40.0000,95.571662,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.0231795,1,45.0000,129.891500,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.0239727,1,50.0000,168.306648,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.0248601,1,55.0000,210.081190,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.025885,1,60.0000,254.302884,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.030431,1,65.0000,299.853649,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.0330458,1,70.0000,345.381760,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.035567,1,75.0000,389.285537,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.0385149,1,80.0000,429.726512,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.0411105,1,85.0000,464.699176,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.042684,1,90.0000,492.186306,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.0437634,1,95.0000,510.408940,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.0468721,1,100.0000,518.128355,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.052544,1,105.0000,514.895772,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.054644,1,110.0000,501.134205,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.0578647,1,115.0000,478.012945,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.0603287,1,120.0000,447.184714,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.0628474,1,125.0000,410.504416,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.066062,1,130.0000,369.814473,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.0680914,1,135.0000,326.819497,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.0705886,1,140.0000,283.032739,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.0730288,1,145.0000,239.766290,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.0765145,1,150.0000,198.142622,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.0785418,1,155.0000,159.113937,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.082512,1,160.0000,123.482677,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.0876935,1,165.0000,93.031215,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.0902023,1,170.0000,68.676354,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.0911095,1,175.0000,50.048002,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.0960839,1,0.0000,15.984855,3,2.514631E-09,8.044921E-09,1,0.9976,15.984855
1779803646.096106,1,-180.0000,36.918338,4,2.514631E-09,8.044921E-09,1,0.9976,36.918338
1779803646.098035,1,-180.0000,36.918338,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.0989437,1,-170.0000,26.619829,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.1010416,1,-160.0000,37.009116,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.1035943,1,-150.0000,67.477565,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.105539,1,-140.0000,117.658492,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.1087143,1,-130.0000,188.548166,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.1100016,1,-120.0000,282.487732,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.1119096,1,-110.0000,387.718422,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.1136022,1,-100.0000,490.922995,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.1163116,1,-90.0000,571.500924,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.1185253,1,-80.0000,602.650955,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.1207278,1,-70.0000,571.274344,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.1241167,1,-60.0000,493.054227,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.1269479,1,-50.0000,393.394362,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.1294818,1,-40.0000,290.676708,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.1316364,1,-30.0000,195.930097,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.1326926,1,-20.0000,115.914521,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.133481,1,-10.0000,54.993311,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.1342723,1,0.0000,15.984855,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.1350589,1,10.0000,0.521540,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.1364424,1,20.0000,9.174674,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.1373155,1,30.0000,41.436546,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.138108,1,40.0000,95.571662,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.1389272,1,50.0000,168.306648,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.1397495,1,60.0000,254.302884,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.1406894,1,70.0000,345.381760,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.1416197,1,80.0000,429.726512,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.1424553,1,90.0000,492.186306,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.1432369,1,100.0000,518.128355,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
1779803646.1440923,1,110.0000,501.134205,0,2.514631E-09,8.044921E-09,1,0.9976,0.0
