time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779899305.7667294,1,0.9995,0,18.2413,0.0000,18.2413,18.311012,0.2590,-8.92,1.000000,1.000000,0,0
1779899306.0875974,2,0.9995,0,22.4973,2.1269,21.4322,2.160416,0.2685,-11.76,0.500000,0.500000,0,0
1779899306.6431875,3,0.9994,0,23.3748,1.7107,23.2201,1.460476,0.2897,-13.05,0.333333,0.333333,0,0
1779899307.1643267,4,0.9994,0,23.7296,1.3719,24.3766,1.395355,0.2785,-11.61,0.250000,0.250000,0,0
1779899307.6569517,5,0.9992,0,24.1075,1.1733,25.2616,1.260738,0.2494,-13.04,0.200000,0.200000,0,0
1779899307.9069986,6,0.9992,0,24.5124,1.0453,26.0081,1.221205,0.2415,-12.55,0.166667,0.166667,0,0
1779899308.2225082,7,0.9992,0,24.8166,0.9395,26.6088,1.289205,0.2847,-10.71,0.142857,0.159104,0,0
1779899308.762657,8,0.9992,0,24.8332,0.8242,27.0197,1.475928,0.2856,-6.34,0.125000,0.159104,0,0
1779899309.2832851,9,0.9986,0,24.9907,0.7503,27.3284,1.603993,0.2825,-2.70,0.111111,0.159104,0,0
1779899309.7928903,10,0.9986,0,25.1868,0.6949,27.5727,1.686309,0.2656,-0.51,0.100000,0.159104,0,0
1779899310.3222415,11,0.9985,0,25.2516,0.6377,27.7404,1.721417,0.2589,0.14,0.090909,0.159104,0,0
1779899310.4180377,12,0.9984,0,25.1976,0.5802,27.8245,1.794536,0.0909,-0.61,0.083333,0.159104,0,0
1779899310.9060156,13,0.9986,0,24.9741,0.5184,27.8077,2.081780,0.3111,0.39,0.076923,0.159104,0,0
1779899311.4049792,14,0.9994,0,24.4434,0.4435,27.6458,2.578596,0.2874,5.85,0.071429,0.159104,0,0
1779899311.9478211,15,0.9997,0,23.5746,0.3561,27.2977,3.111324,0.2838,15.09,0.066667,0.159104,0,0
1779899312.4645126,16,0.9999,0,22.9319,0.2937,26.8501,3.404018,0.2810,24.20,0.062500,0.159104,0,0
1779899313.008043,17,1.0000,0,23.1809,0.2910,26.5111,3.426283,0.2816,32.41,0.058824,0.159104,0,0
1779899313.5691237,18,0.9999,0,23.8283,0.3108,26.3456,2.912879,0.3068,25.41,0.055556,0.159104,0,0
1779899314.075964,19,0.9999,0,24.5912,0.3346,26.3479,2.043089,0.2896,11.31,0.052632,0.159104,0,0
1779899314.6256707,20,0.9997,0,25.2013,0.3484,26.4585,1.195358,0.3055,-1.66,0.050000,0.159104,0,0
