time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,angle_y,angle_z,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779904882.5054705,1,0.0194,1,0.0000,0.0000,0.0000,0.469737,0.5022,18.45,29.40,-2.89,1.000000,1.000000,0,0
1779904882.975388,2,0.0194,1,0.0000,0.0000,0.0000,0.694944,0.4167,13.62,20.66,-0.23,0.500000,0.500000,0,0
1779904883.4852314,3,0.0237,1,0.0000,0.0000,0.0000,0.628468,0.3969,12.63,21.84,-0.31,0.333333,0.333333,0,0
1779904884.0160787,4,0.0540,1,0.0000,0.0000,0.0000,0.658441,0.4082,14.69,18.60,-0.19,0.250000,0.250000,0,0
1779904884.5245173,5,0.0992,1,0.0000,0.0000,0.0000,0.668206,0.3820,13.78,12.87,0.77,0.200000,0.200000,0,0
1779904885.0311902,6,0.1436,0,-0.7033,-0.0168,-0.0333,0.472388,0.3540,13.84,13.31,0.38,0.166667,0.166667,0,0
1779904885.6582103,7,0.1894,0,-0.7701,-0.0182,-0.0709,0.358330,0.4378,13.55,12.67,0.13,0.142857,0.142857,0,0
1779904886.1821358,8,0.2283,0,-0.8612,-0.0203,-0.1131,0.269157,0.4396,12.25,10.62,0.40,0.125000,0.125000,0,0
1779904886.6984117,9,0.2516,0,-0.9995,-0.0236,-0.1608,0.240771,0.4232,10.14,7.37,0.59,0.111111,0.111111,0,0
1779904887.2359917,10,0.2628,0,-1.0353,-0.0239,-0.2071,0.217539,0.4268,5.06,3.67,0.53,0.100000,0.100000,0,0
1779904887.753803,11,0.2628,0,-1.0285,-0.0232,-0.2493,0.210739,0.4154,-2.14,-0.24,1.10,0.090909,0.090909,0,0
1779904888.2610571,12,0.2561,0,-0.8811,-0.0195,-0.2819,0.175917,0.4034,-11.87,-1.06,1.48,0.083333,0.083333,0,0
1779904888.7813537,13,0.2474,0,-0.6723,-0.0152,-0.3042,0.071710,0.3882,-16.15,2.55,1.12,0.076923,0.076923,0,0
1779904889.3233562,14,0.2398,0,-0.8131,-0.0173,-0.3299,0.155677,0.3936,-8.98,3.23,1.56,0.071429,0.071429,0,0
1779904889.86558,15,0.2341,0,-1.1803,-0.0228,-0.3656,0.341311,0.3859,1.90,-0.54,2.48,0.066667,0.066667,0,0
1779904890.412514,16,0.2301,0,-1.6144,-0.0287,-0.4119,0.530707,0.4010,14.54,-5.41,3.69,0.062500,0.062500,0,0
1779904890.961173,17,0.2283,0,-1.9586,-0.0329,-0.4651,0.719408,0.4235,23.96,-10.25,5.06,0.058824,0.058824,0,0
1779904891.4910066,18,0.2251,0,-2.1359,-0.0347,-0.5203,0.902885,0.4092,22.87,-15.56,5.90,0.055556,0.055556,0,0
1779904892.0209668,19,0.2258,0,-2.1563,-0.0346,-0.5739,0.906595,0.4032,16.34,-17.74,5.30,0.052632,0.052632,0,0
1779904892.6011972,20,0.2303,0,-1.8664,-0.0308,-0.6193,0.733459,0.4519,10.26,-10.34,3.64,0.050000,0.050000,0,0
1779904893.10228,21,0.2330,0,-1.4571,-0.0259,-0.6542,0.522154,0.4194,8.68,5.97,-0.71,0.047619,0.047619,0,0
1779904893.640929,22,0.2377,0,-1.0271,-0.0210,-0.6791,0.221247,0.4205,11.57,27.11,-5.78,0.045455,0.045455,0,0
1779904894.145449,23,0.2374,0,-0.6891,-0.0173,-0.6963,0.022604,0.4059,17.69,43.34,-8.90,0.043478,0.043478,0,0
1779904894.6825652,24,0.2305,0,-0.6562,-0.0168,-0.7126,0.012674,0.3961,23.92,49.08,-11.32,0.041667,0.041667,0,0
1779904895.2115266,25,0.2249,0,-0.7341,-0.0174,-0.7300,0.010520,0.4039,22.28,46.27,-9.91,0.040000,0.040000,0,0
1779904895.7636602,26,0.2189,0,-0.8722,-0.0184,-0.7495,0.017148,0.4307,15.79,36.15,-6.04,0.038462,0.038462,0,0
1779904896.3580465,27,0.2150,0,-1.1948,-0.0208,-0.7737,0.152952,0.4811,7.87,21.81,-3.23,0.037037,0.037037,0,0
1779904896.8758607,28,0.2150,0,-1.5868,-0.0237,-0.8034,0.458071,0.4636,-2.17,4.02,-0.54,0.035714,0.035714,0,0
1779904897.3135529,29,0.2163,0,-2.0091,-0.0266,-0.8389,0.841786,0.3854,-8.88,-15.62,0.78,0.034483,0.034483,0,0
1779904897.9044778,30,0.2194,0,-2.3277,-0.0288,-0.8786,1.044711,0.4339,-12.02,-28.45,0.32,0.033333,0.034064,0,0
1779904898.376035,31,0.2201,0,-2.2090,-0.0277,-0.9161,0.956003,0.3744,-13.54,-26.49,0.14,0.032258,0.034064,0,0
1779904899.0148435,32,0.2157,0,-1.8618,-0.0252,-0.9480,0.666976,0.4892,-10.73,-12.68,-0.06,0.031250,0.034064,0,0
1779904899.493641,33,0.2085,0,-1.4933,-0.0227,-0.9745,0.274948,0.4191,-1.27,7.60,-2.57,0.030303,0.034064,0,0
1779904900.0177886,34,0.1993,0,-1.1636,-0.0207,-0.9963,0.039354,0.4085,9.81,27.81,-5.79,0.029412,0.034064,0,0
1779904900.551725,35,0.1894,0,-0.9918,-0.0196,-1.0157,0.009317,0.4023,19.04,42.15,-8.96,0.028571,0.034064,0,0
1779904901.042998,36,0.1796,0,-0.9952,-0.0195,-1.0350,0.012858,0.3649,25.76,50.28,-12.42,0.027778,0.034064,0,0
1779904901.5936415,37,0.1770,0,-1.0546,-0.0197,-1.0547,0.030058,0.3762,27.73,56.06,-14.94,0.027027,0.034064,0,0
1779904902.176999,38,0.1833,0,-1.0751,-0.0197,-1.0745,0.037504,0.4191,8.44,64.39,-19.55,0.026316,0.034064,0,0
1779904902.7322516,39,0.1896,0,-1.1329,-0.0199,-1.0946,0.031854,0.4038,-33.78,69.86,-27.05,0.025641,0.034064,0,0
1779904903.2970068,40,0.1979,0,-1.1229,-0.0198,-1.1144,0.037019,0.4358,-77.80,75.18,-33.76,0.025000,0.034064,0,0
1779904903.7859957,41,0.2040,0,-1.0651,-0.0194,-1.1334,0.024963,0.3987,-84.49,77.74,-35.22,0.024390,0.034064,0,0
1779904904.3296504,42,0.2039,0,-1.1893,-0.0199,-1.1535,0.043904,0.4009,-65.44,63.66,-28.77,0.023810,0.034064,0,0
1779904904.8403397,43,0.2017,0,-1.5532,-0.0215,-1.1776,0.222782,0.3694,-25.98,43.57,-17.57,0.023256,0.034064,0,0
1779904905.3937538,44,0.1969,0,-1.9357,-0.0231,-1.2056,0.489936,0.3860,10.27,18.75,-6.78,0.022727,0.034064,0,0
1779904906.0018725,45,0.1901,0,-2.3253,-0.0247,-1.2374,0.870399,0.4442,6.19,-9.24,-0.03,0.022222,0.034064,0,0
1779904906.5041268,46,0.1848,0,-2.6554,-0.0259,-1.2721,1.271448,0.4109,-2.81,-25.96,2.06,0.021739,0.034064,0,0
1779904907.0201085,47,0.1835,0,-2.7568,-0.0262,-1.3074,1.536082,0.4015,-6.74,-34.30,2.23,0.021277,0.034064,0,0
1779904907.5910027,48,0.1852,0,-2.8048,-0.0263,-1.3429,1.543001,0.4212,-5.02,-34.60,2.63,0.020833,0.034064,0,0
1779904908.1052697,49,0.1843,0,-2.6914,-0.0257,-1.3770,1.240908,0.4024,-0.89,-24.80,2.67,0.020408,0.034064,0,0
1779904908.6430688,50,0.1798,0,-2.3991,-0.0246,-1.4077,0.821133,0.3960,4.83,-7.81,1.40,0.020000,0.034064,0,0
1779904909.2104688,51,0.1764,0,-2.0717,-0.0234,-1.4349,0.390404,0.3998,12.35,11.02,-1.56,0.019608,0.034064,0,0
1779904909.76903,52,0.1745,0,-1.7552,-0.0222,-1.4589,0.103525,0.3998,19.19,26.80,-5.26,0.019231,0.034064,0,0
1779904910.2659767,53,0.1748,0,-1.5715,-0.0216,-1.4810,0.010888,0.3531,23.41,36.78,-7.90,0.018868,0.034064,0,0
1779904910.7864778,54,0.1746,0,-1.4718,-0.0212,-1.5020,0.019019,0.3204,17.11,40.33,-6.25,0.018519,0.034064,0,0
1779904911.430836,55,0.1738,0,-1.3639,-0.0208,-1.5219,0.044962,0.4364,4.97,40.56,-2.39,0.018182,0.034064,0,0
1779904911.965802,56,0.1711,0,-1.2675,-0.0204,-1.5407,0.067887,0.4102,-8.13,40.21,1.99,0.017857,0.034064,0,0
1779904912.492079,57,0.1709,0,-1.2373,-0.0203,-1.5590,0.077380,0.3909,-15.57,39.61,4.66,0.017544,0.034064,0,0
1779904913.047598,58,0.1745,0,-1.3684,-0.0206,-1.5784,0.068932,0.4047,-7.18,38.25,2.02,0.017241,0.034064,0,0
1779904913.610612,59,0.1775,0,-1.5370,-0.0210,-1.5990,0.046914,0.4175,4.22,37.83,-1.48,0.016949,0.034064,0,0
