time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,angle_y,angle_z,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779906130.3258283,1,0.0194,1,0.0000,0.0000,0.0000,0.469737,0.4435,18.45,29.40,-2.89,1.000000,1.000000,0,0
1779906130.91585,2,0.0194,1,0.0000,0.0000,0.0000,0.694944,0.4426,13.62,20.66,-0.23,0.500000,0.500000,0,0
1779906131.4282365,3,0.0237,1,0.0000,0.0000,0.0000,0.628468,0.4249,12.63,21.84,-0.31,0.333333,0.333333,0,0
1779906131.9288745,4,0.0540,1,0.0000,0.0000,0.0000,0.658441,0.4150,14.69,18.60,-0.19,0.250000,0.250000,0,0
1779906132.4218235,5,0.0992,1,0.0000,0.0000,0.0000,0.668206,0.3714,13.78,12.87,0.77,0.200000,0.200000,0,0
1779906133.0189261,6,0.1436,0,-0.7033,-0.0168,-0.0333,0.472388,0.4343,13.84,13.31,0.38,0.166667,0.166667,0,0
1779906133.515948,7,0.1894,0,-0.7701,-0.0182,-0.0709,0.358330,0.4034,13.55,12.67,0.13,0.142857,0.142857,0,0
1779906134.0142682,8,0.2283,0,-0.8612,-0.0203,-0.1131,0.269157,0.3734,12.25,10.62,0.40,0.125000,0.125000,0,0
1779906134.544353,9,0.2516,0,-0.9995,-0.0236,-0.1608,0.240771,0.3561,10.14,7.37,0.59,0.111111,0.111111,0,0
1779906135.0864043,10,0.2628,0,-1.0353,-0.0239,-0.2071,0.217539,0.3758,5.06,3.67,0.53,0.100000,0.100000,0,0
1779906135.6278994,11,0.2628,0,-1.0285,-0.0232,-0.2493,0.210739,0.3805,-2.14,-0.24,1.10,0.090909,0.090909,0,0
1779906136.177533,12,0.2561,0,-0.8811,-0.0195,-0.2819,0.175917,0.3901,-11.87,-1.06,1.48,0.083333,0.083333,0,0
1779906136.7439766,13,0.2474,0,-0.6723,-0.0152,-0.3042,0.071710,0.4151,-16.15,2.55,1.12,0.076923,0.076923,0,0
1779906137.2860422,14,0.2398,0,-0.8131,-0.0173,-0.3299,0.155677,0.3998,-8.98,3.23,1.56,0.071429,0.071429,0,0
1779906137.7887678,15,0.2341,0,-1.1803,-0.0228,-0.3656,0.341311,0.3777,1.90,-0.54,2.48,0.066667,0.066667,0,0
1779906138.3613424,16,0.2301,0,-1.6144,-0.0287,-0.4119,0.530707,0.4182,14.54,-5.41,3.69,0.062500,0.062500,0,0
1779906138.9144952,17,0.2283,0,-1.9586,-0.0329,-0.4651,0.719408,0.4248,23.96,-10.25,5.06,0.058824,0.058824,0,0
1779906139.4289155,18,0.2251,0,-2.1359,-0.0347,-0.5203,0.902885,0.4256,22.87,-15.56,5.90,0.055556,0.055556,0,0
1779906139.9783013,19,0.2258,0,-2.1563,-0.0346,-0.5739,0.906595,0.4494,16.34,-17.74,5.30,0.052632,0.052632,0,0
1779906140.5107856,20,0.2303,0,-1.8664,-0.0308,-0.6193,0.733459,0.4396,10.26,-10.34,3.64,0.050000,0.050000,0,0
1779906141.0085196,21,0.2330,0,-1.4571,-0.0259,-0.6542,0.522154,0.4205,8.68,5.97,-0.71,0.047619,0.047619,0,0
1779906141.515398,22,0.2377,0,-1.0271,-0.0210,-0.6791,0.221247,0.3957,11.57,27.11,-5.78,0.045455,0.045455,0,0
1779906142.0770965,23,0.2374,0,-0.6891,-0.0173,-0.6963,0.022604,0.4264,17.69,43.34,-8.90,0.043478,0.043478,0,0
1779906142.5657969,24,0.2305,0,-0.6562,-0.0168,-0.7126,0.012674,0.3736,23.92,49.08,-11.32,0.041667,0.041667,0,0
1779906143.1348128,25,0.2249,0,-0.7341,-0.0174,-0.7300,0.010520,0.4173,22.28,46.27,-9.91,0.040000,0.040000,0,0
1779906143.6953304,26,0.2189,0,-0.8722,-0.0184,-0.7495,0.017148,0.4488,15.79,36.15,-6.04,0.038462,0.038462,0,0
1779906144.1459095,27,0.2150,0,-1.1948,-0.0208,-0.7737,0.152952,0.3627,7.87,21.81,-3.23,0.037037,0.037037,0,0
1779906144.7288463,28,0.2150,0,-1.5868,-0.0237,-0.8034,0.458071,0.4141,-2.17,4.02,-0.54,0.035714,0.035714,0,0
1779906145.2646556,29,0.2163,0,-2.0091,-0.0266,-0.8389,0.841786,0.4164,-8.88,-15.62,0.78,0.034483,0.034483,0,0
1779906145.8387933,30,0.2194,0,-2.3277,-0.0288,-0.8786,1.044711,0.4443,-12.02,-28.45,0.32,0.033333,0.034064,0,0
1779906146.3004136,31,0.2201,0,-2.2090,-0.0277,-0.9161,0.956003,0.3726,-13.54,-26.49,0.14,0.032258,0.034064,0,0
1779906146.8286977,32,0.2157,0,-1.8618,-0.0252,-0.9480,0.666976,0.3781,-10.73,-12.68,-0.06,0.031250,0.034064,0,0
1779906147.3919833,33,0.2085,0,-1.4933,-0.0227,-0.9745,0.274948,0.3974,-1.27,7.60,-2.57,0.030303,0.034064,0,0
1779906147.9470427,34,0.1993,0,-1.1636,-0.0207,-0.9963,0.039354,0.4240,9.81,27.81,-5.79,0.029412,0.034064,0,0
1779906148.4615092,35,0.1894,0,-0.9918,-0.0196,-1.0157,0.009317,0.4072,19.04,42.15,-8.96,0.028571,0.034064,0,0
1779906149.0059896,36,0.1796,0,-0.9952,-0.0195,-1.0350,0.012858,0.4036,25.76,50.28,-12.42,0.027778,0.034064,0,0
1779906149.5155125,37,0.1770,0,-1.0546,-0.0197,-1.0547,0.030058,0.3974,27.73,56.06,-14.94,0.027027,0.034064,0,0
1779906150.0600085,38,0.1833,0,-1.0751,-0.0197,-1.0745,0.037504,0.4174,8.44,64.39,-19.55,0.026316,0.034064,0,0
1779906150.545785,39,0.1896,0,-1.1329,-0.0199,-1.0946,0.031854,0.3685,-33.78,69.86,-27.05,0.025641,0.034064,0,0
