time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779818847.970677,1,0.9995,0,24.0777,24.0661,24.0777,1.270078,0.3455,-9.12,1.000000,1.000000,0,0
1779818848.5164092,2,0.9994,0,23.9943,11.9988,30.0391,1.267426,0.3007,-13.06,0.500000,0.500000,0,0
1779818849.0889509,3,0.9994,0,23.8921,7.9676,33.3047,1.382077,0.3509,-11.62,0.333333,0.333333,0,0
1779818849.5782645,4,0.9992,0,24.0217,6.0097,35.4942,1.257034,0.3111,-13.04,0.250000,0.250000,0,0
1779818850.0909219,5,0.9992,0,24.4369,4.8916,37.1985,1.216597,0.2941,-10.70,0.200000,0.200000,0,0
1779818850.6336744,6,0.9992,0,24.2674,4.0488,38.4195,1.314689,0.2832,-6.33,0.166667,0.166667,0,0
1779818851.224269,7,0.9986,0,24.3440,3.4821,39.1122,1.393423,0.3496,-2.70,0.142857,0.159104,0,0
1779818851.7076347,8,0.9986,0,24.5042,3.0675,39.3715,1.451719,0.3043,-0.51,0.125000,0.159104,0,0
1779818852.2462108,9,0.9985,0,24.5111,2.7280,39.3054,1.445813,0.3060,0.15,0.111111,0.159104,0,0
1779818852.7732384,10,0.9986,0,24.0631,2.4108,38.9115,1.665962,0.3016,0.42,0.100000,0.159104,0,0
1779818853.3280168,11,0.9994,0,23.3668,2.1285,38.2298,1.999137,0.3167,5.92,0.090909,0.159104,0,0
1779818853.8847735,12,0.9997,0,22.2699,1.8598,37.2553,2.262471,0.3347,15.20,0.083333,0.159104,0,0
1779818854.3794093,13,0.9999,0,21.5334,1.6601,36.1502,2.427979,0.3092,24.30,0.076923,0.159104,0,0
1779818854.9259586,14,1.0000,0,22.0064,1.5753,35.2246,2.736984,0.3263,32.49,0.071429,0.159104,0,0
1779818855.5487845,15,0.9999,0,22.9704,1.5346,34.5654,2.544475,0.4067,25.47,0.066667,0.159104,0,0
1779818856.0624826,16,0.9999,0,24.0312,1.5050,34.1552,1.885605,0.4001,11.35,0.062500,0.159104,0,0
1779818856.5539217,17,0.9997,0,24.8358,1.4638,33.9038,1.128111,0.3586,-1.64,0.058824,0.159104,0,0
1779818857.047255,18,0.9994,0,24.9998,1.3916,33.6583,0.693969,0.3244,-12.31,0.055556,0.159104,0,0
1779818857.6034846,19,0.9991,0,24.7227,1.3039,33.3345,0.988185,0.3592,-8.76,0.052632,0.159104,0,0
1779818858.101418,20,0.9986,0,23.8836,1.1969,32.8396,2.032151,0.3193,5.86,0.050000,0.159104,0,0
1779818858.651788,21,0.9953,0,23.2378,1.1095,32.2529,2.865148,0.3501,24.83,0.047619,0.159104,0,0
1779818859.1696403,22,0.9909,0,22.6906,1.0349,31.6171,3.478696,0.3275,38.49,0.045455,0.159104,0,0
1779818859.7251437,23,0.9883,0,22.3841,0.9773,30.9889,3.871581,0.3373,50.04,0.043478,0.159104,0,0
1779818860.219197,24,0.9867,0,22.9483,0.9603,30.5362,3.806179,0.3146,56.38,0.041667,0.159104,0,0
1779818860.748987,25,0.9882,0,23.1176,0.9290,30.1527,3.534130,0.3092,52.50,0.040000,0.159104,0,0
1779818861.2862513,26,0.9923,0,23.2213,0.8975,29.8142,3.141600,0.3213,46.25,0.038462,0.159104,0,0
1779818861.8029847,27,0.9951,0,23.6477,0.8802,29.5787,2.654570,0.2992,34.30,0.037037,0.159104,0,0
1779818862.346818,28,0.9965,0,23.7585,0.8528,29.3735,2.120654,0.3041,18.13,0.035714,0.159104,0,0
1779818862.8677182,29,0.9972,0,24.0363,0.8330,29.2276,1.655133,0.2968,5.61,0.034483,0.159104,0,0
1779818863.4132197,30,0.9969,0,24.1650,0.8096,29.1058,1.473318,0.3093,-0.40,0.033333,0.159104,0,0
1779818863.943052,31,0.9969,0,23.5087,0.7625,28.8596,1.754579,0.2948,0.83,0.032258,0.159104,0,0
1779818864.4839616,32,0.9971,0,22.8621,0.7186,28.5127,2.330579,0.3093,11.69,0.031250,0.159104,0,0
1779818865.0784707,33,0.9967,0,22.4916,0.6857,28.1348,2.977119,0.3502,31.13,0.030303,0.159104,0,0
1779818865.6580098,34,0.9955,0,22.3549,0.6616,27.7762,3.514741,0.3815,45.36,0.029412,0.159104,0,0
1779818866.114889,35,0.9936,0,22.9919,0.6609,27.5762,3.432022,0.3147,43.84,0.028571,0.159104,0,0
1779818866.7533295,36,0.9920,0,23.7467,0.6635,27.5306,2.719114,0.4246,28.80,0.027778,0.159104,0,0
1779818867.1839676,37,0.9900,0,24.3578,0.6621,27.5886,1.895366,0.3132,5.72,0.027027,0.159104,0,0
1779818867.716476,38,0.9871,0,24.8126,0.6567,27.7062,1.096578,0.3090,-14.01,0.026316,0.159104,0,0
1779818868.3254256,39,0.9838,0,24.8721,0.6416,27.8038,0.853084,0.3906,-22.27,0.025641,0.159104,0,0
1779818868.8357985,40,0.9803,0,24.9333,0.6274,27.8856,0.907134,0.3567,-23.58,0.025000,0.159104,0,0
1779818869.3352134,41,0.9794,0,24.3164,0.5977,27.8339,1.130689,0.3302,-23.66,0.024390,0.159104,0,0
1779818869.8612888,42,0.9834,0,24.1864,0.5806,27.7530,1.042852,0.3184,-23.97,0.023810,0.159104,0,0
1779818870.4054983,43,0.9887,0,24.2916,0.5697,27.6886,0.938541,0.3282,-24.15,0.023256,0.159104,0,0
1779818870.9588866,44,0.9942,0,24.3302,0.5577,27.6268,0.916148,0.3325,-21.55,0.022727,0.159104,0,0
1779818871.4862592,45,0.9982,0,24.7799,0.5553,27.6418,0.747378,0.3292,-19.39,0.022222,0.159104,0,0
1779818872.022397,46,0.9987,0,24.8495,0.5448,27.6564,0.850116,0.3266,-16.06,0.021739,0.159104,0,0
1779818872.5624998,47,0.9981,0,24.7711,0.5315,27.6453,1.050657,0.3380,-11.35,0.021277,0.159104,0,0
1779818873.113605,48,0.9981,0,24.6819,0.5186,27.6110,1.312338,0.3458,-5.90,0.020833,0.159104,0,0
1779818873.641702,49,0.9985,0,24.5303,0.5050,27.5463,1.664555,0.3457,0.48,0.020408,0.159104,0,0
1779818874.1672914,50,0.9985,0,24.4496,0.4933,27.4692,1.834790,0.3408,2.90,0.020000,0.159104,0,0
1779818874.685723,51,0.9979,0,24.4895,0.4844,27.4037,1.742101,0.3142,0.39,0.019608,0.159104,0,0
1779818875.2531934,52,0.9967,0,24.6798,0.4788,27.3745,1.430124,0.3357,-7.65,0.019231,0.159104,0,0
1779818875.7695532,53,0.9954,0,24.8517,0.4730,27.3731,0.993458,0.3197,-16.98,0.018868,0.159104,0,0
1779818876.315591,54,0.9950,0,24.6321,0.4602,27.3265,0.769819,0.3202,-26.30,0.018519,0.159104,0,0
1779818876.8833032,55,0.9955,0,23.9349,0.4393,27.1591,1.038890,0.3476,-24.67,0.018182,0.159104,0,0
1779818877.4117553,56,0.9961,0,22.8952,0.4130,26.8308,1.401891,0.3258,-15.54,0.017857,0.159104,0,0
1779818877.9389837,57,0.9965,0,22.2589,0.3946,26.4381,1.770636,0.3186,-4.24,0.017544,0.159104,0,0
1779818878.4722416,58,0.9962,0,22.5787,0.3933,26.1574,2.212482,0.3193,9.08,0.017241,0.159104,0,0
1779818879.001159,59,0.9956,0,23.2833,0.3986,26.0376,2.195116,0.3122,8.38,0.016949,0.159104,0,0
1779818879.5416658,60,0.9951,0,24.1866,0.4070,26.0871,1.689565,0.3071,-0.65,0.016667,0.159104,0,0
1779818880.06109,61,0.9951,0,24.8327,0.4109,26.2343,1.016105,0.2895,-11.51,0.016393,0.159104,0,0
1779818880.6382768,62,0.9960,0,24.9836,0.4067,26.3783,0.715564,0.3134,-19.48,0.016129,0.159104,0,0
1779818881.1790895,63,0.9973,0,24.8996,0.3989,26.4793,0.633363,0.2952,-21.49,0.015873,0.159104,0,0
