time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779899461.761631,1,0.9995,0,18.2413,0.0000,18.2413,18.311012,0.2451,-8.92,1.000000,1.000000,0,0
1779899461.8858292,2,0.9995,0,22.5226,2.1396,21.4512,2.219283,0.1139,-10.30,0.500000,0.500000,0,0
1779899462.2918427,3,0.9995,0,23.2737,1.6770,23.1767,1.403632,0.2509,-11.78,0.333333,0.333333,0,0
1779899462.5328212,4,0.9994,0,23.6584,1.3541,24.3129,1.204807,0.2283,-13.04,0.250000,0.250000,0,0
1779899462.7846673,5,0.9994,0,24.0713,1.1660,25.1976,1.270412,0.2014,-13.07,0.200000,0.200000,0,0
1779899463.0484257,6,0.9994,0,24.2236,0.9972,25.8664,1.397623,0.2155,-12.12,0.166667,0.166667,0,0
1779899463.3468173,7,0.9994,0,24.3694,0.8756,26.3647,1.496707,0.2399,-11.62,0.142857,0.159104,0,0
1779899463.4674058,8,0.9993,0,24.5495,0.7887,26.7395,1.514374,0.0894,-12.06,0.125000,0.159104,0,0
1779899463.8853261,9,0.9992,0,24.6785,0.7155,27.0136,1.474269,0.2355,-13.05,0.111111,0.159104,0,0
1779899464.1540515,10,0.9992,0,24.9358,0.6697,27.2465,1.413298,0.2324,-12.55,0.100000,0.159104,0,0
1779899464.43653,11,0.9992,0,25.1158,0.6252,27.4336,1.448775,0.2481,-10.71,0.090909,0.159104,0,0
1779899464.6872725,12,0.9993,0,25.1754,0.5781,27.5607,1.541019,0.2314,-8.60,0.083333,0.159104,0,0
1779899464.9504569,13,0.9992,0,25.0632,0.5251,27.6053,1.633697,0.2126,-6.34,0.076923,0.159104,0,0
1779899465.276846,14,0.9989,0,25.0831,0.4890,27.6157,1.677907,0.2850,-4.67,0.071429,0.159104,0,0
1779899465.7559154,15,0.9984,0,25.2051,0.4646,27.6236,1.729986,0.2254,-1.29,0.066667,0.159104,0,0
1779899466.05209,16,0.9986,0,25.2581,0.4389,27.6169,1.737904,0.2481,-0.51,0.062500,0.159104,0,0
1779899466.6041665,17,0.9985,0,25.2623,0.4134,27.5906,1.729439,0.2706,0.13,0.058824,0.159104,0,0
1779899467.116847,18,0.9986,0,24.9174,0.3713,27.4782,2.031670,0.2574,0.39,0.055556,0.159104,0,0
1779899467.6125712,19,0.9994,0,24.3635,0.3226,27.2543,2.495796,0.2316,5.86,0.052632,0.159104,0,0
1779899467.8928366,20,0.9997,0,23.8768,0.2822,26.9544,2.711012,0.2410,10.04,0.050000,0.159104,0,0
