time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779972190.060274,1,0.9994,0,26.9209,0.0000,26.9209,0.301786,0.0163,-22.44,1.000000,1.000000,0,0
1779972190.3364234,2,0.9994,0,26.9201,-0.0004,26.9203,0.301193,0.0142,-22.44,0.500000,0.500000,0,0
1779972190.6096609,3,0.9994,0,26.9194,-0.0005,26.9197,0.300534,0.0230,-22.44,0.333333,0.333333,0,0
1779972190.8742661,4,0.9994,0,26.9185,-0.0006,26.9189,0.299787,0.0133,-22.44,0.250000,0.250000,0,0
1779972191.1341004,5,0.9994,0,26.9177,-0.0006,26.9182,0.298962,0.0121,-22.44,0.200000,0.200000,0,0
1779972191.432725,6,0.9994,0,26.9145,-0.0011,26.9167,0.297113,0.0258,-22.43,0.166667,0.166667,0,0
1779972191.6758604,7,0.9994,0,26.9044,-0.0024,26.9127,0.288305,0.0154,-21.86,0.142857,0.159104,0,0
1779972191.9498901,8,0.9993,0,26.9441,0.0029,26.9202,0.284585,0.0145,-21.08,0.125000,0.159104,0,0
1779972192.2175355,9,0.9988,0,26.8834,-0.0042,26.9108,0.294326,0.0185,-19.44,0.111111,0.159104,0,0
1779972192.4848673,10,0.9980,0,26.9744,0.0053,26.9254,0.305454,0.0151,-16.94,0.100000,0.159104,0,0
1779972192.7437727,11,0.9971,0,26.8721,-0.0044,26.9132,0.319281,0.0160,-15.30,0.090909,0.159104,0,0
1779972193.0130064,12,0.9964,0,26.6731,-0.0206,26.8578,0.375659,0.0178,-14.57,0.083333,0.159104,0,0
1779972193.2911115,13,0.9962,0,26.5693,-0.0270,26.7894,0.384613,0.0214,-13.43,0.076923,0.159104,0,0
1779972193.5611577,14,0.9962,0,26.6092,-0.0222,26.7422,0.393911,0.0158,-12.70,0.071429,0.159104,0,0
1779972193.8250701,15,0.9963,0,26.5753,-0.0230,26.6964,0.388237,0.0158,-11.98,0.066667,0.159104,0,0
1779972194.0913413,16,0.9964,0,26.5893,-0.0207,26.6620,0.378682,0.0131,-10.47,0.062500,0.159104,0,0
1779972194.3657227,17,0.9970,0,26.6372,-0.0167,26.6441,0.362429,0.0125,-11.25,0.058824,0.159104,0,0
1779972194.6379616,18,0.9977,0,26.4707,-0.0250,26.5955,0.343078,0.0206,-13.29,0.055556,0.159104,0,0
1779972194.9084637,19,0.9985,0,26.4101,-0.0268,26.5435,0.333258,0.0192,-14.79,0.052632,0.159104,0,0
1779972195.1740224,20,0.9990,0,26.4407,-0.0240,26.5070,0.271087,0.0130,-16.20,0.050000,0.159104,0,0
1779972195.4344308,21,0.9993,0,26.3774,-0.0258,26.4647,0.251526,0.0112,-17.88,0.047619,0.159104,0,0
1779972195.7310128,22,0.9993,0,26.2445,-0.0307,26.4039,0.219842,0.0193,-17.83,0.045455,0.159104,0,0
1779972195.98585,23,0.9993,0,26.3011,-0.0269,26.3649,0.230149,0.0186,-16.93,0.043478,0.159104,0,0
1779972196.2522917,24,0.9993,0,26.2417,-0.0283,26.3216,0.217473,0.0162,-17.91,0.041667,0.159104,0,0
1779972196.527117,25,0.9993,0,26.1589,-0.0304,26.2701,0.202822,0.0116,-18.23,0.040000,0.159104,0,0
1779972196.7947958,26,0.9992,0,26.0783,-0.0324,26.2124,0.197560,0.0173,-18.74,0.038462,0.159104,0,0
1779972197.0719683,27,0.9991,0,26.3612,-0.0207,26.2186,0.246614,0.0146,-17.46,0.037037,0.159104,0,0
1779972197.3422163,28,0.9989,0,26.6108,-0.0111,26.2717,0.287815,0.0234,-13.94,0.035714,0.159104,0,0
1779972197.6309197,29,0.9986,0,26.8199,-0.0035,26.3559,0.273207,0.0245,-11.03,0.034483,0.159104,0,0
1779972197.8865952,30,0.9983,0,26.9015,-0.0006,26.4420,0.252165,0.0233,-10.60,0.033333,0.159104,0,0
1779972198.1524131,31,0.9979,0,26.8043,-0.0038,26.4963,0.237058,0.0137,-12.35,0.032258,0.159104,0,0
1779972198.4275587,32,0.9975,0,26.7589,-0.0050,26.5338,0.249270,0.0243,-13.09,0.031250,0.159104,0,0
1779972198.6847248,33,0.9974,0,27.0214,0.0030,26.6137,0.291821,0.0146,-11.34,0.030303,0.159104,0,0
1779972198.9432817,34,0.9975,0,27.1522,0.0068,26.7049,0.246519,0.0157,-9.32,0.029412,0.159104,0,0
