time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x
1777993826.1117387,1,0.9996,0,24.1304,24.1202,24.1304,0.629163,0.0072,-8.13
1777993826.1190248,2,0.9995,0,24.1745,12.0883,30.1996,0.563522,0.0043,-11.21
1777993826.1593456,3,0.9994,0,24.1935,8.0675,33.5785,0.519792,0.0151,-13.84
1777993826.1741245,4,0.9994,0,24.0767,6.0226,35.7223,0.549272,0.0049,-13.24
1777993826.2023182,5,0.9995,0,24.0249,4.8084,36.9130,0.640576,0.0074,-10.10
1777993826.455793,6,0.9995,0,23.6015,3.9368,37.0693,0.708045,0.0145,-9.44
1777993826.7222996,7,0.9995,0,23.5160,3.3625,36.7241,0.699978,0.0072,-9.73
1777993826.982429,8,0.9994,0,23.5473,2.9463,36.1370,0.635142,0.0077,-12.84
1777993827.2513456,9,0.9993,0,23.9637,2.6654,35.5507,0.626737,0.0061,-16.03
1777993827.5173554,10,0.9993,0,24.2246,2.4252,34.9625,0.629249,0.0063,-14.79
1777993827.8014317,11,0.9993,0,24.2684,2.2088,34.3438,0.664883,0.0075,-13.50
1777993828.069789,12,0.9992,0,24.3948,2.0354,33.7532,0.688864,0.0053,-11.26
1777993828.3184826,13,0.9991,0,24.0797,1.8548,33.0823,0.629888,0.0139,-10.06
1777993828.592972,14,0.9991,0,24.3226,1.7398,32.5217,0.562956,0.0106,-10.30
1777993828.8613322,15,0.9992,0,24.6051,1.6427,32.0699,0.548264,0.0067,-7.91
1777993829.1222448,16,0.9994,0,24.5168,1.5346,31.6128,0.590899,0.0055,-5.93
1777993829.4062686,17,0.9993,0,24.4551,1.4388,31.1678,0.680515,0.0203,-2.61
1777993829.658351,18,0.9987,0,24.2363,1.3395,30.6959,0.789393,0.0055,0.96
1777993829.9343758,19,0.9979,0,24.0824,1.2501,30.2251,0.836849,0.0133,2.50
1777993830.183305,20,0.9975,0,24.3566,1.1916,29.8724,0.841088,0.0055,3.35
1777993830.4526777,21,0.9978,0,24.5534,1.1321,29.5929,0.770910,0.0056,1.59
1777993830.7295854,22,0.9984,0,24.9632,1.0888,29.4296,0.645940,0.0053,0.26
1777993830.999215,23,0.9990,0,24.9402,1.0221,29.2443,0.586611,0.0072,-2.23
1777993831.2553318,24,0.9994,0,24.4149,0.9293,28.9116,0.622510,0.0052,-4.53
1777993831.5290723,25,0.9994,0,23.5709,0.8230,28.3837,0.865773,0.0055,-0.69
1777993831.783529,26,0.9995,0,22.5836,0.7144,27.6702,1.020973,0.0073,5.95
1777993832.0648751,27,0.9998,0,21.7887,0.6238,26.8677,1.111454,0.0130,14.14
1777993832.3128395,28,1.0000,0,21.1742,0.5495,26.0483,1.186237,0.0063,24.79
1777993832.5925195,29,1.0000,0,20.9707,0.5043,25.3286,1.192009,0.0082,31.06
1777993832.8547688,30,1.0000,0,20.8958,0.4696,24.7231,1.198703,0.0052,32.02
1777993833.112394,31,1.0000,0,21.2784,0.4643,24.3303,1.308641,0.0055,34.47
1777993833.3927138,32,1.0000,0,22.0657,0.4837,24.2113,1.449405,0.0052,36.95
1777993833.6639774,33,1.0000,0,23.0416,0.5133,24.3555,1.415010,0.0057,33.93
1777993833.9356601,34,1.0000,0,24.0453,0.5427,24.7112,1.190909,0.0103,27.30
1777993834.1818743,35,0.9999,0,24.6558,0.5468,25.1259,0.889715,0.0060,16.49
1777993834.4435408,36,0.9998,0,24.9222,0.5299,25.4950,0.567991,0.0054,0.48
1777993834.7174175,37,0.9997,0,25.0186,0.5039,25.7840,0.351873,0.0065,-11.22
1777993834.9867926,38,0.9996,0,25.0317,0.4745,25.9896,0.260822,0.0116,-17.52
1777993835.2578661,39,0.9995,0,25.0159,0.4451,26.1237,0.234452,0.0051,-19.77
1777993835.509823,40,0.9994,0,25.0549,0.4207,26.2179,0.268231,0.0076,-17.14
1777993835.7779472,41,0.9991,0,24.9810,0.3911,26.2523,0.342053,0.0052,-13.40
1777993836.036511,42,0.9987,0,24.7672,0.3548,26.2042,0.476784,0.0051,-6.78
1777993836.3146322,43,0.9987,0,24.4278,0.3132,26.0597,0.743248,0.0064,2.26
1777993836.5872061,44,0.9988,0,23.7005,0.2508,25.7389,1.112322,0.0075,12.30
1777993836.8544712,45,0.9981,0,22.7838,0.1809,25.2334,1.543863,0.0114,25.12
1777993837.108555,46,0.9959,0,22.4567,0.1505,24.7447,1.797171,0.0058,38.53
1777993837.3788636,47,0.9919,0,22.0479,0.1172,24.2498,1.950831,0.0075,47.22
1777993837.6512115,48,0.9873,0,22.2311,0.1212,23.9077,1.995565,0.0118,50.66
1777993837.907079,49,0.9837,0,22.5964,0.1356,23.7312,1.933775,0.0085,51.83
1777993838.1700976,50,0.9828,0,22.4998,0.1219,23.5614,1.941007,0.0065,51.38
1777993838.4490404,51,0.9846,0,22.7228,0.1278,23.4806,1.907049,0.0070,52.87
1777993838.7150753,52,0.9873,0,22.9285,0.1325,23.4648,1.904321,0.0123,57.72
1777993838.9645307,53,0.9897,0,23.2972,0.1465,23.5431,1.857631,0.0055,60.91
1777993839.237206,54,0.9912,0,23.4755,0.1484,23.6446,1.746571,0.0061,59.57
1777993839.4842932,55,0.9918,0,23.5090,0.1415,23.7259,1.608462,0.0051,52.11
1777993839.767442,56,0.9929,0,23.3642,0.1245,23.7445,1.446266,0.0053,41.91
1777993840.0331666,57,0.9949,0,23.1455,0.1040,23.6951,1.283273,0.0055,31.60
1777993840.2914343,58,0.9970,0,23.7197,0.1321,23.8037,1.190306,0.0116,22.83
1777993840.5615664,59,0.9985,0,23.7862,0.1282,23.9000,1.043782,0.0048,16.47
1777993840.8137808,60,0.9988,0,24.0122,0.1341,24.0293,0.933575,0.0050,10.64
1777993841.089163,61,0.9980,0,24.3743,0.1477,24.2202,0.791771,0.0056,4.58
1777993841.364343,62,0.9968,0,24.0454,0.1192,24.2751,0.673015,0.0071,-1.44
1777993841.6347072,63,0.9959,0,24.2890,0.1266,24.3772,0.603732,0.0112,-5.28
1777993841.9130268,64,0.9954,0,24.2488,0.1167,24.4404,0.589117,0.0054,-7.28
1777993842.1710677,65,0.9957,0,23.9542,0.0921,24.4062,0.676246,0.0066,-5.36
1777993842.442156,66,0.9967,0,23.3113,0.0481,24.2045,0.889765,0.0092,0.20
1777993842.6972504,67,0.9979,0,22.7313,0.0105,23.8903,1.077980,0.0127,6.92
1777993842.9686768,68,0.9988,0,22.1449,-0.0253,23.4883,1.289742,0.0067,16.27
1777993843.2328377,69,0.9986,0,21.7813,-0.0455,23.0790,1.512207,0.0064,28.63
1777993843.5019794,70,0.9973,0,21.9702,-0.0315,22.8119,1.712559,0.0056,42.18
1777993843.7657397,71,0.9955,0,22.2539,-0.0127,22.6801,1.892251,0.0059,55.31
1777993844.038198,72,0.9937,0,22.4135,-0.0024,22.6202,1.998530,0.0088,63.31
1777993844.310515,73,0.9924,0,22.9274,0.0283,22.7092,1.962750,0.0148,62.16
1777993844.5739305,74,0.9918,0,23.3840,0.0538,22.8981,1.771968,0.0071,50.54
1777993844.8425362,75,0.9917,0,23.7325,0.0714,23.1354,1.473554,0.0070,32.41
1777993845.1270924,76,0.9918,0,24.3203,0.1021,23.4730,1.031787,0.0074,12.63
1777993845.392234,77,0.9917,0,24.5715,0.1110,23.7987,0.674627,0.0070,-4.54
1777993845.65535,78,0.9907,0,24.7795,0.1167,24.1032,0.466174,0.0078,-15.56
1777993845.9366417,79,0.9884,0,24.9897,0.1223,24.3911,0.374261,0.0064,-20.96
1777993846.1986532,80,0.9853,0,25.0432,0.1182,24.6247,0.371965,0.0053,-22.86
1777993846.4782012,81,0.9825,0,25.0581,0.1121,24.8060,0.414873,0.0060,-23.46
1777993846.73737,82,0.9803,0,24.9046,0.0965,24.9030,0.457475,0.0078,-23.49
1777993847.0195487,83,0.9792,0,24.7527,0.0819,24.9350,0.477155,0.0172,-23.60
1777993847.279887,84,0.9786,0,24.7527,0.0771,24.9564,0.475901,0.0205,-23.68
1777993847.5483942,85,0.9781,0,24.8077,0.0758,24.9841,0.490410,0.0225,-23.71
1777993847.8501205,86,0.9781,0,24.5613,0.0569,24.9381,0.531927,0.0073,-23.68
1777993848.0796797,87,0.9797,0,23.8803,0.0135,24.7214,0.631099,0.0053,-23.72
1777993848.3511372,88,0.9836,0,23.6221,-0.0025,24.4823,0.593473,0.0115,-23.70
1777993848.624137,89,0.9887,0,23.5754,-0.0052,24.2816,0.507374,0.0059,-24.20
1777993848.8916273,90,0.9938,0,23.9865,0.0197,24.2327,0.435048,0.0061,-25.77
1777993849.1632237,91,0.9977,0,24.6913,0.0607,24.3805,0.287772,0.0062,-24.63
1777993849.4215782,92,0.9994,0,25.0694,0.0797,24.5937,0.282935,0.0141,-21.31
1777993849.7019792,93,0.9996,0,25.0739,0.0752,24.7577,0.341073,0.0050,-19.03
1777993849.9639013,94,0.9992,0,24.8775,0.0589,24.8300,0.423043,0.0051,-15.47
1777993850.2198374,95,0.9986,0,24.8689,0.0549,24.8813,0.458651,0.0048,-14.16
1777993850.5002408,96,0.9981,0,24.7028,0.0416,24.8748,0.476690,0.0128,-14.62
1777993850.7705643,97,0.9977,0,24.6234,0.0344,24.8467,0.502901,0.0052,-13.08
1777993851.0421426,98,0.9976,0,24.6686,0.0350,24.8351,0.532017,0.0063,-11.13
1777993851.3095224,99,0.9976,0,24.6730,0.0332,24.8256,0.590848,0.0059,-8.55
1777993851.5983214,100,0.9980,0,24.6129,0.0276,24.8006,0.695501,0.0088,-4.23
1777993851.8333848,101,0.9985,0,24.7403,0.0336,24.8136,0.809025,0.0046,1.28
1777993852.1107361,102,0.9990,0,24.5657,0.0211,24.7758,0.956365,0.0052,6.36
1777993852.3945386,103,0.9994,0,24.3884,0.0092,24.6981,1.071261,0.0055,9.51
1777993852.6583023,104,0.9992,0,24.2801,0.0022,24.6082,1.078661,0.0097,8.27
1777993852.9230416,105,0.9985,0,24.1609,-0.0051,24.5063,1.015603,0.0054,4.48
1777993853.1902213,106,0.9974,0,24.4059,0.0099,24.4921,0.869588,0.0111,-1.41
1777993853.4584134,107,0.9963,0,24.5904,0.0203,24.5294,0.669604,0.0060,-8.71
1777993853.733098,108,0.9955,0,25.0054,0.0439,24.6676,0.501256,0.0128,-14.68
1777993854.0084426,109,0.9950,0,25.2005,0.0529,24.8253,0.381747,0.0069,-19.74
1777993854.2742553,110,0.9947,0,25.2836,0.0547,24.9680,0.314065,0.0064,-22.87
1777993854.553126,111,0.9945,0,25.1140,0.0413,25.0322,0.315547,0.0051,-25.24
1777993854.8145015,112,0.9946,0,24.6333,0.0102,24.9531,0.332606,0.0076,-29.28
1777993855.089521,113,0.9951,0,24.0631,-0.0245,24.7398,0.348928,0.0061,-32.86
1777993855.359708,114,0.9957,0,23.3480,-0.0658,24.3845,0.417380,0.0052,-31.49
1777993855.644817,115,0.9964,0,22.7578,-0.0971,23.9531,0.555326,0.0054,-24.05
1777993855.9085004,116,0.9969,0,22.1984,-0.1248,23.4720,0.728997,0.0056,-11.28
1777993856.1714218,117,0.9971,0,21.7302,-0.1453,22.9776,0.888173,0.0054,1.84
1777993856.4542282,118,0.9970,0,21.4747,-0.1519,22.5303,1.020617,0.0054,9.75
1777993856.7146637,119,0.9965,0,21.7595,-0.1258,22.2636,1.185129,0.0056,15.58
1777993856.9939845,120,0.9958,0,22.5728,-0.0697,22.2766,1.307468,0.0069,19.65
1777993857.253882,121,0.9952,0,23.4290,-0.0144,22.5169,1.236894,0.0116,16.33
1777993857.5270631,122,0.9947,0,24.2892,0.0378,22.9331,1.013608,0.0070,11.22
1777993857.7983615,123,0.9947,0,24.8066,0.0665,23.3937,0.728867,0.0074,1.24
1777993858.064208,124,0.9948,0,24.9381,0.0703,23.7856,0.502360,0.0091,-11.17
1777993858.3347683,125,0.9950,0,24.9441,0.0665,24.0904,0.383184,0.0075,-17.60
1777993858.6095247,126,0.9953,0,24.9542,0.0631,24.3283,0.314417,0.0060,-22.33
1777993858.8830714,127,0.9956,0,24.8587,0.0537,24.4860,0.287155,0.0058,-24.27
1777993859.1569552,128,0.9961,0,24.8743,0.0514,24.6110,0.328577,0.0056,-23.11
1777993859.443316,129,0.9970,0,25.0229,0.0572,24.7457,0.332193,0.0056,-21.37
1777993859.7117374,130,0.9981,0,24.9637,0.0502,24.8327,0.337790,0.0058,-20.17
1777993859.989633,131,0.9990,0,24.9402,0.0458,24.8920,0.346007,0.0063,-18.71
1777993860.2539105,132,0.9997,0,24.9870,0.0459,24.9486,0.294898,0.0138,-19.10
1777993860.5240662,133,0.9998,0,24.8356,0.0340,24.9504,0.260906,0.0064,-19.64
1777993860.786556,134,0.9995,0,24.8786,0.0346,24.9617,0.222191,0.0075,-20.11
1777993861.0686872,135,0.9992,0,24.9524,0.0369,24.9885,0.183300,0.0064,-21.31
1777993861.339501,136,0.9990,0,24.8339,0.0276,24.9762,0.169354,0.0057,-22.35
1777993861.60618,137,0.9989,0,24.8910,0.0294,24.9805,0.165516,0.0050,-23.22
1777993861.8811722,138,0.9988,0,24.9134,0.0289,24.9884,0.164713,0.0054,-23.26
1777993862.1481488,139,0.9989,0,24.9047,0.0267,24.9909,0.168066,0.0056,-23.28
1777993862.4246132,140,0.9989,0,24.8983,0.0247,24.9899,0.170435,0.0051,-23.26
1777993862.7001133,141,0.9989,0,24.9381,0.0256,24.9986,0.169201,0.0083,-23.25
1777993862.9691331,142,0.9986,0,25.0108,0.0284,25.0235,0.181347,0.0053,-23.27
1777993863.2493694,143,0.9972,0,24.9978,0.0260,25.0381,0.228896,0.0142,-23.22
1777993863.4983842,144,0.9945,0,24.8569,0.0160,25.0111,0.300141,0.0057,-23.22
1777993863.7837613,145,0.9913,0,25.2808,0.0403,25.1012,0.417880,0.0149,-23.22
1777993864.058111,146,0.9881,0,24.9363,0.0174,25.0792,0.489290,0.0068,-23.30
1777993864.309599,147,0.9861,0,24.7799,0.0072,25.0201,0.493335,0.0064,-23.42
1777993864.5964167,148,0.9857,0,24.9129,0.0146,25.0083,0.461147,0.0061,-23.44
1777993864.8684227,149,0.9859,0,24.4941,-0.0110,24.8885,0.365667,0.0054,-23.47
1777993865.1165433,150,0.9862,0,24.4645,-0.0121,24.7873,0.348820,0.0054,-23.34
1777993865.380821,151,0.9861,0,24.1812,-0.0282,24.6341,0.303919,0.0060,-23.11
1777993865.650873,152,0.9854,0,23.4122,-0.0720,24.3137,0.321427,0.0057,-22.97
1777993865.9272187,153,0.9842,0,22.6344,-0.1137,23.8621,0.242004,0.0079,-22.81
1777993866.1907127,154,0.9829,0,22.1928,-0.1330,23.3979,0.196214,0.0068,-22.67
1777993866.4563253,155,0.9817,0,21.9061,-0.1421,22.9653,0.222558,0.0052,-22.63
1777993866.7356014,156,0.9808,0,21.9060,-0.1337,22.6325,0.248212,0.0067,-22.53
1777993866.9970272,157,0.9802,0,21.8230,-0.1307,22.3558,0.287128,0.0101,-22.50
1777993867.2495167,158,0.9799,0,21.6591,-0.1327,22.1020,0.370757,0.0060,-22.46
1777993867.5136647,159,0.9801,0,21.5620,-0.1306,21.8834,0.443762,0.0056,-22.40
1777993867.7862659,160,0.9807,0,21.4942,-0.1269,21.7001,0.423639,0.0066,-22.58
1777993868.0659451,161,0.9810,0,21.4421,-0.1225,21.5484,0.359632,0.0081,-22.93
1777993868.3330612,162,0.9814,0,22.4635,-0.0551,21.7021,0.526004,0.0058,-23.11
1777993868.587165,163,0.9832,0,22.6660,-0.0399,21.8786,0.427314,0.0059,-23.46
1777993868.8596866,164,0.9866,0,22.6898,-0.0362,22.0258,0.438900,0.0060,-23.57
1777993869.1188314,165,0.9913,0,22.9270,-0.0199,22.2062,0.431465,0.0079,-23.52
1777993869.3916254,166,0.9959,0,22.5271,-0.0426,22.2430,0.231982,0.0047,-23.59
1777993869.654954,167,0.9984,0,22.7590,-0.0262,22.3355,0.190945,0.0052,-23.67
1777993869.918447,168,0.9991,0,23.1411,-0.0017,22.5107,0.091782,0.0053,-23.75
1777993870.182814,169,0.9989,0,23.3106,0.0086,22.6926,0.041249,0.0064,-23.80
1777993870.45007,170,0.9988,0,23.2452,0.0041,22.8169,0.026953,0.0052,-23.71
1777993870.7210202,171,0.9991,0,22.7040,-0.0286,22.7699,0.125745,0.0049,-23.56
