time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,angle_y,angle_z,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779804502.6723416,1,0.1247,0,-17.9687,-2.2414,-4.2031,0.825977,0.1903,21.91,12.00,1.20,1.000000,1.000000,0,0
1779804502.8294923,2,0.1246,0,-9.5693,-1.5783,-6.0175,1.431333,0.1047,21.07,20.68,-0.89,0.500000,0.500000,0,0
1779804503.2320733,3,0.1245,0,2.1256,-1.0276,-6.6646,1.947846,0.2443,19.58,29.18,-3.60,0.333333,0.333333,0,0
1779804503.6945767,4,0.1242,0,29.8921,-0.1335,-5.6587,1.616928,0.2047,17.21,43.74,-8.14,0.250000,0.250000,0,0
1779804503.9114335,5,0.1241,0,37.3099,0.0540,-4.5392,0.926703,0.1871,17.06,48.60,-9.09,0.200000,0.200000,0,0
1779804504.1706872,6,0.1241,0,41.2657,0.1347,-3.4598,0.439026,0.1854,17.14,51.40,-9.50,0.166667,0.166667,0,0
1779804504.431079,7,0.1240,0,45.3437,0.2046,-2.2960,0.210597,0.1927,16.94,53.75,-10.10,0.142857,0.159104,0,0
1779804504.700682,8,0.1239,0,50.8908,0.2873,-0.9658,0.286816,0.2143,13.34,56.83,-14.18,0.125000,0.159104,0,0
1779804504.944235,9,0.1237,0,56.9224,0.3663,0.5329,0.635458,0.2210,-0.08,58.70,-28.15,0.111111,0.159104,0,0
1779804505.1988685,10,0.1235,0,63.3736,0.4415,2.2006,1.045014,0.2116,-15.69,58.89,-44.31,0.100000,0.159104,0,0
1779804505.4595373,11,0.1233,0,72.0262,0.5335,4.0929,1.412860,0.2265,-31.82,58.46,-60.98,0.090909,0.159104,0,0
1779804505.701862,12,0.1229,0,85.4084,0.6651,6.3354,1.634258,0.2115,-48.38,57.52,-78.33,0.083333,0.159104,0,0
1779804505.9527593,13,0.1226,0,100.5950,0.8020,8.9597,1.460802,0.2291,-64.86,57.14,-95.95,0.076923,0.159104,0,0
1779804506.1850786,14,0.1221,0,109.5190,0.8728,11.7692,1.001508,0.2127,-81.11,57.88,-113.53,0.071429,0.159104,0,0
1779804506.503812,15,0.1217,0,115.9586,0.9180,14.6863,0.586167,0.2798,-96.89,58.16,-130.41,0.066667,0.159104,1,1
1779804506.9259365,16,0.1211,0,126.4771,0.9907,17.8117,0.212608,0.1910,-126.92,51.65,-161.72,0.062500,0.159104,1,0
1779804507.1849015,17,0.1209,0,130.0847,1.0093,20.9612,0.115362,0.1996,-132.94,49.02,-167.97,0.058824,0.159104,1,0
1779804507.436992,18,0.1208,0,132.8360,1.0210,24.1124,0.036148,0.1987,-136.43,47.37,-171.65,0.055556,0.159104,1,0
1779804507.6910136,19,0.1207,0,134.4146,1.0245,27.2353,0.005838,0.2036,-137.38,47.43,-172.57,0.052632,0.159104,1,0
1779804507.9172285,20,0.1206,0,134.9711,1.0217,30.3052,0.000689,0.1800,-137.53,49.04,-172.49,0.050000,0.159104,1,0
1779804508.1770146,21,0.1206,0,135.0010,1.0160,33.3107,0.000484,0.1912,-137.39,51.46,-172.03,0.047619,0.159104,1,0
1779804508.4335718,22,0.1206,0,134.8199,1.0094,36.2486,0.000585,0.2115,-137.00,54.22,-171.35,0.045455,0.159104,1,0
1779804508.6659112,23,0.1206,0,134.5785,1.0029,39.1189,0.000550,0.1835,-136.48,57.05,-170.54,0.043478,0.159104,1,0
1779804508.925338,24,0.1205,0,134.2105,0.9960,41.9193,0.001043,0.1923,-136.40,59.83,-169.65,0.041667,0.159104,1,0
1779804509.1758034,25,0.1204,0,133.5905,0.9882,44.6446,0.003573,0.1929,-136.98,62.69,-168.59,0.040000,0.159104,1,0
1779804509.426742,26,0.1203,0,132.6664,0.9793,47.2893,0.009636,0.1906,-137.37,65.88,-167.01,0.038462,0.159104,1,0
1779804509.6962256,27,0.1201,0,131.4700,0.9697,49.8491,0.018127,0.2215,-136.79,69.39,-164.44,0.037037,0.159104,0,1
1779804509.917325,28,0.1200,0,130.1856,0.9600,52.3241,0.024293,0.1890,-134.79,72.91,-160.47,0.035714,0.159104,0,0
1779804510.217901,29,0.1198,0,129.0171,0.9512,54.7195,0.024449,0.2308,-130.77,76.20,-154.73,0.034483,0.159104,0,0
1779804510.703012,30,0.1197,0,127.9422,0.9431,57.0395,0.014502,0.2185,-124.95,79.10,-147.16,0.033333,0.159104,1,1
1779804510.9362085,31,0.1198,0,128.1151,0.9402,59.3159,0.017820,0.1978,-116.78,80.46,-138.77,0.032258,0.159104,1,0
1779804511.2019045,32,0.1199,0,128.5265,0.9382,61.5560,0.022807,0.2175,-104.64,81.44,-127.28,0.031250,0.159104,0,1
1779804511.4216666,33,0.1200,0,129.1732,0.9371,63.7657,0.025397,0.1973,-92.70,81.86,-116.32,0.030303,0.159104,0,0
1779804511.677655,34,0.1201,0,130.1202,0.9371,65.9526,0.023175,0.2017,-88.44,82.13,-113.08,0.029412,0.159104,0,0
1779804511.9342477,35,0.1202,0,131.1759,0.9376,68.1192,0.015538,0.1986,-87.10,82.88,-112.74,0.028571,0.159104,0,0
1779804512.1922038,36,0.1202,0,132.0406,0.9373,70.2614,0.006263,0.2043,-81.04,84.03,-107.37,0.027778,0.159104,0,0
1779804512.4299452,37,0.1202,0,132.2251,0.9349,72.3636,0.004047,0.1952,-64.25,84.70,-90.26,0.027027,0.159104,0,0
1779804512.7036629,38,0.1202,0,131.7424,0.9304,74.4113,0.007863,0.2171,-42.29,84.15,-67.12,0.026316,0.159104,0,0
1779804512.9605665,39,0.1201,0,130.9734,0.9251,76.3992,0.008475,0.2351,-21.17,82.68,-44.64,0.025641,0.159104,0,0
1779804513.1919568,40,0.1199,0,130.6725,0.9215,78.3389,0.007073,0.2153,-11.58,81.18,-33.79,0.025000,0.159104,0,0
1779804513.4089572,41,0.1199,0,130.8987,0.9194,80.2431,0.009652,0.1724,-11.74,80.09,-32.96,0.024390,0.159104,0,0
1779804513.6719294,42,0.1198,0,131.3269,0.9180,82.1173,0.014862,0.1892,-13.08,79.31,-33.66,0.023810,0.159104,0,0
1779804513.923686,43,0.1197,0,131.8078,0.9168,83.9633,0.019743,0.1872,-11.35,78.75,-31.44,0.023256,0.159104,0,0
1779804514.1866145,44,0.1197,0,132.4768,0.9161,85.7859,0.024442,0.2002,-9.22,78.45,-28.92,0.022727,0.159104,0,0
1779804514.4111967,45,0.1197,0,133.5492,0.9166,87.5946,0.025291,0.1802,-6.43,78.53,-26.34,0.022222,0.159104,0,0
1779804514.6985466,46,0.1197,0,134.8637,0.9176,89.3953,0.017829,0.2060,-2.96,78.75,-23.75,0.021739,0.159104,0,0
1779804514.92406,47,0.1198,0,136.0172,0.9182,91.1844,0.006644,0.1909,0.58,78.70,-21.11,0.021277,0.159104,0,0
1779804515.1645877,48,0.1198,0,136.7076,0.9176,92.9525,0.001123,0.1791,3.93,77.95,-18.61,0.020833,0.159104,0,0
1779804515.4169161,49,0.1199,0,136.8026,0.9156,94.6869,0.000630,0.1786,7.23,76.32,-15.96,0.020408,0.159104,0,0
