time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,angle_y,angle_z
1778070391.0871587,32,0.2277,0,-11.7067,0.1724,1.8123,0.003312,0.1151,23.71,1.88,-0.52
1778070391.3548992,33,0.2289,0,-12.3473,0.1667,1.7068,0.000490,0.1184,26.42,-0.00,0.12
1778070391.6241248,34,0.2301,0,-12.6506,0.1635,1.5931,0.000237,0.1230,28.16,-1.13,0.61
1778070391.8839626,35,0.2295,0,-13.1059,0.1595,1.4695,0.001884,0.1153,27.91,-2.00,1.04
1778070392.1489763,36,0.2261,0,-14.0368,0.1526,1.3283,0.007111,0.1176,25.46,-3.17,1.29
1778070392.4170702,37,0.2212,0,-15.2498,0.1445,1.1657,0.010111,0.1079,19.54,-5.08,1.07
1778070392.7206464,38,0.2188,0,-16.0200,0.1392,0.9903,0.006764,0.1454,12.20,-7.03,0.80
1778070392.9635632,39,0.2219,0,-14.4670,0.1472,0.8501,0.039353,0.1171,5.04,-7.32,0.81
1778070393.2138295,40,0.2300,0,-10.8552,0.1672,0.7907,0.096006,0.1153,0.72,-4.03,0.29
1778070393.4959927,41,0.2390,0,-7.0937,0.1881,0.8186,0.095406,0.1168,1.96,4.90,-1.43
1778070393.7320263,42,0.2437,0,-3.9367,0.2053,0.9236,0.044385,0.1004,8.76,17.96,-6.23
1778070394.0218256,43,0.2436,0,-1.4669,0.2182,1.0891,0.014180,0.1119,18.52,30.97,-13.56
1778070394.2724104,44,0.2403,0,0.3264,0.2268,1.2961,0.004858,0.1109,28.12,41.25,-21.47
1778070394.5681891,45,0.2363,0,1.5096,0.2318,1.5276,0.001432,0.1206,35.18,47.50,-27.89
1778070394.8146749,46,0.2338,0,1.7892,0.2320,1.7602,0.000844,0.0990,37.07,49.08,-29.78
1778070395.0921843,47,0.2310,0,0.4708,0.2244,1.9556,0.004949,0.1126,36.07,46.70,-28.18
1778070395.3531442,48,0.2275,0,-0.7052,0.2178,2.1190,0.005241,0.1062,35.17,42.32,-25.46
1778070395.6146789,49,0.2245,0,-1.4656,0.2133,2.2616,0.003102,0.1116,34.02,38.21,-22.61
1778070395.8856738,50,0.2216,0,-2.0254,0.2099,2.3887,0.000483,0.1181,32.07,36.12,-20.27
1778070396.155314,51,0.2188,0,-1.9886,0.2091,2.5146,0.000354,0.1136,27.23,36.12,-17.07
1778070396.4242163,52,0.2158,0,-2.1313,0.2077,2.6353,0.000502,0.1143,18.37,34.88,-11.71
1778070396.6925313,53,0.2131,0,-2.8742,0.2039,2.7382,0.003872,0.1158,7.85,30.54,-5.72
1778070396.9610388,54,0.2111,0,-4.9496,0.1949,2.7950,0.023312,0.1152,-0.70,22.29,-1.53
1778070397.2325804,55,0.2113,0,-7.7142,0.1836,2.7911,0.041497,0.1240,-5.85,11.55,-0.01
1778070397.4986198,56,0.2138,0,-10.8442,0.1709,2.7171,0.049250,0.1188,-8.77,0.92,-0.38
1778070397.7527046,57,0.2169,0,-14.3755,0.1568,2.5633,0.040122,0.1206,-10.21,-8.14,-1.72
1778070398.009185,58,0.2196,0,-17.4042,0.1448,2.3415,0.029924,0.1124,-11.37,-13.95,-2.87
1778070398.289558,59,0.2213,0,-19.6811,0.1357,2.0702,0.013900,0.1123,-12.10,-17.37,-3.69
1778070398.558934,60,0.2220,0,-20.2789,0.1330,1.7889,0.007186,0.1221,-13.14,-18.70,-4.23
1778070398.8282132,61,0.2218,0,-18.3924,0.1394,1.5543,0.035782,0.1219,-14.37,-17.84,-4.23
1778070399.1030002,62,0.2209,0,-14.6065,0.1523,1.4075,0.076302,0.1302,-15.18,-14.25,-3.46
1778070399.3616688,63,0.2188,0,-10.2746,0.1669,1.3592,0.079469,0.1195,-15.65,-7.53,-2.10
1778070399.6310523,64,0.2149,0,-6.7126,0.1783,1.3903,0.046080,0.1205,-13.47,2.06,-0.59
1778070399.9102907,65,0.2095,0,-4.1786,0.1859,1.4761,0.015254,0.1159,-7.25,12.99,-0.67
1778070400.1815689,66,0.2033,0,-2.6122,0.1901,1.5940,0.002155,0.1200,3.40,22.84,-4.49
1778070400.4542868,67,0.1977,0,-1.9342,0.1915,1.7246,0.000239,0.1258,16.52,30.32,-11.14
1778070400.7520177,68,0.1929,0,-1.5407,0.1921,1.8613,0.000390,0.1388,28.18,35.90,-18.82
1778070400.998716,69,0.1885,0,-1.1299,0.1927,2.0042,0.000508,0.1184,36.56,39.23,-25.46
1778070401.266263,70,0.1847,0,-0.2488,0.1945,2.1612,0.001909,0.1074,38.73,41.57,-27.97
1778070401.5374346,71,0.1806,0,1.0390,0.1973,2.3387,0.003420,0.1108,36.51,43.89,-27.09
1778070401.8099365,72,0.1752,0,1.3466,0.1976,2.5190,0.003394,0.1174,35.48,45.65,-26.96
1778070402.0835507,73,0.1702,0,0.2712,0.1946,2.6791,0.011072,0.1233,37.34,47.09,-29.22
1778070402.353923,74,0.1683,0,-2.5892,0.1877,2.7906,0.020832,0.1281,43.14,49.04,-35.42
1778070402.6096613,75,0.1733,0,-5.8086,0.1798,2.8441,0.010043,0.1121,53.45,50.99,-46.64
1778070402.8907146,76,0.1848,0,-7.6646,0.1748,2.8551,0.008719,0.1275,66.20,52.33,-61.33
1778070403.1638827,77,0.1955,0,-9.9275,0.1687,2.8136,0.011733,0.1282,82.10,53.33,-80.79
1778070403.4248967,78,0.2026,0,-5.2970,0.1802,2.8545,0.011309,0.1183,90.44,54.15,-90.90
1778070403.691859,79,0.2046,0,5.8869,0.2087,3.1111,0.005773,0.1262,88.49,56.92,-88.36
1778070403.9491017,80,0.2021,0,1.8621,0.1980,3.2849,0.010296,0.1106,103.29,55.79,-105.91
1778070404.218409,81,0.2003,0,-0.2175,0.1924,3.4159,0.010986,0.1144,108.51,54.55,-111.98
1778070404.5014653,82,0.2012,0,2.4313,0.1984,3.5946,6.532351,0.1239,98.76,55.95,-100.20
1778070404.7759259,83,0.2034,0,1.4036,0.1954,3.7498,2.401199,0.1433,85.85,54.28,-84.79
1778070405.0322626,84,0.2059,0,1.4036,0.1950,3.9013,2.400775,0.1266,67.18,48.43,-61.49
1778070405.3000464,85,0.2074,0,2.4340,0.1970,4.0696,1.366550,0.1251,47.22,37.03,-35.25
1778070405.566931,86,0.2054,0,-6.7945,0.1745,4.0559,0.052295,0.1126,35.92,28.46,-23.74
1778070405.8401134,87,0.2001,0,-9.8333,0.1671,3.9896,0.059889,0.1202,22.79,17.01,-10.66
1778070406.0992477,88,0.1928,0,-13.2404,0.1593,3.8706,0.037650,0.1134,12.98,8.32,-4.20
1778070406.3688164,89,0.1857,0,-16.6413,0.1518,3.7039,0.024357,0.1149,3.83,1.57,-1.74
1778070406.636507,90,0.1810,0,-19.8637,0.1450,3.4927,0.026036,0.1160,-2.47,-4.13,-1.32
1778070406.9210405,91,0.1795,0,-22.6267,0.1393,3.2409,0.020387,0.1198,-6.61,-8.86,-1.59
1778070407.18256,92,0.1815,0,-24.8621,0.1346,2.9502,0.008215,0.1128,-9.06,-12.35,-1.99
1778070407.4462497,93,0.1840,0,-26.1679,0.1318,2.6354,0.000672,0.1102,-8.90,-14.00,-2.17
1778070407.7144847,94,0.1861,0,-26.5394,0.1308,2.3134,0.000141,0.1156,-7.93,-14.52,-2.00
1778070407.9800656,95,0.1875,0,-26.2885,0.1310,1.9973,0.001019,0.1099,-6.35,-14.05,-1.60
1778070408.2609975,96,0.1873,0,-25.0238,0.1332,1.7084,0.009664,0.1205,-3.72,-12.54,-1.05
1778070408.5217571,97,0.1865,0,-22.6923,0.1375,1.4659,0.026339,0.1165,-0.58,-9.68,-0.62
1778070408.803265,98,0.1844,0,-19.4073,0.1434,1.2877,0.039130,0.1172,2.43,-4.63,-0.49
1778070409.0679712,99,0.1810,0,-15.6594,0.1500,1.1808,0.043032,0.1137,5.35,2.95,-0.95
1778070409.3351567,100,0.1767,0,-11.9536,0.1563,1.1422,0.038909,0.1136,8.33,12.19,-2.64
1778070409.6006446,101,0.1727,0,-8.5417,0.1618,1.1629,0.024411,0.1143,12.45,21.14,-5.88
1778070409.8853366,102,0.1712,0,-5.7117,0.1663,1.2291,0.009509,0.1173,17.77,28.17,-9.86
1778070410.1458867,103,0.1717,0,-3.9204,0.1690,1.3223,0.001539,0.1232,24.20,32.48,-14.29
1778070410.4189281,104,0.1736,0,-3.2104,0.1699,1.4245,0.000229,0.1150,30.34,34.21,-18.46
1778070410.6768432,105,0.1761,0,-2.8885,0.1702,1.5291,0.000101,0.1094,34.53,34.57,-21.40
1778070410.950155,106,0.1778,0,-2.7430,0.1701,1.6337,0.000074,0.1160,36.74,34.59,-22.98
1778070411.2378583,107,0.1778,0,-2.4138,0.1704,1.7418,0.000335,0.1241,33.99,36.02,-21.54
1778070411.5021071,108,0.1758,0,-1.5014,0.1716,1.8636,0.003210,0.1191,23.62,37.79,-14.84
1778070411.7749257,109,0.1731,0,0.3869,0.1743,2.0142,0.012047,0.1112,7.83,37.51,-4.68
1778070412.0444202,110,0.1708,0,2.5110,0.1774,2.1961,0.011462,0.1127,-8.08,35.88,4.58
1778070412.307939,111,0.1696,0,4.1366,0.1796,2.4004,0.004295,0.1082,-20.04,32.92,10.99
1778070412.5884147,112,0.1690,0,5.0173,0.1806,2.6152,0.000284,0.1094,-25.54,30.24,13.48
1778070412.8660805,113,0.1690,0,4.8736,0.1801,2.8245,0.000162,0.1139,-25.99,29.38,13.46
1778070413.1191247,114,0.1700,0,4.4514,0.1792,3.0242,0.000572,0.1007,-24.52,30.00,12.82
1778070413.3901734,115,0.1722,0,2.7078,0.1764,3.1935,0.012169,0.1069,-16.57,32.49,9.14
1778070413.6817625,116,0.1761,0,0.2765,0.1724,3.3207,0.021429,0.1100,-2.25,34.22,1.57
1778070413.9309454,117,0.1798,0,-1.7795,0.1690,3.4111,0.015706,0.1127,9.98,36.01,-5.73
1778070414.2183,118,0.1821,0,-3.5682,0.1660,3.4691,0.002702,0.1157,22.34,36.89,-13.78
1778070414.481366,119,0.1826,0,-4.2136,0.1647,3.5148,0.000194,0.1146,28.14,35.98,-17.42
1778070414.7557685,120,0.1825,0,-4.3552,0.1642,3.5573,0.000343,0.1229,28.30,35.57,-17.32
1778070415.0212426,121,0.1818,0,-4.6269,0.1636,3.5950,0.000328,0.1182,29.92,34.78,-18.14
1778070415.2874699,122,0.1799,0,-5.0213,0.1628,3.6267,0.000331,0.1048,30.28,34.09,-18.13
1778070415.5798156,123,0.1777,0,-5.3474,0.1621,3.6540,0.000489,0.1272,29.88,33.58,-17.64
1778070415.8436189,124,0.1762,0,-6.1184,0.1607,3.6695,0.002580,0.1201,28.99,32.30,-16.42
1778070416.1314127,125,0.1753,0,-8.1312,0.1577,3.6532,0.011540,0.1294,28.96,28.44,-14.69
1778070416.3968344,126,0.1754,0,-10.4297,0.1543,3.6002,0.019012,0.1171,28.30,22.03,-11.77
1778070416.6731634,127,0.1763,0,-12.4789,0.1512,3.5139,0.016439,0.1133,27.28,15.48,-8.28
1778070416.9538348,128,0.1766,0,-13.6890,0.1493,3.4089,0.006406,0.1257,26.19,10.71,-5.39
1778070417.2303874,129,0.1762,0,-13.3029,0.1497,3.3120,0.009773,0.1182,26.79,10.25,-5.38
1778070417.508522,130,0.1757,0,-12.0064,0.1512,3.2377,0.014290,0.1282,28.70,12.92,-7.35
1778070417.7703116,131,0.1752,0,-10.3296,0.1532,3.1914,0.009003,0.1188,30.13,15.89,-9.26
1778070418.054331,132,0.1749,0,-8.9066,0.1549,3.1685,0.001384,0.1196,31.08,18.34,-10.76
1778070418.319761,133,0.1748,0,-8.4235,0.1554,3.1535,0.000064,0.1179,31.32,19.13,-11.28
1778070418.5710747,134,0.1748,0,-8.3676,0.1552,3.1393,0.000013,0.1047,31.33,19.18,-11.31
1778070418.8645425,135,0.1744,0,-8.4336,0.1549,3.1245,0.000028,0.1193,31.31,19.10,-11.26
1778070419.1257052,136,0.1743,0,-8.4646,0.1547,3.1093,0.000022,0.1100,31.30,19.03,-11.21
1778070419.376961,137,0.1747,0,-8.4417,0.1545,3.0941,0.000047,0.1078,31.29,18.97,-11.17
1778070419.6572978,138,0.1757,0,-7.8683,0.1551,3.0870,0.002451,0.1098,31.78,20.21,-12.14
1778070419.9292047,139,0.1767,0,-6.5101,0.1566,3.1006,0.013611,0.1164,34.90,25.18,-17.30
1778070420.1816485,140,0.1766,0,-5.1336,0.1581,3.1358,0.021743,0.1176,45.10,33.90,-31.72
1778070420.452188,141,0.1759,0,-3.0463,0.1605,3.2037,0.017841,0.1080,60.78,42.96,-52.77
1778070420.7202098,142,0.1755,0,0.9174,0.1652,3.3333,0.008209,0.1161,77.78,50.21,-74.95
1778070421.005987,143,0.1748,0,5.5814,0.1707,3.5341,0.004256,0.1235,92.20,54.69,-93.01
1778070421.2641594,144,0.1740,0,2.4172,0.1667,3.6823,0.003293,0.1138,110.85,52.96,-115.66
1778070421.5364063,145,0.1735,0,2.9507,0.1672,3.8365,0.001240,0.1203,119.27,50.70,-125.95
1778070421.795639,146,0.1732,0,5.0646,0.1695,4.0212,0.001133,0.1149,121.92,49.76,-129.24
1778070422.056039,147,0.1753,0,6.6337,0.1711,4.2278,0.000964,0.1060,123.59,49.15,-131.29
1778070422.3267155,148,0.1803,0,8.0070,0.1726,4.4544,0.000832,0.1120,124.81,48.82,-132.74
1778070422.601601,149,0.1877,0,8.5171,0.1730,4.6880,0.000392,0.1193,125.57,48.51,-133.68
1778070422.8596478,150,0.1953,0,8.5806,0.1729,4.9212,0.000307,0.1140,125.71,48.46,-133.84
1778070423.1236665,151,0.2019,0,8.4614,0.1725,5.1501,0.000252,0.1111,125.86,48.36,-134.04
1778070423.3972507,152,0.2071,0,8.0625,0.1717,5.3689,0.000052,0.1154,126.16,48.07,-134.49
1778070423.655567,153,0.2104,0,7.9758,0.1714,5.5828,0.000012,0.1112,126.25,48.02,-134.61
1778070423.9279482,154,0.2125,0,7.9252,0.1710,5.7921,0.000028,0.1157,126.32,47.98,-134.70
1778070424.1959064,155,0.2117,0,7.6390,0.1704,5.9920,0.000158,0.1164,126.50,47.76,-134.99
1778070424.456814,156,0.2087,0,7.4504,0.1699,6.1843,0.000152,0.1084,126.58,47.72,-135.09
1778070424.7305815,157,0.2047,0,7.2141,0.1694,6.3683,0.000119,0.1047,124.25,49.01,-132.05
1778070425.0028837,158,0.1999,0,4.2897,0.1655,6.4966,0.002237,0.1254,114.62,49.89,-120.47
1778070425.2622716,159,0.1937,0,6.5842,0.1681,6.6634,0.037618,0.1173,91.56,50.14,-91.63
1778070425.5504518,160,0.1858,0,6.5842,0.1679,6.8274,0.116087,0.1384,67.92,43.85,-60.49
1778070425.8076994,161,0.1782,0,6.5842,0.1677,6.9891,0.311604,0.1292,45.95,30.13,-28.41
1778070426.0601616,162,0.1722,0,-15.3537,0.1442,6.8120,0.063044,0.1121,41.73,24.53,-23.86
1778070426.3283644,163,0.1709,0,-20.0407,0.1392,6.5682,0.084699,0.1158,33.38,10.15,-8.72
1778070426.5863473,164,0.1737,0,-23.8923,0.1349,6.2621,0.052960,0.1073,29.24,-0.66,-0.20
1778070426.8572516,165,0.1754,0,-27.0462,0.1314,5.9068,0.012496,0.1185,27.78,-6.42,3.31
1778070427.13579,166,0.1756,0,-27.9137,0.1304,5.5425,0.002301,0.1161,27.52,-7.64,3.96
1778070427.3759875,167,0.1697,0,-26.4983,0.1317,5.2209,0.010100,0.1067,28.03,-3.89,1.92
1778070427.659921,168,0.1541,0,-25.7053,0.1323,4.9559,0.009862,0.1183,29.33,3.89,-2.67
1778070427.9187498,169,0.1304,0,-25.0853,0.1327,4.7621,0.016590,0.1127,31.65,14.81,-9.49
1778070428.188184,170,0.0988,1,-25.1989,0.1327,4.8948,0.049727,0.1139,34.16,26.17,-16.48
1778070428.4607236,171,0.0644,1,-32.2430,0.1327,5.0275,0.072285,0.1149,40.03,39.68,-27.58
1778070428.7352064,172,0.0364,1,-66.2249,0.1327,5.1601,0.038414,0.1371,84.35,60.19,-83.09
1778070429.008974,173,0.0238,1,-65.6048,0.1327,5.2928,0.032008,0.1309,87.18,61.05,-85.97
1778070429.2723694,174,0.0217,1,-65.5941,0.1327,5.4254,0.036231,0.1452,89.59,61.20,-88.66
1778070429.552003,175,0.0208,1,-65.5941,0.1327,5.5581,0.040611,0.1400,90.07,61.12,-89.15
1778070429.8108823,176,0.0202,1,-65.5941,0.1327,5.6908,0.050368,0.1468,88.34,61.10,-87.08
1778070430.0767293,177,0.0200,1,-65.5941,0.1327,5.8234,0.066637,0.1484,84.65,60.93,-82.71
1778070430.321787,178,0.0198,1,-164.6248,0.1327,5.9561,0.068963,0.1223,149.54,-2.39,17.79
1778070430.5912983,179,0.0197,1,-171.3132,0.1327,6.0888,0.091418,0.1184,149.49,-4.78,54.36
1778070430.854271,180,0.0196,1,-176.9114,0.1327,6.2214,0.115511,0.1278,149.48,-5.95,61.06
1778070431.112746,181,0.0196,1,-181.5539,0.1327,6.3541,0.140811,0.1180,149.53,-6.31,70.02
1778070431.4023137,182,0.0197,1,-81.6550,0.1327,6.4867,0.213771,0.1418,78.70,60.74,-75.00
1778070431.6394253,183,0.0197,1,-546.4070,0.1327,6.6194,0.180075,0.1105,149.81,-4.43,3.00
1778070431.92793,184,0.0197,1,-547.1739,0.1327,6.7521,0.191467,0.1295,149.93,-3.10,-48.35
1778070432.1988132,185,0.0196,1,-547.2851,0.1327,6.8847,0.197381,0.1356,150.00,-2.04,-137.70
1778070432.471294,186,0.0196,1,-456.3647,0.1327,7.0174,0.244931,0.1375,91.71,61.62,-89.66
1778070432.7312427,187,0.0196,1,-457.7860,0.1327,7.1501,0.238060,0.1432,94.05,61.53,-92.36
1778070433.0015702,188,0.0196,1,-547.1049,0.1327,7.2827,0.198765,0.1405,150.02,-1.27,-178.65
1778070433.1261284,189,0.0196,1,-547.1049,0.1327,7.4154,0.000000,0.0000,150.01,-1.28,-178.66
1778070433.3999112,190,0.0196,1,-547.1049,0.1327,7.5480,0.000000,0.0000,150.00,-1.28,-178.66
1778070433.6640978,191,0.0197,1,-547.1049,0.1327,7.6807,0.000000,0.0000,149.98,-1.28,-178.66
1778070433.9253728,192,0.0197,1,-547.1049,0.1327,7.8134,0.000000,0.0000,149.97,-1.28,-178.66
1778070434.2004273,193,0.0198,1,-547.1049,0.1327,7.9460,0.000000,0.0000,149.95,-1.28,-178.66
