time,window_index,tested_yaw_deg,cost_val,is_best,movement_var_parent,movement_var_child,is_flat_valley,r_w,best_yaw_deg
1779972190.0387259,1,-180.0000,2.504980,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.0548635,1,-175.0000,2.082939,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.060197,1,-170.0000,1.657791,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.062371,1,-165.0000,1.247360,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.0648704,1,-160.0000,0.869462,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.0660825,1,-155.0000,0.541326,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.0670426,1,-150.0000,0.279040,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.067977,1,-145.0000,0.097032,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.0688746,1,-140.0000,0.007596,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.0697587,1,-135.0000,0.020491,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.0706522,1,-130.0000,0.142603,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.071558,1,-125.0000,0.377692,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.0726123,1,-120.0000,0.726229,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.0751207,1,-115.0000,1.185321,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.0759962,1,-110.0000,1.748734,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.0768015,1,-105.0000,2.407010,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.0775826,1,-100.0000,3.147673,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.0783577,1,-95.0000,3.955532,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.079136,1,-90.0000,4.813063,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.079938,1,-85.0000,5.700863,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.0807593,1,-80.0000,6.598173,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.0818396,1,-75.0000,7.483453,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.0827625,1,-70.0000,8.334985,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.0836167,1,-65.0000,9.131503,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.0845203,1,-60.0000,9.852818,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.085365,1,-55.0000,10.480417,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.0861995,1,-50.0000,10.998034,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.0869932,1,-45.0000,11.392142,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.0877812,1,-40.0000,11.652381,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.0885634,1,-35.0000,333.897236,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.0893383,1,-30.0000,553.129410,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.0927558,1,-25.0000,713.591285,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.093582,1,-20.0000,826.742241,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.094398,1,-15.0000,908.112564,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.0951807,1,-10.0000,968.363639,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.0959568,1,-5.0000,1014.199899,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.096757,1,0.0000,1049.862078,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
1779972190.0976238,1,5.0000,1078.108187,0,2.809014E-09,2.689437E-09,1,0.1361,0.0
