time,window_index,tested_yaw_deg,cost_val,is_best,movement_var_up,movement_var_low,is_flat_valley,r_w,best_yaw_deg
1779715113.4210904,1,-180.0000,69.860543,0,3.802007E-03,5.895292E-03,0,0.9995,0.0
1779715113.4242635,1,-175.0000,44.087495,0,3.802007E-03,5.895292E-03,0,0.9995,0.0
1779715113.4260373,1,-170.0000,24.136638,0,3.802007E-03,5.895292E-03,0,0.9995,0.0
1779715113.4286745,1,-165.0000,10.126141,0,3.802007E-03,5.895292E-03,0,0.9995,0.0
1779715113.4306777,1,-160.0000,2.138101,0,3.802007E-03,5.895292E-03,0,0.9995,0.0
1779715113.4326122,1,-155.0000,0.220211,0,3.802007E-03,5.895292E-03,0,0.9995,0.0
1779715113.4344335,1,-150.0000,4.386193,0,3.802007E-03,5.895292E-03,0,0.9995,0.0
1779715113.4391422,1,-145.0000,14.615123,0,3.802007E-03,5.895292E-03,0,0.9995,0.0
1779715113.4402845,1,-140.0000,30.849670,0,3.802007E-03,5.895292E-03,0,0.9995,0.0
1779715113.442698,1,-135.0000,52.993026,0,3.802007E-03,5.895292E-03,0,0.9995,0.0
1779715113.4444818,1,-130.0000,80.904141,0,3.802007E-03,5.895292E-03,0,0.9995,0.0
1779715113.4469361,1,-125.0000,114.390559,0,3.802007E-03,5.895292E-03,0,0.9995,0.0
1779715113.4485276,1,-120.0000,153.197676,0,3.802007E-03,5.895292E-03,0,0.9995,0.0
1779715113.4502475,1,-115.0000,196.992547,0,3.802007E-03,5.895292E-03,0,0.9995,0.0
1779715113.4511368,1,-110.0000,245.339123,0,3.802007E-03,5.895292E-03,0,0.9995,0.0
1779715113.4532785,1,-105.0000,297.659850,0,3.802007E-03,5.895292E-03,0,0.9995,0.0
1779715113.4552548,1,-100.0000,353.175283,0,3.802007E-03,5.895292E-03,0,0.9995,0.0
1779715113.4574504,1,-95.0000,410.808243,0,3.802007E-03,5.895292E-03,0,0.9995,0.0
1779715113.460506,1,-90.0000,469.031682,0,3.802007E-03,5.895292E-03,0,0.9995,0.0
1779715113.4621904,1,-85.0000,525.632086,0,3.802007E-03,5.895292E-03,0,0.9995,0.0
1779715113.4653382,1,-80.0000,577.367230,0,3.802007E-03,5.895292E-03,0,0.9995,0.0
1779715113.466985,1,-75.0000,619.582718,0,3.802007E-03,5.895292E-03,0,0.9995,0.0
1779715113.4696932,1,-70.0000,646.241120,0,3.802007E-03,5.895292E-03,0,0.9995,0.0
1779715113.4726615,1,-65.0000,651.709924,0,3.802007E-03,5.895292E-03,0,0.9995,0.0
1779715113.4753585,1,-60.0000,634.710416,0,3.802007E-03,5.895292E-03,0,0.9995,0.0
1779715113.4763958,1,-55.0000,599.522812,0,3.802007E-03,5.895292E-03,0,0.9995,0.0
1779715113.4790761,1,-50.0000,552.367077,0,3.802007E-03,5.895292E-03,0,0.9995,0.0
1779715113.480684,1,-45.0000,498.495731,0,3.802007E-03,5.895292E-03,0,0.9995,0.0
1779715113.4822788,1,-40.0000,441.650832,0,3.802007E-03,5.895292E-03,0,0.9995,0.0
1779715113.4838865,1,-35.0000,384.384667,0,3.802007E-03,5.895292E-03,0,0.9995,0.0
