time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,angle_y,angle_z
1777994806.628241,20,0.2698,0,-5.2548,0.2149,-1.1315,0.024561,0.0055,15.60,11.87,-3.33
1777994806.9073298,21,0.2716,0,-6.5484,0.1954,-1.2704,0.021487,0.0048,12.19,5.09,-2.13
1777994807.1610734,22,0.2689,0,-7.1112,0.1861,-1.4397,0.011381,0.0047,4.59,0.04,-0.68
1777994807.439735,23,0.2640,0,-6.7324,0.1883,-1.5687,0.018724,0.0050,-3.12,-1.45,0.38
1777994807.7096045,24,0.2586,0,-5.0534,0.2044,-1.5735,0.023795,0.0104,-10.63,0.34,0.67
1777994807.9712024,25,0.2537,0,-3.1735,0.2214,-1.4534,0.014768,0.0046,-16.15,2.79,1.14
1777994808.2321932,26,0.2502,0,-1.8986,0.2315,-1.2590,0.006168,0.0046,-18.69,4.99,1.86
1777994808.5090308,27,0.2479,0,-1.0902,0.2368,-1.0259,0.001451,0.0043,-20.78,6.00,2.31
1777994808.7793233,28,0.2449,0,-1.0338,0.2352,-0.8037,0.001751,0.0056,-21.28,6.13,2.40
1777994809.0446603,29,0.2409,0,-2.2371,0.2233,-0.6680,0.018289,0.0048,-16.42,6.45,2.20
1777994809.3229651,30,0.2364,0,-4.1766,0.2062,-0.6543,0.038637,0.0124,-7.34,6.89,1.63
1777994809.5787055,31,0.2314,0,-6.6071,0.1866,-0.7793,0.035326,0.0052,2.60,6.84,0.53
1777994809.8399584,32,0.2279,0,-9.1765,0.1669,-1.0404,0.015663,0.0111,12.52,5.78,-0.68
1777994810.1122677,33,0.2270,0,-10.7952,0.1546,-1.3791,0.006683,0.0136,20.16,4.01,-1.06
1777994810.3677833,34,0.2277,0,-11.7067,0.1475,-1.7546,0.003312,0.0059,23.71,1.88,-0.52
1777994810.6289353,35,0.2289,0,-12.3473,0.1424,-2.1511,0.000490,0.0068,26.42,-0.00,0.12
1777994810.9043436,36,0.2301,0,-12.6506,0.1395,-2.5483,0.000237,0.0071,28.16,-1.13,0.61
1777994811.1686292,37,0.2295,0,-13.1059,0.1358,-2.9508,0.001884,0.0107,27.91,-2.00,1.04
1777994811.4377227,38,0.2261,0,-14.0368,0.1295,-3.3775,0.007111,0.0059,25.46,-3.17,1.29
1777994811.7048607,39,0.2212,0,-15.2498,0.1219,-3.8374,0.010111,0.0134,19.54,-5.08,1.07
1777994811.972466,40,0.2188,0,-16.0200,0.1170,-4.3107,0.006764,0.0069,12.20,-7.03,0.80
1777994812.2365134,41,0.2219,0,-14.4670,0.1247,-4.6862,0.039353,0.0056,5.04,-7.32,0.81
1777994812.506106,42,0.2300,0,-10.8552,0.1438,-4.8608,0.096006,0.0074,0.72,-4.03,0.29
1777994812.7591157,43,0.2390,0,-7.0937,0.1640,-4.8225,0.095406,0.0067,1.96,4.90,-1.43
1777994813.0234995,44,0.2437,0,-3.9367,0.1805,-4.6042,0.044385,0.0059,8.76,17.96,-6.23
1777994813.303485,45,0.2436,0,-1.4669,0.1929,-4.2540,0.014180,0.0057,18.52,30.97,-13.56
1777994813.5573978,46,0.2403,0,0.3264,0.2013,-3.8220,0.004858,0.0057,28.12,41.25,-21.47
1777994813.843297,47,0.2363,0,1.5096,0.2062,-3.3501,0.001432,0.0130,35.18,47.50,-27.89
1777994814.095315,48,0.2338,0,1.7892,0.2066,-2.8906,0.000844,0.0069,37.07,49.08,-29.78
1777994814.3685474,49,0.2310,0,0.4708,0.1994,-2.5311,0.004949,0.0077,36.07,46.70,-28.18
1777994814.635315,50,0.2275,0,-0.7052,0.1931,-2.2565,0.005241,0.0114,35.17,42.32,-25.46
1777994814.8998947,51,0.2245,0,-1.4656,0.1889,-2.0379,0.003102,0.0114,34.02,38.21,-22.61
1777994815.1562445,52,0.2216,0,-2.0254,0.1857,-1.8606,0.000483,0.0040,32.07,36.12,-20.27
1777994815.4333208,53,0.2188,0,-1.9886,0.1851,-1.6905,0.000354,0.0049,27.23,36.12,-17.07
1777994815.6975796,54,0.2158,0,-2.1313,0.1838,-1.5362,0.000502,0.0103,18.37,34.88,-11.71
1777994815.962031,55,0.2131,0,-2.8742,0.1802,-1.4269,0.003872,0.0061,7.85,30.54,-5.72
1777994816.236312,56,0.2111,0,-4.9496,0.1717,-1.4262,0.023312,0.0081,-0.70,22.29,-1.53
1777994816.502688,57,0.2113,0,-7.7142,0.1608,-1.5641,0.041497,0.0076,-5.85,11.55,-0.01
1777994816.763789,58,0.2138,0,-10.8442,0.1487,-1.8574,0.049250,0.0118,-8.77,0.92,-0.38
1777994817.0196624,59,0.2169,0,-14.3755,0.1352,-2.3242,0.040122,0.0065,-10.21,-8.14,-1.72
1777994817.2857282,60,0.2196,0,-17.4042,0.1236,-2.9329,0.029924,0.0058,-11.37,-13.95,-2.87
1777994817.5645783,61,0.2213,0,-19.6811,0.1149,-3.6363,0.013900,0.0086,-12.10,-17.37,-3.69
1777994817.827046,62,0.2220,0,-20.2789,0.1123,-4.3397,0.007186,0.0126,-13.14,-18.70,-4.23
1777994818.0869462,63,0.2218,0,-18.3924,0.1186,-4.9103,0.035782,0.0121,-14.37,-17.84,-4.23
1777994818.3569577,64,0.2209,0,-14.6065,0.1312,-5.2551,0.076302,0.0052,-15.18,-14.25,-3.46
1777994818.6146011,65,0.2188,0,-10.2746,0.1454,-5.3576,0.079469,0.0062,-15.65,-7.53,-2.10
1777994818.8980877,66,0.2149,0,-6.7126,0.1565,-5.2723,0.046080,0.0074,-13.47,2.06,-0.59
1777994819.1522505,67,0.2095,0,-4.1786,0.1639,-5.0656,0.015254,0.0051,-7.25,12.99,-0.67
1777994819.415798,68,0.2033,0,-2.6122,0.1681,-4.7956,0.002155,0.0061,3.40,22.84,-4.49
1777994819.689981,69,0.1977,0,-1.9342,0.1696,-4.5093,0.000239,0.0113,16.52,30.32,-11.14
1777994819.9625773,70,0.1929,0,-1.5407,0.1702,-4.2207,0.000390,0.0062,28.18,35.90,-18.82
1777994820.2244413,71,0.1885,0,-1.1299,0.1709,-3.9291,0.000508,0.0057,36.56,39.23,-25.46
1777994820.5040123,72,0.1847,0,-0.2488,0.1727,-3.6144,0.001909,0.0056,38.73,41.57,-27.97
1777994820.7675538,73,0.1806,0,1.0390,0.1754,-3.2615,0.003420,0.0158,36.51,43.89,-27.09
1777994821.031347,74,0.1752,0,1.3466,0.1757,-2.9155,0.003394,0.0061,35.48,45.65,-26.96
1777994821.3097591,75,0.1702,0,0.2712,0.1729,-2.6301,0.011072,0.0070,37.34,47.09,-29.22
1777994821.5728953,76,0.1683,0,-2.5892,0.1662,-2.4686,0.020832,0.0113,43.14,49.04,-35.42
1777994821.827687,77,0.1733,0,-5.8086,0.1586,-2.4429,0.010043,0.0056,53.45,50.99,-46.64
1777994822.1069963,78,0.1848,0,-7.6646,0.1538,-2.5069,0.008719,0.0073,66.20,52.33,-61.33
1777994822.3653052,79,0.1955,0,-9.9274,0.1478,-2.6836,0.011733,0.0165,82.10,53.33,-80.79
1777994822.6331882,80,0.2026,0,-5.2970,0.1592,-2.6476,0.011309,0.0102,90.44,54.15,-90.90
1777994822.9103148,81,0.2046,0,6.9793,0.1898,-2.0344,0.005666,0.0098,86.91,57.10,-86.45
1777994823.1688688,82,0.2021,0,13.8120,0.2062,-1.1351,0.004152,0.0087,85.53,59.16,-84.70
1777994823.4457958,83,0.2003,0,8.1704,0.1920,-0.5427,0.006863,0.0098,97.20,58.06,-98.24
1777994823.7262292,84,0.2012,0,5.7579,0.1858,-0.0871,0.006952,0.0230,94.19,56.97,-94.65
1777994823.9814827,85,0.2034,0,4.0507,0.1813,0.2706,0.007198,0.0204,82.45,54.55,-80.56
1777994824.248818,86,0.2059,0,0.4121,0.1721,0.4413,0.008296,0.0049,68.25,48.59,-62.90
1777994824.5177944,87,0.2074,0,-3.5872,0.1622,0.4129,0.024736,0.0142,52.02,39.71,-42.42
1777994824.787056,88,0.2054,0,-6.7945,0.1543,0.2356,0.052295,0.0135,35.92,28.46,-23.74
1777994825.0434341,89,0.2001,0,-9.8333,0.1471,-0.0655,0.059889,0.0061,22.79,17.01,-10.66
1777994825.3064759,90,0.1928,0,-13.2404,0.1395,-0.4890,0.037650,0.0068,12.98,8.32,-4.20
1777994825.58373,91,0.1857,0,-16.6413,0.1323,-1.0200,0.024357,0.0054,3.83,1.57,-1.74
1777994825.8546169,92,0.1810,0,-19.8637,0.1257,-1.6472,0.026036,0.0118,-2.47,-4.13,-1.32
1777994826.1225803,93,0.1795,0,-22.6267,0.1201,-2.3575,0.020387,0.0095,-6.61,-8.86,-1.59
1777994826.3843682,94,0.1815,0,-24.8621,0.1156,-3.1421,0.008215,0.0062,-9.06,-12.35,-1.99
1777994826.6651516,95,0.1840,0,-26.1679,0.1128,-3.9627,0.000672,0.0119,-8.90,-14.00,-2.17
1777994826.919309,96,0.1861,0,-26.5394,0.1119,-4.7770,0.000141,0.0127,-7.93,-14.52,-2.00
1777994827.1979635,97,0.1875,0,-26.2885,0.1121,-5.5540,0.001019,0.0113,-6.35,-14.05,-1.60
1777994827.459834,98,0.1873,0,-25.0238,0.1144,-6.2442,0.009664,0.0058,-3.72,-12.54,-1.05
1777994827.7267392,99,0.1865,0,-22.6923,0.1185,-6.8033,0.026339,0.0057,-0.58,-9.68,-0.62
1777994827.9983964,100,0.1844,0,-19.4073,0.1244,-7.1935,0.039130,0.0065,2.43,-4.63,-0.49
1777994828.2717967,101,0.1810,0,-15.6594,0.1309,-7.4039,0.043032,0.0055,5.35,2.95,-0.95
1777994828.5327141,102,0.1767,0,-11.9536,0.1371,-7.4484,0.038909,0.0088,8.33,12.19,-2.64
1777994828.8077745,103,0.1727,0,-8.5417,0.1425,-7.3527,0.024411,0.0058,12.45,21.14,-5.88
1777994829.0761528,104,0.1712,0,-5.7117,0.1470,-7.1496,0.009509,0.0050,17.77,28.17,-9.86
1777994829.3545198,105,0.1717,0,-3.9204,0.1497,-6.8840,0.001539,0.0083,24.20,32.48,-14.29
1777994829.6306155,106,0.1736,0,-3.2104,0.1506,-6.5993,0.000229,0.0057,30.34,34.21,-18.46
1777994829.9032302,107,0.1761,0,-2.8885,0.1509,-6.3109,0.000101,0.0130,34.53,34.57,-21.40
1777994830.1767566,108,0.1778,0,-2.7430,0.1508,-6.0268,0.000074,0.0054,36.74,34.59,-22.98
1777994830.4375947,109,0.1778,0,-2.4138,0.1511,-5.7407,0.000335,0.0097,33.99,36.02,-21.54
1777994830.710291,110,0.1758,0,-1.5014,0.1524,-5.4308,0.003210,0.0068,23.62,37.79,-14.84
1777994830.9832873,111,0.1731,0,0.3869,0.1551,-5.0608,0.012047,0.0056,7.83,37.51,-4.68
1777994831.2596612,112,0.1708,0,2.5110,0.1581,-4.6250,0.011462,0.0059,-8.08,35.88,4.58
1777994831.5363002,113,0.1696,0,4.1366,0.1603,-4.1449,0.004295,0.0060,-20.04,32.92,10.99
1777994831.8000822,114,0.1690,0,5.0173,0.1613,-3.6501,0.000284,0.0082,-25.54,30.24,13.48
1777994832.070483,115,0.1690,0,4.8736,0.1609,-3.1792,0.000162,0.0068,-25.99,29.38,13.46
1777994832.3478403,116,0.1700,0,4.4514,0.1600,-2.7407,0.000572,0.0078,-24.52,30.00,12.82
1777994832.6244214,117,0.1722,0,2.7078,0.1572,-2.3836,0.012169,0.0056,-16.57,32.49,9.14
1777994832.8844602,118,0.1761,0,0.2765,0.1534,-2.1335,0.021429,0.0047,-2.25,34.22,1.57
1777994833.159266,119,0.1798,0,-1.7795,0.1500,-1.9754,0.015706,0.0044,9.98,36.01,-5.73
1777994833.4281523,120,0.1821,0,-3.5682,0.1471,-1.8978,0.002702,0.0050,22.34,36.89,-13.78
1777994833.699501,121,0.1826,0,-4.2136,0.1459,-1.8505,0.000194,0.0049,28.14,35.98,-17.42
1777994833.976382,122,0.1825,0,-4.3552,0.1455,-1.8111,0.000343,0.0114,28.30,35.57,-17.32
1777994834.25539,123,0.1818,0,-4.6269,0.1448,-1.7843,0.000328,0.0056,29.92,34.78,-18.14
1777994834.5178673,124,0.1799,0,-5.0213,0.1441,-1.7736,0.000331,0.0108,30.28,34.09,-18.13
1777994834.7768397,125,0.1777,0,-5.3474,0.1434,-1.7750,0.000489,0.0052,29.88,33.58,-17.64
1777994835.0603127,126,0.1762,0,-6.1184,0.1421,-1.8062,0.002580,0.0071,28.99,32.30,-16.42
1777994835.31869,127,0.1753,0,-8.1312,0.1391,-1.9156,0.011540,0.0074,28.96,28.44,-14.69
1777994835.592185,128,0.1754,0,-10.4297,0.1358,-2.1125,0.019012,0.0054,28.30,22.03,-11.77
1777994835.8609912,129,0.1763,0,-12.4789,0.1328,-2.3856,0.016439,0.0084,27.28,15.48,-8.28
1777994836.139474,130,0.1766,0,-13.6890,0.1310,-2.6974,0.006406,0.0052,26.19,10.71,-5.39
1777994836.4258354,131,0.1762,0,-13.3029,0.1313,-2.9808,0.009773,0.0057,26.79,10.25,-5.38
1777994836.6850548,132,0.1757,0,-12.0064,0.1329,-3.2008,0.014290,0.0073,28.70,12.92,-7.35
1777994836.9514036,133,0.1752,0,-10.3296,0.1349,-3.3449,0.009003,0.0056,30.13,15.89,-9.26
1777994837.2304127,134,0.1749,0,-8.9066,0.1366,-3.4268,0.001384,0.0115,31.08,18.34,-10.76
1777994837.495188,135,0.1748,0,-8.4235,0.1370,-3.4866,0.000064,0.0109,31.32,19.13,-11.28
1777994837.7555826,136,0.1748,0,-8.3676,0.1369,-3.5420,0.000013,0.0048,31.33,19.18,-11.31
1777994838.0244238,137,0.1744,0,-8.4336,0.1367,-3.5976,0.000028,0.0045,31.31,19.10,-11.26
1777994838.29349,138,0.1743,0,-8.4646,0.1365,-3.6524,0.000022,0.0050,31.30,19.03,-11.21
1777994838.5600274,139,0.1747,0,-8.4417,0.1363,-3.7048,0.000047,0.0080,31.29,18.97,-11.17
1777994838.8356404,140,0.1757,0,-7.8683,0.1369,-3.7336,0.002451,0.0108,31.78,20.21,-12.14
1777994839.0950615,141,0.1767,0,-6.5101,0.1384,-3.7081,0.013611,0.0071,34.90,25.18,-17.30
1777994839.352861,142,0.1766,0,-5.1336,0.1399,-3.6288,0.021743,0.0069,45.10,33.90,-31.72
1777994839.6248443,143,0.1759,0,-3.0464,0.1423,-3.4694,0.017841,0.0060,60.78,42.96,-52.77
1777994839.8908143,144,0.1755,0,0.9173,0.1470,-3.1592,0.008209,0.0061,77.78,50.21,-74.95
1777994840.172825,145,0.1748,0,5.5813,0.1524,-2.6777,0.004256,0.0106,92.20,54.69,-93.01
1777994840.4344127,146,0.1740,0,2.4170,0.1485,-2.3404,0.003293,0.0083,110.85,52.96,-115.66
1777994840.696209,147,0.1735,0,2.9507,0.1489,-1.9959,0.001240,0.0062,119.27,50.70,-125.95
1777994840.973174,148,0.1732,0,5.0646,0.1512,-1.5822,0.001133,0.0069,121.92,49.76,-129.24
1777994841.2415166,149,0.1753,0,6.6337,0.1529,-1.1193,0.000964,0.0066,123.59,49.15,-131.29
1777994841.5043986,150,0.1803,0,8.0070,0.1544,-0.6102,0.000832,0.0068,124.81,48.82,-132.74
1777994841.7579975,151,0.1877,0,8.5171,0.1548,-0.0860,0.000392,0.0058,125.57,48.51,-133.68
1777994842.0381434,152,0.1953,0,8.5806,0.1547,0.4332,0.000307,0.0055,125.71,48.46,-133.84
1777994842.2992404,153,0.2019,0,8.4614,0.1543,0.9361,0.000252,0.0090,125.86,48.36,-134.04
1777994842.5725238,154,0.2071,0,8.0625,0.1536,1.4063,0.000052,0.0067,126.16,48.07,-134.49
1777994842.8517077,155,0.2104,0,7.9758,0.1533,1.8557,0.000012,0.0111,126.25,48.02,-134.61
1777994843.0944865,156,0.2125,0,7.9252,0.1530,2.2843,0.000028,0.0070,126.32,47.98,-134.70
1777994843.373862,157,0.2117,0,7.6390,0.1524,2.6783,0.000158,0.0055,126.50,47.76,-134.99
1777994843.6320977,158,0.2087,0,7.4504,0.1520,3.0417,0.000152,0.0063,126.58,47.72,-135.09
1777994843.904454,159,0.2047,0,7.2141,0.1515,3.3736,0.000119,0.0056,124.25,49.01,-132.05
1777994844.1823332,160,0.1999,0,6.3065,0.1501,3.6457,0.000844,0.0112,112.72,51.00,-118.00
1777994844.429818,161,0.1937,0,2.1295,0.1449,3.7201,0.009203,0.0067,95.87,49.12,-97.30
1777994844.7040973,162,0.1858,0,-4.1796,0.1375,3.5301,0.017644,0.0055,77.34,44.99,-73.66
1777994844.967961,163,0.1782,0,-10.6592,0.1303,3.1008,0.024754,0.0073,57.87,37.66,-47.67
1777994845.2430894,164,0.1722,0,-15.3537,0.1252,2.5245,0.063044,0.0084,41.73,24.53,-23.86
1777994845.5164497,165,0.1709,0,-20.0407,0.1202,1.7944,0.084699,0.0088,33.38,10.15,-8.72
1777994845.7795625,166,0.1737,0,-23.8923,0.1161,0.9278,0.052960,0.0107,29.24,-0.66,-0.20
1777994846.0522687,167,0.1754,0,-27.0462,0.1126,-0.0397,0.012496,0.0071,27.78,-6.42,3.31
1777994846.3166604,168,0.1756,0,-27.9137,0.1116,-1.0056,0.002301,0.0082,27.52,-7.64,3.96
1777994846.5889769,169,0.1697,0,-26.4983,0.1129,-1.8457,0.010100,0.0056,28.03,-3.89,1.92
1777994846.8486013,170,0.1541,0,-25.7053,0.1135,-2.5424,0.009862,0.0054,29.33,3.89,-2.67
1777994847.1137316,171,0.1304,0,-25.0853,0.1139,-3.0761,0.016590,0.0067,31.65,14.81,-9.49
1777994847.3957906,172,0.0988,1,-25.1989,0.1139,-2.9622,0.049727,0.0118,34.16,26.17,-16.48
1777994847.6545365,173,0.0644,1,-32.2430,0.1139,-2.8483,0.072285,0.0063,40.03,39.68,-27.58
1777994847.9236298,174,0.0364,1,-132.6334,0.1139,-2.7343,0.016787,0.0131,145.41,22.68,-164.62
1777994848.1763237,175,0.0238,1,-108.1238,0.1139,-2.6204,0.009855,0.0083,138.74,41.10,-149.58
1777994848.4486604,176,0.0217,1,-108.7842,0.1139,-2.5065,0.011680,0.0074,140.05,39.64,-151.38
1777994848.705421,177,0.0208,1,-110.5404,0.1139,-2.3925,0.013550,0.0070,140.99,38.05,-152.92
1777994848.989224,178,0.0202,1,-113.4265,0.1139,-2.2786,0.017405,0.0152,141.89,36.56,-154.34
1777994849.2465916,179,0.0200,1,-117.0374,0.1139,-2.1647,0.023869,0.0089,142.54,35.35,-155.37
1777994849.5076046,180,0.0198,1,-121.7148,0.1139,-2.0507,0.034192,0.0070,143.17,34.19,-156.30
1777994849.7727969,181,0.0197,1,-126.8372,0.1139,-1.9368,0.048323,0.0109,143.69,33.25,-157.02
1777994850.0490327,182,0.0196,1,-132.0690,0.1139,-1.8228,0.066019,0.0107,144.14,32.49,-157.57
1777994850.3137388,183,0.0196,1,-137.0406,0.1139,-1.7089,0.086012,0.0108,144.50,31.91,-157.97
1777994850.5757394,184,0.0197,1,-141.3551,0.1139,-1.5950,0.106226,0.0074,144.77,31.53,-158.20
1777994850.852714,185,0.0197,1,-144.8320,0.1139,-1.4810,0.124660,0.0087,144.96,31.32,-158.32
1777994851.1157103,186,0.0197,1,-147.2062,0.1139,-1.3671,0.138404,0.0077,145.05,31.27,-158.33
1777994851.391966,187,0.0196,1,-148.4425,0.1139,-1.2532,0.146255,0.0079,145.06,31.36,-158.24
1777994851.6458998,188,0.0196,1,-148.8284,0.1139,-1.1392,0.149354,0.0096,144.99,31.55,-158.08
1777994851.924989,189,0.0196,1,-148.5905,0.1139,-1.0253,0.148936,0.0109,144.86,31.86,-157.83
1777994852.1854684,190,0.0196,1,-148.0837,0.1139,-0.9114,0.147178,0.0101,144.69,32.24,-157.52
1777994852.4324696,191,0.0196,1,-148.0837,0.1139,-0.7974,0.000000,0.0000,144.68,32.22,-157.53
1777994852.7005816,192,0.0196,1,-148.0837,0.1139,-0.6835,0.000000,0.0000,144.66,32.22,-157.53
1777994852.9618714,193,0.0197,1,-148.0837,0.1139,-0.5696,0.000000,0.0000,144.64,32.22,-157.52
1777994853.2241883,194,0.0197,1,-148.0837,0.1139,-0.4556,0.000000,0.0000,144.62,32.22,-157.52
1777994853.4981391,195,0.0198,1,-148.0837,0.1139,-0.3417,0.000000,0.0000,144.60,32.22,-157.51
