time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779906841.0411327,1,0.9995,0,-155.9238,0.0000,-155.9238,0.116317,0.4515,133.93,1.000000,1.000000,0,0
1779906841.4951558,2,0.9994,0,-156.0064,-0.0413,-155.9857,0.318119,0.3199,139.30,0.500000,0.500000,0,0
1779906842.0735722,3,0.9994,0,-156.1087,-0.0616,-156.0678,0.279911,0.3516,142.33,0.333333,0.333333,0,0
1779906842.5721436,4,0.9992,0,-155.9790,-0.0138,-156.0560,0.496741,0.3139,134.39,0.250000,0.250000,0,0
1779906843.1761148,5,0.9992,0,-155.5642,0.0719,-155.9002,0.435974,0.3985,133.84,0.200000,0.200000,0,0
1779906843.6751266,6,0.9992,0,-155.7342,0.0316,-155.8462,0.433577,0.3603,132.52,0.166667,0.166667,0,0
1779906844.2009492,7,0.9986,0,-155.6578,0.0380,-155.7844,1.295208,0.3524,130.38,0.142857,0.159104,0,0
1779906844.7318232,8,0.9986,0,-155.4976,0.0532,-155.6940,1.415652,0.3485,129.81,0.125000,0.159104,0,0
1779906845.3054733,9,0.9985,0,-155.4906,0.0481,-155.6213,2.958419,0.3883,131.73,0.111111,0.159104,0,0
1779906845.8421245,10,0.9986,0,-155.9391,-0.0015,-155.6730,4.449398,0.4033,94.71,0.100000,0.159104,0,0
1779906846.3281958,11,0.9994,0,-156.6355,-0.0646,-155.8804,4.181957,0.3573,20.62,0.090909,0.159104,0,0
1779906846.931863,12,0.9997,0,-157.7308,-0.1505,-156.3013,4.251454,0.4186,-40.03,0.083333,0.159104,0,0
1779906847.4055557,13,0.9999,0,-158.4663,-0.1955,-156.8101,2.870178,0.3611,-111.42,0.076923,0.159104,0,0
1779906847.914923,14,1.0000,0,-157.9957,-0.1479,-157.1231,2.028286,0.3506,-73.50,0.071429,0.159104,0,0
1779906848.396591,15,0.9999,0,-157.0336,-0.0739,-157.1710,2.379522,0.2984,-11.60,0.066667,0.159104,0,0
1779906848.9416254,16,0.9999,0,-155.9722,-0.0030,-156.9828,2.572293,0.3051,39.54,0.062500,0.159104,0,0
1779906849.5122683,17,0.9997,0,-155.1653,0.0447,-156.6562,2.928860,0.3546,97.98,0.058824,0.159104,0,0
1779906850.0218818,18,0.9994,0,-155.0007,0.0513,-156.3497,4.566989,0.3365,96.27,0.055556,0.159104,0,0
1779906850.549591,19,0.9991,0,-155.2783,0.0340,-156.1508,6.901692,0.3351,91.36,0.052632,0.159104,0,0
1779906851.087798,20,0.9986,0,-156.1179,-0.0096,-156.1537,6.976447,0.3231,37.75,0.050000,0.159104,0,0
1779906851.7266858,21,0.9953,0,-156.7646,-0.0398,-156.2839,11.486541,0.4303,56.93,0.047619,0.159104,0,0
1779906852.2126482,22,0.9909,0,-157.3139,-0.0627,-156.4991,17.729649,0.3837,71.51,0.045455,0.159104,0,0
1779906852.7524111,23,0.9883,0,-157.6228,-0.0733,-156.7376,19.250141,0.3741,94.03,0.043478,0.159104,0,0
1779906853.259676,24,0.9867,0,-157.0574,-0.0471,-156.8275,21.491726,0.3572,169.81,0.041667,0.159104,0,0
1779906853.8121803,25,0.9882,0,-156.8877,-0.0385,-156.8694,18.638809,0.3915,169.04,0.040000,0.159104,0,0
1779906854.3459268,26,0.9923,0,-156.7830,-0.0330,-156.8836,10.745895,0.3876,90.26,0.038462,0.159104,0,0
1779906854.922715,27,0.9951,0,-156.3549,-0.0160,-156.8134,7.763048,0.4208,2.91,0.037037,0.159104,0,0
1779906855.4495366,28,0.9965,0,-156.2431,-0.0115,-156.7326,9.709744,0.4323,-7.62,0.035714,0.159104,0,0
1779906855.9386659,29,0.9972,0,-155.9644,-0.0015,-156.6120,13.229202,0.3866,-7.61,0.034483,0.159104,0,0
1779906856.4668415,30,0.9969,0,-155.8352,0.0028,-156.4864,18.025976,0.3731,11.24,0.033333,0.159104,0,0
1779906857.0301313,31,0.9969,0,-156.4917,-0.0184,-156.5027,18.102556,0.4092,15.42,0.032258,0.159104,0,0
1779906857.5343747,32,0.9971,0,-157.1394,-0.0380,-156.6357,13.629517,0.3894,-55.31,0.031250,0.159104,0,0
1779906858.1041842,33,0.9967,0,-157.5117,-0.0481,-156.8150,9.025858,0.4153,-91.88,0.030303,0.159104,0,0
1779906858.7096512,34,0.9955,0,-157.6504,-0.0507,-156.9900,6.370413,0.4764,-32.70,0.029412,0.159104,0,0
1779906859.2000773,35,0.9936,0,-157.0132,-0.0312,-157.0200,8.347455,0.4442,39.88,0.028571,0.159104,0,0
1779906859.673901,36,0.9920,0,-156.2552,-0.0094,-156.9072,12.810932,0.3791,104.14,0.027778,0.159104,0,0
1779906860.2357464,37,0.9900,0,-155.6428,0.0072,-156.7020,20.263622,0.4148,118.51,0.027027,0.159104,0,0
1779906860.8465798,38,0.9871,0,-155.1883,0.0188,-156.4484,30.178785,0.4856,100.10,0.026316,0.159104,0,0
1779906861.3077955,39,0.9838,0,-155.1284,0.0198,-156.2251,39.850775,0.4050,91.04,0.025641,0.159104,0,0
1779906861.9173663,40,0.9803,0,-155.0672,0.0209,-156.0269,49.039756,0.4874,90.49,0.025000,0.159104,0,0
1779906862.4279158,41,0.9794,0,-155.6839,0.0056,-155.9687,51.229647,0.4650,91.28,0.024390,0.159104,0,0
1779906862.9880335,42,0.9834,0,-155.8138,0.0025,-155.9424,41.033981,0.4974,88.82,0.023810,0.159104,0,0
1779906863.4858816,43,0.9887,0,-155.7083,0.0048,-155.9015,28.113380,0.4566,92.90,0.023256,0.159104,0,0
1779906864.065593,44,0.9942,0,-155.6693,0.0056,-155.8600,15.446551,0.4905,107.76,0.022727,0.159104,0,0
1779906864.4850783,45,0.9982,0,-155.2201,0.0154,-155.7454,7.193353,0.3844,127.20,0.022222,0.159104,0,0
1779906865.0346284,46,0.9987,0,-155.1508,0.0166,-155.6370,8.341784,0.3963,148.52,0.021739,0.159104,0,0
1779906865.5228176,47,0.9981,0,-155.2292,0.0146,-155.5600,11.742843,0.3349,161.32,0.021277,0.159104,0,0
1779906866.041003,48,0.9981,0,-155.3189,0.0124,-155.5112,12.692826,0.3272,163.21,0.020833,0.159104,0,0
1779906866.5977318,49,0.9985,0,-155.4711,0.0091,-155.4972,9.984293,0.3492,161.43,0.020408,0.159104,0,0
1779906867.1452491,50,0.9985,0,-155.5522,0.0073,-155.4999,7.008832,0.3601,153.36,0.020000,0.159104,0,0
1779906867.6629949,51,0.9979,0,-155.5126,0.0079,-155.4952,5.627299,0.3321,137.00,0.019608,0.159104,0,0
1779906868.2556326,52,0.9967,0,-155.3219,0.0114,-155.4581,6.172374,0.3732,116.42,0.019231,0.159104,0,0
1779906868.7934036,53,0.9954,0,-155.1492,0.0144,-155.3971,8.817682,0.3522,99.59,0.018868,0.159104,0,0
1779906869.3778865,54,0.9950,0,-155.3686,0.0101,-155.3841,10.140593,0.4037,103.04,0.018519,0.159104,0,0
1779906869.8785858,55,0.9955,0,-156.0659,-0.0027,-155.4943,8.993863,0.3659,38.53,0.018182,0.159104,0,0
1779906870.436522,56,0.9961,0,-157.1048,-0.0211,-155.7673,6.810085,0.3716,-16.47,0.017857,0.159104,0,0
1779906871.012886,57,0.9965,0,-157.7407,-0.0319,-156.1070,4.745432,0.4143,-52.79,0.017544,0.159104,0,0
1779906871.5122812,58,0.9962,0,-157.4223,-0.0258,-156.3372,4.737870,0.3770,-56.35,0.017241,0.159104,0,0
1779906872.055457,59,0.9956,0,-156.7193,-0.0135,-156.4091,6.392529,0.3751,10.41,0.016949,0.159104,0,0
1779906872.537478,60,0.9951,0,-155.8161,0.0017,-156.3139,8.134425,0.3297,67.38,0.016667,0.159104,0,0
1779906873.131266,61,0.9951,0,-155.1683,0.0122,-156.1222,9.010298,0.3790,104.26,0.016393,0.159104,0,0
1779906873.6550035,62,0.9960,0,-155.0168,0.0144,-155.9349,7.873558,0.3673,93.88,0.016129,0.159104,0,0
1779906874.1903393,63,0.9973,0,-155.1006,0.0129,-155.7917,5.563530,0.3635,90.16,0.015873,0.159104,0,0
1779906874.7290812,64,0.9984,0,-155.0710,0.0131,-155.6661,3.207372,0.3751,89.55,0.015625,0.159104,0,0
1779906875.330472,65,0.9991,0,-155.0537,0.0132,-155.5577,1.495327,0.4283,86.35,0.015385,0.159104,0,0
1779906875.846722,66,0.9993,0,-155.1368,0.0117,-155.4809,1.175302,0.4173,83.31,0.015152,0.159104,0,0
1779906876.3528874,67,0.9990,0,-155.0715,0.0125,-155.4052,1.472739,0.3899,80.24,0.014925,0.159104,0,0
