time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779907650.9512894,1,0.9995,0,-155.9238,0.0000,-155.9238,0.116320,0.4923,133.93,1.000000,1.000000,0,0
1779907651.5018384,2,0.9994,0,-156.0877,-0.0819,-156.0467,0.280440,0.3333,142.55,0.500000,0.500000,0,0
1779907652.0286589,3,0.9993,0,-156.0298,-0.0353,-156.0646,0.379486,0.3273,138.67,0.333333,0.333333,0,0
1779907652.574188,4,0.9992,0,-155.7270,0.0491,-155.9434,0.479441,0.3343,133.14,0.250000,0.250000,0,0
1779907653.106858,5,0.9993,0,-155.5451,0.0757,-155.8033,0.373142,0.3389,133.95,0.200000,0.200000,0,0
1779907653.6430948,6,0.9989,0,-155.7210,0.0338,-155.7614,0.829061,0.3315,131.27,0.166667,0.166667,0,0
1779907654.1477702,7,0.9984,0,-155.5624,0.0516,-155.6864,1.480240,0.3151,130.13,0.142857,0.159104,0,0
1779907654.7246146,8,0.9986,0,-155.4007,0.0653,-155.5861,1.984320,0.3422,129.76,0.125000,0.159104,0,0
1779907655.3019295,9,0.9984,0,-155.6161,0.0342,-155.5621,3.893196,0.3921,133.46,0.111111,0.159104,0,0
1779907655.8133543,10,0.9990,0,-156.2261,-0.0302,-155.6930,4.379963,0.3734,57.79,0.100000,0.159104,0,0
1779907656.3636794,11,0.9997,0,-157.2083,-0.1167,-156.0321,4.130314,0.3951,-10.18,0.090909,0.159104,0,0
1779907656.8894382,12,0.9998,0,-158.2646,-0.1950,-156.5512,3.717844,0.3929,-72.80,0.083333,0.159104,0,0
1779907657.4098628,13,1.0000,0,-158.3798,-0.1888,-157.0009,2.220730,0.3740,-112.76,0.076923,0.159104,0,0
1779907657.9339082,14,1.0000,0,-157.5286,-0.1145,-157.1812,2.215439,0.3671,-40.26,0.071429,0.159104,0,0
1779907658.4537823,15,0.9999,0,-156.5058,-0.0387,-157.1063,2.487820,0.3550,14.24,0.066667,0.159104,0,0
1779907658.9719667,16,0.9998,0,-155.4641,0.0288,-156.8209,2.666706,0.3446,66.71,0.062500,0.159104,0,0
