time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,angle_y,angle_z,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779806043.0247812,1,0.1211,0,-61.1858,-7.4101,-13.9228,0.000113,0.1468,28.09,-32.36,6.26,1.000000,1.000000,0,0
1779806043.3247342,2,0.1211,0,-61.0850,-6.9552,-23.3134,0.000102,0.1957,28.90,-22.62,4.74,0.500000,0.500000,0,0
1779806043.5263839,3,0.1211,0,-61.0188,-6.6717,-31.2381,0.000073,0.1455,29.20,-14.37,3.64,0.333333,0.333333,0,0
1779806043.7946382,4,0.1211,0,-61.0213,-6.4699,-38.4136,0.000079,0.1655,28.91,-6.86,2.73,0.250000,0.250000,0,0
1779806044.065429,5,0.1209,0,-61.0577,-6.3142,-45.1228,0.000126,0.1813,28.21,0.07,1.92,0.200000,0.200000,0,0
1779806044.275721,6,0.1208,0,-61.0923,-6.1878,-51.5076,0.000149,0.1499,27.39,6.49,1.16,0.166667,0.166667,0,0
1779806044.5271056,7,0.1207,0,-61.1206,-6.0815,-57.6569,0.000150,0.1383,26.47,12.65,0.43,0.142857,0.159104,0,0
1779806044.7917771,8,0.1206,0,-61.1286,-5.9900,-63.5986,0.000146,0.1624,25.48,18.60,-0.31,0.125000,0.159104,0,0
1779806045.0308442,9,0.1205,0,-61.1167,-5.9096,-69.3473,0.000164,0.1484,24.46,24.37,-1.07,0.111111,0.159104,0,0
1779806045.3186486,10,0.1205,0,-61.0682,-5.8378,-74.9146,0.000255,0.1944,23.53,29.99,-1.87,0.100000,0.159104,0,0
1779806045.5417058,11,0.1205,0,-60.9595,-5.7727,-80.3091,0.000447,0.1574,22.78,35.38,-2.73,0.090909,0.159104,0,0
1779806045.7915952,12,0.1205,0,-60.7667,-5.7128,-85.5376,0.000613,0.1680,22.46,40.52,-3.69,0.083333,0.159104,0,0
1779806046.0324168,13,0.1206,0,-60.5617,-5.6579,-90.6076,0.000572,0.1506,22.16,45.59,-4.77,0.076923,0.159104,0,0
1779806046.2907023,14,0.1206,0,-60.4016,-5.6078,-95.5280,0.000415,0.1618,21.45,50.59,-6.02,0.071429,0.159104,0,0
1779806046.532433,15,0.1207,0,-60.2631,-5.5615,-100.3057,0.000251,0.1610,20.40,55.40,-7.49,0.066667,0.159104,0,0
1779806046.7790377,16,0.1207,0,-60.1410,-5.5187,-104.9474,0.000129,0.1498,19.01,60.00,-9.28,0.062500,0.159104,0,0
1779806047.0633934,17,0.1206,0,-60.0353,-5.4788,-109.4591,0.000053,0.1814,17.06,64.41,-11.56,0.058824,0.159104,0,0
1779806047.3269434,18,0.1206,0,-59.9594,-5.4416,-113.8467,0.000032,0.2007,14.18,68.66,-14.57,0.055556,0.159104,0,0
1779806047.563789,19,0.1205,0,-59.9128,-5.4068,-118.1159,0.000038,0.1899,9.88,72.77,-18.85,0.052632,0.159104,0,0
