time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,angle_y,angle_z,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779900887.2813582,1,0.0194,1,0.0000,0.0000,0.0000,0.469737,0.2429,18.45,29.40,-2.89,1.000000,1.000000,0,0
1779900887.4089882,2,0.0194,1,0.0000,0.0000,0.0000,0.484056,0.1137,18.13,28.73,-2.64,0.500000,0.500000,0,0
1779900887.804392,3,0.0193,1,0.0000,0.0000,0.0000,0.552571,0.2422,17.73,26.29,-1.95,0.333333,0.333333,0,0
1779900888.0261147,4,0.0192,1,0.0000,0.0000,0.0000,0.651880,0.1986,16.02,22.85,-0.92,0.250000,0.250000,0,0
1779900888.3693745,5,0.0194,1,0.0000,0.0000,0.0000,0.694944,0.2963,13.62,20.66,-0.23,0.200000,0.200000,0,0
1779900888.878327,6,0.0237,1,0.0000,0.0000,0.0000,0.628468,0.2740,12.63,21.84,-0.31,0.166667,0.166667,0,0
1779900889.4387481,7,0.0540,1,0.0000,0.0000,0.0000,0.658441,0.2934,14.69,18.60,-0.19,0.142857,0.142857,0,0
1779900889.9063613,8,0.0992,1,0.0000,0.0000,0.0000,0.668206,0.2420,13.78,12.87,0.77,0.125000,0.125000,0,0
1779900890.0543826,9,0.1216,0,-0.6444,-0.0087,-0.0173,0.568780,0.1337,13.43,12.66,0.66,0.111111,0.111111,0,0
1779900890.442145,10,0.1436,0,-0.7195,-0.0097,-0.0369,0.471445,0.2449,13.84,13.31,0.38,0.100000,0.100000,0,0
1779900890.6198678,11,0.1664,0,-0.7593,-0.0101,-0.0578,0.412148,0.1622,13.73,13.16,0.22,0.090909,0.090909,0,0
1779900891.1548367,12,0.1894,0,-0.7922,-0.0105,-0.0797,0.356931,0.4198,13.55,12.68,0.13,0.083333,0.083333,0,0
1779900891.4876065,13,0.2283,0,-0.8688,-0.0116,-0.1050,0.268619,0.2323,12.25,10.61,0.40,0.076923,0.076923,0,0
1779900891.637185,14,0.2419,0,-0.9632,-0.0131,-0.1326,0.260806,0.1281,11.95,8.84,0.62,0.071429,0.071429,0,0
1779900892.0611732,15,0.2516,0,-1.0159,-0.0137,-0.1610,0.239431,0.2784,10.14,7.37,0.59,0.066667,0.066667,0,0
1779900892.6040857,16,0.2628,0,-1.0354,-0.0138,-0.1889,0.217530,0.2682,5.06,3.65,0.53,0.062500,0.062500,0,0
1779900893.0815325,17,0.2628,0,-1.0135,-0.0133,-0.2147,0.211897,0.2430,-2.14,-0.27,1.11,0.058824,0.058824,0,0
1779900893.4406462,18,0.2597,0,-0.9732,-0.0125,-0.2380,0.203361,0.3315,-7.02,-1.41,1.43,0.055556,0.055556,0,0
1779900893.965178,19,0.2518,0,-0.7079,-0.0088,-0.2529,0.108897,0.3275,-15.85,0.77,1.22,0.052632,0.052632,0,0
1779900894.430095,20,0.2434,0,-0.6777,-0.0083,-0.2663,0.098894,0.2561,-12.87,3.48,1.31,0.050000,0.050000,0,0
1779900895.0063376,21,0.2366,0,-0.9351,-0.0111,-0.2849,0.246854,0.2933,-4.32,1.51,1.96,0.047619,0.047619,0,0
1779900895.4415636,22,0.2321,0,-1.3391,-0.0153,-0.3111,0.441866,0.2184,8.23,-2.95,3.09,0.045455,0.045455,0,0
1779900895.6291034,23,0.2301,0,-1.5673,-0.0174,-0.3410,0.535999,0.1390,14.53,-5.48,3.72,0.043478,0.043478,0,0
