time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x
1777989529.014252,1,0.9998,1,0.0000,0.0000,0.0000,0.000000,0.0000,-15.48
1777989529.2756112,2,0.9997,1,0.0000,0.0000,0.0000,0.000000,0.0000,-15.47
1777989529.5157428,3,0.9997,1,0.0000,0.0000,0.0000,0.000000,0.0000,-15.47
1777989529.7772927,4,0.9997,1,0.0000,0.0000,0.0000,0.000000,0.0000,-15.47
1777989530.0212827,5,0.9997,1,0.0000,0.0000,0.0000,0.000000,0.0000,-15.47
1777989530.263671,6,0.9997,1,0.0000,0.0000,0.0000,0.000000,0.0000,-15.47
1777989530.524568,7,0.9997,1,0.0000,0.0000,0.0000,0.000000,0.0000,-15.46
1777989530.775178,8,0.9997,1,0.0000,0.0000,0.0000,0.000000,0.0000,-15.46
1777989531.0191205,9,0.9997,1,0.0000,0.0000,0.0000,0.000000,0.0000,-15.46
1777989531.2641633,10,0.9997,1,0.0000,0.0000,0.0000,0.000000,0.0000,-15.46
1777989531.5319395,11,0.9997,1,0.0000,0.0000,0.0000,0.000000,0.0000,-15.45
1777989531.7663414,12,0.9997,1,0.0000,0.0000,0.0000,0.000000,0.0000,-15.45
1777989532.009003,13,0.9997,1,0.0000,0.0000,0.0000,0.000000,0.0000,-15.44
1777989532.2722297,14,0.9997,1,0.0000,0.0000,0.0000,0.000000,0.0000,-15.44
1777989532.5261188,15,0.9997,1,0.0000,0.0000,0.0000,0.000000,0.0000,-15.43
1777989532.7690094,16,0.9997,1,0.0000,0.0000,0.0000,0.000000,0.0000,-15.43
1777989533.0127165,17,0.9997,1,0.0000,0.0000,0.0000,0.000000,0.0000,-15.43
1777989533.2752512,18,0.9997,1,0.0000,0.0000,0.0000,0.000000,0.0000,-15.42
1777989533.521093,19,0.9997,1,0.0000,0.0000,0.0000,0.000000,0.0000,-15.42
1777989533.7801485,20,0.9997,1,0.0000,0.0000,0.0000,0.000000,0.0000,-15.42
1777989534.0249333,21,0.9997,1,0.0000,0.0000,0.0000,0.000000,0.0000,-15.41
1777989534.2722867,22,0.9997,1,0.0000,0.0000,0.0000,0.000000,0.0000,-15.41
1777989534.5189033,23,0.9997,1,0.0000,0.0000,0.0000,0.000000,0.0000,-15.40
