time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,angle_y,angle_z,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779718584.6866446,1,0.0194,1,0.0000,0.0000,0.0000,0.060105,0.2542,20.26,28.24,-8.32,1.000000,1.000000,1,0
1779718584.9108105,2,0.0194,1,0.0000,0.0000,0.0000,0.062584,0.2158,19.74,27.70,-7.78,0.500000,0.500000,0,0
1779718585.2044718,3,0.0193,1,0.0000,0.0000,0.0000,0.078853,0.2429,18.86,25.55,-6.41,0.333333,0.333333,1,0
1779718585.5001295,4,0.0192,1,0.0000,0.0000,0.0000,0.102681,0.2726,16.67,22.50,-4.44,0.250000,0.250000,0,0
1779718585.9832177,5,0.0201,1,0.0000,0.0000,0.0000,0.095029,0.2392,12.81,20.98,-2.83,0.200000,0.200000,0,0
1779718586.284369,6,0.0237,1,0.0000,0.0000,0.0000,0.082827,0.2758,13.09,21.62,-3.13,0.166667,0.166667,0,0
1779718586.7840652,7,0.0540,1,0.0000,0.0000,0.0000,0.299496,0.2423,14.98,18.38,-2.84,0.142857,0.159104,0,0
1779718587.0309436,8,0.0763,1,0.0000,0.0000,0.0000,0.335393,0.2314,14.54,15.13,-1.66,0.125000,0.159104,0,0
1779718587.3073425,9,0.0992,1,0.0000,0.0000,0.0000,0.287349,0.2358,13.81,12.93,-0.88,0.111111,0.159104,0,0
1779718587.5575771,10,0.1216,0,-14.7580,-0.1794,-0.4614,0.202940,0.2227,13.50,13.11,-1.10,0.100000,0.159104,0,0
1779718587.8402839,11,0.1436,0,-11.8587,-0.1392,-0.8579,0.152016,0.2402,13.98,14.09,-1.61,0.090909,0.159104,0,0
1779718588.074042,12,0.1664,0,-9.5077,-0.1047,-1.1888,0.149692,0.2110,13.96,14.21,-1.88,0.083333,0.159104,0,0
1779718588.3389995,13,0.1894,0,-7.7395,-0.0774,-1.4613,0.140363,0.2148,13.83,13.92,-2.02,0.076923,0.159104,0,0
1779718588.6052628,14,0.2105,0,-6.5233,-0.0579,-1.6869,0.120922,0.2186,13.18,13.36,-1.80,0.071429,0.159104,0,0
1779718588.8555567,15,0.2283,0,-5.9330,-0.0481,-1.8875,0.090548,0.2159,12.47,12.31,-1.43,0.066667,0.159104,0,0
1779718589.1144516,16,0.2419,0,-5.8960,-0.0468,-2.0867,0.068790,0.2132,12.25,10.73,-1.08,0.062500,0.159104,0,0
