time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,angle_y,angle_z,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779898072.9812443,1,0.0194,1,0.0000,0.0000,0.0000,0.469737,0.2790,18.45,29.40,-2.89,1.000000,1.000000,0,0
1779898073.4862945,2,0.0193,1,0.0000,0.0000,0.0000,0.552571,0.2785,17.73,26.29,-1.95,0.500000,0.500000,0,0
1779898074.0173044,3,0.0194,1,0.0000,0.0000,0.0000,0.694944,0.2740,13.62,20.66,-0.23,0.333333,0.333333,0,0
1779898074.5675535,4,0.0237,1,0.0000,0.0000,0.0000,0.628468,0.2934,12.63,21.84,-0.31,0.250000,0.250000,0,0
1779898075.0764651,5,0.0540,1,0.0000,0.0000,0.0000,0.658441,0.2587,14.69,18.60,-0.19,0.200000,0.200000,0,0
1779898075.241989,6,0.0763,1,0.0000,0.0000,0.0000,0.688958,0.1606,14.48,15.17,0.40,0.166667,0.166667,0,0
1779898075.6593664,7,0.0992,1,0.0000,0.0000,0.0000,0.668206,0.3121,13.78,12.87,0.77,0.142857,0.142857,0,0
1779898076.3206494,8,0.1436,0,-0.7033,-0.0126,-0.0250,0.472388,0.4329,13.84,13.30,0.38,0.125000,0.125000,0,0
1779898076.6670027,9,0.1894,0,-0.7626,-0.0136,-0.0539,0.358801,0.2495,13.55,12.65,0.14,0.111111,0.111111,0,0
1779898076.9306822,10,0.2105,0,-0.8037,-0.0142,-0.0835,0.307507,0.2488,12.93,11.88,0.21,0.100000,0.100000,0,0
1779898077.4646878,11,0.2419,0,-0.9450,-0.0170,-0.1191,0.262237,0.2487,11.95,8.83,0.63,0.090909,0.090909,0,0
1779898077.7387795,12,0.2516,0,-1.0045,-0.0179,-0.1551,0.240362,0.2549,10.14,7.36,0.59,0.083333,0.083333,0,0
1779898078.3363054,13,0.2628,0,-1.0306,-0.0180,-0.1905,0.217924,0.3140,5.06,3.65,0.53,0.076923,0.076923,0,0
1779898078.8126605,14,0.2628,0,-1.0148,-0.0174,-0.2231,0.211795,0.2734,-2.14,-0.27,1.11,0.071429,0.071429,0,0
1779898079.4091587,15,0.2561,0,-0.8592,-0.0145,-0.2481,0.177207,0.3231,-11.87,-1.09,1.49,0.066667,0.066667,0,0
1779898079.9333746,16,0.2474,0,-0.6439,-0.0109,-0.2650,0.072739,0.3174,-16.15,2.51,1.12,0.062500,0.062500,0,0
1779898080.4352052,17,0.2398,0,-0.7799,-0.0127,-0.2847,0.157234,0.2939,-8.98,3.19,1.56,0.058824,0.058824,0,0
1779898080.99146,18,0.2341,0,-1.1415,-0.0172,-0.3128,0.344303,0.3276,1.90,-0.59,2.49,0.055556,0.055556,0,0
1779898081.4946873,19,0.2301,0,-1.5687,-0.0222,-0.3500,0.535834,0.2943,14.54,-5.47,3.71,0.052632,0.052632,0,0
1779898081.9656484,20,0.2283,0,-1.9046,-0.0257,-0.3932,0.726855,0.2306,23.95,-10.32,5.10,0.050000,0.050000,0,0
1779898082.2502303,21,0.2269,0,-2.0204,-0.0267,-0.4372,0.819872,0.2601,24.49,-12.86,5.69,0.047619,0.047619,0,0
1779898082.4817293,22,0.2251,0,-2.1112,-0.0274,-0.4814,0.906512,0.2142,22.87,-15.60,5.92,0.045455,0.045455,0,0
1779898082.8849683,23,0.2245,0,-2.1688,-0.0277,-0.5253,0.947559,0.3501,20.08,-17.67,5.77,0.043478,0.043478,0,0
1779898083.364808,24,0.2281,0,-2.0222,-0.0260,-0.5653,0.826976,0.3067,12.84,-15.31,4.66,0.041667,0.041667,0,0
1779898083.8564687,25,0.2316,0,-1.6405,-0.0222,-0.5972,0.639234,0.2709,9.11,-3.18,1.84,0.040000,0.040000,0,0
1779898084.3899574,26,0.2352,0,-1.2012,-0.0181,-0.6206,0.379773,0.2801,9.26,16.25,-3.39,0.038462,0.038462,0,0
1779898084.8971434,27,0.2388,0,-0.7806,-0.0142,-0.6361,0.084327,0.2559,14.55,36.76,-7.61,0.037037,0.037037,0,0
1779898085.091659,28,0.2374,0,-0.6501,-0.0130,-0.6490,0.022644,0.1786,17.69,43.30,-8.88,0.035714,0.035714,0,0
1779898085.4803572,29,0.2340,0,-0.6061,-0.0125,-0.6611,0.011903,0.3002,21.28,47.23,-10.22,0.034483,0.034483,0,0
