time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779720946.5160642,1,0.9995,0,24.0777,24.0661,24.0777,1.270078,0.2689,-9.12,1.000000,1.000000,0,0
1779720946.9934084,2,0.9995,0,23.8548,11.9282,29.9336,1.233733,0.2322,-11.79,0.500000,0.500000,0,0
1779720947.2694218,3,0.9994,0,23.8120,7.9402,33.1893,1.192938,0.2387,-13.04,0.333333,0.333333,0,0
1779720947.410922,4,0.9994,0,23.9943,6.0019,35.3943,1.267426,0.1206,-13.06,0.250000,0.250000,0,0
1779720947.7849367,5,0.9994,0,23.9131,4.7860,36.9288,1.349100,0.2246,-12.12,0.200000,0.200000,0,0
1779720948.075459,6,0.9994,0,23.8921,3.9853,38.0789,1.382077,0.2483,-11.62,0.166667,0.166667,0,0
1779720948.5848505,7,0.9992,0,24.0217,3.4350,38.7330,1.257034,0.2404,-13.04,0.142857,0.159104,0,0
1779720948.8608034,8,0.9992,0,24.2736,3.0374,38.9889,1.192497,0.2463,-12.55,0.125000,0.159104,0,0
1779720949.165681,9,0.9992,0,24.4369,2.7183,38.9615,1.216597,0.2876,-10.70,0.111111,0.159104,0,0
1779720949.619987,10,0.9992,0,24.2674,2.4298,38.6690,1.314689,0.2168,-6.33,0.100000,0.159104,0,0
1779720949.8998287,11,0.9989,0,24.2794,2.2102,38.2411,1.352576,0.2274,-4.67,0.090909,0.159104,0,0
1779720950.1625764,12,0.9986,0,24.3440,2.0317,37.7421,1.393423,0.2214,-2.70,0.083333,0.159104,0,0
1779720950.410881,13,0.9984,0,24.4368,1.8828,37.2121,1.432768,0.2185,-1.29,0.076923,0.159104,0,0
1779720950.6846397,14,0.9986,0,24.5042,1.7533,36.6679,1.451719,0.2194,-0.51,0.071429,0.159104,0,0
1779720950.9547217,15,0.9986,0,24.5997,1.6429,36.1324,1.451400,0.2168,0.61,0.066667,0.159104,0,0
1779720951.2181225,16,0.9985,0,24.5111,1.5349,35.5773,1.445813,0.2204,0.15,0.062500,0.159104,0,0
1779720951.4931042,17,0.9984,0,24.3857,1.4374,35.0085,1.463701,0.2214,-0.59,0.058824,0.159104,0,0
1779720951.7534556,18,0.9986,0,24.0631,1.3397,34.3963,1.665962,0.2159,0.42,0.055556,0.159104,0,0
1779720952.040059,19,0.9990,0,23.7760,1.2542,33.7632,1.838610,0.2370,3.06,0.052632,0.159104,0,0
1779720952.3377137,20,0.9994,0,23.3668,1.1711,33.0949,1.999137,0.2684,5.92,0.050000,0.159104,0,0
1779720952.826932,21,0.9997,0,22.2699,1.0631,32.2671,2.262471,0.2156,15.20,0.047619,0.159104,0,0
1779720953.0947454,22,0.9998,0,21.7390,0.9907,31.4255,2.305908,0.2264,18.99,0.045455,0.159104,0,0
1779720953.3884823,23,0.9999,0,21.5334,0.9387,30.6412,2.427979,0.2383,24.30,0.043478,0.159104,0,0
1779720953.618072,24,1.0000,0,21.6199,0.9031,29.9654,2.659709,0.2096,30.87,0.041667,0.159104,0,0
1779720953.9306602,25,1.0000,0,22.0064,0.8825,29.4412,2.736984,0.2498,32.49,0.040000,0.159104,0,0
1779720954.1865819,26,1.0000,0,22.4723,0.8665,29.0610,2.690459,0.2444,29.65,0.038462,0.159104,0,0
1779720954.4367347,27,0.9999,0,22.9704,0.8528,28.8092,2.544475,0.2305,25.47,0.037037,0.159104,0,0
1779720954.6818595,28,0.9999,0,23.4966,0.8412,28.6714,2.265058,0.2157,18.70,0.035714,0.159104,0,0
1779720954.9802802,29,0.9999,0,24.0312,0.8306,28.6317,1.885605,0.2447,11.35,0.034483,0.159104,0,0
1779720955.2161381,30,0.9998,0,24.5386,0.8198,28.6700,1.481309,0.2163,4.89,0.033333,0.159104,0,0
1779720955.4979212,31,0.9997,0,24.8358,0.8030,28.7353,1.128111,0.2313,-1.64,0.032258,0.159104,0,0
1779720955.7451391,32,0.9996,0,24.9885,0.7826,28.7976,0.836757,0.2209,-8.33,0.031250,0.159104,0,0
1779720956.017196,33,0.9994,0,24.9998,0.7593,28.8323,0.693969,0.2227,-12.31,0.030303,0.159104,0,0
1779720956.2968078,34,0.9992,0,24.8997,0.7340,28.8244,0.739728,0.2419,-12.15,0.029412,0.159104,0,0
1779720956.5420535,35,0.9991,0,24.7227,0.7080,28.7679,0.988185,0.2196,-8.76,0.028571,0.159104,0,0
1779720956.8228157,36,0.9991,0,24.3794,0.6788,28.6412,1.436133,0.2421,-2.43,0.027778,0.159104,0,0
1779720957.0771413,37,0.9986,0,23.8836,0.6471,28.4297,2.032151,0.2267,5.86,0.027027,0.159104,0,0
1779720957.364846,38,0.9973,0,23.6118,0.6230,28.1894,2.435492,0.2537,15.92,0.026316,0.159104,0,0
1779720957.5949862,39,0.9953,0,23.2378,0.5976,27.9082,2.865148,0.2233,24.83,0.025641,0.159104,0,0
1779720957.8971765,40,0.9930,0,22.9675,0.5760,27.6126,3.172965,0.2677,31.55,0.025000,0.159104,0,0
1779720958.446001,41,0.9894,0,22.4782,0.5503,27.2681,3.738234,0.2699,44.96,0.024390,0.159104,0,0
1779720958.9294295,42,0.9873,0,22.5800,0.5398,26.9867,3.914519,0.2343,54.19,0.023810,0.159104,0,0
1779720959.2189353,43,0.9867,0,22.9484,0.5359,26.8045,3.806179,0.2507,56.38,0.023256,0.159104,0,0
1779720959.3434532,44,0.9870,0,22.9905,0.5248,26.6479,3.716223,0.1182,55.49,0.022727,0.159104,0,0
1779720959.7432632,45,0.9882,0,23.1176,0.5160,26.5278,3.534130,0.2371,52.50,0.022222,0.159104,0,0
1779720960.0069199,46,0.9901,0,23.1469,0.5056,26.4211,3.356317,0.2488,49.82,0.021739,0.159104,0,0
1779720960.2732952,47,0.9923,0,23.2213,0.4965,26.3340,3.141600,0.2392,46.25,0.021277,0.159104,0,0
1779720960.5252402,48,0.9941,0,23.5977,0.4940,26.3170,2.938682,0.2393,41.21,0.020833,0.159104,0,0
1779720960.8292787,49,0.9951,0,23.6477,0.4850,26.3026,2.654570,0.2740,34.30,0.020408,0.159104,0,0
1779720961.324236,50,0.9965,0,23.7585,0.4775,26.3010,2.120654,0.2309,18.13,0.020000,0.159104,0,0
