time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,angle_y,angle_z
1777984657.2438335,1,0.0586,1,0.0000,0.0000,0.0000,0.000000,0.0000,31.54,24.36,-17.83
1777984657.4891067,2,0.0586,1,0.0000,0.0000,0.0000,0.000000,0.0000,31.54,24.36,-17.83
1777984657.750902,3,0.0586,1,0.0000,0.0000,0.0000,0.000000,0.0000,31.53,24.36,-17.83
1777984657.9980092,4,0.0586,1,0.0000,0.0000,0.0000,0.000000,0.0000,31.53,24.36,-17.83
1777984658.241449,5,0.0586,1,0.0000,0.0000,0.0000,0.000000,0.0000,31.53,24.36,-17.83
1777984658.5017345,6,0.0586,1,0.0000,0.0000,0.0000,0.000000,0.0000,31.53,24.36,-17.83
1777984658.7465198,7,0.0586,1,0.0000,0.0000,0.0000,0.000000,0.0000,31.54,24.36,-17.83
1777984658.9943807,8,0.0586,1,0.0000,0.0000,0.0000,0.000000,0.0000,31.53,24.36,-17.83
1777984659.3154235,9,0.0586,1,-0.0429,0.0000,0.0000,0.000036,0.0750,31.45,24.22,-17.69
1777984659.5718448,10,0.0586,1,-0.0429,0.0000,0.0000,0.000013,0.0751,31.04,23.28,-16.88
1777984659.8107848,11,0.0583,1,-0.0429,0.0000,0.0000,0.000040,0.0703,29.01,22.10,-15.11
1777984660.0563114,12,0.0580,1,-0.0429,0.0000,0.0000,0.000030,0.0711,26.38,21.96,-13.55
1777984660.322943,13,0.0575,1,-0.0429,0.0000,0.0000,0.000026,0.0700,24.06,23.13,-12.75
1777984660.5669541,14,0.0570,1,-0.0429,0.0000,0.0000,0.000048,0.0754,21.99,26.00,-12.95
1777984660.8222842,15,0.0568,1,-0.0429,0.0000,0.0000,0.000055,0.0744,21.82,30.32,-14.77
1777984661.0707762,16,0.0567,1,-0.0429,0.0000,0.0000,0.000040,0.0736,22.08,34.50,-16.59
1777984661.3220458,17,0.0569,1,-0.0429,0.0000,0.0000,0.000026,0.0803,21.97,38.03,-17.85
