time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,angle_y,angle_z,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779716464.9184206,1,0.0194,1,0.0000,0.0000,0.0000,0.060105,0.1815,20.26,28.24,-8.32,1.000000,1.000000,0,0
1779716465.1537447,2,0.0194,1,0.0000,0.0000,0.0000,0.062584,0.1700,19.74,27.70,-7.78,0.500000,0.500000,0,0
1779716465.4314442,3,0.0193,1,0.0000,0.0000,0.0000,0.078853,0.1838,18.86,25.55,-6.41,0.333333,0.333333,0,0
1779716465.7218823,4,0.0192,1,0.0000,0.0000,0.0000,0.102681,0.2128,16.67,22.50,-4.44,0.250000,0.250000,0,0
1779716465.9565952,5,0.0194,1,0.0000,0.0000,0.0000,0.107441,0.1818,14.05,20.47,-3.09,0.200000,0.200000,0,0
1779716466.2354336,6,0.0201,1,0.0000,0.0000,0.0000,0.095029,0.1989,12.81,20.98,-2.83,0.166667,0.166667,0,0
1779716466.519603,7,0.0237,1,0.0000,0.0000,0.0000,0.082827,0.2245,13.09,21.62,-3.13,0.142857,0.159104,0,0
1779716466.805415,8,0.0360,1,0.0000,0.0000,0.0000,0.086408,0.2364,14.30,20.88,-3.41,0.125000,0.159104,0,0
1779716466.916722,9,0.0540,1,0.0000,0.0000,0.0000,0.299496,0.0972,14.98,18.38,-2.84,0.111111,0.159104,0,0
1779716467.2487638,10,0.0763,1,0.0000,0.0000,0.0000,0.335393,0.1638,14.54,15.13,-1.66,0.100000,0.159104,0,0
1779716467.5476463,11,0.0992,1,0.0000,0.0000,0.0000,0.287349,0.1836,13.81,12.93,-0.88,0.090909,0.159104,0,0
1779716467.8083775,12,0.1216,0,-14.7580,-0.1495,-0.4321,0.202940,0.1905,13.50,13.08,-1.09,0.083333,0.159104,0,0
1779716468.0897484,13,0.1436,0,-11.8587,-0.1158,-0.8064,0.152016,0.2056,13.98,14.05,-1.59,0.076923,0.159104,0,0
1779716468.3491068,14,0.1664,0,-9.5077,-0.0865,-1.1210,0.149692,0.1938,13.95,14.14,-1.85,0.071429,0.159104,0,0
1779716468.588002,15,0.1894,0,-7.7395,-0.0631,-1.3817,0.140363,0.1610,13.83,13.85,-1.98,0.066667,0.159104,0,0
1779716468.8477669,16,0.2105,0,-6.5233,-0.0463,-1.5986,0.120922,0.1623,13.17,13.28,-1.77,0.062500,0.159104,0,0
1779716469.171288,17,0.2283,0,-5.9330,-0.0377,-1.7924,0.090548,0.2058,12.47,12.23,-1.39,0.058824,0.159104,0,0
1779716469.4392617,18,0.2419,0,-5.8960,-0.0367,-1.9856,0.068790,0.2212,12.24,10.64,-1.04,0.055556,0.159104,0,0
1779716469.6944733,19,0.2516,0,-5.7367,-0.0341,-2.1685,0.047904,0.1952,10.48,9.25,-1.09,0.052632,0.159104,0,0
1779716469.9642437,20,0.2584,0,-5.4977,-0.0306,-2.3347,0.040865,0.1938,7.92,7.60,-1.25,0.050000,0.159104,0,0
1779716470.232535,21,0.2628,0,-5.3056,-0.0278,-2.4856,0.043077,0.1855,5.42,5.76,-1.09,0.047619,0.159104,0,0
1779716470.4974933,22,0.2642,0,-5.1563,-0.0257,-2.6224,0.048439,0.1986,2.42,3.78,-0.53,0.045455,0.159104,0,0
