time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779718584.6589694,1,0.9995,0,24.0777,24.0661,24.0777,1.270078,0.2314,-9.12,1.000000,1.000000,0,0
1779718584.9187596,2,0.9995,0,23.8881,11.9442,29.9580,1.281554,0.2282,-10.33,0.500000,0.500000,0,0
1779718585.1790597,3,0.9995,0,23.8548,7.9538,33.2287,1.233733,0.2192,-11.79,0.333333,0.333333,0,0
1779718585.476405,4,0.9994,0,23.8120,5.9559,35.3437,1.192938,0.2523,-13.04,0.250000,0.250000,0,0
1779718585.5841682,5,0.9994,0,23.9943,4.8019,36.9173,1.267426,0.0978,-13.06,0.200000,0.200000,0,0
1779718585.9749038,6,0.9994,0,23.9131,3.9885,38.0754,1.349100,0.2325,-12.12,0.166667,0.166667,0,0
1779718586.2842836,7,0.9994,0,23.8921,3.4161,38.6930,1.382077,0.2713,-11.62,0.142857,0.159104,0,0
1779718586.788629,8,0.9992,0,24.0217,3.0056,38.8884,1.257034,0.2530,-13.04,0.125000,0.159104,0,0
1779718587.0251536,9,0.9992,0,24.2736,2.6999,38.8357,1.192497,0.2239,-12.55,0.111111,0.159104,0,0
1779718587.3075392,10,0.9992,0,24.4369,2.4464,38.6040,1.216597,0.2370,-10.70,0.100000,0.159104,0,0
1779718587.5674179,11,0.9993,0,24.4558,2.2259,38.2266,1.280216,0.2386,-8.59,0.090909,0.159104,0,0
1779718587.8431132,12,0.9992,0,24.2674,2.0249,37.7104,1.314689,0.2477,-6.33,0.083333,0.159104,0,0
1779718588.0876234,13,0.9989,0,24.2794,1.8702,37.1488,1.352576,0.2297,-4.67,0.076923,0.159104,0,0
1779718588.35911,14,0.9986,0,24.3440,1.7414,36.5792,1.393423,0.2387,-2.70,0.071429,0.159104,0,0
1779718588.6186543,15,0.9984,0,24.4368,1.6317,36.0228,1.432768,0.2299,-1.29,0.066667,0.159104,0,0
1779718588.8752477,16,0.9986,0,24.5042,1.5340,35.4831,1.451719,0.2373,-0.51,0.062500,0.159104,0,0
1779718589.0998392,17,0.9986,0,24.5997,1.4495,34.9732,1.451400,0.2003,0.61,0.058824,0.159104,0,0
1779718589.4186518,18,0.9985,0,24.5111,1.3642,34.4587,1.445813,0.2488,0.15,0.055556,0.159104,0,0
1779718589.7615387,19,0.9984,0,24.3857,1.2859,33.9403,1.463701,0.3130,-0.59,0.052632,0.159104,0,0
1779718590.220131,20,0.9990,0,23.7760,1.1913,33.3267,1.838610,0.2471,3.06,0.050000,0.159104,0,0
1779718590.4768836,21,0.9994,0,23.3668,1.1151,32.6807,1.999137,0.2451,5.92,0.047619,0.159104,0,0
1779718590.7552989,22,0.9997,0,22.7953,1.0385,31.9818,2.126922,0.2558,10.13,0.045455,0.159104,0,0
1779718591.0006,23,0.9997,0,22.2699,0.9705,31.2531,2.262471,0.2408,15.20,0.043478,0.159104,0,0
1779718591.2524025,24,0.9998,0,21.7390,0.9079,30.5033,2.305908,0.2279,18.99,0.041667,0.159104,0,0
1779718591.4994934,25,0.9999,0,21.5334,0.8634,29.8024,2.427979,0.2074,24.30,0.040000,0.159104,0,0
1779718591.7929518,26,1.0000,0,21.6199,0.8335,29.2015,2.659709,0.2280,30.87,0.038462,0.159104,0,0
1779718592.0618265,27,1.0000,0,22.0064,0.8170,28.7437,2.736984,0.2365,32.49,0.037037,0.159104,0,0
1779718592.3277223,28,1.0000,0,22.4723,0.8044,28.4224,2.690459,0.2416,29.65,0.035714,0.159104,0,0
1779718592.575295,29,0.9999,0,22.9704,0.7939,28.2226,2.544475,0.2112,25.47,0.034483,0.159104,0,0
1779718592.871046,30,0.9999,0,23.4966,0.7849,28.1308,2.265058,0.2555,18.70,0.033333,0.159104,0,0
1779718593.154026,31,0.9999,0,24.0312,0.7769,28.1319,1.885605,0.2648,11.35,0.032258,0.159104,0,0
1779718593.255777,32,0.9998,0,24.5386,0.7685,28.2065,1.481309,0.0949,4.89,0.031250,0.159104,0,0
1779718593.6977987,33,0.9997,0,24.8358,0.7542,28.3046,1.128111,0.2748,-1.64,0.030303,0.159104,0,0
1779718594.2004948,34,0.9994,0,24.9998,0.7368,28.3988,0.693969,0.2352,-12.31,0.029412,0.159104,0,0
1779718594.4775,35,0.9992,0,24.8997,0.7129,28.4421,0.739728,0.2526,-12.15,0.028571,0.159104,0,0
