time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,angle_y,angle_z,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779897461.0872195,1,0.0194,1,0.0000,0.0000,0.0000,1.645942,0.2132,18.45,29.40,-2.89,1.000000,1.000000,0,0
1779897461.482529,2,0.0193,1,0.0000,0.0000,0.0000,0.935207,0.1821,17.73,26.29,-1.95,0.500000,0.500000,0,0
1779897461.7701921,3,0.0192,1,0.0000,0.0000,0.0000,0.528131,0.2012,16.02,22.85,-0.92,0.333333,0.333333,0,0
1779897461.9974995,4,0.0194,1,0.0000,0.0000,0.0000,0.490035,0.1547,13.62,20.66,-0.23,0.250000,0.250000,0,0
1779897462.2982192,5,0.0201,1,0.0000,0.0000,0.0000,0.497094,0.1932,12.41,21.15,-0.14,0.200000,0.200000,0,0
1779897462.5074005,6,0.0237,1,0.0000,0.0000,0.0000,0.500588,0.1439,12.63,21.84,-0.31,0.166667,0.166667,0,0
1779897462.8151228,7,0.0360,1,0.0000,0.0000,0.0000,0.539398,0.1742,13.80,21.17,-0.46,0.142857,0.142857,0,0
1779897463.0645351,8,0.0540,1,0.0000,0.0000,0.0000,0.436754,0.1681,14.69,18.60,-0.19,0.125000,0.125000,0,0
1779897463.3816411,9,0.0763,1,0.0000,0.0000,0.0000,0.347181,0.2059,14.48,15.17,0.40,0.111111,0.111111,0,0
1779897463.5300958,10,0.0992,1,0.0000,0.0000,0.0000,0.411012,0.1016,13.78,12.87,0.77,0.100000,0.100000,0,0
1779897463.916033,11,0.1216,0,-0.2995,-0.0033,-0.0066,0.357498,0.2168,13.43,12.65,0.66,0.090909,0.090909,0,0
1779897464.0863853,12,0.1436,0,-0.2962,-0.0032,-0.0132,0.262851,0.1212,13.84,13.29,0.38,0.083333,0.083333,0,0
1779897464.468917,13,0.1664,0,-0.2207,-0.0022,-0.0181,0.259648,0.2404,13.73,13.12,0.23,0.076923,0.076923,0,0
1779897464.6545205,14,0.1894,0,-0.0882,-0.0004,-0.0194,0.285368,0.1621,13.55,12.62,0.15,0.071429,0.071429,0,0
1779897464.908357,15,0.2105,0,-0.0926,-0.0005,-0.0209,0.253671,0.1473,12.93,11.82,0.23,0.066667,0.066667,0,0
1779897465.2417119,16,0.2283,0,-0.2635,-0.0029,-0.0272,0.261753,0.2046,12.25,10.54,0.43,0.062500,0.062500,0,0
1779897465.3918827,17,0.2419,0,-0.5147,-0.0064,-0.0405,0.397138,0.1108,11.95,8.75,0.66,0.058824,0.058824,0,0
1779897465.719387,18,0.2516,0,-0.4939,-0.0060,-0.0528,0.391322,0.1729,10.14,7.27,0.62,0.055556,0.055556,0,0
