time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,angle_y,angle_z,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779872844.9056559,1,0.0912,1,0.0000,0.0000,0.0000,2.126715,0.1985,-109.54,-68.08,137.62,1.000000,1.000000,0,0
1779872845.1292303,2,0.0912,1,0.0000,0.0000,0.0000,2.127047,0.1750,-109.53,-68.08,137.61,0.500000,0.500000,0,0
1779872845.4446738,3,0.0913,1,0.0000,0.0000,0.0000,2.127578,0.2435,-109.53,-68.08,137.61,0.333333,0.333333,0,0
1779872845.6862316,4,0.0913,1,0.0000,0.0000,0.0000,2.128235,0.2259,-109.52,-68.08,137.60,0.250000,0.250000,0,0
1779872845.9087484,5,0.0913,1,0.0000,0.0000,0.0000,2.128939,0.2027,-109.52,-68.08,137.60,0.200000,0.200000,0,0
1779872846.1534526,6,0.0913,1,0.0000,0.0000,0.0000,2.129557,0.1900,-109.51,-68.08,137.60,0.166667,0.166667,0,0
1779872846.414001,7,0.0913,1,0.0000,0.0000,0.0000,2.129991,0.2071,-109.51,-68.08,137.59,0.142857,0.159104,0,0
1779872846.6549015,8,0.0913,1,0.0000,0.0000,0.0000,2.130288,0.2034,-109.51,-68.08,137.59,0.125000,0.159104,0,0
1779872846.8772757,9,0.0913,1,0.0000,0.0000,0.0000,2.130336,0.1716,-109.50,-68.08,137.58,0.111111,0.159104,0,0
1779872847.154222,10,0.0913,1,0.0000,0.0000,0.0000,2.130211,0.1960,-109.50,-68.08,137.58,0.100000,0.159104,0,0
1779872847.412477,11,0.0913,1,0.0000,0.0000,0.0000,2.129782,0.2043,-109.50,-68.08,137.58,0.090909,0.159104,0,0
1779872847.6591964,12,0.0913,1,0.0000,0.0000,0.0000,2.128966,0.2010,-109.50,-68.08,137.58,0.083333,0.159104,0,0
1779872847.9112945,13,0.0913,1,0.0000,0.0000,0.0000,2.127964,0.1927,-109.50,-68.08,137.58,0.076923,0.159104,0,0
1779872848.1472676,14,0.0913,1,0.0000,0.0000,0.0000,2.126975,0.1858,-109.50,-68.08,137.58,0.071429,0.159104,0,0
1779872848.3802981,15,0.0913,1,0.0000,0.0000,0.0000,2.126017,0.1616,-109.50,-68.08,137.58,0.066667,0.159104,0,0
1779872848.6560533,16,0.0913,1,0.0000,0.0000,0.0000,2.125056,0.1957,-109.50,-68.09,137.58,0.062500,0.159104,0,0
1779872848.898202,17,0.0913,1,0.0000,0.0000,0.0000,2.125954,0.1784,-109.52,-68.08,137.59,0.058824,0.159104,0,0
1779872849.1639447,18,0.0913,1,0.0000,0.0000,0.0000,2.182155,0.2075,-110.58,-67.33,138.70,0.055556,0.159104,0,0
1779872849.416904,19,0.0912,1,0.0000,0.0000,0.0000,2.358529,0.2096,-113.08,-64.48,141.39,0.052632,0.159104,0,0
1779872849.640747,20,0.0910,1,0.0000,0.0000,0.0000,2.589415,0.1813,-116.38,-58.76,145.09,0.050000,0.159104,0,0
1779872849.911658,21,0.0908,1,0.0000,0.0000,0.0000,2.720974,0.2002,-119.90,-50.59,149.31,0.047619,0.159104,0,0
1779872850.148597,22,0.0906,1,0.0000,0.0000,0.0000,2.713939,0.1788,-123.50,-41.40,153.74,0.045455,0.159104,0,0
1779872850.3643713,23,0.0902,1,0.0000,0.0000,0.0000,2.588393,0.1506,-127.57,-31.73,158.24,0.043478,0.159104,0,0
1779872850.6376173,24,0.0898,1,0.0000,0.0000,0.0000,2.323588,0.1796,-132.41,-21.03,162.91,0.041667,0.159104,0,0
1779872850.908895,25,0.0894,1,0.0000,0.0000,0.0000,1.883828,0.1983,-137.38,-9.00,167.83,0.040000,0.159104,0,0
1779872851.1718974,26,0.0889,1,0.0000,0.0000,0.0000,1.291217,0.2226,-141.33,3.34,171.88,0.038462,0.159104,0,0
1779872851.3801436,27,0.0886,1,0.0000,0.0000,0.0000,0.704951,0.1726,-143.89,13.83,174.41,0.037037,0.159104,0,0
1779872851.710421,28,0.0884,1,0.0000,0.0000,0.0000,0.336195,0.2449,-145.66,21.27,175.90,0.035714,0.159104,0,0
1779872852.169983,29,0.0880,1,0.0000,0.0000,0.0000,0.105873,0.2117,-148.31,28.09,177.18,0.034483,0.159104,0,0
1779872852.421471,30,0.0880,1,0.0000,0.0000,0.0000,0.048189,0.2076,-149.11,29.88,177.52,0.033333,0.159104,0,0
1779872852.6844208,31,0.0880,1,0.0000,0.0000,0.0000,0.023744,0.2206,-149.26,30.71,177.71,0.032258,0.159104,0,0
1779872852.9172466,32,0.0881,1,0.0000,0.0000,0.0000,0.023769,0.2030,-149.36,30.25,177.64,0.031250,0.159104,0,0
1779872853.1921022,33,0.0881,1,0.0000,0.0000,0.0000,0.025165,0.2285,-149.43,28.70,177.35,0.030303,0.159104,0,0
1779872853.431823,34,0.0881,1,0.0000,0.0000,0.0000,0.020242,0.2172,-149.62,27.01,177.01,0.029412,0.159104,0,0
1779872853.6528776,35,0.0881,1,0.0000,0.0000,0.0000,0.010311,0.1892,-150.60,25.87,176.76,0.028571,0.159104,0,0
1779872853.8839533,36,0.0880,1,0.0000,0.0000,0.0000,0.009641,0.1744,-152.21,25.86,176.76,0.027778,0.159104,0,0
1779872854.1696844,37,0.0879,1,0.0000,0.0000,0.0000,0.016285,0.2119,-153.84,27.11,177.00,0.027027,0.159104,0,0
1779872854.4298398,38,0.0879,1,0.0000,0.0000,0.0000,0.018190,0.2142,-155.02,28.64,177.31,0.026316,0.159104,0,0
1779872854.6508272,39,0.0879,1,0.0000,0.0000,0.0000,0.016209,0.1877,-155.39,29.77,177.54,0.025641,0.159104,0,0
1779872854.9904253,40,0.0879,1,0.0000,0.0000,0.0000,0.014888,0.2733,-155.18,29.86,177.58,0.025000,0.159104,0,0
1779872855.427338,41,0.0881,1,0.0000,0.0000,0.0000,0.117559,0.2194,-154.43,25.52,176.85,0.024390,0.159104,0,0
1779872855.6804085,42,0.0882,1,0.0000,0.0000,0.0000,0.188952,0.2310,-153.17,22.51,176.33,0.023810,0.159104,0,0
1779872855.9095683,43,0.0884,1,0.0000,0.0000,0.0000,0.241474,0.2102,-151.38,19.53,175.80,0.023256,0.159104,0,0
1779872856.2382796,44,0.0885,1,0.0000,0.0000,0.0000,0.260723,0.2808,-149.79,17.16,175.36,0.022727,0.159104,0,0
