time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,angle_y,angle_z,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779975468.633402,1,0.1361,0,-138.0948,0.0000,-138.0948,0.000002,0.3190,31.39,6.35,-1.79,1.000000,1.000000,0,0
1779975469.0639577,2,0.1361,0,-138.0736,0.0014,-138.0920,0.000003,0.2355,31.39,6.35,-1.79,0.500000,0.500000,0,0
1779975469.4667625,3,0.1361,0,-138.0599,0.0020,-138.0886,0.000003,0.3606,31.39,6.35,-1.79,0.333333,0.333333,0,0
1779975469.9461043,4,0.1361,0,-138.0341,0.0028,-138.0840,0.000001,0.3033,31.38,6.34,-1.79,0.250000,0.250000,0,0
1779975470.4841897,5,0.1358,0,-137.5557,0.0157,-138.0544,0.003507,0.3163,29.43,8.21,-2.04,0.200000,0.200000,0,0
1779975470.952302,6,0.1355,0,-136.8858,0.0305,-137.9982,0.007133,0.2481,26.74,18.19,-4.05,0.166667,0.166667,0,0
1779975471.220588,7,0.1354,0,-136.7090,0.0333,-137.9406,0.006777,0.2615,26.55,24.64,-5.92,0.142857,0.142857,0,0
1779975471.4747663,8,0.1354,0,-136.4432,0.0373,-137.8786,0.006237,0.2460,26.48,29.43,-7.34,0.125000,0.125000,0,0
1779975471.7471614,9,0.1352,0,-136.0870,0.0421,-137.8103,0.005441,0.2457,25.79,31.70,-7.87,0.111111,0.111111,0,0
1779975471.9867563,10,0.1349,0,-135.4780,0.0497,-137.7298,0.004281,0.2216,23.22,31.60,-7.77,0.100000,0.100000,0,0
1779975472.2547271,11,0.1347,0,-135.5658,0.0480,-137.6559,0.005475,0.2280,20.70,29.00,-7.35,0.090909,0.090909,0,0
1779975472.6118894,12,0.1348,0,-137.3504,0.0274,-137.6253,0.016056,0.3121,21.52,23.97,-6.24,0.083333,0.083333,0,0
1779975473.164123,13,0.1348,0,-138.4544,0.0157,-137.6183,0.014801,0.3213,23.16,12.38,-3.69,0.076923,0.076923,0,0
1779975473.7405684,14,0.1343,0,-136.7970,0.0315,-137.5793,0.042165,0.3647,17.25,5.78,-0.55,0.071429,0.071429,0,0
1779975474.1699483,15,0.1340,0,-135.0152,0.0471,-137.5097,0.071099,0.2371,11.26,4.14,0.25,0.066667,0.066667,0,0
1779975474.4836102,16,0.1341,0,-135.0886,0.0461,-137.4438,0.072276,0.2792,11.71,3.99,0.34,0.062500,0.062500,0,0
1779975474.9631724,17,0.1338,0,-134.6729,0.0490,-137.3733,0.061663,0.2228,9.35,3.10,0.09,0.058824,0.058824,0,0
1779975475.2182996,18,0.1335,0,-134.9478,0.0466,-137.3091,0.065736,0.2246,5.91,-2.30,0.36,0.055556,0.055556,0,0
1779975475.5128057,19,0.1335,0,-136.3262,0.0366,-137.2659,0.098782,0.2304,3.88,-12.16,1.12,0.052632,0.052632,0,0
1779975475.8670576,20,0.1338,0,-138.8737,0.0193,-137.2575,0.186332,0.3217,4.80,-24.62,3.14,0.050000,0.050000,0,0
1779975476.4371736,21,0.1347,0,-146.4718,-0.0296,-137.3459,0.417374,0.3392,-4.39,-48.12,9.55,0.047619,0.047619,0,0
1779975476.911402,22,0.1351,0,-157.0104,-0.0941,-137.5601,0.624942,0.2791,-36.13,-64.46,11.71,0.045455,0.045455,0,0
1779975477.6843688,23,0.1364,0,176.1417,-0.2528,-138.0861,1.388141,0.5154,-74.12,-69.88,22.07,0.043478,0.043478,0,0
1779975478.0344734,24,0.1377,0,148.8465,-0.4079,-138.9107,2.947684,0.3313,-110.08,-61.25,37.35,0.041667,0.041667,0,0
1779975478.6323392,25,0.1384,0,105.4325,-0.6460,-140.1934,3.726988,0.4035,-143.05,-45.61,45.73,0.040000,0.040000,0,0
1779975479.1312492,26,0.1393,0,74.7107,-0.8072,-141.7738,1.352704,0.3583,-161.45,-30.36,59.78,0.038462,0.038462,0,0
1779975479.6476023,27,0.1396,0,60.6592,-0.8756,-143.4597,0.258546,0.3347,-163.41,-23.16,65.38,0.037037,0.037037,0,0
1779975480.1948884,28,0.1396,0,58.2257,-0.8834,-145.1281,0.170548,0.3601,-165.15,-23.10,60.40,0.035714,0.035714,0,0
1779975480.7421205,29,0.1391,0,71.6718,-0.8147,-146.6259,2.316580,0.3691,-164.60,-33.88,48.63,0.034483,0.034483,0,0
1779975481.4106421,30,0.1380,0,113.8373,-0.6170,-147.7078,5.798789,0.5099,-130.97,-47.94,32.91,0.033333,0.034064,0,0
1779975481.7349222,31,0.1366,0,144.0000,-0.4814,-148.5047,5.800707,0.3080,-85.76,-50.74,17.42,0.032258,0.034064,0,0
1779975482.5970836,32,0.1353,0,176.5529,-0.3417,-149.0058,2.600202,0.6356,-38.71,-41.41,4.05,0.031250,0.034064,0,0
1779975483.008484,33,0.1342,0,-134.4529,-0.1411,-149.0797,0.094450,0.2401,12.62,1.10,-2.29,0.030303,0.034064,0,0
1779975483.2649293,34,0.1342,0,-132.9862,-0.1347,-149.1403,0.050800,0.2427,13.03,16.07,-3.31,0.029412,0.034064,0,0
1779975483.5504467,35,0.1342,0,-131.1329,-0.1271,-149.1845,0.035394,0.2504,11.63,28.30,-4.01,0.028571,0.034064,0,0
1779975483.8340375,36,0.1341,0,-129.3692,-0.1200,-149.2134,0.025469,0.2632,9.43,38.64,-4.53,0.027778,0.034064,0,0
1779975484.3725116,37,0.1341,0,-126.8650,-0.1105,-149.2213,0.007850,0.2606,6.12,54.42,-6.09,0.027027,0.034064,0,0
1779975485.0042472,38,0.1345,0,-150.2508,-0.1929,-149.4181,59.441809,0.3430,-9.28,65.96,-8.13,0.026316,0.034064,0,0
1779975485.491539,39,0.1351,0,-125.5963,-0.1069,-149.4148,0.006043,0.2995,-54.75,70.02,-8.74,0.025641,0.034064,0,0
1779975486.233511,40,0.1360,0,-150.2508,-0.1903,-149.6081,1257.198685,0.4951,-27.51,70.56,-6.35,0.025000,0.034064,0,0
1779975486.7608466,41,0.1368,0,-127.4701,-0.1136,-149.6181,0.016192,0.4866,11.26,67.48,2.75,0.024390,0.034064,0,0
1779975487.0738232,42,0.1373,0,-154.5054,-0.2017,-149.8417,2251.174224,0.2587,63.81,61.88,10.80,0.023810,0.034064,0,0
1779975487.8534775,43,0.1372,0,-127.4701,-0.1148,-149.8514,0.035063,0.5136,66.13,63.99,7.42,0.023256,0.034064,0,0
1779975488.1938958,44,0.1371,0,-112.8770,-0.0690,-149.7473,0.135395,0.3232,1.90,67.01,-5.90,0.022727,0.034064,0,0
1779975488.832187,45,0.1370,0,-122.3736,-0.0977,-149.7168,8.362374,0.4341,-76.09,67.38,-27.65,0.022222,0.034064,0,0
1779975489.3106701,46,0.1372,0,-109.9334,-0.0603,-149.5909,0.109005,0.3795,-153.28,63.69,-50.67,0.021739,0.034064,0,0
1779975489.864434,47,0.1379,0,-108.5610,-0.0561,-149.4540,0.078534,0.4059,-148.02,54.13,-66.44,0.021277,0.034064,0,0
1779975490.3563998,48,0.1384,0,-106.5241,-0.0500,-149.3014,0.029695,0.3580,-146.91,45.90,-76.24,0.020833,0.034064,0,0
1779975490.8205445,49,0.1383,0,-104.3082,-0.0436,-149.1328,0.040915,0.2988,-147.03,45.11,-77.09,0.020408,0.034064,0,0
1779975491.5658524,50,0.1379,0,-108.5844,-0.0553,-148.9974,0.198435,0.5138,-123.21,53.90,-66.68,0.020000,0.034064,0,0
1779975492.0978048,51,0.1371,0,-116.1297,-0.0754,-148.9190,468.419073,0.5129,-79.12,54.00,-48.65,0.019608,0.034064,0,0
1779975492.7195065,52,0.1363,0,-113.1145,-0.0674,-148.8198,0.836821,0.5931,-30.99,46.57,-28.20,0.019231,0.034064,0,0
1779975493.1611075,53,0.1349,0,-135.3711,-0.1238,-148.8813,0.078729,0.2441,16.92,27.59,-7.79,0.018868,0.034064,0,0
1779975493.510624,54,0.1347,0,-134.5418,-0.1215,-148.9364,0.077762,0.3173,10.72,24.70,-4.47,0.018519,0.034064,0,0
1779975493.9634755,55,0.1345,0,-133.2439,-0.1180,-148.9819,0.065088,0.2467,7.35,32.70,-4.79,0.018182,0.034064,0,0
1779975494.3335197,56,0.1344,0,-131.8179,-0.1143,-149.0171,0.052003,0.3502,5.22,39.96,-5.48,0.017857,0.034064,0,0
1779975494.7965407,57,0.1343,0,-126.7956,-0.1022,-149.0171,0.020625,0.2898,-0.37,52.05,-5.00,0.017544,0.034064,0,0
1779975495.382102,58,0.1343,0,-128.3882,-0.1056,-149.0279,0.022990,0.3421,1.22,50.55,-5.22,0.017241,0.034064,0,0
1779975495.8166432,59,0.1337,0,-128.4936,-0.1056,-149.0396,0.024209,0.2433,-3.26,35.87,-4.14,0.016949,0.034064,0,0
1779975496.1989632,60,0.1333,0,-127.6602,-0.1035,-149.0456,0.023438,0.3636,-8.37,27.53,-2.40,0.016667,0.034064,0,0
1779975496.6300123,61,0.1328,0,-126.6889,-0.1012,-149.0452,0.026026,0.2574,-14.93,13.20,-1.23,0.016393,0.034064,0,0
