time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,angle_y,angle_z,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779907651.010364,1,0.0194,1,0.0000,0.0000,0.0000,0.060105,0.5199,18.45,29.40,-2.89,1.000000,1.000000,0,0
1779907651.582673,2,0.0201,1,0.0000,0.0000,0.0000,0.095029,0.4209,12.41,21.15,-0.14,0.500000,0.500000,0,0
1779907652.1617455,3,0.0360,1,0.0000,0.0000,0.0000,0.086408,0.4550,13.80,21.17,-0.46,0.333333,0.333333,0,0
1779907652.5934896,4,0.0763,1,0.0000,0.0000,0.0000,0.335393,0.3481,14.48,15.17,0.40,0.250000,0.250000,0,0
1779907653.1333287,5,0.1216,0,-14.7580,-0.3588,-0.7090,0.202940,0.3633,13.45,13.35,0.51,0.200000,0.200000,0,0
1779907653.6616528,6,0.1664,0,-9.5077,-0.2032,-1.1506,0.149692,0.3504,13.75,14.24,-0.07,0.166667,0.166667,0,0
1779907654.1910834,7,0.2105,0,-6.5233,-0.1074,-1.4164,0.120922,0.3559,12.93,13.19,-0.21,0.142857,0.142857,0,0
1779907654.726945,8,0.2419,0,-5.8960,-0.0852,-1.6344,0.068790,0.3414,11.95,10.30,0.11,0.125000,0.125000,0,0
1779907655.2875612,9,0.2584,0,-5.4977,-0.0713,-1.8146,0.040865,0.3727,7.56,7.19,-0.05,0.111111,0.111111,0,0
1779907655.7752926,10,0.2642,0,-5.1563,-0.0604,-1.9617,0.048439,0.3257,2.15,3.26,0.26,0.100000,0.100000,0,0
1779907656.3635814,11,0.2597,0,-4.6625,-0.0473,-2.0716,0.072242,0.3877,-7.04,0.37,1.07,0.090909,0.090909,0,0
1779907656.872113,12,0.2518,0,-3.1256,-0.0141,-2.1075,0.056217,0.3664,-15.88,2.57,1.00,0.083333,0.083333,0,0
1779907657.407122,13,0.2434,0,-2.9723,-0.0109,-2.1344,0.054088,0.3569,-12.90,5.30,1.06,0.076923,0.076923,0,0
1779907657.9175563,14,0.2366,0,-4.8031,-0.0417,-2.2205,0.129098,0.3444,-4.34,3.39,1.58,0.071429,0.071429,0,0
1779907658.4499285,15,0.2321,0,-7.7906,-0.0873,-2.3926,0.133740,0.3474,8.24,-0.92,2.46,0.066667,0.066667,0,0
1779907658.9892237,16,0.2290,0,-10.9211,-0.1308,-2.6436,0.034932,0.3670,20.34,-5.78,3.46,0.062500,0.062500,0,0
