time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779800999.7162108,1,0.9989,0,-11.6405,-11.6279,-11.6404,3.346667,0.3116,-4.33,1.000000,1.000000,0,0
1779801000.080336,2,0.9987,0,-11.7248,-5.8638,-14.6184,3.558755,0.1859,2.98,0.500000,0.500000,0,0
1779801000.369004,3,0.9985,0,-12.0159,-4.0090,-16.4269,3.781163,0.2087,9.42,0.333333,0.333333,0,0
1779801000.4941993,4,0.9983,0,-12.4770,-3.1236,-17.7852,4.050849,0.0978,17.09,0.250000,0.250000,0,0
1779801000.8540199,5,0.9980,0,-13.0482,-2.6141,-18.9320,4.295198,0.2037,26.05,0.200000,0.200000,0,0
1779801001.1042204,6,0.9978,0,-13.8010,-2.3046,-20.0001,4.279668,0.1970,35.27,0.166667,0.166667,0,0
1779801001.3895092,7,0.9977,0,-14.3136,-2.0492,-20.8212,4.344526,0.2397,43.71,0.142857,0.159104,0,0
1779801001.494149,8,0.9977,0,-14.5574,-1.8240,-21.3614,4.423894,0.0978,49.51,0.125000,0.159104,0,0
1779801001.8819797,9,0.9977,0,-14.4681,-1.6119,-21.6232,4.440066,0.2299,49.06,0.111111,0.159104,0,0
1779801001.9974785,10,0.9977,0,-14.1172,-1.4161,-21.6230,4.404267,0.0896,42.81,0.100000,0.159104,0,0
1779801002.379775,11,0.9978,0,-13.5979,-1.2405,-21.3926,4.266206,0.2294,33.53,0.090909,0.159104,0,0
1779801002.4991004,12,0.9978,0,-13.0139,-1.0888,-20.9784,4.053928,0.1026,23.15,0.083333,0.159104,0,0
1779801002.9201145,13,0.9979,0,-12.4205,-0.9597,-20.4270,3.759114,0.2642,12.61,0.076923,0.159104,0,0
1779801003.3672514,14,0.9980,0,-11.4724,-0.8237,-19.6981,2.986687,0.2088,-6.91,0.071429,0.159104,0,0
1779801003.496702,15,0.9981,0,-11.1659,-0.7485,-18.9727,2.660060,0.0957,-14.62,0.066667,0.159104,0,0
1779801003.8835518,16,0.9984,0,-10.9764,-0.6900,-18.2829,2.398848,0.2289,-19.60,0.062500,0.159104,0,0
1779801004.0050957,17,0.9986,0,-10.9266,-0.6465,-17.6580,2.264660,0.0973,-21.69,0.058824,0.159104,0,0
1779801004.3372138,18,0.9988,0,-10.9105,-0.6097,-17.0986,2.229503,0.1925,-22.04,0.055556,0.159104,0,0
1779801004.6339657,19,0.9990,0,-10.9131,-0.5778,-16.6014,2.205904,0.2310,-21.84,0.052632,0.159104,0,0
1779801004.7747614,20,0.9992,0,-10.9257,-0.5496,-16.1614,2.182418,0.1263,-21.67,0.050000,0.159104,0,0
1779801005.1320372,21,0.9994,0,-10.9908,-0.5265,-15.7820,2.178352,0.2190,-21.33,0.047619,0.159104,0,0
1779801005.2755146,22,0.9995,0,-10.9415,-0.5004,-15.4330,2.221719,0.1226,-19.66,0.045455,0.159104,0,0
1779801005.6180747,23,0.9995,0,-11.1025,-0.4856,-15.1527,2.429234,0.2103,-16.26,0.043478,0.159104,0,0
1779801005.7540462,24,0.9995,0,-11.4322,-0.4791,-14.9640,2.796630,0.1038,-9.66,0.041667,0.159104,0,0
1779801006.1212037,25,0.9994,0,-11.7735,-0.4736,-14.8550,3.164771,0.2186,-0.05,0.040000,0.159104,0,0
1779801006.2290757,26,0.9993,0,-12.2366,-0.4732,-14.8367,3.464383,0.0803,11.82,0.038462,0.159104,0,0
1779801006.612861,27,0.9992,0,-12.7122,-0.4733,-14.8970,3.656423,0.2177,25.20,0.037037,0.159104,0,0
1779801006.8651664,28,0.9991,0,-13.1955,-0.4737,-15.0249,3.786252,0.2136,38.77,0.035714,0.159104,0,0
1779801007.1818569,29,0.9990,0,-13.6592,-0.4733,-15.2059,3.886014,0.2880,51.93,0.034483,0.159104,0,0
1779801007.6164587,30,0.9989,0,-14.3874,-0.4818,-15.4810,3.774636,0.2100,73.73,0.033333,0.159104,0,0
1779801007.7516227,31,0.9989,0,-14.4743,-0.4691,-15.7155,3.676252,0.1028,78.59,0.032258,0.159104,0,0
1779801008.1654663,32,0.9989,0,-14.4332,-0.4531,-15.8929,3.622440,0.2549,77.71,0.031250,0.159104,0,0
1779801008.6055956,33,0.9989,0,-13.9554,-0.4250,-15.9424,3.724916,0.2049,62.94,0.030303,0.159104,0,0
1779801008.8444762,34,0.9988,0,-13.6188,-0.4026,-15.9118,3.751363,0.1894,51.62,0.029412,0.159104,0,0
1779801009.1374395,35,0.9988,0,-13.2166,-0.3796,-15.8028,3.686782,0.2391,38.74,0.028571,0.159104,0,0
1779801009.247552,36,0.9988,0,-12.8190,-0.3581,-15.6297,3.561665,0.1016,25.16,0.027778,0.159104,0,0
1779801009.597842,37,0.9988,0,-12.4472,-0.3384,-15.4086,3.460011,0.2014,11.51,0.027027,0.159104,0,0
