time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,angle_y,angle_z
1777987598.128459,1,0.2421,0,85.6286,20.7339,36.4474,0.000003,0.0594,52.26,-54.25,61.41
1777987598.3986712,2,0.2444,0,91.6286,18.9334,59.8103,0.000002,0.0656,62.14,-58.03,73.28
1777987598.654436,3,0.2454,0,96.1143,17.7515,79.0795,0.000002,0.0711,70.46,-60.78,83.05
1777987598.9002416,4,0.2465,0,83.6286,15.8880,94.2687,0.000001,0.0694,49.60,-57.02,59.23
1777987599.152119,5,0.2472,0,-52.5714,8.3677,94.2216,0.000007,0.0749,35.89,49.49,-42.70
1777987599.4175777,6,0.2474,0,-42.7857,8.4262,94.7562,0.000001,0.0845,30.41,41.62,-33.58
1777987599.6416483,7,0.2476,0,-55.0714,7.6934,93.8952,0.000007,0.0714,34.44,50.93,-42.29
1777987599.9009435,8,0.2477,0,89.3286,11.9259,104.9253,0.000009,0.0710,61.54,-62.53,73.02
1777987600.1492615,9,0.2476,0,61.9571,10.8447,112.8481,0.000007,0.0709,23.22,-48.51,29.56
1777987600.4049249,10,0.2476,0,64.5571,10.6406,120.2890,0.000001,0.0792,24.97,-48.66,31.28
1777987600.652989,11,0.2482,0,-60.5714,7.5769,117.6087,0.000000,0.0726,41.76,56.66,-51.80
1777987600.9099064,12,0.2492,0,57.5714,9.8730,123.6612,0.000001,0.0776,28.85,-35.66,29.35
1777987601.1487956,13,0.2502,0,55.2714,9.6386,129.0181,0.000000,0.0694,30.12,-32.30,28.68
1777987601.4029853,14,0.2511,0,69.0571,9.7130,134.8940,0.000002,0.0812,36.71,-43.35,40.89
1777987601.6566477,15,0.2515,0,-65.3571,7.2961,130.7414,0.000004,0.0780,47.12,59.23,-58.52
1777987601.8989666,16,0.2523,0,-74.5429,7.0362,126.0321,0.000003,0.0636,55.09,67.80,-68.99
1777987602.1578226,17,0.2533,0,112.2000,9.7679,134.4891,0.000001,0.0847,113.14,-66.37,129.13
1777987602.390256,18,0.2544,0,92.9143,9.3243,140.9739,0.000001,0.0601,60.35,-72.07,73.78
1777987602.6477406,19,0.2558,0,109.8000,9.4404,148.1363,0.000002,0.0792,106.92,-65.84,122.86
1777987602.8920138,20,0.2568,0,138.4571,9.7366,156.7794,0.000003,0.0717,129.87,-42.09,152.56
1777987603.1393209,21,0.2575,0,123.0857,9.3486,163.6974,0.000006,0.0697,112.19,-50.28,132.50
1777987603.4136035,22,0.2578,0,13.3286,7.5057,162.2770,0.000003,0.0787,18.63,-4.31,3.11
1777987603.6493871,23,0.2576,0,-15.1286,6.9497,158.8130,0.000000,0.0708,21.70,19.05,-13.53
1777987603.8980863,24,0.2570,0,12.2286,7.2645,157.4057,0.000000,0.0678,20.17,-3.25,2.50
1777987604.1522942,25,0.2564,0,23.5143,7.3264,156.7928,0.000000,0.0724,21.07,-12.43,9.04
1777987604.4037318,26,0.2558,0,30.6143,7.3229,156.6257,0.000000,0.0722,22.07,-18.18,13.30
1777987604.6426368,27,0.2555,0,-102.6143,5.1676,146.9774,0.000000,0.0719,103.19,52.65,-125.64
1777987604.899446,28,0.2554,0,-93.4143,5.2294,138.4510,0.000000,0.0693,91.66,56.57,-111.09
1777987605.1465087,29,0.2552,0,-150.1429,4.2804,126.3389,0.000000,0.0705,130.66,19.59,-169.82
1777987605.3958592,30,0.2550,0,19.6286,6.8133,126.8031,0.000000,0.0740,18.58,-9.69,6.53
1777987605.654529,31,0.2548,0,-165.8143,3.8731,114.1069,0.000000,0.0782,132.99,6.63,-178.77
1777987605.8992069,32,0.2545,0,177.9000,9.0638,126.2253,0.000000,0.0739,132.80,-7.15,172.54
1777987606.1514695,33,0.2532,0,11.0286,6.3906,125.8653,0.000000,0.0736,17.00,-2.56,1.83
1777987606.4012513,34,0.2497,0,-171.7143,3.5562,112.9305,0.000000,0.0729,134.85,1.63,178.09
1777987606.64992,35,0.2426,0,6.2429,6.0954,113.0256,0.000000,0.0727,15.73,1.47,-0.61
1777987606.904039,36,0.2306,0,-171.5143,3.5507,102.0059,0.000000,0.0762,139.13,1.81,178.18
1777987607.1505284,37,0.2147,0,12.0286,5.8695,103.3634,0.000002,0.0695,11.08,-4.02,1.91
1777987607.403994,38,0.1966,0,16.3286,5.8510,105.2109,0.000002,0.0743,6.01,-8.40,2.82
1777987607.6572423,39,0.1796,0,15.5286,5.7794,107.2309,0.000004,0.0826,1.44,-7.61,1.96
1777987607.9021187,40,0.1666,0,150.7429,7.0732,115.6350,0.000012,0.0721,158.51,-36.95,170.99
1777987608.148962,41,0.1584,0,130.2714,6.8114,122.7181,0.000002,0.0719,147.20,-56.59,158.24
1777987608.3919334,42,0.1556,0,116.3857,6.6181,128.8944,0.000006,0.0630,120.60,-64.87,130.77
1777987608.6383874,43,0.1569,0,-128.2714,4.2521,124.1517,0.000004,0.0650,142.35,34.33,-164.64
1777987608.9106324,44,0.1610,0,-133.5714,4.1598,119.0673,0.000001,0.0756,139.24,28.00,-165.66
1777987609.156232,45,0.1663,0,-2.2429,5.4293,119.8734,0.000000,0.0711,20.25,15.97,-8.22
1777987609.3990915,46,0.1734,0,-0.4429,5.3915,120.4844,0.000001,0.0686,19.63,14.37,-7.17
