time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779716355.5956132,1,0.9995,0,24.0777,24.0661,24.0777,1.270078,0.2118,-9.12,1.000000,1.000000,0,0
1779716355.8061495,2,0.9995,0,23.8881,11.9442,29.9580,1.281554,0.2014,-10.33,0.500000,0.500000,0,0
1779716356.094756,3,0.9995,0,23.8548,7.9538,33.2287,1.233733,0.2293,-11.79,0.333333,0.333333,0,0
1779716356.3537598,4,0.9994,0,23.8120,5.9559,35.3437,1.192938,0.2101,-13.04,0.250000,0.250000,0,0
1779716356.6591566,5,0.9994,0,23.9943,4.8019,36.9173,1.267426,0.2435,-13.06,0.200000,0.200000,0,0
1779716356.8902576,6,0.9994,0,23.9131,3.9885,38.0754,1.349100,0.2206,-12.12,0.166667,0.166667,0,0
1779716357.1635077,7,0.9994,0,23.8921,3.4161,38.6930,1.382077,0.2242,-11.62,0.142857,0.159104,0,0
1779716357.4229527,8,0.9993,0,23.9709,2.9992,38.8747,1.345847,0.2320,-12.05,0.125000,0.159104,0,0
1779716357.6849217,9,0.9992,0,24.0217,2.6719,38.7605,1.257034,0.2203,-13.04,0.111111,0.159104,0,0
1779716357.9400046,10,0.9992,0,24.2736,2.4301,38.5013,1.192497,0.2172,-12.55,0.100000,0.159104,0,0
1779716358.188328,11,0.9992,0,24.4369,2.2242,38.1358,1.216597,0.2011,-10.70,0.090909,0.159104,0,0
1779716358.4669483,12,0.9993,0,24.4558,2.0405,37.6769,1.280216,0.2027,-8.59,0.083333,0.159104,0,0
1779716358.7233393,13,0.9992,0,24.2674,1.8692,37.1171,1.314689,0.1924,-6.33,0.076923,0.159104,0,0
1779716358.982409,14,0.9989,0,24.2794,1.7367,36.5376,1.352576,0.1988,-4.67,0.071429,0.159104,0,0
1779716359.251935,15,0.9986,0,24.3440,1.6254,35.9675,1.393423,0.1974,-2.70,0.066667,0.159104,0,0
1779716359.5164003,16,0.9984,0,24.4368,1.5297,35.4225,1.432768,0.2065,-1.29,0.062500,0.159104,0,0
1779716359.792951,17,0.9986,0,24.5042,1.4438,34.9023,1.451719,0.2056,-0.51,0.058824,0.159104,0,0
1779716360.0401967,18,0.9986,0,24.5997,1.3690,34.4170,1.451400,0.1920,0.61,0.055556,0.159104,0,0
1779716360.3671577,19,0.9985,0,24.5111,1.2924,33.9305,1.445813,0.2547,0.15,0.052632,0.159104,0,0
1779716360.8472207,20,0.9986,0,24.0631,1.2055,33.3768,1.665962,0.1978,0.42,0.050000,0.159104,0,0
1779716361.1253586,21,0.9990,0,23.7760,1.1345,32.8050,1.838610,0.2174,3.06,0.047619,0.159104,0,0
1779716361.3832836,22,0.9994,0,23.3668,1.0644,32.1994,1.999137,0.2109,5.92,0.045455,0.159104,0,0
1779716361.628057,23,0.9997,0,22.7953,0.9933,31.5390,2.126922,0.1965,10.13,0.043478,0.159104,0,0
1779716361.897211,24,0.9997,0,22.2699,0.9300,30.8468,2.262471,0.1875,15.20,0.041667,0.159104,0,0
1779716362.1765,25,0.9998,0,21.7390,0.8716,30.1311,2.305908,0.1971,18.99,0.040000,0.159104,0,0
1779716362.4572072,26,0.9999,0,21.5334,0.8302,29.4614,2.427979,0.2138,24.30,0.038462,0.159104,0,0
1779716362.708489,27,1.0000,0,21.6199,0.8027,28.8888,2.659709,0.2023,30.87,0.037037,0.159104,0,0
1779716362.9964907,28,1.0000,0,22.0064,0.7878,28.4563,2.736984,0.2187,32.49,0.035714,0.159104,0,0
1779716363.2327886,29,1.0000,0,22.4723,0.7767,28.1574,2.690459,0.1979,29.65,0.034483,0.159104,0,0
1779716363.5043554,30,0.9999,0,22.9704,0.7674,27.9775,2.544475,0.1971,25.47,0.033333,0.159104,0,0
1779716363.7581565,31,0.9999,0,23.4966,0.7596,27.9034,2.265058,0.1903,18.70,0.032258,0.159104,0,0
