time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,angle_y,angle_z,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779981688.9676864,1,0.1361,0,-138.0948,0.0000,-138.0948,0.000002,0.2170,31.23,5.43,-3.30,1.000000,1.000000,0,0
1779981689.2195182,2,0.1361,0,-138.0848,0.0007,-138.0935,0.000003,0.1872,31.23,5.43,-3.30,0.500000,0.500000,0,0
1779981689.4920022,3,0.1361,0,-138.0736,0.0012,-138.0914,0.000003,0.1831,31.23,5.42,-3.30,0.333333,0.333333,0,0
1779981689.771999,4,0.1361,0,-138.0599,0.0016,-138.0888,0.000003,0.1832,31.23,5.42,-3.30,0.250000,0.250000,0,0
1779981690.02977,5,0.1361,0,-138.0461,0.0019,-138.0858,0.000002,0.1731,31.23,5.42,-3.30,0.200000,0.200000,0,0
1779981690.310168,6,0.1361,0,-138.0341,0.0021,-138.0825,0.000001,0.1890,31.22,5.42,-3.30,0.166667,0.166667,0,0
1779981690.5398648,7,0.1360,0,-137.9692,0.0034,-138.0770,0.000119,0.1588,30.94,5.64,-3.39,0.142857,0.142857,0,0
1779981690.8360481,8,0.1358,0,-137.5557,0.0103,-138.0580,0.003507,0.1717,29.17,7.27,-3.73,0.125000,0.125000,0,0
1779981691.1204312,9,0.1356,0,-137.1277,0.0166,-138.0276,0.006896,0.1917,26.95,11.26,-4.76,0.111111,0.111111,0,0
1779981691.3639295,10,0.1355,0,-136.8858,0.0197,-137.9928,0.007133,0.1771,24.87,16.98,-6.77,0.100000,0.100000,0,0
1779981691.6319282,11,0.1354,0,-136.7090,0.0216,-137.9556,0.006777,0.1732,23.07,23.09,-9.47,0.090909,0.090909,0,0
1779981691.8757665,12,0.1354,0,-136.4432,0.0244,-137.9145,0.006237,0.1532,22.02,27.47,-11.71,0.083333,0.083333,0,0
1779981692.1620746,13,0.1352,0,-136.0870,0.0278,-137.8679,0.005441,0.1729,21.07,29.58,-12.66,0.076923,0.076923,0,0
1779981692.4466012,14,0.1349,0,-135.4780,0.0334,-137.8118,0.004281,0.1817,18.51,29.59,-12.47,0.071429,0.071429,0,0
1779981692.7147675,15,0.1347,0,-135.5658,0.0323,-137.7596,0.005475,0.1820,16.00,27.16,-11.70,0.066667,0.066667,0,0
1779981692.970753,16,0.1348,0,-137.3504,0.0170,-137.7393,0.016056,0.1889,16.77,22.53,-9.80,0.062500,0.062500,0,0
1779981693.2461624,17,0.1348,0,-138.5564,0.0073,-137.7385,0.015027,0.1897,18.57,16.72,-7.67,0.058824,0.058824,0,0
1779981693.5180604,18,0.1348,0,-138.4544,0.0080,-137.7359,0.014801,0.1921,19.92,11.50,-5.81,0.055556,0.055556,0,0
1779981693.8343055,19,0.1346,0,-137.8424,0.0123,-137.7245,0.020989,0.2285,19.59,7.63,-3.53,0.052632,0.052632,0,0
