time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,angle_y,angle_z,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779972190.2017457,1,0.1361,0,-138.0948,0.0000,-138.0948,0.000002,0.1627,31.39,6.35,-1.79,1.000000,1.000000,0,0
1779972190.4555898,2,0.1361,0,-138.0848,0.0007,-138.0935,0.000003,0.1374,31.39,6.35,-1.79,0.500000,0.500000,0,0
1779972190.7349732,3,0.1361,0,-138.0736,0.0012,-138.0914,0.000003,0.1276,31.39,6.35,-1.79,0.333333,0.333333,0,0
1779972190.9945226,4,0.1361,0,-138.0599,0.0016,-138.0888,0.000003,0.1281,31.39,6.35,-1.79,0.250000,0.250000,0,0
1779972191.2617595,5,0.1361,0,-138.0461,0.0019,-138.0858,0.000002,0.1276,31.39,6.34,-1.79,0.200000,0.200000,0,0
1779972191.5588176,6,0.1361,0,-138.0341,0.0021,-138.0825,0.000001,0.1587,31.38,6.34,-1.79,0.166667,0.166667,0,0
1779972191.7976851,7,0.1360,0,-137.9692,0.0034,-138.0770,0.000119,0.1228,31.11,6.58,-1.84,0.142857,0.142857,0,0
1779972192.0874832,8,0.1358,0,-137.5557,0.0103,-138.0580,0.003507,0.1367,29.43,8.22,-2.04,0.125000,0.125000,0,0
1779972192.3482869,9,0.1356,0,-137.1277,0.0166,-138.0276,0.006896,0.1395,27.68,12.27,-2.69,0.111111,0.111111,0,0
1779972192.6120813,10,0.1355,0,-136.8858,0.0197,-137.9928,0.007133,0.1482,26.74,18.19,-4.05,0.100000,0.100000,0,0
1779972192.8793657,11,0.1354,0,-136.7090,0.0216,-137.9556,0.006777,0.1548,26.55,24.65,-5.93,0.090909,0.090909,0,0
1779972193.1408193,12,0.1354,0,-136.4432,0.0244,-137.9145,0.006237,0.1301,26.48,29.46,-7.35,0.083333,0.083333,0,0
1779972193.4206734,13,0.1352,0,-136.0870,0.0278,-137.8679,0.005441,0.1319,25.79,31.75,-7.89,0.076923,0.076923,0,0
1779972193.7186592,14,0.1349,0,-135.4780,0.0334,-137.8118,0.004281,0.1562,23.22,31.68,-7.80,0.071429,0.071429,0,0
1779972193.9830632,15,0.1347,0,-135.5658,0.0323,-137.7596,0.005475,0.1567,20.70,29.10,-7.38,0.066667,0.066667,0,0
