time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779879861.0613794,1,0.9879,0,23.2326,22.9511,23.2292,0.190171,0.1698,-20.54,1.000000,1.000000,0,0
1779879861.2626321,2,0.9879,0,23.2317,11.6141,29.1078,0.190661,0.1140,-20.54,0.500000,0.500000,0,0
1779879861.5390804,3,0.9879,0,23.2312,7.7894,32.3970,0.191027,0.1458,-20.54,0.333333,0.333333,0,0
1779879861.7848947,4,0.9879,0,23.2308,5.8655,34.5501,0.191289,0.1457,-20.54,0.250000,0.250000,0,0
1779879861.9975178,5,0.9879,0,23.2312,4.7067,36.0905,0.191466,0.1083,-20.54,0.200000,0.200000,0,0
1779879862.244003,6,0.9879,0,23.2324,3.9320,37.2580,0.191504,0.1103,-20.54,0.166667,0.166667,0,0
1779879862.510615,7,0.9879,0,23.2335,3.3772,37.9000,0.191333,0.1149,-20.54,0.142857,0.159104,0,0
1779879862.742344,8,0.9879,0,23.2341,2.9602,38.0898,0.191057,0.1091,-20.54,0.125000,0.159104,0,0
1779879863.017929,9,0.9879,0,23.2342,2.6353,37.9760,0.190785,0.1304,-20.54,0.111111,0.159104,0,0
1779879863.2656775,10,0.9879,0,23.2338,2.3749,37.6605,0.190600,0.1203,-20.54,0.100000,0.159104,0,0
1779879863.5220487,11,0.9879,0,23.2329,2.1616,37.2147,0.190675,0.1327,-20.54,0.090909,0.159104,0,0
1779879863.7544348,12,0.9879,0,23.2327,1.9836,36.6889,0.190823,0.1178,-20.54,0.083333,0.159104,0,0
1779879864.0017962,13,0.9879,0,23.2325,1.8329,36.1186,0.190990,0.1124,-20.54,0.076923,0.159104,0,0
1779879864.2672007,14,0.9879,0,23.2323,1.7035,35.5289,0.191023,0.1324,-20.54,0.071429,0.159104,0,0
1779879864.5103762,15,0.9879,0,23.2327,1.5913,34.9375,0.190847,0.1152,-20.54,0.066667,0.159104,0,0
1779879864.7586672,16,0.9879,0,23.2331,1.4931,34.3563,0.190544,0.1219,-20.54,0.062500,0.159104,0,0
1779879865.0269442,17,0.9879,0,23.2335,1.4064,33.7934,0.190093,0.1394,-20.54,0.058824,0.159104,0,0
1779879865.2758408,18,0.9879,0,23.2334,1.3292,33.2539,0.189761,0.1377,-20.54,0.055556,0.159104,0,0
1779879865.4968793,19,0.9879,0,23.2325,1.2600,32.7408,0.189582,0.1061,-20.54,0.052632,0.159104,0,0
1779879865.740734,20,0.9879,0,23.2314,1.1977,32.2556,0.189321,0.1051,-20.54,0.050000,0.159104,0,0
1779879865.9963977,21,0.9879,0,23.2305,1.1414,31.7991,0.189128,0.1055,-20.54,0.047619,0.159104,0,0
1779879866.2566164,22,0.9879,0,23.2299,1.0901,31.3710,0.189033,0.1137,-20.54,0.045455,0.159104,0,0
1779879866.5417469,23,0.9879,0,23.2303,1.0433,30.9708,0.188852,0.1515,-20.54,0.043478,0.159104,0,0
1779879866.7755911,24,0.9879,0,23.2311,1.0004,30.5974,0.188878,0.1382,-20.54,0.041667,0.159104,0,0
1779879867.003892,25,0.9879,0,23.2323,0.9609,30.2497,0.188927,0.1169,-20.54,0.040000,0.159104,0,0
1779879867.250089,26,0.9879,0,23.2335,0.9244,29.9260,0.188940,0.1138,-20.54,0.038462,0.159104,0,0
1779879867.534507,27,0.9879,0,23.2348,0.8906,29.6250,0.189022,0.1490,-20.53,0.037037,0.159104,0,0
1779879867.8120422,28,0.9879,0,23.2358,0.8593,29.3450,0.189047,0.1776,-20.54,0.035714,0.159104,0,0
1779879868.0089698,29,0.9879,0,23.2367,0.8300,29.0845,0.189124,0.1273,-20.54,0.034483,0.159104,0,0
1779879868.3026247,30,0.9879,0,23.2372,0.8027,28.8420,0.189094,0.1605,-20.54,0.033333,0.159104,0,0
1779879868.5014303,31,0.9879,0,23.2366,0.7771,28.6159,0.189029,0.1166,-20.54,0.032258,0.159104,0,0
1779879868.7683656,32,0.9879,0,23.2355,0.7531,28.4050,0.189112,0.1192,-20.54,0.031250,0.159104,0,0
1779879869.0047698,33,0.9879,0,23.2342,0.7305,28.2079,0.189217,0.1128,-20.54,0.030303,0.159104,0,0
1779879869.252236,34,0.9879,0,23.2334,0.7092,28.0238,0.189370,0.1155,-20.54,0.029412,0.159104,0,0
1779879869.5239196,35,0.9879,0,23.2334,0.6892,27.8518,0.189623,0.1297,-20.54,0.028571,0.159104,0,0
1779879869.7591834,36,0.9879,0,23.2337,0.6703,27.6909,0.189871,0.1163,-20.55,0.027778,0.159104,0,0
1779879870.0076365,37,0.9879,0,23.2340,0.6524,27.5403,0.190090,0.1149,-20.55,0.027027,0.159104,0,0
1779879870.2703714,38,0.9879,0,23.2334,0.6355,27.3990,0.190295,0.1235,-20.55,0.026316,0.159104,0,0
1779879870.4949696,39,0.9879,0,23.2325,0.6193,27.2661,0.190498,0.1129,-20.55,0.025641,0.159104,0,0
1779879870.7452254,40,0.9879,0,23.2315,0.6040,27.1410,0.190650,0.1143,-20.55,0.025000,0.159104,0,0
1779879871.0066926,41,0.9879,0,23.2303,0.5894,27.0232,0.190751,0.1165,-20.55,0.024390,0.159104,0,0
1779879871.2470114,42,0.9879,0,23.2297,0.5756,26.9120,0.190836,0.1127,-20.55,0.023810,0.159104,0,0
1779879871.4947915,43,0.9879,0,23.2291,0.5623,26.8071,0.190855,0.1063,-20.55,0.023256,0.159104,0,0
1779879871.7474387,44,0.9879,0,23.2293,0.5497,26.7081,0.190731,0.1046,-20.55,0.022727,0.159104,0,0
1779879872.0159357,45,0.9879,0,23.2295,0.5376,26.6145,0.190675,0.1241,-20.55,0.022222,0.159104,0,0
1779879872.259403,46,0.9879,0,23.2298,0.5261,26.5259,0.190566,0.1140,-20.55,0.021739,0.159104,0,0
1779879872.5320532,47,0.9879,0,23.2303,0.5150,26.4420,0.190403,0.1294,-20.55,0.021277,0.159104,0,0
1779879872.758698,48,0.9879,0,23.2301,0.5044,26.3623,0.190307,0.1074,-20.55,0.020833,0.159104,0,0
1779879873.0155215,49,0.9879,0,23.2304,0.4943,26.2867,0.190091,0.1165,-20.54,0.020408,0.159104,0,0
1779879873.2596078,50,0.9879,0,23.2308,0.4845,26.2147,0.189922,0.1176,-20.54,0.020000,0.159104,0,0
1779879873.4938834,51,0.9879,0,23.2311,0.4751,26.1462,0.189743,0.1105,-20.54,0.019608,0.159104,0,0
1779879873.736029,52,0.9879,0,23.2312,0.4661,26.0809,0.189547,0.1026,-20.54,0.019231,0.159104,0,0
1779879874.0093148,53,0.9879,0,23.2304,0.4574,26.0184,0.189325,0.1149,-20.54,0.018868,0.159104,0,0
