time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,angle_y,angle_z,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779818847.9711092,1,0.0194,1,0.0000,0.0000,0.0000,0.060105,0.3417,18.45,29.40,2.21,1.000000,1.000000,0,0
1779818848.518731,2,0.0194,1,0.0000,0.0000,0.0000,0.107441,0.3008,13.62,20.66,2.51,0.500000,0.500000,0,0
1779818849.0668283,3,0.0237,1,0.0000,0.0000,0.0000,0.082827,0.3168,12.63,21.84,2.40,0.333333,0.333333,0,0
1779818849.5484922,4,0.0540,1,0.0000,0.0000,0.0000,0.299496,0.2759,14.69,18.60,2.43,0.250000,0.250000,0,0
1779818850.085865,5,0.0992,1,0.0000,0.0000,0.0000,0.287349,0.2782,13.78,12.87,2.41,0.200000,0.200000,0,0
1779818850.6164107,6,0.1436,0,-11.8587,-0.2838,-0.5608,0.152016,0.2617,13.85,13.83,1.98,0.166667,0.166667,0,0
1779818851.1699195,7,0.1894,0,-7.7395,-0.1647,-0.9369,0.140363,0.2904,13.56,13.52,1.51,0.142857,0.159104,0,0
1779818851.7029054,8,0.2283,0,-5.9330,-0.1084,-1.2229,0.090548,0.2984,12.25,11.70,1.17,0.125000,0.159104,0,0
1779818852.214861,9,0.2516,0,-5.7367,-0.0999,-1.4995,0.047904,0.2698,10.14,8.67,1.05,0.111111,0.159104,0,0
1779818852.7470827,10,0.2628,0,-5.3056,-0.0859,-1.7410,0.043077,0.2669,5.06,5.15,0.91,0.100000,0.159104,0,0
1779818853.2737215,11,0.2628,0,-4.9491,-0.0754,-1.9473,0.059425,0.2615,-2.15,1.40,0.77,0.090909,0.159104,0,0
1779818853.8328717,12,0.2561,0,-4.0504,-0.0546,-2.0853,0.082588,0.2818,-11.89,0.68,0.48,0.083333,0.159104,0,0
1779818854.3631825,13,0.2474,0,-2.7266,-0.0283,-2.1378,0.034673,0.2872,-16.18,4.32,0.15,0.076923,0.159104,0,0
1779818854.875489,14,0.2398,0,-3.6533,-0.0437,-2.2377,0.089557,0.2644,-9.00,5.08,0.37,0.071429,0.159104,0,0
1779818855.393493,15,0.2341,0,-6.2503,-0.0836,-2.4676,0.145661,0.2524,1.90,1.50,0.92,0.066667,0.159104,0,0
1779818855.6134439,16,0.2321,0,-7.7906,-0.1047,-2.7650,0.133740,0.2115,8.24,-0.56,1.19,0.062500,0.159104,0,0
1779818855.9032931,17,0.2301,0,-9.4360,-0.1256,-3.1302,0.088292,0.2380,14.56,-2.77,1.46,0.058824,0.159104,0,0
1779818856.126918,18,0.2290,0,-10.9211,-0.1429,-3.5517,0.034932,0.2014,20.35,-4.90,1.69,0.055556,0.159104,0,0
1779818856.556781,19,0.2283,0,-11.9549,-0.1536,-4.0049,0.016924,0.3548,24.01,-6.81,1.81,0.052632,0.159104,0,0
1779818857.0082686,20,0.2251,0,-13.7178,-0.1717,-4.5183,0.023221,0.2749,22.96,-11.67,2.09,0.050000,0.159104,0,0
1779818857.5703368,21,0.2258,0,-13.7430,-0.1701,-5.0136,0.043978,0.3207,16.44,-13.42,2.00,0.047619,0.159104,0,0
1779818858.0879877,22,0.2303,0,-11.0443,-0.1401,-5.3695,0.201752,0.2906,10.31,-5.72,1.33,0.045455,0.159104,0,0
