time,window_index,tested_yaw_deg,cost_val,is_best,movement_var_up,movement_var_low,is_flat_valley,r_w,best_yaw_deg
1778084578.3714561,1,-180.0000,89.641266,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.378124,1,-175.0000,78.893354,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.3893273,1,-170.0000,70.365854,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.3904374,1,-165.0000,64.172104,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.3957307,1,-160.0000,60.390742,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.3976417,1,-155.0000,59.067012,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4006119,1,-150.0000,60.213490,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.401941,1,-145.0000,63.810234,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4026227,1,-140.0000,69.804382,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.404197,1,-135.0000,78.109321,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4054303,1,-130.0000,88.603606,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.406721,1,-125.0000,101.130065,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4093275,1,-120.0000,115.495917,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.414979,1,-115.0000,131.475577,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4165459,1,-110.0000,148.819431,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4205303,1,-105.0000,167.274886,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4244378,1,-100.0000,186.631312,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4307668,1,-95.0000,206.808883,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4327092,1,-90.0000,227.997844,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.433415,1,-85.0000,249.841186,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4339993,1,-80.0000,270.752838,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4345775,1,-75.0000,287.635627,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4350848,1,-70.0000,297.801883,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4367716,1,-65.0000,299.891081,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.43795,1,-60.0000,293.644045,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4401104,1,-55.0000,280.028047,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4429655,1,-50.0000,260.765125,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4438064,1,-45.0000,237.711727,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4446278,1,-40.0000,212.483971,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4464884,1,-35.0000,186.352766,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.449006,1,-30.0000,160.276948,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.449479,1,-25.0000,134.974016,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4512484,1,-20.0000,110.985723,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4523458,1,-15.0000,88.727758,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4529037,1,-10.0000,68.524485,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4539065,1,-5.0000,50.632423,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.454966,1,0.0000,35.255939,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4572847,1,5.0000,22.557716,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4582682,1,10.0000,12.665764,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4587812,1,15.0000,5.678099,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.459281,1,20.0000,1.665851,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.459764,1,25.0000,0.675209,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.46026,1,30.0000,2.728508,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4608011,1,35.0000,7.824539,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4613414,1,40.0000,15.938150,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4619405,1,45.0000,27.019017,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4661674,1,50.0000,40.989405,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4674997,1,55.0000,57.740550,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4690382,1,60.0000,77.127027,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4695754,1,65.0000,98.958091,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4705656,1,70.0000,122.984331,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4711127,1,75.0000,148.876932,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4721096,1,80.0000,176.195336,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4726434,1,85.0000,204.337017,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.474845,1,90.0000,232.461519,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4753866,1,95.0000,259.384042,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4758668,1,100.0000,283.455474,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1778084578.4763596,1,105.0000,302.516002,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
