time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,angle_y,angle_z,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779984046.7802727,1,0.1361,0,71.4033,0.0000,71.4033,0.000002,0.1563,-44.07,163.41,-16.76,1.000000,1.000000,0,0
1779984047.0431921,2,0.1361,0,71.3921,-0.0008,71.4018,0.000002,0.1583,-44.07,163.41,-16.76,0.500000,0.500000,0,0
1779984047.3344228,3,0.1361,0,-138.0736,0.0000,-138.0736,0.000003,0.1738,31.23,5.41,-3.29,0.333333,0.333333,1,0
1779984047.6194444,4,0.1361,0,-138.0599,0.0005,-138.0726,0.000003,0.1899,31.23,5.41,-3.29,0.250000,0.250000,0,0
1779984047.866285,5,0.1361,0,-138.0461,0.0008,-138.0711,0.000002,0.1667,31.23,5.41,-3.29,0.200000,0.200000,0,0
1779984048.130884,6,0.1361,0,-138.0341,0.0011,-138.0692,0.000001,0.1496,31.22,5.41,-3.29,0.166667,0.166667,0,0
1779984048.3949509,7,0.1360,0,-137.9692,0.0023,-138.0650,0.000119,0.1617,30.94,5.63,-3.38,0.142857,0.142857,0,0
1779984048.7080686,8,0.1358,0,-137.5557,0.0093,-138.0472,0.003507,0.1979,29.17,7.26,-3.72,0.125000,0.125000,0,0
1779984048.979539,9,0.1356,0,-137.1277,0.0156,-138.0180,0.006896,0.1939,26.95,11.25,-4.75,0.111111,0.111111,0,0
1779984049.1272151,10,0.1355,0,-136.8858,0.0187,-137.9842,0.007133,0.0905,24.87,16.97,-6.76,0.100000,0.100000,0,0
1779984049.515715,11,0.1354,0,-136.7090,0.0206,-137.9481,0.006777,0.1960,23.07,23.09,-9.47,0.090909,0.090909,0,0
1779984049.7897513,12,0.1354,0,-136.4432,0.0234,-137.9080,0.006237,0.2125,22.02,27.47,-11.71,0.083333,0.083333,0,0
1779984050.0540774,13,0.1352,0,-136.0870,0.0269,-137.8625,0.005441,0.2084,21.07,29.58,-12.66,0.076923,0.076923,0,0
1779984050.3099587,14,0.1349,0,-135.4780,0.0325,-137.8074,0.004281,0.1957,18.52,29.58,-12.47,0.071429,0.071429,0,0
1779984050.6069043,15,0.1347,0,-135.5658,0.0314,-137.7562,0.005475,0.2295,16.00,27.16,-11.70,0.066667,0.066667,0,0
1779984050.8142757,16,0.1348,0,-137.3504,0.0161,-137.7368,0.016056,0.1671,16.77,22.52,-9.80,0.062500,0.062500,0,0
1779984051.1597033,17,0.1348,0,-138.5564,0.0064,-137.7370,0.015027,0.2449,18.57,16.72,-7.67,0.058824,0.058824,0,0
1779984051.3852568,18,0.1348,0,-138.4544,0.0071,-137.7353,0.014801,0.1996,19.92,11.50,-5.81,0.055556,0.055556,0,0
1779984051.6418257,19,0.1346,0,-137.8424,0.0114,-137.7248,0.020989,0.1774,19.59,7.63,-3.53,0.052632,0.052632,0,0
1779984051.91636,20,0.1343,0,-136.7970,0.0183,-137.7003,0.042165,0.1935,16.49,5.80,-0.93,0.050000,0.050000,0,0
1779984052.209964,21,0.1341,0,-135.5542,0.0261,-137.6606,0.065805,0.2143,12.46,5.05,0.58,0.047619,0.047619,0,0
1779984052.4337804,22,0.1340,0,-135.0152,0.0293,-137.6154,0.071099,0.1650,10.86,4.48,0.75,0.045455,0.045455,0,0
1779984052.6927915,23,0.1341,0,-135.0886,0.0287,-137.5722,0.072276,0.1619,11.29,4.39,0.89,0.043478,0.043478,0,0
1779984053.049331,24,0.1340,0,-134.8826,0.0297,-137.5277,0.066051,0.2419,10.85,4.52,0.62,0.041667,0.041667,0,0
1779984053.2228603,25,0.1338,0,-134.6729,0.0306,-137.4819,0.061663,0.1468,8.95,3.27,0.51,0.040000,0.040000,0,0
1779984053.521839,26,0.1335,0,-134.9478,0.0291,-137.4400,0.065736,0.1644,5.62,-1.98,0.98,0.038462,0.038462,0,0
1779984053.7672079,27,0.1335,0,-136.3262,0.0221,-137.4125,0.098782,0.1527,3.75,-11.70,2.06,0.037037,0.037037,0,0
1779984054.0483298,28,0.1338,0,-138.8736,0.0098,-137.4097,0.186332,0.1609,4.19,-24.11,4.16,0.035714,0.035714,0,0
1779984054.3540761,29,0.1342,0,-142.2457,-0.0058,-137.4379,0.301022,0.1878,5.03,-36.91,6.92,0.034483,0.034483,0,0
1779984054.643988,30,0.1347,0,-146.4718,-0.0248,-137.5040,0.417374,0.2201,4.93,-48.14,9.83,0.033333,0.034064,0,0
1779984054.9054835,31,0.1349,0,-151.2127,-0.0453,-137.6120,0.508522,0.2052,3.04,-57.63,10.98,0.032258,0.034064,0,0
1779984055.1541274,32,0.1351,0,-157.0090,-0.0696,-137.7705,0.624942,0.1926,0.11,-68.06,10.46,0.031250,0.034064,0,0
1779984055.3949683,33,0.1356,0,-164.5445,-0.1003,-137.9940,0.902320,0.1783,-2.80,-81.02,10.90,0.030303,0.034064,0,0
1779984055.6985931,34,0.1364,0,-84.0451,0.2232,-137.5212,0.392178,0.2026,-5.24,-95.03,12.33,0.029412,0.034064,0,0
1779984055.94317,35,0.1372,0,-88.4058,0.2052,-137.0874,0.292028,0.1798,-8.24,-107.45,13.15,0.028571,0.034064,0,0
1779984056.208323,36,0.1377,0,-92.7094,0.1880,-136.6922,0.231313,0.1723,-10.60,-118.15,11.39,0.027778,0.034064,0,0
1779984056.4923117,37,0.1380,0,-96.3944,0.1735,-136.3301,0.182426,0.1942,-11.89,-127.80,8.39,0.027027,0.034064,0,0
1779984056.725224,38,0.1384,0,-99.2294,0.1626,-135.9933,0.117104,0.1646,-13.03,-137.51,5.35,0.026316,0.034064,0,0
1779984057.0463102,39,0.1389,0,-101.2188,0.1549,-135.6746,0.054779,0.2138,-14.30,-147.40,3.54,0.025641,0.034064,0,0
1779984057.1918042,40,0.1393,0,-102.6090,0.1495,-135.3689,0.028269,0.1003,-15.57,-155.81,2.92,0.025000,0.034064,0,0
1779984057.5369241,41,0.1395,0,-103.7087,0.1453,-135.0738,0.016763,0.1722,-15.95,-161.40,1.68,0.024390,0.034064,0,0
1779984057.7836752,42,0.1396,0,-104.6105,0.1418,-134.7878,0.008643,0.1631,-15.21,-164.96,0.22,0.023810,0.034064,0,0
1779984058.1417468,43,0.1396,0,-105.2958,0.1391,-134.5091,0.002069,0.2587,-14.03,-167.04,-0.88,0.023256,0.034064,0,0
1779984058.2777572,44,0.1396,0,-105.4977,0.1380,-134.2338,0.000507,0.1283,-13.71,-167.07,-0.94,0.022727,0.034064,0,0
1779984058.5930245,45,0.1395,0,-105.2474,0.1384,-133.9583,0.002297,0.1664,-13.39,-164.20,-0.49,0.022222,0.034064,0,0
1779984058.8370326,46,0.1391,0,-104.6759,0.1397,-133.6805,0.009540,0.1532,-12.47,-158.40,0.00,0.021739,0.034064,0,0
1779984059.1560209,47,0.1386,0,-103.8043,0.1418,-133.3983,0.031058,0.2000,-11.23,-150.05,0.67,0.021277,0.034064,0,0
1779984059.415283,48,0.1380,0,-102.9370,0.1439,-133.1118,0.088424,0.1878,-9.58,-138.93,1.52,0.020833,0.034064,0,0
1779984059.718241,49,0.1373,0,-103.1647,0.1429,-132.8296,0.213157,0.2309,-7.19,-124.81,2.89,0.020408,0.034064,0,0
1779984059.8736625,50,0.1366,0,-106.1421,0.1344,-132.5717,0.383860,0.1368,-3.94,-108.36,4.41,0.020000,0.034064,0,0
1779984060.233692,51,0.1359,0,-115.0875,0.1102,-132.3811,0.523055,0.2210,0.44,-89.66,5.48,0.019608,0.034064,0,0
1779984060.503602,52,0.1353,0,-127.3105,0.0781,-132.2800,0.481399,0.2202,5.09,-70.04,5.39,0.019231,0.034064,0,0
1779984060.776573,53,0.1348,0,-133.7115,0.0616,-132.2253,0.318019,0.2253,8.23,-50.80,4.52,0.018868,0.034064,0,0
1779984061.0446956,54,0.1344,0,-135.0250,0.0582,-132.1802,0.182721,0.2280,9.82,-32.49,3.65,0.018519,0.034064,0,0
1779984061.298484,55,0.1342,0,-134.4528,0.0594,-132.1314,0.094450,0.2057,10.95,-15.43,2.61,0.018182,0.034064,0,0
1779984061.5408053,56,0.1342,0,-132.9861,0.0628,-132.0728,0.050800,0.1793,11.47,-0.59,1.57,0.017857,0.034064,0,0
1779984061.8300278,57,0.1342,0,-131.1329,0.0670,-132.0018,0.035394,0.1938,10.74,11.47,0.39,0.017544,0.034064,0,0
1779984062.088795,58,0.1341,0,-129.3692,0.0709,-131.9192,0.025469,0.1852,9.11,21.56,-0.89,0.017241,0.034064,0,0
1779984062.346787,59,0.1341,0,-127.8928,0.0741,-131.8270,0.015418,0.1786,6.88,29.83,-2.27,0.016949,0.034064,0,0
1779984062.6014764,60,0.1341,0,-126.8650,0.0763,-131.7284,0.007850,0.1682,5.07,36.80,-3.90,0.016667,0.034064,0,0
1779984062.8614094,61,0.1343,0,-126.2845,0.0774,-131.6265,0.006140,0.1622,4.05,42.94,-5.21,0.016393,0.034064,0,0
1779984063.1655293,62,0.1345,0,-126.0288,0.0778,-131.5234,0.006185,0.1980,3.40,49.44,-5.88,0.016129,0.034064,0,0
1779984063.4575071,63,0.1348,0,-125.7728,0.0781,-131.4192,0.006002,0.2192,2.70,56.40,-5.81,0.015873,0.034064,0,0
1779984063.6175406,64,0.1351,0,-125.5963,0.0783,-131.3145,0.006043,0.1163,2.30,63.46,-5.97,0.015625,0.034064,0,0
1779984063.976538,65,0.1355,0,-126.3529,0.0766,-131.2153,0.005410,0.1957,2.47,70.88,-5.93,0.015385,0.034064,0,0
1779984064.1461568,66,0.1360,0,-128.9028,0.0712,-131.1337,0.005541,0.1072,2.93,78.53,-4.67,0.015152,0.034064,0,0
1779984064.457845,67,0.1364,0,-132.2319,0.0643,-131.0749,0.005743,0.1600,3.09,85.66,-2.23,0.014925,0.034064,0,0
1779984064.7495108,68,0.1368,0,-133.5349,0.0615,-131.0251,0.006609,0.1782,2.51,92.05,1.27,0.014706,0.034064,0,0
1779984065.0368435,69,0.1371,0,-134.0296,0.0604,-130.9790,0.007043,0.2027,2.05,97.37,4.98,0.014493,0.034064,0,0
1779984065.3008878,70,0.1373,0,-133.9065,0.0605,-130.9324,0.007220,0.1881,1.87,99.65,7.01,0.014286,0.034064,0,0
1779984065.597578,71,0.1373,0,-133.8486,0.0605,-130.8858,0.010943,0.2152,2.07,98.79,6.27,0.014085,0.034064,0,0
1779984065.8471029,72,0.1372,0,-133.8817,0.0604,-130.8397,0.021897,0.2059,2.51,97.34,4.06,0.013889,0.034064,0,0
1779984066.0291984,73,0.1371,0,-133.4376,0.0611,-130.7911,0.041737,0.1271,2.86,95.75,0.05,0.013699,0.034064,0,0
1779984066.3979225,74,0.1371,0,-131.4181,0.0647,-130.7296,0.065508,0.2114,2.61,94.25,-5.45,0.013514,0.034064,0,0
1779984066.690746,75,0.1370,0,-127.1083,0.0725,-130.6406,0.085302,0.2445,1.62,93.67,-11.70,0.013333,0.034064,0,0
