time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,angle_y,angle_z,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779871935.1352773,1,0.0909,1,0.0000,0.0000,0.0000,2.144041,0.0983,-112.59,-67.04,140.08,1.000000,1.000000,0,0
1779871935.3790526,2,0.0909,1,0.0000,0.0000,0.0000,2.144458,0.0957,-112.59,-67.04,140.08,0.500000,0.500000,0,0
1779871935.6234977,3,0.0909,1,0.0000,0.0000,0.0000,2.144482,0.0879,-112.59,-67.04,140.07,0.333333,0.333333,0,0
1779871935.879806,4,0.0909,1,0.0000,0.0000,0.0000,2.160586,0.0919,-112.88,-66.85,140.35,0.250000,0.250000,0,0
1779871936.1286504,5,0.0908,1,0.0000,0.0000,0.0000,2.320277,0.0881,-114.99,-64.40,142.59,0.200000,0.200000,0,0
1779871936.3803542,6,0.0907,1,0.0000,0.0000,0.0000,2.554451,0.0877,-117.95,-58.72,145.96,0.166667,0.166667,0,0
1779871936.6576807,7,0.0906,1,0.0000,0.0000,0.0000,2.667502,0.1155,-121.26,-48.99,150.18,0.142857,0.159104,0,0
1779871936.8792512,8,0.0904,1,0.0000,0.0000,0.0000,2.592781,0.0969,-124.52,-37.21,154.78,0.125000,0.159104,0,0
1779871937.127896,9,0.0903,1,0.0000,0.0000,0.0000,2.389581,0.0969,-127.77,-25.02,159.47,0.111111,0.159104,0,0
1779871937.41691,10,0.0901,1,0.0000,0.0000,0.0000,2.073187,0.1307,-131.03,-12.83,164.17,0.100000,0.159104,0,0
1779871937.6255214,11,0.0900,1,0.0000,0.0000,0.0000,1.636715,0.0917,-134.29,-0.59,168.89,0.090909,0.159104,0,0
1779871937.8963118,12,0.0898,1,0.0000,0.0000,0.0000,1.052440,0.1054,-137.26,11.53,173.36,0.083333,0.159104,0,0
1779871938.1465826,13,0.0897,1,0.0000,0.0000,0.0000,0.450672,0.1146,-138.51,21.68,175.91,0.076923,0.159104,0,0
1779871938.374449,14,0.0897,1,0.0000,0.0000,0.0000,0.071258,0.0909,-139.30,29.18,177.45,0.071429,0.159104,0,0
1779871938.628553,15,0.0895,1,0.0000,0.0000,0.0000,0.076355,0.0921,-140.25,33.21,144.98,0.066667,0.159104,0,0
1779871938.8642437,16,0.0893,1,0.0000,0.0000,0.0000,0.124179,0.0820,-141.52,35.86,100.60,0.062500,0.159104,0,0
1779871939.116723,17,0.0890,1,0.0000,0.0000,0.0000,0.157211,0.0834,-143.13,37.89,56.07,0.058824,0.159104,0,0
