time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,angle_y,angle_z
1777990334.6317368,1,0.0274,1,0.0000,0.0000,0.0000,0.000000,0.0000,30.10,14.41,-8.41
1777990334.640624,2,0.0274,1,0.0000,0.0000,0.0000,0.000000,0.0000,30.11,14.41,-8.41
1777990334.6539025,3,0.0273,1,0.0000,0.0000,0.0000,0.000000,0.0000,30.11,14.41,-8.41
1777990334.6603093,4,0.0273,1,0.0000,0.0000,0.0000,0.000000,0.0000,30.11,14.42,-8.41
1777990334.8854775,5,0.0273,1,0.0000,0.0000,0.0000,0.000000,0.0000,30.11,14.42,-8.41
1777990335.1560333,6,0.0274,1,0.0000,0.0000,0.0000,0.000000,0.0000,30.11,14.42,-8.41
1777990335.4162476,7,0.0274,1,0.0000,0.0000,0.0000,0.000000,0.0000,30.11,14.42,-8.41
1777990335.689919,8,0.0274,1,0.0000,0.0000,0.0000,0.000000,0.0000,30.11,14.42,-8.41
1777990335.9477954,9,0.0274,1,0.0000,0.0000,0.0000,0.000000,0.0000,30.11,14.42,-8.40
1777990336.2235367,10,0.0274,1,0.0000,0.0000,0.0000,0.000000,0.0000,30.11,14.42,-8.40
1777990336.4861114,11,0.0274,1,0.0000,0.0000,0.0000,0.000000,0.0000,30.11,14.42,-8.40
1777990336.7445447,12,0.0274,1,0.0000,0.0000,0.0000,0.000000,0.0000,30.11,14.42,-8.40
1777990337.0209122,13,0.0274,1,0.0000,0.0000,0.0000,0.000000,0.0000,30.11,14.42,-8.41
1777990337.2786965,14,0.0274,1,0.0000,0.0000,0.0000,0.000000,0.0000,30.11,14.42,-8.41
1777990337.5538328,15,0.0274,1,0.0000,0.0000,0.0000,0.000000,0.0000,30.11,14.42,-8.41
1777990337.813845,16,0.0274,1,0.0000,0.0000,0.0000,0.000000,0.0000,30.11,14.42,-8.40
1777990338.095113,17,0.0274,1,0.0000,0.0000,0.0000,0.000000,0.0000,30.11,14.42,-8.40
1777990338.3566704,18,0.0274,1,0.0000,0.0000,0.0000,0.000000,0.0000,30.11,14.42,-8.40
1777990338.6177793,19,0.0274,1,0.0000,0.0000,0.0000,0.000000,0.0000,30.11,14.43,-8.40
1777990338.8783524,20,0.0274,1,0.0000,0.0000,0.0000,0.000000,0.0000,30.10,14.43,-8.40
1777990339.1521678,21,0.0275,1,0.0000,0.0000,0.0000,0.000000,0.0000,30.10,14.43,-8.40
1777990339.4162192,22,0.0275,1,0.0000,0.0000,0.0000,0.000000,0.0000,30.10,14.43,-8.40
1777990339.678558,23,0.0274,1,0.0000,0.0000,0.0000,0.000000,0.0000,30.10,14.43,-8.40
1777990339.9562716,24,0.0274,1,0.0000,0.0000,0.0000,0.000000,0.0000,30.11,14.43,-8.40
1777990340.2182622,25,0.0274,1,0.0000,0.0000,0.0000,0.000000,0.0000,30.11,14.43,-8.40
1777990340.481206,26,0.0274,1,0.0000,0.0000,0.0000,0.000000,0.0000,30.11,14.43,-8.40
1777990340.739876,27,0.0274,1,0.0000,0.0000,0.0000,0.000000,0.0000,30.11,14.43,-8.40
1777990341.0845876,28,0.0273,1,118.3857,0.0000,0.0000,0.000001,0.0667,108.25,-56.36,111.60
1777990341.349328,29,0.0271,1,118.8857,0.0000,0.0000,0.000036,0.0699,108.56,-57.21,111.83
1777990341.6256356,30,0.0267,1,119.7857,0.0000,0.0000,0.000166,0.0701,101.26,-60.89,103.74
1777990341.8775175,31,0.0265,1,119.9857,0.0000,0.0000,0.000260,0.0598,83.45,-63.30,84.37
1777990342.1453662,32,0.0286,1,121.9857,0.0000,0.0000,0.002222,0.0678,72.13,-64.12,71.27
1777990342.4350054,33,0.0404,1,55.4714,0.0000,0.0000,0.017640,0.0816,20.22,-10.84,3.95
1777990342.6879556,34,0.0627,1,166.4143,0.0000,0.0000,0.023439,0.0695,139.73,-47.00,148.01
1777990342.9495947,35,0.0900,1,170.0143,0.0000,0.0000,0.016113,0.0722,143.79,-37.14,154.95
1777990343.2214382,36,0.1191,0,32.4000,-0.9834,-0.1117,0.024427,0.0760,11.21,-3.86,0.06
1777990343.477911,37,0.1494,0,35.0000,-0.9512,0.1187,0.033915,0.0684,4.49,-3.01,1.39
1777990343.7407618,38,0.1809,0,39.1000,-0.8964,0.8045,0.060994,0.0730,3.70,2.35,-0.49
1777990343.998933,39,0.2062,0,41.8857,-0.8508,1.8498,0.040364,0.0676,7.64,8.78,-2.50
1777990344.2918055,40,0.2244,0,42.7857,-0.8273,3.0774,0.013167,0.0784,13.23,11.48,-2.76
1777990344.5371847,41,0.2365,0,41.9857,-0.8269,4.3116,0.025341,0.0720,17.97,7.78,-2.36
1777990344.8157158,42,0.2428,0,39.7000,-0.8481,5.3928,0.054241,0.0764,18.83,-0.15,-0.62
1777990345.0827103,43,0.2481,0,36.2000,-0.8876,6.2293,0.062916,0.0793,13.53,-8.43,0.48
1777990345.3447258,44,0.2552,0,33.1000,-0.9215,6.8634,0.042735,0.0749,5.57,-14.06,-0.13
1777990345.603872,45,0.2627,0,31.7000,-0.9290,7.4189,0.014185,0.0717,-3.44,-15.09,-0.74
1777990345.872221,46,0.2687,0,32.3000,-0.9044,8.0340,0.024672,0.0737,-11.69,-10.82,-0.89
1777990346.1471417,47,0.2740,0,34.3000,-0.8566,8.8069,0.044625,0.0638,-16.20,-2.48,-0.11
1777990346.421894,48,0.2790,0,36.8000,-0.8004,9.7678,0.043208,0.0748,-15.32,6.65,1.07
1777990346.679111,49,0.2833,0,39.1000,-0.7477,10.8887,0.029431,0.0653,-10.14,13.16,1.38
1777990346.9444673,50,0.2861,0,-117.4857,-3.4230,-0.3724,0.135405,0.0674,148.76,5.15,-150.40
1777990347.2224317,51,0.2877,0,-116.8857,-3.3535,-10.8662,0.060517,0.0766,137.63,4.12,-176.06
1777990347.4769151,52,0.2883,0,43.2857,-0.5242,-7.9336,0.003246,0.0734,17.96,13.42,-4.04
1777990347.7344377,53,0.2880,0,43.4857,-0.5117,-5.1656,0.000949,0.0667,22.22,12.32,-4.89
1777990348.020097,54,0.2872,0,43.1857,-0.5080,-2.5960,0.002283,0.0691,21.17,12.29,-4.66
1777990348.2904038,55,0.2857,0,-120.2857,-3.3022,-13.0648,0.021353,0.0736,132.86,2.55,-177.16
1777990348.5412457,56,0.2834,0,-119.2857,-3.2290,-22.6943,0.011142,0.0736,142.19,3.79,-177.13
1777990348.814441,57,0.2814,0,40.0000,-0.4847,-19.2805,0.017470,0.0661,-4.26,14.66,0.55
1777990349.0703628,58,0.2811,0,38.2000,-0.5069,-16.2128,0.025722,0.0728,-11.91,11.75,1.63
1777990349.3485968,59,0.2820,0,36.1000,-0.5338,-13.4786,0.030971,0.0706,-17.01,6.57,1.50
1777990349.6068377,60,0.2824,0,34.3000,-0.5553,-11.0405,0.021965,0.0651,-19.06,0.86,0.29
1777990349.877895,61,0.2819,0,33.0000,-0.5679,-8.8504,0.008489,0.0767,-19.00,-3.72,-1.28
1777990350.1385553,62,0.2807,0,-170.9143,-3.9934,-22.5739,0.033117,0.0720,166.32,-17.25,175.86
1777990350.4156616,63,0.2793,0,-172.1143,-3.9466,-35.4364,0.000025,0.0688,166.53,-17.89,175.80
1777990350.6728308,64,0.2783,0,-172.1143,-3.8806,-47.4229,0.000022,0.0639,166.62,-17.94,175.82
1777990350.9544823,65,0.2782,0,-172.1143,-3.8158,-58.6122,0.000021,0.0735,166.62,-17.96,175.81
