time,window_index,tested_yaw_deg,cost_val,is_best,movement_var_up,movement_var_low,is_flat_valley,r_w,best_yaw_deg
1779882574.4809005,1,-180.0000,89.641266,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.484417,1,-175.0000,78.893354,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.4855824,1,-170.0000,70.365854,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.4903488,1,-165.0000,64.172104,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.4931831,1,-160.0000,60.390742,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.4949892,1,-155.0000,59.067012,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.4968028,1,-150.0000,60.213490,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.500055,1,-145.0000,63.810234,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.5020401,1,-140.0000,69.804382,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.505287,1,-135.0000,78.109321,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.5067444,1,-130.0000,88.603606,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.510129,1,-125.0000,101.130065,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.512795,1,-120.0000,115.495917,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.5171013,1,-115.0000,131.475577,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.5188851,1,-110.0000,148.819431,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.5225105,1,-105.0000,167.274886,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.5235775,1,-100.0000,186.631312,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.5267448,1,-95.0000,206.808883,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.5305178,1,-90.0000,227.997844,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.5314376,1,-85.0000,249.841186,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.5331213,1,-80.0000,270.752838,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.5344388,1,-75.0000,287.635627,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.536307,1,-70.0000,297.801883,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.5384142,1,-65.0000,299.891081,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.539914,1,-60.0000,293.644045,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.5461328,1,-55.0000,280.028047,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.554137,1,-50.0000,260.765125,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.556436,1,-45.0000,237.711727,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.558147,1,-40.0000,212.483971,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.5620306,1,-35.0000,186.352766,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.5650702,1,-30.0000,160.276948,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.5677729,1,-25.0000,134.974016,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.5729148,1,-20.0000,110.985723,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.5736341,1,-15.0000,88.727758,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.5744102,1,-10.0000,68.524485,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.57844,1,-5.0000,50.632423,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.5836403,1,0.0000,35.255939,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
1779882574.5918648,1,5.0000,22.557716,0,1.471082E-03,1.892393E-03,0,0.9996,0.0
