time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,angle_y,angle_z,k_b_w,k_delta_w
1779629336.674017,1,0.0194,1,0.0000,0.0000,0.0000,0.081038,0.1138,18.45,29.40,1.92,1.000000,1.000000
1779629336.9439664,2,0.0192,1,0.0000,0.0000,0.0000,0.656540,0.0550,16.02,22.85,2.27,0.500000,0.500000
1779629337.2041457,3,0.0194,1,0.0000,0.0000,0.0000,0.699650,0.0476,13.62,20.66,2.34,0.333333,0.333333
1779629337.4702091,4,0.0201,1,0.0000,0.0000,0.0000,0.664010,0.0582,12.41,21.15,2.27,0.250000,0.250000
1779629337.736996,5,0.0237,1,0.0000,0.0000,0.0000,0.633407,0.0559,12.63,21.84,2.22,0.200000,0.200000
1779629337.9932852,6,0.0360,1,0.0000,0.0000,0.0000,0.633921,0.0353,13.80,21.17,2.22,0.166667,0.166667
1779629338.2676058,7,0.0540,1,0.0000,0.0000,0.0000,0.650714,0.0455,14.69,18.60,2.29,0.142857,0.159104
1779629338.6046455,8,0.0763,1,0.0000,0.0000,0.0000,0.442128,0.1194,14.48,15.17,2.36,0.125000,0.159104
1779629338.8272376,9,0.0992,1,0.0000,0.0000,0.0000,0.355589,0.0740,13.78,12.87,2.33,0.111111,0.159104
1779629339.1121962,10,0.1216,0,-10.8532,-0.1319,-0.3393,0.232527,0.0916,13.44,12.98,2.14,0.100000,0.159104
1779629339.3631153,11,0.1436,0,-10.5932,-0.1268,-0.6975,0.156730,0.0751,13.85,13.97,1.88,0.090909,0.159104
1779629339.6175506,12,0.1664,0,-9.5077,-0.1100,-1.0380,0.149692,0.0668,13.74,14.13,1.64,0.083333,0.159104
1779629339.8647351,13,0.1894,0,-7.7395,-0.0826,-1.3201,0.140363,0.0579,13.56,13.90,1.40,0.076923,0.159104
1779629340.143491,14,0.2105,0,-6.5233,-0.0631,-1.5553,0.120922,0.0602,12.94,13.32,1.19,0.071429,0.159104
1779629340.3963866,15,0.2283,0,-5.9330,-0.0532,-1.7656,0.090548,0.0492,12.25,12.23,1.03,0.066667,0.159104
1779629340.6650977,16,0.2419,0,-5.8960,-0.0518,-1.9744,0.068790,0.0505,11.95,10.63,0.96,0.062500,0.159104
1779629340.923694,17,0.2516,0,-5.7367,-0.0487,-2.1717,0.047904,0.0536,10.13,9.32,0.86,0.058824,0.159104
1779629341.2115936,18,0.2584,0,-5.4977,-0.0446,-2.3512,0.040865,0.0587,7.55,7.71,0.77,0.055556,0.159104
1779629341.459093,19,0.2628,0,-5.3056,-0.0413,-2.5143,0.043077,0.0412,5.05,5.89,0.69,0.052632,0.159104
1779629341.7084785,20,0.2642,0,-5.1563,-0.0388,-2.6625,0.048439,0.0350,2.14,3.94,0.63,0.050000,0.159104
1779629341.9882703,21,0.2628,0,-4.9491,-0.0357,-2.7923,0.059425,0.0393,-2.16,2.21,0.54,0.047619,0.159104
1779629342.2660828,22,0.2597,0,-4.6625,-0.0319,-2.9002,0.072242,0.0571,-7.05,1.17,0.43,0.045455,0.159104
1779629342.5386498,23,0.2561,0,-4.0504,-0.0247,-2.9707,0.082588,0.0493,-11.90,1.54,0.25,0.043478,0.159104
1779629342.7923298,24,0.2518,0,-3.1256,-0.0147,-2.9911,0.056217,0.0456,-15.90,3.42,0.02,0.041667,0.159104
1779629343.0623767,25,0.2474,0,-2.7266,-0.0107,-2.9909,0.034673,0.0393,-16.20,5.15,-0.06,0.040000,0.159104
1779629343.306878,26,0.2434,0,-2.9723,-0.0129,-3.0026,0.054088,0.0352,-12.91,6.14,0.01,0.038462,0.159104
1779629343.6075706,27,0.2398,0,-3.6533,-0.0188,-3.0454,0.089557,0.0536,-9.01,5.87,0.18,0.037037,0.159104
1779629343.875021,28,0.2366,0,-4.8031,-0.0283,-3.1389,0.129098,0.0469,-4.35,4.28,0.43,0.035714,0.159104
