time,window_index,tested_yaw_deg,cost_val,is_best,movement_var_parent,movement_var_child,is_flat_valley,r_w,best_yaw_deg
1779353072.2463124,1,-180.0000,2047.221146,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.2511284,1,-175.0000,2054.810522,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.2557573,1,-170.0000,2061.590323,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.2603066,1,-165.0000,2067.748171,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.2632158,1,-160.0000,2073.428273,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.267846,1,-155.0000,2078.745618,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.2701254,1,-150.0000,2083.795699,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.273436,1,-145.0000,2088.661612,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.2768784,1,-140.0000,2093.419719,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.2806616,1,-135.0000,2098.144732,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.286225,1,-130.0000,2102.914955,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.2880747,1,-125.0000,2107.818583,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.2916822,1,-120.0000,2112.962306,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.2950687,1,-115.0000,2118.484390,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.2979085,1,-110.0000,2124.576405,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.3026989,1,-105.0000,2131.522349,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.306285,1,-100.0000,2139.885665,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.3083751,1,-95.0000,2151.443043,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.3094687,1,-90.0000,2168.684612,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.3122497,1,-85.0000,2196.000767,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.3143847,1,-80.0000,2246.302105,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.315261,1,-75.0000,2266.017721,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.317631,1,-70.0000,1810.129160,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.3192236,1,-65.0000,1511.137541,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.321664,1,-60.0000,1289.361688,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.322565,1,-55.0000,925.768857,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.3251088,1,-50.0000,54.391785,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.3259923,1,-45.0000,32.315755,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.3269176,1,-40.0000,17.791410,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.3289602,1,-35.0000,8.233329,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.33062,1,-30.0000,2.717627,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.3314834,1,-25.0000,0.494677,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.3322673,1,-20.0000,0.309621,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.3357291,1,-15.0000,0.346390,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.3396578,1,-10.0000,0.385599,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.3414001,1,-5.0000,0.426990,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.343068,1,0.0000,0.470237,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.3455062,1,5.0000,0.514953,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.347057,1,10.0000,0.560690,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.3503084,1,15.0000,0.606950,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.3539226,1,20.0000,0.653191,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.3565636,1,25.0000,0.698837,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.3573728,1,30.0000,0.743288,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.3582723,1,35.0000,0.785938,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.3609438,1,40.0000,0.826179,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.3618076,1,45.0000,0.863421,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.36377,1,50.0000,0.897103,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.3661134,1,55.0000,0.926704,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.3687952,1,60.0000,1.056098,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.3729846,1,65.0000,2.260589,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.375833,1,70.0000,5.479940,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.377665,1,75.0000,11.463296,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.3808942,1,80.0000,21.444437,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.3863819,1,85.0000,37.231819,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.389164,1,90.0000,59.020496,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.3928397,1,95.0000,86.734069,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.3947523,1,100.0000,120.145919,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.398636,1,105.0000,158.856899,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.4034147,1,110.0000,344.919029,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.4053135,1,115.0000,639.156645,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.4115329,1,120.0000,900.059936,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.413487,1,125.0000,1172.990657,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.4175107,1,130.0000,1674.469367,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.4202964,1,135.0000,1911.393937,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.42455,1,140.0000,1977.873686,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.4288175,1,145.0000,2001.324312,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.432834,1,150.0000,2010.405503,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.4346642,1,155.0000,2014.959198,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.4401433,1,160.0000,2019.215695,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.4420812,1,165.0000,2024.420873,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.4461803,1,170.0000,2030.928475,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.4502642,1,175.0000,2038.778191,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.4556794,1,0.0000,0.470237,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.4600136,1,0.0000,0.470237,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.4619823,1,0.0000,0.470237,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.4660828,1,0.0000,0.470237,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.4704268,1,-100.6843,2138.602121,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.4758284,1,-10.0684,0.385047,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.480288,1,-10.0684,0.385047,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.4846027,1,-30.2053,2.873963,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.4900353,1,-12.0821,0.368990,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.494237,1,-12.0821,0.368990,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.4961445,1,-15.9342,0.339328,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.4998882,1,-15.9342,0.339328,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.5038397,1,-23.0009,0.302283,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.5114877,1,-23.0009,0.302283,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.5148025,1,-22.4464,0.293856,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.5177517,1,-22.4464,0.293856,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.520673,1,-22.3842,0.293773,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.5226705,1,-22.3842,0.293773,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.5256188,1,-22.3805,0.293772,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.5278378,1,-22.3805,0.293772,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.5297143,1,-22.3805,0.293772,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.532261,1,-22.3805,0.293772,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.534211,1,-22.3808,0.293772,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.536026,1,-22.3801,0.293772,0,7.761223E-07,3.802007E-03,0,0.0194,0.0
1779353072.5362978,1,-22.3805,0.293772,1,7.761223E-07,3.802007E-03,0,0.0194,-22.3805
1779353072.778124,2,-180.0000,2071.952754,0,7.409044E-07,6.523889E-03,0,0.0193,0.0
