time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,angle_y,angle_z,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779897816.2885566,1,0.0194,1,0.0000,0.0000,0.0000,0.469737,0.1989,18.45,29.40,-2.89,1.000000,1.000000,0,0
1779897816.5439157,2,0.0194,1,0.0000,0.0000,0.0000,0.484056,0.1985,18.13,28.73,-2.64,0.500000,0.500000,0,0
1779897816.829684,3,0.0193,1,0.0000,0.0000,0.0000,0.552571,0.2117,17.73,26.29,-1.95,0.333333,0.333333,0,0
1779897817.056775,4,0.0192,1,0.0000,0.0000,0.0000,0.651880,0.1859,16.02,22.85,-0.92,0.250000,0.250000,0,0
1779897817.2896228,5,0.0194,1,0.0000,0.0000,0.0000,0.694944,0.1497,13.62,20.66,-0.23,0.200000,0.200000,0,0
1779897817.5974998,6,0.0201,1,0.0000,0.0000,0.0000,0.659281,0.2000,12.41,21.15,-0.14,0.166667,0.166667,0,0
1779897817.892263,7,0.0237,1,0.0000,0.0000,0.0000,0.628468,0.2140,12.63,21.84,-0.31,0.142857,0.142857,0,0
1779897818.1717281,8,0.0360,1,0.0000,0.0000,0.0000,0.628524,0.2400,13.80,21.17,-0.46,0.125000,0.125000,0,0
1779897818.4411073,9,0.0540,1,0.0000,0.0000,0.0000,0.658441,0.2259,14.69,18.60,-0.19,0.111111,0.111111,0,0
1779897818.6104078,10,0.0763,1,0.0000,0.0000,0.0000,0.688958,0.1354,14.48,15.17,0.40,0.100000,0.100000,0,0
1779897818.9042218,11,0.0992,1,0.0000,0.0000,0.0000,0.668206,0.1611,13.78,12.87,0.77,0.090909,0.090909,0,0
1779897819.15877,12,0.1216,0,-0.6444,-0.0065,-0.0130,0.568780,0.1590,13.43,12.66,0.66,0.083333,0.083333,0,0
1779897819.468446,13,0.1436,0,-0.7155,-0.0072,-0.0279,0.471679,0.1907,13.84,13.30,0.38,0.076923,0.076923,0,0
1779897819.6805723,14,0.1664,0,-0.7510,-0.0076,-0.0440,0.412651,0.1401,13.73,13.15,0.23,0.071429,0.071429,0,0
1779897819.9841669,15,0.1894,0,-0.7797,-0.0078,-0.0610,0.357717,0.1854,13.55,12.66,0.13,0.066667,0.066667,0,0
1779897820.2360132,16,0.2105,0,-0.8100,-0.0081,-0.0789,0.307090,0.1693,12.93,11.88,0.22,0.062500,0.062500,0,0
1779897820.5260053,17,0.2283,0,-0.8681,-0.0088,-0.0982,0.268666,0.1924,12.25,10.61,0.40,0.058824,0.058824,0,0
1779897820.7590897,18,0.2419,0,-0.9575,-0.0099,-0.1195,0.261257,0.1601,11.95,8.83,0.63,0.055556,0.055556,0,0
1779897821.0666473,19,0.2516,0,-1.0048,-0.0104,-0.1415,0.240332,0.2029,10.14,7.35,0.59,0.052632,0.052632,0,0
1779897821.3240778,20,0.2584,0,-1.0230,-0.0105,-0.1632,0.223794,0.2013,7.56,5.60,0.49,0.050000,0.050000,0,0
1779897821.5539067,21,0.2628,0,-1.0373,-0.0105,-0.1846,0.217375,0.1657,5.06,3.65,0.54,0.047619,0.047619,0,0
1779897821.8319077,22,0.2642,0,-1.0456,-0.0105,-0.2053,0.214583,0.1658,2.16,1.57,0.76,0.045455,0.045455,0,0
1779897822.1160445,23,0.2628,0,-1.0270,-0.0102,-0.2248,0.210850,0.1960,-2.14,-0.26,1.11,0.043478,0.043478,0,0
1779897822.3519208,24,0.2597,0,-0.9815,-0.0096,-0.2424,0.202772,0.1638,-7.02,-1.40,1.43,0.041667,0.041667,0,0
1779897822.6366858,25,0.2561,0,-0.8754,-0.0084,-0.2572,0.176254,0.1863,-11.87,-1.08,1.48,0.040000,0.040000,0,0
1779897822.887017,26,0.2518,0,-0.7240,-0.0068,-0.2685,0.108199,0.1568,-15.85,0.79,1.21,0.038462,0.038462,0,0
1779897823.1637285,27,0.2474,0,-0.6611,-0.0062,-0.2783,0.072115,0.1838,-16.15,2.52,1.12,0.037037,0.037037,0,0
1779897823.4519176,28,0.2434,0,-0.6991,-0.0065,-0.2883,0.098064,0.1952,-12.87,3.50,1.31,0.035714,0.035714,0,0
1779897823.6938515,29,0.2398,0,-0.7997,-0.0073,-0.2998,0.156304,0.1793,-8.98,3.20,1.56,0.034483,0.034483,0,0
1779897823.9669325,30,0.2366,0,-0.9636,-0.0085,-0.3135,0.245127,0.1738,-4.32,1.53,1.96,0.033333,0.034064,0,0
1779897824.2303963,31,0.2341,0,-1.1662,-0.0100,-0.3302,0.342393,0.1795,1.90,-0.57,2.49,0.032258,0.034064,0,0
1779897824.515359,32,0.2321,0,-1.3781,-0.0114,-0.3498,0.438171,0.1966,8.23,-2.91,3.08,0.031250,0.034064,0,0
1779897824.7645514,33,0.2301,0,-1.6008,-0.0129,-0.3724,0.532237,0.1812,14.54,-5.45,3.71,0.030303,0.034064,0,0
1779897825.0190854,34,0.2290,0,-1.8055,-0.0142,-0.3977,0.627528,0.1774,20.30,-7.97,4.37,0.029412,0.034064,0,0
1779897825.2720873,35,0.2283,0,-1.9463,-0.0150,-0.4246,0.721109,0.1597,23.96,-10.29,5.08,0.028571,0.034064,0,0
1779897825.571113,36,0.2269,0,-2.0481,-0.0156,-0.4526,0.815902,0.1865,24.49,-12.84,5.68,0.027778,0.034064,0,0
1779897825.7679467,37,0.2251,0,-2.1249,-0.0159,-0.4813,0.904506,0.1355,22.87,-15.60,5.92,0.027027,0.034064,0,0
1779897826.1005695,38,0.2245,0,-2.1687,-0.0161,-0.5101,0.947576,0.1998,20.08,-17.68,5.78,0.026316,0.034064,0,0
1779897826.3179743,39,0.2258,0,-2.1472,-0.0159,-0.5385,0.907888,0.1602,16.34,-17.78,5.32,0.025641,0.034064,0,0
1779897826.5931253,40,0.2281,0,-2.0339,-0.0151,-0.5651,0.825441,0.1644,12.84,-15.31,4.66,0.025000,0.034064,0,0
1779897826.8676798,41,0.2303,0,-1.8587,-0.0141,-0.5893,0.734340,0.1712,10.26,-10.37,3.65,0.024390,0.034064,0,0
1779897827.1432366,42,0.2316,0,-1.6617,-0.0129,-0.6105,0.637235,0.1921,9.11,-3.16,1.83,0.023810,0.034064,0,0
1779897827.414439,43,0.2330,0,-1.4492,-0.0117,-0.6288,0.522724,0.1824,8.68,5.94,-0.70,0.023256,0.034064,0,0
1779897827.7052736,44,0.2352,0,-1.2296,-0.0105,-0.6440,0.378299,0.2151,9.26,16.27,-3.40,0.022727,0.034064,0,0
1779897827.9591663,45,0.2377,0,-1.0178,-0.0093,-0.6562,0.221544,0.2138,11.57,27.09,-5.78,0.022222,0.034064,0,0
1779897828.2120442,46,0.2388,0,-0.8127,-0.0082,-0.6656,0.083890,0.1861,14.54,36.79,-7.62,0.021739,0.034064,0,0
1779897828.510771,47,0.2374,0,-0.6768,-0.0074,-0.6730,0.022616,0.2192,17.69,43.32,-8.89,0.021277,0.034064,0,0
1779897828.7799911,48,0.2340,0,-0.6281,-0.0072,-0.6798,0.011985,0.2229,21.28,47.25,-10.23,0.020833,0.034064,0,0
1779897828.900547,49,0.2305,0,-0.6410,-0.0072,-0.6866,0.012623,0.0878,23.92,49.05,-11.31,0.020408,0.034064,0,0
1779897829.307918,50,0.2278,0,-0.6770,-0.0073,-0.6938,0.012835,0.2179,24.17,48.64,-11.23,0.020000,0.034064,0,0
1779897829.4991035,51,0.2249,0,-0.7168,-0.0075,-0.7014,0.010552,0.1425,22.28,46.25,-9.90,0.019608,0.034064,0,0
1779897829.814221,52,0.2218,0,-0.7708,-0.0077,-0.7095,0.009722,0.1864,19.43,41.95,-8.02,0.019231,0.034064,0,0
1779897830.0909684,53,0.2189,0,-0.8537,-0.0080,-0.7185,0.017376,0.1969,15.79,36.12,-6.03,0.018868,0.034064,0,0
1779897830.3245997,54,0.2164,0,-1.0069,-0.0086,-0.7292,0.064821,0.1675,11.97,29.00,-4.40,0.018519,0.034064,0,0
1779897830.617644,55,0.2150,0,-1.1766,-0.0092,-0.7415,0.153656,0.2015,7.87,21.78,-3.22,0.018182,0.034064,0,0
1779897830.9342875,56,0.2148,0,-1.3660,-0.0099,-0.7559,0.284380,0.2425,2.89,13.52,-1.89,0.017857,0.034064,0,0
1779897831.4241054,57,0.2154,0,-1.7660,-0.0114,-0.7746,0.655391,0.2038,-6.33,-6.00,0.43,0.017544,0.034064,0,0
1779897831.6911578,58,0.2163,0,-1.9827,-0.0121,-0.7955,0.844483,0.2072,-8.88,-15.66,0.79,0.017241,0.034064,0,0
1779897831.9249427,59,0.2179,0,-2.1763,-0.0128,-0.8185,0.982176,0.1822,-10.73,-23.52,0.65,0.016949,0.034064,0,0
1779897832.1957633,60,0.2194,0,-2.3089,-0.0132,-0.8428,1.047065,0.1739,-12.02,-28.48,0.32,0.016667,0.034064,0,0
1779897832.4504004,61,0.2203,0,-2.3074,-0.0132,-0.8668,1.031031,0.1747,-12.98,-29.22,0.14,0.016393,0.034064,0,0
1779897832.802263,62,0.2201,0,-2.1982,-0.0127,-0.8894,0.957214,0.2481,-13.54,-26.51,0.14,0.016129,0.034064,0,0
1779897833.2600615,63,0.2157,0,-1.8375,-0.0115,-0.9078,0.668930,0.1796,-10.73,-12.72,-0.06,0.015873,0.034064,0,0
1779897833.558806,64,0.2123,0,-1.6550,-0.0108,-0.9239,0.472747,0.2048,-6.52,-2.89,-1.04,0.015625,0.034064,0,0
1779897833.6974823,65,0.2085,0,-1.4714,-0.0102,-0.9379,0.275970,0.0926,-1.27,7.56,-2.56,0.015385,0.034064,0,0
1779897834.1125474,66,0.2042,0,-1.2937,-0.0096,-0.9500,0.124666,0.2199,4.18,18.12,-4.14,0.015152,0.034064,0,0
1779897834.3647158,67,0.1993,0,-1.1412,-0.0091,-0.9603,0.039715,0.1999,9.81,27.77,-5.78,0.014925,0.034064,0,0
1779897834.645663,68,0.1942,0,-1.0283,-0.0088,-0.9695,0.010409,0.2264,14.77,35.81,-7.40,0.014706,0.034064,0,0
1779897834.7984314,69,0.1894,0,-0.9668,-0.0086,-0.9780,0.009310,0.1072,19.04,42.12,-8.95,0.014493,0.034064,0,0
1779897835.1440537,70,0.1843,0,-0.9512,-0.0085,-0.9863,0.008915,0.1919,22.73,46.88,-10.65,0.014286,0.034064,0,0
1779897835.4343646,71,0.1796,0,-0.9673,-0.0085,-0.9947,0.012812,0.2018,25.76,50.24,-12.40,0.014085,0.034064,0,0
1779897835.5946708,72,0.1767,0,-1.0016,-0.0086,-1.0033,0.025063,0.1018,27.25,52.88,-13.68,0.013889,0.034064,0,0
1779897835.9479918,73,0.1770,0,-1.0241,-0.0086,-1.0120,0.030107,0.1818,27.73,56.02,-14.92,0.013699,0.034064,0,0
1779897836.1115804,74,0.1800,0,-1.0296,-0.0086,-1.0207,0.033041,0.0880,27.51,60.09,-16.82,0.013514,0.034064,0,0
1779897836.4765723,75,0.1833,0,-1.0419,-0.0086,-1.0294,0.037559,0.1824,8.53,64.35,-19.53,0.013333,0.034064,0,0
1779897836.7077339,76,0.1863,0,-1.0682,-0.0087,-1.0383,0.035562,0.1525,-12.75,67.41,-23.01,0.013158,0.034064,0,0
1779897837.0526488,77,0.1896,0,-1.0974,-0.0087,-1.0474,0.032018,0.2295,-33.69,69.85,-27.02,0.012987,0.034064,0,0
1779897837.26401,78,0.1936,0,-1.1010,-0.0087,-1.0564,0.037624,0.1679,-55.22,72.25,-30.77,0.012821,0.034064,0,0
1779897837.5415506,79,0.1979,0,-1.0851,-0.0087,-1.0652,0.037103,0.1705,-77.71,75.19,-33.72,0.012658,0.034064,0,0
1779897837.8283129,80,0.2019,0,-1.0547,-0.0086,-1.0736,0.025904,0.1991,-83.94,78.18,-35.30,0.012500,0.034064,0,0
1779897837.9878175,81,0.2040,0,-1.0246,-0.0085,-1.0817,0.024807,0.0929,-84.40,77.75,-35.18,0.012346,0.034064,0,0
1779897838.4017212,82,0.2040,0,-1.0415,-0.0085,-1.0898,0.022891,0.2269,-84.15,72.43,-32.91,0.012195,0.034064,0,0
1779897838.5709898,83,0.2039,0,-1.1473,-0.0087,-1.0989,0.044095,0.1418,-65.45,63.66,-28.73,0.012048,0.034064,0,0
1779897838.9160776,84,0.2033,0,-1.3173,-0.0091,-1.1095,0.117791,0.2048,-45.29,53.96,-23.37,0.011905,0.034064,0,0
1779897839.0599275,85,0.2017,0,-1.5117,-0.0096,-1.1217,0.224151,0.0870,-25.99,43.55,-17.54,0.011765,0.034064,0,0
1779897839.4658852,86,0.1995,0,-1.7078,-0.0100,-1.1356,0.342139,0.2180,-7.34,32.11,-11.85,0.011628,0.034064,0,0
1779897839.6861303,87,0.1969,0,-1.8966,-0.0104,-1.1511,0.492408,0.1864,10.26,18.70,-6.76,0.011494,0.034064,0,0
1779897839.9604626,88,0.1936,0,-2.0853,-0.0108,-1.1680,0.682821,0.1836,11.13,3.77,-2.79,0.011486,0.034064,0,0
1779897840.2333438,89,0.1901,0,-2.2904,-0.0112,-1.1864,0.873676,0.1861,6.19,-9.29,-0.02,0.011486,0.034064,0,0
1779897840.4775631,90,0.1872,0,-2.4967,-0.0116,-1.2063,1.080233,0.1672,1.35,-19.11,1.49,0.011486,0.034064,0,0
1779897840.7440825,91,0.1848,0,-2.6260,-0.0119,-1.2270,1.274872,0.1568,-2.82,-26.01,2.07,0.011486,0.034064,0,0
1779897841.0410533,92,0.1836,0,-2.6912,-0.0120,-1.2481,1.432830,0.1995,-5.45,-30.96,2.19,0.011486,0.034064,0,0
1779897841.3303025,93,0.1835,0,-2.7337,-0.0121,-1.2694,1.538841,0.2112,-6.74,-34.33,2.23,0.011486,0.034064,0,0
1779897841.6317475,94,0.1844,0,-2.7721,-0.0121,-1.2909,1.583043,0.2367,-6.65,-35.78,2.36,0.011486,0.034064,0,0
1779897841.7984993,95,0.1852,0,-2.7889,-0.0121,-1.3124,1.544917,0.1424,-5.02,-34.63,2.63,0.011486,0.034064,0,0
1779897842.1139205,96,0.1853,0,-2.7609,-0.0120,-1.3335,1.415814,0.1886,-3.05,-30.87,2.76,0.011486,0.034064,0,0
1779897842.375965,97,0.1843,0,-2.6824,-0.0119,-1.3537,1.241895,0.1801,-0.89,-24.82,2.67,0.011486,0.034064,0,0
1779897842.621696,98,0.1821,0,-2.5485,-0.0115,-1.3726,1.036523,0.1614,1.67,-16.87,2.27,0.011486,0.034064,0,0
1779897842.9107413,99,0.1798,0,-2.3950,-0.0112,-1.3900,0.821479,0.1981,4.82,-7.83,1.40,0.011486,0.034064,0,0
1779897843.1407106,100,0.1779,0,-2.2342,-0.0109,-1.4059,0.598329,0.1551,8.40,1.68,0.10,0.011486,0.034064,0,0
1779897843.4392166,101,0.1764,0,-2.0701,-0.0105,-1.4203,0.390495,0.1753,12.35,11.00,-1.56,0.011486,0.034064,0,0
1779897843.726518,102,0.1752,0,-1.9053,-0.0101,-1.4333,0.222530,0.1971,16.00,19.44,-3.40,0.011486,0.034064,0,0
1779897843.9796774,103,0.1745,0,-1.7537,-0.0098,-1.4450,0.103564,0.1704,19.19,26.79,-5.25,0.011486,0.034064,0,0
1779897844.3159823,104,0.1746,0,-1.6399,-0.0096,-1.4557,0.037151,0.2410,22.11,32.56,-6.92,0.011486,0.034064,0,0
1779897844.5340867,105,0.1748,0,-1.5685,-0.0094,-1.4657,0.010917,0.1910,23.41,36.76,-7.90,0.011486,0.034064,0,0
1779897844.8186533,106,0.1747,0,-1.5233,-0.0093,-1.4753,0.007348,0.1896,21.72,39.17,-7.62,0.011486,0.034064,0,0
1779897845.0691462,107,0.1746,0,-1.4664,-0.0092,-1.4843,0.019015,0.1749,17.11,40.31,-6.24,0.011486,0.034064,0,0
1779897845.325611,108,0.1744,0,-1.4093,-0.0090,-1.4929,0.032921,0.1681,11.35,40.63,-4.43,0.011486,0.034064,0,0
1779897845.6345227,109,0.1738,0,-1.3553,-0.0089,-1.5009,0.044864,0.2030,4.97,40.54,-2.38,0.011486,0.034064,0,0
1779897845.914455,110,0.1724,0,-1.3032,-0.0088,-1.5085,0.056804,0.2006,-1.63,40.44,-0.20,0.011486,0.034064,0,0
1779897846.1552002,111,0.1711,0,-1.2549,-0.0087,-1.5156,0.067624,0.1709,-8.13,40.19,1.99,0.011486,0.034064,0,0
1779897846.4514525,112,0.1704,0,-1.2111,-0.0086,-1.5224,0.075436,0.1964,-14.05,40.04,4.02,0.011486,0.034064,0,0
1779897846.837663,113,0.1709,0,-1.2201,-0.0086,-1.5292,0.076951,0.3100,-15.57,39.58,4.66,0.011486,0.034064,0,0
1779897847.218942,114,0.1745,0,-1.3403,-0.0088,-1.5368,0.068493,0.1569,-7.18,38.20,2.03,0.011486,0.034064,0,0
1779897847.5170658,115,0.1761,0,-1.4212,-0.0089,-1.5450,0.056330,0.1900,-1.69,37.98,0.31,0.011486,0.034064,0,0
1779897847.8360488,116,0.1775,0,-1.5058,-0.0091,-1.5538,0.046809,0.2267,4.22,37.78,-1.47,0.011486,0.034064,0,0
1779897847.973032,117,0.1793,0,-1.5941,-0.0093,-1.5632,0.037808,0.0918,10.55,37.34,-3.35,0.011486,0.034064,0,0
1779897848.361991,118,0.1808,0,-1.6803,-0.0094,-1.5733,0.029352,0.2079,16.28,36.90,-5.03,0.011486,0.034064,0,0
1779897848.591594,119,0.1810,0,-1.7653,-0.0096,-1.5840,0.024633,0.1709,21.31,36.21,-6.46,0.011486,0.034064,0,0
1779897848.9417853,120,0.1802,0,-1.8098,-0.0097,-1.5950,0.029218,0.2562,23.54,35.38,-6.99,0.011486,0.034064,0,0
1779897849.1177096,121,0.1794,0,-1.8559,-0.0097,-1.6063,0.041546,0.1665,23.48,33.91,-6.53,0.011486,0.034064,0,0
1779897849.4071639,122,0.1786,0,-1.9598,-0.0099,-1.6183,0.086077,0.1735,24.53,30.51,-5.89,0.011486,0.034064,0,0
1779897849.665125,123,0.1776,0,-2.0881,-0.0102,-1.6312,0.154387,0.1595,24.92,25.42,-4.70,0.011486,0.034064,0,0
1779897850.012948,124,0.1770,0,-2.2198,-0.0104,-1.6451,0.230417,0.2384,25.01,20.30,-3.34,0.011486,0.034064,0,0
1779897850.184103,125,0.1764,0,-2.3354,-0.0106,-1.6598,0.288957,0.1567,24.85,15.78,-2.01,0.011486,0.034064,0,0
1779897850.4734213,126,0.1757,0,-2.4112,-0.0108,-1.6750,0.313860,0.1631,25.47,12.71,-1.28,0.011486,0.034064,0,0
1779897850.7072785,127,0.1755,0,-2.4645,-0.0108,-1.6905,0.326714,0.1367,26.33,10.39,-0.85,0.011486,0.034064,0,0
1779897851.0140834,128,0.1757,0,-2.5116,-0.0109,-1.7063,0.336664,0.1752,27.04,8.33,-0.45,0.011486,0.034064,0,0
1779897851.2432792,129,0.1757,0,-2.5368,-0.0109,-1.7221,0.338845,0.1378,27.44,7.14,-0.22,0.011486,0.034064,0,0
1779897851.5261362,130,0.1755,0,-2.5099,-0.0109,-1.7376,0.312039,0.1431,27.80,7.85,-0.52,0.011486,0.034064,0,0
1779897851.759326,131,0.1752,0,-2.4588,-0.0107,-1.7526,0.261957,0.1249,28.52,10.19,-1.24,0.011486,0.034064,0,0
1779897852.0986862,132,0.1748,0,-2.3999,-0.0106,-1.7670,0.202340,0.1899,29.05,12.70,-2.03,0.011486,0.034064,0,0
1779897852.308,133,0.1746,0,-2.3524,-0.0105,-1.7809,0.157166,0.1281,29.42,14.77,-2.68,0.011486,0.034064,0,0
1779897852.6024413,134,0.1748,0,-2.3434,-0.0104,-1.7946,0.143777,0.1652,29.47,15.47,-2.92,0.011486,0.034064,0,0
1779897852.851147,135,0.1752,0,-2.3265,-0.0104,-1.8081,0.131809,0.1365,29.51,16.58,-3.29,0.011486,0.034064,0,0
1779897853.138762,136,0.1756,0,-2.2647,-0.0102,-1.8210,0.116956,0.1647,29.61,20.46,-4.63,0.011486,0.034064,0,0
1779897853.361278,137,0.1754,0,-2.1971,-0.0101,-1.8333,0.106420,0.1343,29.49,27.99,-7.51,0.011486,0.034064,0,0
